OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
2228800,15725,BARAN INSTITUTE OF TECHNOLOGY,CT,proprietary,360,"786,963"
2074000,13954,BRANFORD HALL CAREER INSTITUTE,CT,proprietary,"2,482","5,139,207"
940700,9407,BRIARWOOD COLLEGE,CT,proprietary,269,"603,888"
618100,6181,BRIDGEPORT HOSPITAL SCHOOL OF NURSING,CT,private 2 year,52,"105,342"
887400,8874,BRIO ACADEMY OF COSMETOLOGY,CT,proprietary,241,"540,676"
1041700,10417,BRIO ACADEMY OF EAST HARTFORD,CT,proprietary,216,"445,222"
1149600,11496,BULLARD - HAVENS REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,17,"23,414"
2115100,14742,BUTLER BUSINESS SCHOOL,CT,proprietary,331,"684,085"
763500,7635,CAPITAL COMMUNITY COLLEGE,CT,public 2 year,"1,895","3,560,999"
137800,1378,CENTRAL CONNECTICUT STATE UNIVERSITY,CT,public 4 year,"1,845","4,378,396"
3234300,32343,CHARTER OAK STATE COLLEGE,CT,public 4 year,261,"435,714"
2316600,23166,CONNECTICUT CENTER FOR MASSAGE THERAPY,CT,proprietary,145,"140,937"
137900,1379,CONNECTICUT COLLEGE,CT,private 4 year,177,"507,188"
3316300,33163,CONNECTICUT CULINARY INSTITUTE,CT,proprietary,194,"468,220"
2148700,15059,CONNECTICUT INSTITUTE OF HAIR DESIGN,CT,proprietary,19,"41,774"
3381300,33813,CONNECTICUT TRAINING CENTER,CT,private 2 year,379,"676,342"
927700,15834,E C GOODWIN REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,18,"34,285"
142500,1425,EASTERN CONNECTICUT STATE UNIVERSITY,CT,public 4 year,836,"2,066,030"
730000,13514,ELI WHITNEY REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,39,"98,117"
2562400,25624,EMMETT O'BRIEN REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,1,"2,025"
138500,1385,FAIRFIELD UNIVERSITY,CT,private 4 year,276,"706,139"
2106600,14645,FOX INSTITUTE OF BUSINESS,CT,proprietary,296,"563,642"
803700,6981,GATEWAY COMMUNITY COLLEGE,CT,public 2 year,"1,879","3,496,297"
1287700,12877,GIBBS COLLEGE,CT,proprietary,592,"1,121,176"
2244900,15833,GOODWIN COLLEGE,CT,private 2 year,"1,085","2,199,798"
906500,9065,HARTFORD SCHOOL OF MUSIC (THE)-,CT,private 2 year,17,"49,969"
2058900,13265,HARVARD H ELLIS TECHNICAL SCHOOL,CT,public 2 year,4,"10,950"
1326400,13264,HENRY ABBOTT TECHNICAL HIGH SCHOOL,CT,public 2 year,10,"20,502"
138900,1389,HOLY APOSTLES COLLEGE & SEMINARY,CT,private 4 year,2,"2,600"
451300,4513,HOUSATONIC COMMUNITY COLLEGE,CT,public 2 year,"1,837","3,411,745"
2245300,15835,HOWELL CHENEY REGIONAL VOCATIONAL-TECHNICAL SCHOOL,CT,public 2 year,13,"24,874"
3094800,30948,INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE,CT,proprietary,46,"69,755"
929100,9291,J. M. WRIGHT REGIONAL VOCATIONAL - TECHNICAL SCHOOL,CT,public 2 year,14,"26,108"
1291300,12913,LEON INSTITUTE OF HAIR DESIGN,CT,proprietary,66,"126,605"
3079400,30794,LYME ACADEMY COLLEGE OF FINE ARTS,CT,private 4 year,29,"81,863"
139200,1392,MANCHESTER COMMUNITY COLLEGE,CT,public 2 year,"1,555","2,827,128"
803800,8038,MIDDLESEX COMMUNITY COLLEGE,CT,public 2 year,522,"1,007,545"
139300,1393,MITCHELL COLLEGE,CT,private 4 year,216,"560,374"
698200,6982,NAUGATUCK VALLEY COMMUNITY COLLEGE,CT,public 2 year,"1,188","2,188,376"
730300,15712,NEW ENGLAND TECHNICAL INSTITUTE,CT,proprietary,916,"2,136,417"
2202500,22025,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN,CT,proprietary,568,"667,336"
2112700,14730,NORTH HAVEN ACADEMY,CT,proprietary,60,"134,229"
139800,1398,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE,CT,public 2 year,282,"555,837"
139900,1399,NORWALK COMMUNITY COLLEGE,CT,public 2 year,"1,151","2,184,425"
1184300,11843,NORWICH REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,14,"29,094"
745900,7459,PAIER COLLEGE OF ART,CT,proprietary,52,"106,217"
2565000,25650,PLATT REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,7,"18,900"
1077900,10779,PORTER AND CHESTER INSTITUTE,CT,proprietary,837,"1,417,030"
730500,7305,PORTER AND CHESTER INSTITUTE OF BRANFORD,CT,proprietary,137,"220,874"
140100,1401,POST UNIVERSITY,CT,proprietary,401,"974,972"
1053000,10530,QUINEBAUG VALLEY COMMUNITY COLLEGE,CT,public 2 year,631,"1,073,912"
140200,1402,QUINNIPIAC UNIVERSITY,CT,private 4 year,474,"1,150,413"
887200,8872,RENASCI ACADEMY OF HAIR,CT,proprietary,24,"57,658"
2112300,14703,RIDLEY - LOWELL BUSINESS & TECHNICAL INSTITUTE,CT,proprietary,215,"474,175"
140300,1403,SACRED HEART UNIVERSITY,CT,private 4 year,505,"1,239,614"
140900,1409,SAINT JOSEPH COLLEGE,CT,private 4 year,334,"845,991"
140600,1406,SOUTHERN CONNECTICUT STATE UNIVERSITY,CT,public 4 year,"1,774","4,547,619"
619100,6191,ST VINCENT'S COLLEGE,CT,private 2 year,108,"212,715"
1242500,12425,STONE ACADEMY,CT,proprietary,"1,112","2,395,829"
976500,9765,THREE RIVERS COMMUNITY COLLEGE,CT,public 2 year,938,"1,565,006"
141400,1414,TRINITY COLLEGE,CT,private 4 year,286,"738,284"
976400,9764,TUNXIS COMMUNITY COLLEGE,CT,public 2 year,785,"1,520,213"
141600,1416,UNIVERSITY OF BRIDGEPORT,CT,private 4 year,677,"1,759,700"
141700,1417,UNIVERSITY OF CONNECTICUT,CT,public 4 year,"2,969","7,743,567"
142200,1422,UNIVERSITY OF HARTFORD,CT,private 4 year,812,"2,011,230"
139700,1397,UNIVERSITY OF NEW HAVEN,CT,private 4 year,553,"1,327,734"
1169700,11697,VINAL REGIONAL VOCATIONAL - TECHNICAL SCHOOL,CT,public 2 year,6,"11,595"
2300000,14603,W F KAYNOR REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,15,"28,577"
142400,1424,WESLEYAN UNIVERSITY,CT,private 4 year,347,"900,728"
138000,1380,WESTERN CONNECTICUT STATE UNIVERSITY,CT,public 4 year,792,"1,947,261"
2265900,16003,WINDHAM COMMUNITY MEMORIAL HOSPITAL PROGRAM OF RADIOLOGIC TECHNOLOGY,CT,private 2 year,9,"23,629"
731100,7311,WINDHAM REGIONAL VOCATIONAL TECHNICAL SCHOOL,CT,public 2 year,16,"36,745"
142600,1426,YALE UNIVERSITY,CT,private 4 year,499,"1,402,657"
143400,1434,AMERICAN UNIVERSITY,DC,private 4 year,664,"1,720,904"
3409600,34096,BENNETT CAREER INSTITUTE,DC,proprietary,142,"336,991"
3104300,31043,"CAREER BLAZERS LEARNING CENTER OF WASHINGTON, D.C.",DC,proprietary,274,"480,227"
143700,1437,CATHOLIC UNIVERSITY OF AMERICA,DC,private 4 year,308,"746,278"
1195000,11950,CORCORAN COLLEGE OF ART AND DESIGN,DC,private 4 year,156,"423,727"
2279200,16085,DUDLEY BEAUTY COLLEGE,DC,proprietary,87,"253,374"
144300,1443,GALLAUDET UNIVERSITY,DC,private 4 year,460,"1,209,702"
144400,1444,GEORGE WASHINGTON UNIVERSITY,DC,private 4 year,965,"2,527,049"
144500,1445,GEORGETOWN UNIVERSITY,DC,private 4 year,650,"1,741,088"
1266500,12665,HARRISON CENTER FOR CAREER EDUCATION,DC,private 2 year,80,"189,967"
144800,1448,HOWARD UNIVERSITY,DC,private 4 year,"2,446","6,656,391"
2132800,14941,NATIONAL CONSERVATORY OF DRAMATIC ARTS,DC,private 2 year,3,"4,335"
3218300,32183,POTOMAC COLLEGE,DC,proprietary,166,"296,208"
2588900,25889,SANZ SCHOOL,DC,proprietary,"1,403","3,496,382"
145600,1456,SOUTHEASTERN UNIVERSITY,DC,private 4 year,437,"832,639"
145900,1459,STRAYER UNIVERSITY,DC,proprietary,"8,797","17,629,740"
3750300,37503,TECHNICAL LEARNING CENTERS,DC,proprietary,21,"67,542"
146000,1460,TRINITY UNIVERSITY,DC,private 4 year,547,"1,316,141"
144100,7015,UNIVERSITY OF THE DISTRICT OF COLUMBIA,DC,public 4 year,"1,951","4,496,699"
2125200,21252,BEEBE SCHOOL OF NURSING,DE,private 2 year,11,"35,086"
3025800,30258,DAWN TRAINING CENTRE,DE,proprietary,339,"762,343"
3543300,35433,DEEP MUSCLE THERAPY SCHOOL,DE,proprietary,62,"106,454"
3702300,37023,DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,DE,proprietary,1,920
142800,1428,DELAWARE STATE UNIVERSITY,DE,public 4 year,"1,720","4,621,188"
2144900,11387,DELAWARE TECHNICAL & COMMUNITY COLLEGE,DE,public 2 year,"1,454","2,541,997"
1172700,11727,DELAWARE TECHNICAL & COMMUNITY COLLEGE,DE,public 2 year,887,"1,636,734"
705300,7053,DELAWARE TECHNICAL & COMMUNITY COLLEGE - OWENS CAMPUS,DE,public 2 year,"1,222","2,163,494"
142900,1429,GOLDEY-BEACOM COLLEGE,DE,private 4 year,227,"544,509"
3021000,30210,HARRISON CAREER INSTITUTE,DE,proprietary,178,"355,856"
2190400,15477,SCHILLING-DOUGLAS SCHOOL OF HAIR DESIGN,DE,proprietary,129,"275,919"
143100,1431,UNIVERSITY OF DELAWARE,DE,public 4 year,"1,339","3,055,362"
143300,1433,WESLEY COLLEGE,DE,private 4 year,514,"1,202,612"
794800,7948,WILMINGTON COLLEGE,DE,private 4 year,"1,046","2,363,387"
3346300,33463,ACADEMY FOR PRACTICAL NURSING AND HEALTH OCCUPATIONS,FL,private 2 year,407,"834,960"
2499000,16785,ACADEMY OF COSMETOLOGY,FL,proprietary,70,"137,119"
2612700,26127,ACADEMY OF COSMETOLOGY - PALM BAY,FL,proprietary,49,"110,931"
3113400,31134,"ACADEMY OF HEALING ARTS, MASSAGE & FACIAL SKIN CARE",FL,proprietary,97,"169,936"
3414500,34145,ACUPUNCTURE AND MASSAGE COLLEGE,FL,proprietary,29,"67,547"
3757300,37573,ADVANCE SCIENCE INSTITUTE,FL,proprietary,171,"356,087"
2293600,16181,ADVANCED TECHNICAL CENTERS,FL,private 2 year,3,"2,523"
3491400,34914,AMERICAN ADVANCED TECHNICIANS INSTITUTE,FL,proprietary,72,"122,112"
4016500,40165,AMERICAN INSTITUTE OF BEAUTY,FL,proprietary,56,"102,394"
3390300,33903,AMERICARE SCHOOL OF NURSING,FL,proprietary,614,"1,239,041"
3595400,35954,ANGLEY COLLEGE,FL,proprietary,171,"346,766"
1019500,10195,ART INSTITUTE OF FORT LAUDERDALE (THE),FL,proprietary,"1,740","3,847,470"
3816300,38163,ARTISTIC NAILS & BEAUTY ACADEMY,FL,proprietary,113,"278,889"
3012300,30123,ASM BEAUTY WORLD ACADEMY,FL,proprietary,104,"193,551"
2293200,16180,ATI CAREER TRAINING CENTER,FL,proprietary,"1,026","2,029,478"
2215900,15646,ATI CAREER TRAINING CENTER,FL,proprietary,566,"1,209,950"
2151100,14612,ATI COLLEGE OF HEALTH,FL,proprietary,651,"1,601,439"
1226300,12263,ATLANTIC TECHNICAL CENTER,FL,public 2 year,212,"425,655"
3941300,39413,AVE MARIA UNVERSITY,FL,private 4 year,96,"252,555"
2159600,13001,BAPTIST COLLEGE OF FLORIDA (THE),FL,private 4 year,290,"718,669"
146600,1466,BARRY UNIVERSITY,FL,private 4 year,"2,275","5,693,484"
3373300,33733,BEACON COLLEGE,FL,private 4 year,21,"61,000"
3801400,38014,BEAUTY INSTITUTE (THE),FL,proprietary,97,"237,557"
2283800,16111,BEAUTY SCHOOLS OF AMERICA-,FL,proprietary,"1,199","2,622,593"
3018500,14752,BENE'S INTERNATIONAL SCHOOL OF BEAUTY,FL,proprietary,173,"255,967"
146700,1467,BETHUNE COOKMAN COLLEGE,FL,private 4 year,"2,046","6,048,253"
2200100,15565,BRADENTON BEAUTY & BARBER ACADEMY,FL,proprietary,139,"236,803"
3382300,33823,BRADFORD-UNION AREA VOCATIONAL-TECHNICAL CENTER,FL,public 2 year,86,"172,580"
147000,1470,BREVARD COMMUNITY COLLEGE,FL,public 2 year,"3,147","6,147,978"
150000,1500,BROWARD COMMUNITY COLLEGE,FL,public 2 year,"10,100","21,484,077"
3842500,38425,CAMBRIDGE INSTITUTE OF ALLIED HEALTH,FL,proprietary,62,"129,765"
3906300,39063,CAREER INSTITUTE OF FLORIDA,FL,proprietary,128,"208,396"
2245500,22455,CENTRAL FLORIDA  COLLEGE,FL,proprietary,992,"2,369,427"
147100,1471,CENTRAL FLORIDA COMMUNITY COLLEGE,FL,public 2 year,"2,035","3,943,170"
3425400,34254,CENTRAL FLORIDA INSTITUTE,FL,proprietary,394,"870,293"
2297000,16165,CHARLOTTE TECHNICAL CENTER,FL,public 2 year,63,"131,446"
147200,1472,CHIPOLA COLLEGE,FL,public 4 year,617,"1,468,927"
3079900,30799,CITY COLLEGE,FL,private 2 year,160,"342,019"
2515400,16839,CITY COLLEGE,FL,private 4 year,"1,181","2,708,239"
147300,15025,CLEARWATER CHRISTIAN COLLEGE,FL,private 4 year,210,"507,541"
3071600,30716,COLLEGE OF BUSINESS & TECHNOLOGY,FL,proprietary,320,"849,242"
3985300,39853,COMMERCIAL DIVING ACADEMY,FL,proprietary,29,"29,340"
3108600,31086,"COMPU-MED VOCATIONAL CAREERS,CORP.",FL,proprietary,690,"2,282,767"
2089600,14016,CONCORDE CAREER INSTITUTE,FL,proprietary,872,"1,619,027"
2172700,15307,CONCORDE CAREER INSTITUTE,FL,proprietary,982,"1,842,680"
2275100,16050,CONCORDE CAREER INSTITUTE,FL,proprietary,799,"1,567,757"
3178400,31784,CORAL RIDGE TRAINING SCHOOL,FL,proprietary,4,"6,301"
2279600,16092,CORTIVA INSTITUTE - HUMANITIES CENTER SCHOOL OF MASSAGE,FL,proprietary,76,"129,972"
559400,5594,D. G. ERWIN TECHNICAL CENTER,FL,public 2 year,640,"1,063,255"
3832300,38323,DADE MEDICAL INSTITUTE,FL,proprietary,273,"523,228"
147500,1475,DAYTONA BEACH COMMUNITY COLLEGE,FL,public 4 year,"3,833","8,114,534"
3939600,39396,DAYTONA INSTITUTE OF MASSAGE THERAPY,FL,proprietary,29,"38,982"
148700,1487,ECKERD COLLEGE,FL,private 4 year,457,"1,085,827"
147700,1477,EDISON COLLEGE,FL,public 4 year,"2,363","4,919,399"
2586200,25862,EDUTECH CENTERS,FL,proprietary,559,"1,020,848"
147800,1478,EDWARD WATERS COLLEGE,FL,private 4 year,705,"2,039,559"
147900,1479,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,FL,private 4 year,"2,116","4,444,433"
3570400,35704,ENGLISH CENTER  (THE),FL,public 2 year,59,"60,698"
3108500,31085,EVERGLADES UNIVERSITY,FL,private 4 year,311,"756,727"
2148200,15111,FASHION FOCUS HAIR ACADEMY,FL,proprietary,26,"44,827"
1254400,12544,FIRST COAST TECHNICAL INSTITUTE,FL,public 2 year,280,"451,603"
789300,7893,FLAGLER COLLEGE,FL,private 4 year,500,"1,221,732"
3823300,38233,FLORIDA ACADEMY OF HEALTH & BEAUTY,FL,proprietary,35,"62,175"
148000,1480,FLORIDA AGRICULTURAL & MECHANICAL UNIV,FL,public 4 year,"5,584","16,016,752"
148100,1481,FLORIDA ATLANTIC UNIVERSITY,FL,public 4 year,"5,686","14,109,005"
3611400,36114,FLORIDA BARBER ACADEMY,FL,proprietary,50,"92,252"
2305800,16302,FLORIDA CAREER COLLEGE,FL,proprietary,"3,811","7,674,446"
3096300,30963,FLORIDA CAREER INSTITUTE,FL,proprietary,203,"387,229"
2156700,15192,FLORIDA CHRISTIAN COLLEGE,FL,private 4 year,115,"276,014"
148200,1482,FLORIDA COLLEGE,FL,private 4 year,102,"247,188"
3008600,30086,FLORIDA COLLEGE OF NATURAL HEALTH,FL,proprietary,619,"1,416,861"
148400,1484,FLORIDA COMMUNITY COLLEGE AT JACKSONVILLE,FL,public 2 year,"6,990","14,368,524"
3627600,36276,FLORIDA EDUCATION INSTITUTE,FL,proprietary,196,"461,102"
3255300,32553,FLORIDA GULF COAST UNIVERSITY,FL,public 4 year,"1,126","2,626,659"
3115500,31155,FLORIDA HOSPITAL COLLEGE OF HEALTH SCIENCES,FL,private 4 year,487,"1,071,621"
3618300,36183,FLORIDA INSTITUTE OF ANIMAL ARTS,FL,proprietary,55,"116,501"
146900,1469,FLORIDA INSTITUTE OF TECHNOLOGY,FL,private 4 year,470,"1,269,531"
2329900,16483,FLORIDA INSTITUTE OF ULTRASOUND,FL,proprietary,44,"97,098"
963500,9635,FLORIDA INTERNATIONAL UNIVERSITY - UNIVERSITY PARK CAMPUS,FL,public 4 year,"13,602","26,320,495"
148500,1485,FLORIDA KEYS COMMUNITY COLLEGE,FL,public 2 year,319,"602,103"
148600,1486,FLORIDA MEMORIAL UNIVERSITY,FL,private 4 year,"1,625","4,527,491"
153400,1534,FLORIDA METROPOLITAN UNIVERSITY,FL,proprietary,"6,119","10,827,682"
814600,8146,FLORIDA METROPOLITAN UNIVERSITY,FL,proprietary,"2,410","5,231,261"
2599800,25998,FLORIDA METROPOLITAN UNIVERSITY,FL,proprietary,"2,959","5,820,722"
149900,7735,FLORIDA METROPOLITAN UNIVERSITY - ORLANDO NORTH,FL,proprietary,"6,056","12,002,542"
2547600,17069,FLORIDA NATIONAL COLLEGE,FL,proprietary,"2,502","5,665,280"
148800,1488,FLORIDA SOUTHERN COLLEGE,FL,private 4 year,695,"1,483,810"
148900,1489,FLORIDA STATE UNIVERSITY,FL,public 4 year,"7,865","17,977,998"
2218700,15670,FLORIDA TECHNICAL COLLEGE,FL,proprietary,935,"2,138,132"
2598200,25982,FLORIDA TECHNICAL COLLEGE OF JACKSONVILLE,FL,proprietary,154,"340,766"
2338400,16573,FT PIERCE BEAUTY ACADEMY,FL,proprietary,308,"478,325"
2362100,16812,FULL SAIL REAL WORLD EDUCATION,FL,proprietary,"1,858","4,589,232"
3866300,38663,GALIANO CAREER ACADEMY,FL,proprietary,483,"974,399"
2307400,16280,GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER,FL,public 2 year,157,"247,666"
3079800,30798,GEORGE T BAKER AVIATION SCHOOL,FL,public 2 year,100,"180,677"
2305700,16301,GULF COAST COLLEGE,FL,proprietary,170,"413,569"
149000,1490,GULF COAST COMMUNITY COLLEGE,FL,public 2 year,"1,893","3,875,561"
2601600,15158,HENRY W. BREWSTER TECHNICAL CENTER,FL,public 2 year,141,"231,001"
2597100,25971,HERITAGE INSTITUTE,FL,proprietary,205,"476,415"
3035800,30358,HERITAGE INSTITUTE,FL,proprietary,253,"497,025"
787000,7870,HILLSBOROUGH COMMUNITY COLLEGE,FL,public 2 year,"6,544","13,596,957"
2188900,15463,HOBE SOUND BIBLE COLLEGE,FL,private 4 year,59,"164,676"
3564300,35643,HOPE CAREER INSTITUTE,FL,proprietary,82,"222,409"
149300,1493,INDIAN RIVER COMMUNITY COLLEGE,FL,public 2 year,"2,424","5,060,652"
2257900,15962,INTERNATIONAL ACADEMY,FL,proprietary,281,"540,081"
3031400,30314,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,FL,proprietary,"2,903","6,644,618"
3037500,30375,INTERNATIONAL COLLEGE,FL,private 4 year,"1,095","2,490,531"
3411400,34114,INTERNATIONAL TRAINING CAREERS,FL,private 2 year,370,"1,063,306"
3627400,36274,JACKSONVILLE BEAUTY INSTITUTE,FL,proprietary,197,"531,235"
149500,1495,JACKSONVILLE UNIVERSITY,FL,private 4 year,763,"1,903,361"
149700,1497,JONES COLLEGE,FL,private 4 year,645,"1,491,920"
3123900,31239,KEISER CAREER COLLEGE,FL,proprietary,606,"1,397,459"
2151900,15159,KEISER COLLEGE,FL,proprietary,"7,873","19,547,262"
2325100,15191,KEY COLLEGE,FL,proprietary,81,"188,776"
2573200,17272,LA BELLE BEAUTY ACADEMY,FL,proprietary,287,"628,405"
2287100,14746,LA BELLE BEAUTY SCHOOL,FL,proprietary,440,"1,046,806"
150100,1501,LAKE CITY COMMUNITY COLLEGE,FL,public 2 year,"1,089","2,366,821"
2228300,13000,LAKE TECHNICAL CENTER,FL,public 2 year,114,"237,060"
150200,1502,LAKE-SUMTER COMMUNITY COLLEGE,FL,public 2 year,779,"1,495,661"
3158300,31583,LEE COUNTY HIGH TECH CENTER NORTH,FL,public 2 year,59,"117,007"
755800,7558,LEE COUNTY HIGH TECHNICAL CENTER CENTRAL,FL,public 2 year,105,"197,947"
3905300,39053,LEVIN SCHOOL OF HEALTH CARE,FL,proprietary,51,"76,910"
558600,5586,LINDSEY HOPKINS TECHNICAL EDUCATION CENTER,FL,public 2 year,223,"424,502"
558500,13997,LIVELY TECHNICAL CENTER,FL,public 2 year,279,"409,909"
1016100,14146,LORAINE'S ACADEMY,FL,proprietary,155,"265,520"
1323400,13234,LORENZO WALKER INSTITUTE OF TECHNOLOGY,FL,public 2 year,168,"339,688"
150500,1505,LYNN UNIVERSITY,FL,private 4 year,382,"995,219"
150400,1504,MANATEE COMMUNITY COLLEGE,FL,public 2 year,"3,481","7,446,523"
561200,15496,MANATEE TECHNICAL INSTITUTE,FL,public 2 year,316,"665,146"
2148300,15110,MANHATTAN BEAUTY SCHOOL - SOUTH,FL,proprietary,662,"1,605,491"
2156300,15039,MARGATE SCHOOL OF BEAUTY,FL,proprietary,483,"738,636"
3103900,31039,MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION CENTER,FL,public 2 year,125,"284,980"
560800,14706,MAYNARD A. TRAVISS CAREER CENTER,FL,public 2 year,204,"392,793"
3875300,38753,MEDICAL CAREER INSTITUTE OF SOUTH FLORIDA,FL,proprietary,290,"685,329"
3099600,30996,MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING,FL,private 2 year,47,"89,955"
3125600,31256,MIAMI AD SCHOOL,FL,proprietary,34,"75,895"
150600,1506,MIAMI DADE COLLEGE,FL,public 4 year,"29,686","72,137,320"
887800,8878,MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,FL,proprietary,"1,094","2,714,616"
2316200,16400,MIAMI LAKES EDUCATIONAL CENTER,FL,public 2 year,251,"485,694"
2501500,16875,MID FLORIDA TECH,FL,public 2 year,95,"157,690"
3035900,30359,NATIONAL AVIATION ACADEMY,FL,proprietary,293,"732,246"
2121800,14560,NATIONAL SCHOOL OF TECHNOLOGY,FL,proprietary,"2,883","6,087,036"
3003200,30032,NATIONAL SCHOOL OF TECHNOLOGY,FL,proprietary,"1,958","3,848,249"
3957400,39574,NEW COLLEGE OF FLORIDA,FL,public 4 year,143,"418,805"
3433400,34334,NEW CONCEPT MASSAGE AND BEAUTY SCHOOL,FL,proprietary,22,"38,043"
2280800,16095,NEW ENGLAND INSTITUTE OF TECHNOLOGY AT PALM BEACH,FL,proprietary,"1,163","2,724,790"
3224300,32243,NEW PROFESSIONS TECHNICAL INSTITUTE,FL,proprietary,650,"1,226,481"
2149900,14748,NORMANDY BEAUTY SCHOOL OF JACKSONVILLE,FL,proprietary,99,"204,118"
150800,1508,NORTH FLORIDA COMMUNITY COLLEGE,FL,public 2 year,597,"1,350,116"
3557300,35573,NORTH FLORIDA COSMETOLOGY INSTITUTE,FL,proprietary,28,"52,563"
3434300,34343,NORTH FLORIDA INSTITUTE,FL,proprietary,591,"1,401,480"
3089200,30892,NOUVELLE INSTITUTE,FL,proprietary,621,"1,489,967"
150900,1509,NOVA SOUTHEASTERN UNIVERSITY-DAVIE,FL,private 4 year,"2,120","5,076,590"
3230300,32303,OKALOOSA APPLIED TECHNOLOGY CENTER,FL,public 2 year,124,"220,601"
151000,1510,OKALOOSA WALTON COLLEGE,FL,public 4 year,"1,307","2,789,780"
2513200,14719,ORANGE TECHNICAL EDUCATION CENTERS - ORLANDO TECHNICAL,FL,public 2 year,182,"303,771"
2321200,15036,ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH,FL,public 2 year,162,"284,348"
884900,8849,PALM BEACH ATLANTIC UNIVERSITY,FL,private 4 year,764,"1,949,615"
151200,1512,PALM BEACH COMMUNITY COLLEGE,FL,public 2 year,"4,255","9,022,921"
1065200,10652,PASCO HERNANDO COMMUNITY COLLEGE - WEST CAMPUS,FL,public 2 year,"2,874","5,761,320"
151300,1513,PENSACOLA JUNIOR COLLEGE,FL,public 2 year,"2,685","5,575,515"
560500,5605,PINELLAS TECHNICAL EDUCATION CENTER - CLEARWATER CAMPUS,FL,public 2 year,173,"314,562"
2115300,13917,PINELLAS TECHNICAL EDUCATION CENTERS - ST. PETERSBURG CAMPUS,FL,public 2 year,206,"329,069"
151400,1514,POLK COMMUNITY COLLEGE,FL,public 2 year,"1,608","2,985,126"
3939400,39394,POLYTECHNIC INSTITUTE OF AMERICA,FL,proprietary,86,"154,108"
3114700,31147,PRAXIS INSTITUTE,FL,proprietary,427,"796,134"
3348400,33484,PROFESSIONAL TRAINING CENTERS,FL,proprietary,766,"1,991,064"
2554200,17198,RADFORD LOCKLIN TECHNICAL CENTER,FL,public 2 year,56,"106,770"
758600,7586,REMINGTON COLLEGE - TAMPA CAMPUS,FL,proprietary,"2,868","6,841,111"
2511700,15780,RIDGE CAREER CENTER,FL,public 2 year,106,"175,228"
1257400,12574,RINGLING SCHOOL OF ART & DESIGN,FL,private 4 year,307,"914,329"
910400,9104,RIVERSIDE HAIRSTYLING ACADEMY,FL,proprietary,67,"140,832"
2524200,16919,ROBERT MORGAN EDUCATIONAL CENTER,FL,public 2 year,254,"439,142"
151500,1515,ROLLINS COLLEGE,FL,private 4 year,580,"1,469,104"
152300,1523,SAINT JOHNS RIVER COMMUNITY COLLEGE,FL,public 2 year,"1,620","3,235,018"
152600,1526,SAINT LEO UNIVERSITY,FL,private 4 year,"4,111","8,038,652"
3459400,34594,SAINT PETERSBURG THEOLOGICAL SEMINARY,FL,private 4 year,7,"13,331"
146800,1468,SAINT THOMAS UNIVERSITY,FL,private 4 year,547,"1,502,283"
2616400,26164,SANFORD-BROWN INSTITUTE,FL,proprietary,"1,447","2,922,544"
151900,1519,SANTA FE COMMUNITY COLLEGE,FL,public 2 year,"3,911","8,737,236"
560700,13689,SARASOTA COUNTY TECHNICAL INSTITUTE,FL,public 2 year,79,"177,077"
2517100,16937,SARASOTA SCHOOL OF MASSAGE THERAPY,FL,proprietary,60,"119,292"
2314100,23141,SCHILLER INTERNATIONAL UNIVERSITY,FL,proprietary,37,"117,177"
3706300,37063,SCHOOL OF HEALTH CAREERS (THE),FL,proprietary,410,"823,816"
152000,1520,SEMINOLE COMMUNITY COLLEGE,FL,public 2 year,"3,543","7,576,885"
990200,9902,SHERIDAN TECHNICAL CENTER,FL,public 2 year,373,"841,826"
152200,1522,SOUTH FLORIDA COMMUNITY COLLEGE,FL,public 2 year,817,"1,621,393"
3661400,36614,SOUTH FLORIDA INSTITUTE OF TECHNOLOGY,FL,proprietary,249,"708,157"
3553300,35533,SOUTHEASTERN SCHOOL OF NEUROMUSCULAR AND MASSAGE THERAPY JACKSONVILLE,FL,proprietary,17,"36,125"
152100,1521,SOUTHEASTERN UNIVERSITY,FL,private 4 year,780,"1,866,546"
3903500,39035,SOUTHERN TECHNICAL INSTITUTE,FL,proprietary,62,"82,661"
2278800,16068,SOUTHWEST FLORIDA COLLEGE,FL,private 4 year,"2,090","4,358,108"
