OPEID,NAME,CITY,STATE,Insttype,Recips,Awards
4185700,ACADEMY FOR SALON PROFESSIONALS (THE),SANTA CLARA,CA,Proprietary 2 Year,108,"375,841"
753100,ACADEMY OF ART UNIVERSITY,SAN FRANCISCO,CA,Proprietary 4 Year,"6,250","19,052,662"
4109300,ACADEMY OF BARBERING ARTS (THE),NORTHRIDGE,CA,Proprietary 2 Year,264,"1,023,943"
4185500,ACADEMY OF COUTURE ART,WEST HOLLYWOOD,CA,Proprietary 4 Year,5,"17,688"
4132400,ACADEMY OF ESTHETICS AND COSMETOLOGY,SYLMAR,CA,Proprietary 2 Year,51,"218,914"
2342400,ACADEMY OF RADIO BROADCASTING,HUNTINGTON BEACH,CA,Proprietary 2 Year,106,"399,810"
3327400,ACUPUNCTURE AND INTEGRATIVE MEDICINE COL,BERKELEY,CA,Private 4 Year,2,"5,550"
2520400,ADRIAN'S BEAUTY COLLEGE OF TURLOCK,TURLOCK,CA,Proprietary 2 Year,148,"596,360"
3736300,ADVANCE BEAUTY COLLEGE,GARDEN GROVE,CA,Proprietary 2 Year,448,"1,458,378"
4206800,ADVANCE BEAUTY TECHS ACADEMY,SAN JACINTO,CA,Proprietary 2 Year,18,"48,113"
3786300,ADVANCED COLLEGE,SOUTH GATE,CA,Proprietary 2 Year,248,"923,559"
3532400,ADVANCED TRAINING ASSOCIATES,EL CAJON,CA,Proprietary 2 Year,88,"318,493"
2258600,ALAMEDA BEAUTY COLLEGE,ALAMEDA,CA,Proprietary 2 Year,155,"586,074"
2282300,ALHAMBRA BEAUTY COLLEGE,ALHAMBRA,CA,Proprietary 2 Year,225,"764,444"
111100,ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,Public 2 Year,"3,043","9,971,364"
1111700,ALLIANT INTERNATIONAL UNIVERSITY,SAN DIEGO,CA,Private 4 Year,82,"328,143"
4189300,ALLIED AMERICAN UNIVERSITY,LAGUNA HILLS,CA,Proprietary 4 Year,83,"215,594"
3969600,AMERICAN AUTO INSTITUTE,CERRITOS,CA,Proprietary 2 Year,"3,235","12,174,939"
1307400,AMERICAN BEAUTY COLLEGE,WEST COVINA,CA,Proprietary 2 Year,103,"402,884"
2241800,AMERICAN CAREER COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,"3,946","14,190,111"
3971300,AMERICAN CAREER COLLEGE,ONTARIO,CA,Proprietary 2 Year,"1,557","5,653,351"
3144400,AMERICAN CLG OF HEALTH PROFESSIONS,RIVERSIDE,CA,Proprietary 2 Year,505,"1,898,108"
2099200,AMERICAN CONSERVATORY THEATER,SAN FRANCISCO,CA,Private 4 Year,1,"5,200"
3962300,AMERICAN INSTITUTE OF MASSAGE THERAPY,SANTA ANA,CA,Proprietary 2 Year,10,"33,387"
274100,AMERICAN JEWISH UNIVERSITY,BEL AIR,CA,Private 4 Year,41,"173,338"
4159700,AMERICAN MEDICAL SCIENCES CENTER,GLENDALE,CA,Proprietary 2 Year,120,"567,780"
123200,AMERICAN RIVER COLLEGE,SACRAMENTO,CA,Public 2 Year,"11,467","36,571,252"
3225300,AMERICAN UNIVERSITY OF HEALTH SCIENCES,SIGNAL HILL,CA,Proprietary 4 Year,112,"426,534"
4160400,ANGELES COLLEGE OF NURSING,LOS ANGELES,CA,Proprietary 2 Year,113,"422,274"
4164400,ANGELES INSTITUTE,LAKEWOOD,CA,Proprietary 2 Year,153,"600,828"
4191300,ANNENBERG SCHOOL OF NURSING,RESEDA,CA,Private 2 Year,4,"15,446"
111300,ANTELOPE VALLEY COLLEGE,LANCASTER,CA,Public 2 Year,"8,717","27,086,037"
111600,ART CENTER COLLEGE OF DESIGN,PASADENA,CA,Private 4 Year,828,"3,484,758"
2179938,"ART INSTITUTE OF CALIFORNIA, HOLLYWOOD",NORTH HOLLYWOOD,CA,Proprietary 4 Year,"2,379","8,788,679"
2179941,"ART INSTITUTE OF CALIFORNIA, LOS ANGELES",SANTA MONICA,CA,Proprietary 4 Year,"6,109","20,558,562"
2179947,"ART INSTITUTE OF CALIFORNIA, SAN DIEGO",SAN DIEGO,CA,Proprietary 4 Year,"3,959","14,175,951"
2595600,ASIAN AMERICAN INTERNATIONAL BTY CG,WESTMINSTER CITY,CA,Proprietary 2 Year,111,"417,981"
902200,ASSOCIATED TECHNICAL COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,734,"3,003,419"
2553500,ASSOCIATED TECHNICAL COLLEGE,SAN DIEGO,CA,Proprietary 2 Year,241,"829,945"
3740400,ATI COLLEGE,NORWALK,CA,Proprietary 2 Year,197,"782,973"
3598300,AVALON BEAUTY COLLEGE,SANTA BARBARA,CA,Proprietary 2 Year,124,"466,859"
2519800,AVANCE BEAUTY COLLEGE,SAN DIEGO,CA,Proprietary 2 Year,94,"348,820"
111700,AZUSA PACIFIC UNIVERSITY,AZUSA,CA,Private 4 Year,"2,263","8,625,683"
111800,BAKERSFIELD COLLEGE,BAKERSFIELD,CA,Public 2 Year,"10,042","29,565,529"
3067400,BALDWIN PARK ADULT SCHOOL,BALDWIN PARK,CA,Public 2 Year,381,"1,283,043"
111900,BARSTOW COMMUNITY COLLEGE,BARSTOW,CA,Public 2 Year,"2,638","7,576,905"
705000,BAY VISTA COLLEGE OF BEAUTY,NATIONAL CITY,CA,Proprietary 2 Year,231,"890,887"
3999300,BEAUMONT ADULT SCHOOL,BEAUMONT,CA,Public 2 Year,129,"514,233"
2343400,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AN",POWAY,CA,Proprietary 2 Year,449,"1,577,770"
4176300,BERGIN UNIVERSITY OF CANINE STUDIES,SANTA ROSA,CA,Private 4 Year,7,"33,600"
2242700,BERKELEY CITY COLLEGE,BERKELEY,CA,Public 2 Year,"1,488","5,043,233"
3266300,BETHESDA UNIVERSITY OF CALIFORNIA,ANAHEIM,CA,Private 4 Year,112,"419,015"
4148200,BEYOND 21ST CENTURY BEAUTY ACADEMY,SANTA FE SPRINGS,CA,Proprietary 2 Year,74,"256,668"
4133000,BIOHEALTH COLLEGE,SAN JOSE,CA,Proprietary 2 Year,180,"608,490"
112200,BIOLA UNIVERSITY,LA MIRADA,CA,Private 4 Year,"1,432","5,545,111"
4003300,BLAKE AUSTIN COLLEGE,VACAVILLE,CA,Proprietary 2 Year,341,"1,219,514"
4137200,BORNER'S BARBER COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,32,"125,616"
4161800,BRANDMAN UNIVERSITY,IRVINE,CA,Private 4 Year,"2,105","7,177,294"
2180600,BRIDGES  ACADEMY OF BEAUTY,BARSTOW,CA,Proprietary 2 Year,6,"19,825"
3308300,BRISTOL UNIVERSITY,ANAHEIM,CA,Proprietary 4 Year,29,"91,260"
112300,BROOKS INSTITUTE,SANTA BARBARA,CA,Proprietary 4 Year,379,"1,605,244"
2543400,BROWNSON TECHNICAL SCHOOL,ANAHEIM,CA,Proprietary 2 Year,195,"753,856"
716400,BRYAN COLLEGE,LOS ANGELES,CA,Proprietary 4 Year,"1,109","4,416,377"
807300,BUTTE COMMUNITY COLLEGE,OROVILLE,CA,Public 2 Year,"7,979","26,608,062"
3698400,CA COLLEGE OF VOCATIONAL CAREER,BAKERSFIELD,CA,Proprietary 2 Year,101,"475,505"
112400,CABRILLO COLLEGE,APTOS,CA,Public 2 Year,"4,155","13,683,995"
114300,CAL POLY STATE UNIVERSITY,SAN LUIS OBISPO,CA,Public 4 Year,"3,684","14,713,046"
114400,CALIF STATE POLYTECHNIC UNIV POMONA,POMONA,CA,Public 4 Year,"9,368","38,704,127"
114600,CALIF STATE UNIV - CHICO,CHICO,CA,Public 4 Year,"6,283","26,769,278"
114700,CALIF STATE UNIV - FRESNO,FRESNO,CA,Public 4 Year,"11,396","48,996,368"
799300,CALIF STATE UNIV BAKERSFIELD,BAKERSFIELD,CA,Public 4 Year,"4,798","20,012,436"
114200,CALIF STATE UNIV SAN BERNARDINO,SAN BERNARDINO,CA,Public 4 Year,"9,872","41,274,572"
114100,"CALIF STATE UNIV, DOMINGUEZ HILLS",CARSON,CA,Public 4 Year,"7,590","31,714,948"
3011300,"CALIF STATE UNIV, SAN MARCOS",SAN MARCOS,CA,Public 4 Year,"4,073","15,648,945"
113700,CALIF STATE UNIV-FULLERTON,FULLERTON,CA,Public 4 Year,"13,625","55,336,827"
113900,CALIF STATE UNIV-LONG BEACH,LONG BEACH,CA,Public 4 Year,"14,399","59,906,107"
114000,CALIF STATE UNIV-LOS ANGELES,LOS ANGELES,CA,Public 4 Year,"12,459","51,820,618"
115300,CALIF STATE UNIV-NORTHRIDGE,NORTHRIDGE,CA,Public 4 Year,"17,001","71,192,020"
115000,CALIF STATE UNIV-SACRAMENTO,SACRAMENTO,CA,Public 4 Year,"13,811","57,289,764"
115700,CALIF STATE UNIV-STANISLAUS,TURLOCK,CA,Public 4 Year,"5,027","20,622,450"
4152800,CALIFORNIA ACADEMY (THE) - A PAUL MITCHE,SACRAMENTO,CA,Proprietary 2 Year,308,"1,111,460"
112500,CALIFORNIA BAPTIST UNIVERSITY,RIVERSIDE,CA,Private 4 Year,"2,300","9,106,111"
2065700,CALIFORNIA BEAUTY COLLEGE,MODESTO,CA,Proprietary 2 Year,89,"346,739"
3974500,CALIFORNIA CAREER COLLEGE,CANOGA PARK,CA,Proprietary 2 Year,75,"242,906"
884400,CALIFORNIA CHRISTIAN COLLEGE,FRESNO,CA,Private 4 Year,25,"100,539"
112700,CALIFORNIA COLLEGE OF THE ARTS,SAN FRANCISCO,CA,Private 4 Year,549,"2,267,405"
2110800,CALIFORNIA COLLEGE SAN DIEGO,SAN DIEGO,CA,Proprietary 4 Year,"1,380","5,221,812"
2220200,CALIFORNIA CULINARY ACADEMY,SAN FRANCISCO,CA,Proprietary 2 Year,473,"1,636,232"
1186500,CALIFORNIA HAIR DESIGN ACADEMY,SAN DIEGO,CA,Proprietary 2 Year,238,"868,586"
3681300,CALIFORNIA HEALING ARTS COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,98,"358,247"
1215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,SAN FRANCISCO,CA,Private 4 Year,62,"251,956"
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,Private 4 Year,112,"441,812"
113200,CALIFORNIA INSTITUTE OF THE ARTS,VALENCIA,CA,Private 4 Year,320,"1,429,549"
113300,CALIFORNIA LUTHERAN UNIVERSITY,THOUSAND OAKS,CA,Private 4 Year,762,"2,953,302"
113400,CALIFORNIA MARITIME ACADEMY,VALLEJO,CA,Public 4 Year,318,"1,433,014"
3935300,CALIFORNIA NURSES EDUCATIONAL INSTITUTE,CATHEDRAL CITY,CA,Proprietary 2 Year,121,"416,046"
3260300,CALIFORNIA STATE U-MONTEREY BAY,SEASIDE,CA,Public 4 Year,"2,701","11,309,957"
3980300,CALIFORNIA STATE UNIVERSITY CHANNEL ISLA,CAMARILLO,CA,Public 4 Year,"1,737","6,942,201"
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",HAYWARD,CA,Public 4 Year,"5,464","21,951,055"
4133100,CALIFORNIA UNIVERSITY OF MANAGEMENT AND,ANAHEIM,CA,Private 4 Year,1,"5,550"
3874300,CAMBRIDGE JUNIOR COLLEGE,YUBA CITY,CA,Proprietary 2 Year,257,"972,215"
697300,CANADA COLLEGE,REDWOOD CITY,CA,Public 2 Year,"1,370","4,509,178"
4138700,CAO INSTITUTE OF AESTHETICS (THE),ALHAMBRA,CA,Proprietary 2 Year,153,"596,349"
3019900,CAPSTONE COLLEGE,VAN NUYS,CA,Proprietary 2 Year,67,"204,300"
2125000,CAREER ACADEMY OF BEAUTY,WEST GARDEN GROVE,CA,Proprietary 2 Year,168,"542,085"
3797400,CAREER CARE INSTITUTE,LANCASTER,CA,Proprietary 2 Year,713,"2,445,953"
4119200,CAREER COLLEGE CONSULTANTS,LOS ANGELES,CA,Proprietary 2 Year,206,"780,139"
4056300,CAREER COLLEGE OF CALIFORNIA,SANTA ANA,CA,Proprietary 2 Year,210,"856,581"
4134500,CAREER COLLEGE OF SAN DIEGO,SAN DIEGO,CA,Proprietary 2 Year,206,"708,504"
3427400,CAREER COLLEGES OF AMERICA,SOUTH GATE,CA,Proprietary 2 Year,"1,730","6,418,904"
4144200,CAREER DEVELOPMENT INSTITUTE,LOS ANGELES,CA,Proprietary 2 Year,27,"113,613"
3242300,CAREER NETWORK INSTITUTE,ORANGE,CA,Proprietary 2 Year,515,"1,884,876"
974800,CARRINGTON COLLEGE CALIFORNIA,SACRAMENTO,CA,Proprietary 2 Year,"4,664","16,119,743"
673100,CASA LOMA COLLEGE,VAN NUYS,CA,Private 2 Year,733,"2,811,218"
2332800,CENTER FOR EMPLOYMENT TRAINING,SAN JOSE,CA,Private 2 Year,"3,704","13,359,453"
3097700,CENTRAL CALIF SCH CONTINUING EDUC,SAN LUIS OBISPO,CA,Proprietary 2 Year,171,"781,324"
2602300,CENTRAL COAST COLLEGE,SALINAS,CA,Proprietary 2 Year,280,"802,695"
4150000,CENTRAL NURSING COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,86,"396,192"
116100,CERRITOS COLLEGE,NORWALK,CA,Public 2 Year,"11,531","34,871,071"
1011100,CERRO-COSO COMMUNITY COLLEGE,RIDGECREST,CA,Public 2 Year,"1,275","3,862,608"
116200,CHABOT COLLEGE,HAYWARD,CA,Public 2 Year,"4,354","13,482,677"
116300,CHAFFEY COLLEGE,RANCHO CUCAMONGA,CA,Public 2 Year,"9,057","26,902,089"
4126400,CHAMPION INSTITUTE OF COSMETOLOGY,PALM SPRINGS,CA,Proprietary 2 Year,44,"144,667"
116400,CHAPMAN UNIVERSITY,ORANGE,CA,Private 4 Year,"1,201","4,823,313"
1036500,CHARLES R DREW UNIV OF MED & SCI,LOS ANGELES,CA,Private 4 Year,55,"180,949"
4180000,CINTA AVEDA INSTITUTE,SAN FRANCISCO,CA,Proprietary 2 Year,135,"455,717"
3852500,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,FULLERTON,CA,Proprietary 2 Year,51,"181,554"
116600,CITRUS COLLEGE,GLENDORA,CA,Public 2 Year,"4,852","14,417,221"
450200,CITY COLLEGE OF SAN FRANCISCO,SAN FRANCISCO,CA,Public 2 Year,"10,782","37,060,688"
117000,CLAREMONT MCKENNA COLLEGE,CLAREMONT,CA,Private 4 Year,183,"701,291"
3278300,CLARITA CAREER COLLEGE,CANYON COUNTRY,CA,Proprietary 2 Year,"2,272","7,394,557"
2309500,CLOVIS ADULT EDUC,CLOVIS,CA,Public 2 Year,207,"608,621"
4115300,COACHELLA VALLEY BEAUTY COLLEGE,LA QUINTA,CA,Proprietary 2 Year,93,"369,189"
4126500,COAST CAREER INSTITUTE,LOS ANGELES,CA,Proprietary 2 Year,"1,087","3,333,327"
4092300,COASTLINE BEAUTY COLLEGE,FOUNTAIN VALLEY,CA,Proprietary 2 Year,180,"573,411"
2063500,COASTLINE COMMUNITY COLLEGE,FOUNTAIN VALLEY,CA,Public 2 Year,"2,618","8,317,692"
3577300,COBA ACADEMY,ORANGE,CA,Proprietary 2 Year,41,"146,164"
117700,COGSWELL POLYTECHNICAL COLLEGE,SUNNYVALE,CA,Proprietary 4 Year,142,"528,968"
729600,COLEMAN COLLEGE,SAN DIEGO,CA,Private 4 Year,497,"1,926,657"
117801,COLG OF MARIN-INDIAN VALLEY CMPS,NOVATO,CA,Public 2 Year,1,694
2220000,COLLEEN O'HARA BEAUTY ACADEMY,SANTA ANA,CA,Proprietary 2 Year,205,"721,620"
672000,COLLEGE OF ALAMEDA,ALAMEDA,CA,Public 2 Year,"1,684","5,863,984"
117800,COLLEGE OF MARIN,KENTFIELD,CA,Public 2 Year,"2,197","7,077,224"
118100,COLLEGE OF SAN MATEO,SAN MATEO,CA,Public 2 Year,"1,725","5,736,318"
890300,COLLEGE OF THE CANYONS,SANTA CLARITA,CA,Public 2 Year,"3,965","12,544,102"
118200,COLLEGE OF THE DESERT,PALM DESERT,CA,Public 2 Year,"4,867","15,214,301"
118500,COLLEGE OF THE REDWOODS,EUREKA,CA,Public 2 Year,"3,039","9,758,764"
118600,COLLEGE OF THE SEQUOIAS,VISALIA,CA,Public 2 Year,"6,147","19,429,584"
118700,COLLEGE OF THE SISKIYOUS,WEED,CA,Public 2 Year,"1,291","4,694,255"
770700,COLUMBIA COLLEGE,SONORA,CA,Public 2 Year,947,"2,940,512"
2110200,COLUMBIA COLLEGE,TARZANA,CA,Private 4 Year,187,"705,981"
3874400,COMMMUNITY CHRISTIAN COLLEGE,REDLANDS,CA,Private 2 Year,127,"485,638"
3250300,COMMUNITY BASED EDUCATION AND DEVEL,LOS ANGELES,CA,Private 2 Year,222,"890,357"
3695300,COMMUNITY ENHANCEMENT SERVICES,BURBANK,CA,Private 2 Year,192,"693,968"
119701,COMPTON COMMUNITY COLLEGE,COMPTON,CA,Public 2 Year,"2,929","9,151,460"
3759300,COMPUTER TUTOR BUSINESS & TECH INST,MODESTO,CA,Proprietary 2 Year,139,"446,542"
760700,CONCORDE CAREER INSTITUTE,NORTH HOLLYWOOD,CA,Proprietary 2 Year,723,"2,585,779"
793000,CONCORDE CAREER INSTITUTE,SAN DIEGO,CA,Proprietary 2 Year,767,"2,734,619"
807100,CONCORDE CAREER INSTITUTE,GARDEN GROVE,CA,Proprietary 2 Year,861,"3,191,827"
853700,CONCORDE CAREER INSTITUTE,SAN BERNARDINO,CA,Proprietary 2 Year,929,"3,399,357"
2070500,CONCORDIA UNIVERSITY,IRVINE,CA,Private 4 Year,524,"1,953,335"
119000,CONTRA COSTA COLLEGE,SAN PABLO,CA,Public 2 Year,"3,013","9,892,267"
3542400,COPPER MOUNTAIN COLLEGE,JOSHUA TREE,CA,Public 2 Year,"1,392","4,330,758"
4163400,COSMO BEAUTY ACADEMY,WEST SACRAMENTO,CA,Proprietary 2 Year,105,"377,478"
753600,COSUMNES RIVER COLLEGE,SACRAMENTO,CA,Public 2 Year,"4,342","14,626,201"
927200,CRAFTON HILLS COLLEGE,YUCAIPA,CA,Public 2 Year,"1,477","4,774,787"
119200,CUESTA COLLEGE,SAN LUIS OBISPO,CA,Public 2 Year,"2,059","7,095,320"
2111300,CUYAMACA COLLEGE,EL CAJON,CA,Public 2 Year,"2,931","9,521,116"
119300,CYPRESS COLLEGE,CYPRESS,CA,Public 2 Year,"4,804","16,192,795"
3614300,DAVID'S ACADEMY OF BEAUTY,TEMPLE CITY,CA,Proprietary 2 Year,243,"801,326"
448000,DE ANZA COLLEGE,CUPERTINO,CA,Public 2 Year,"4,125","14,011,426"
3025600,DELL'ARTE SCH OF PHYSICAL THEATRE,BLUE LAKE,CA,Private 4 Year,1,"5,550"
2298000,DESIGN INSTITUTE OF SAN DIEGO,SAN DIEGO,CA,Proprietary 4 Year,125,"486,154"
3646300,DESIGN'S SCHOOL OF COSMETOLOGY,PASO ROBLES,CA,Proprietary 2 Year,132,"460,291"
119100,DIABLO VALLEY COLLEGE,PLEASANT HILL,CA,Public 2 Year,"3,129","10,430,960"
4195200,DIAMOND BEAUTY COLLEGE,SOUTH EL MONTE,CA,Proprietary 2 Year,14,"35,800"
4156100,DIOR SCHOOL OF COSMETOLOGY,MODESTO,CA,Proprietary 2 Year,103,"402,490"
2553600,DIVERSIFIED LANGUAGE INSTITUTE,LOS ANGELES,CA,Proprietary 2 Year,"1,371","5,476,783"
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,SAN RAFAEL,CA,Private 4 Year,577,"2,216,942"
3109500,DONGGUK  UNIVERSITY LOS ANGELES,LOS ANGELES,CA,Private 4 Year,14,"42,713"
563800,DOWNEY ADULT SCHOOL,DOWNEY,CA,Public 2 Year,420,"1,460,753"
2226000,EAST LOS ANGELES COLLEGE,MONTEREY PARK,CA,Public 2 Year,"12,068","40,679,441"
3116600,EAST SAN GABRIEL VLY REG OCCUP PROG,WEST COVINA,CA,Public 2 Year,935,"2,545,059"
119700,EL CAMINO COLLEGE,TORRANCE,CA,Public 2 Year,"7,345","22,792,197"
2091200,ELEGANCE INTERNATIONAL,HOLLYWOOD,CA,Proprietary 2 Year,83,"209,518"
4175400,ELITE COSMETOLOGY SCHOOL,YUCCA VALLEY,CA,Proprietary 2 Year,75,"268,131"
3094400,ELITE PROGRESSIVE SCHOOL OF COSM,SACRAMENTO,CA,Proprietary 2 Year,761,"2,724,464"
903200,EMPIRE COLLEGE,SANTA ROSA,CA,Proprietary 2 Year,486,"1,696,896"
3413400,ENGLISH CENTER  (THE),OAKLAND,CA,Private 2 Year,172,"636,341"
3403300,EPIC BIBLE COLLEGE,SACRAMENTO,CA,Private 4 Year,297,"1,039,075"
2167800,ESTES INSTITUTE OF COSMETOLOGY,VISALIA,CA,Proprietary 2 Year,116,"483,681"
4167000,ESTHETIQUES COSMETOLOGY INSTITUTE,TEMECULA,CA,Proprietary 2 Year,267,"963,683"
1110700,EVEREST  COLLEGE,ANAHEIM,CA,Proprietary 2 Year,783,"2,614,272"
449400,EVEREST COLLEGE,SAN BERNARDINO,CA,Proprietary 2 Year,"1,002","3,392,801"
760600,EVEREST COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,379,"1,317,919"
809000,EVEREST COLLEGE,ALHAMBRA,CA,Proprietary 2 Year,"2,292","7,741,048"
1102400,EVEREST COLLEGE,SAN FRANCISCO,CA,Proprietary 2 Year,713,"2,376,966"
1110900,EVEREST COLLEGE,RESEDA,CA,Proprietary 2 Year,"1,916","6,334,408"
1112100,EVEREST COLLEGE,HAYWARD,CA,Proprietary 2 Year,306,"1,126,617"
1112300,EVEREST COLLEGE,GARDENA,CA,Proprietary 2 Year,"1,286","4,313,074"
1206100,EVEREST COLLEGE,SAN JOSE,CA,Proprietary 2 Year,407,"1,329,401"
3072300,EVEREST COLLEGE,ONTARIO,CA,Proprietary 2 Year,"2,163","7,445,425"
3195400,EVEREST COLLEGE,TORRANCE,CA,Proprietary 2 Year,232,"737,794"
1245200,EVERGREEN VALLEY COLLEGE,SAN JOSE,CA,Public 2 Year,"3,866","13,709,367"
3973300,EX'PRESSION COLLEGE FOR DIGTAL ARTS,EMERYVILLE,CA,Proprietary 4 Year,491,"1,950,916"
2234300,FASHION CAREERS OF CALIFORNIA,SAN DIEGO,CA,Proprietary 2 Year,64,"235,481"
859700,FEATHER RIVER COLLEGE,QUINCY,CA,Public 2 Year,606,"2,173,279"
725300,FEDERICO BEAUTY INSTITUTE,SACRAMENTO,CA,Proprietary 2 Year,248,"856,952"
1111200,FIDM-FASHION INSTITUTE OF DESIGN,LOS ANGELES,CA,Proprietary 4 Year,"2,166","8,374,147"
3131300,FIVE BRANCHES UNIVERSITY,SANTA CRUZ,CA,Private 4 Year,9,"36,838"
4158900,FLAIR BEAUTY COLLEGE,CANYON COUNTRY,CA,Proprietary 2 Year,20,"69,887"
3871300,FOLSOM LAKE COLLEGE,FOLSOM,CA,Public 2 Year,"1,979","5,970,769"
119900,FOOTHILL COLLEGE,LOS ALTOS HILLS,CA,Public 2 Year,"1,680","5,342,693"
3162300,FOUR-D SUCCESS ACADEMY,COLTON,CA,Proprietary 2 Year,909,"3,629,215"
4154400,FRANKLIN CAREER COLLEGE,ONTARIO,CA,Proprietary 2 Year,168,"544,390"
2230900,FREDRICK & CHARLES BEAUTY COLLEGE,EUREKA,CA,Proprietary 2 Year,63,"221,169"
3039900,FREMONT COLLEGE,CERRITOS,CA,Proprietary 4 Year,420,"1,600,494"
130700,FRESNO CITY COLLEGE,FRESNO,CA,Public 2 Year,"10,007","32,960,872"
125300,FRESNO PACIFIC UNIVERSITY,FRESNO,CA,Private 4 Year,"1,765","6,289,755"
120100,FULLERTON COLLEGE,FULLERTON,CA,Public 2 Year,"5,283","18,074,774"
4159600,GALAXY MEDICAL COLLEGE,NORTH HOLLYWOOD,CA,Proprietary 2 Year,60,"274,860"
1202700,GALEN COLLEGE OF CALIFORNIA,FRESNO,CA,Proprietary 2 Year,98,"299,527"
120200,GAVILAN COLLEGE,GILROY,CA,Public 2 Year,"2,137","6,629,007"
2231900,GEMOLOGICAL INSTITUTE OF AMERICA,CARLSBAD,CA,Private 2 Year,32,"124,172"
2338500,GLENDALE CAREER COLLEGE,GLENDALE,CA,Proprietary 2 Year,623,"2,309,396"
120300,GLENDALE COMMUNITY COLLEGE,GLENDALE,CA,Public 2 Year,"7,292","25,334,348"
4076400,GNOMON SCHOOL OF VISUAL EFFECTS,HOLLYWOOD,CA,Proprietary 2 Year,29,"127,050"
120500,GOLDEN GATE UNIVERSITY,SAN FRANCISCO,CA,Private 4 Year,149,"457,635"
4150100,GOLDEN STATE COLLEGE OF COURT REPORTING,DUBLIN,CA,Proprietary 2 Year,31,"138,273"
120600,GOLDEN WEST COLLEGE,HUNTINGTON BEACH,CA,Public 2 Year,"4,022","14,732,170"
120800,GROSSMONT COLLEGE,EL CAJON,CA,Public 2 Year,"5,270","17,412,636"
4169800,GURNICK ACADEMY OF MEDICAL ARTS,SAN MATEO,CA,Proprietary 2 Year,525,"2,030,331"
565500,HACIENDA LA PUENTE ADULT EDUC CTR,LA PUENTE,CA,Public 2 Year,357,"1,031,509"
1298500,HAIR CALIFORNIA BEAUTY ACADEMY,ORANGE,CA,Proprietary 2 Year,8,"32,835"
4178900,HANDS-ON MEDICAL MASSAGE SCHOOL,REDLANDS,CA,Proprietary 2 Year,29,"140,700"
120900,HARTNELL COMMUNITY COLLEGE,SALINAS,CA,Public 2 Year,"3,389","11,721,658"
117100,HARVEY MUDD COLLEGE,CLAREMONT,CA,Private 4 Year,96,"407,905"
723400,HEALD COLLEGE,SAN FRANCISCO,CA,Proprietary 2 Year,"2,956","9,369,783"
809300,HEALD COLLEGE,FRESNO,CA,Proprietary 2 Year,"2,853","9,916,643"
853200,HEALD COLLEGE,HAYWARD,CA,Proprietary 2 Year,"3,066","10,442,132"
2593100,HEALD COLLEGE,ROSEVILLE,CA,Proprietary 2 Year,"1,847","6,363,682"
2593200,HEALD COLLEGE,MILPITAS,CA,Proprietary 2 Year,"2,035","6,465,568"
2593300,HEALD COLLEGE,STOCKTON,CA,Proprietary 2 Year,"2,205","7,210,461"
3034000,HEALD COLLEGE,SALINAS,CA,Proprietary 2 Year,"1,843","6,374,189"
2187500,"HEALD COLLEGE, SCH OF BUS & TECH",CONCORD,CA,Proprietary 2 Year,"1,970","6,588,069"
747700,"HEALD COLLEGE,SCHOOLS OF BUS & TECH",RANCHO CORDOVA,CA,Proprietary 2 Year,"1,743","5,747,624"
4141700,HEALING HANDS SCHOOL OF HOLISTIC HEALTH,ESCONDIDO,CA,Proprietary 2 Year,67,"221,967"
4127800,HEALTHY HAIR ACADEMY,INGLEWOOD,CA,Proprietary 2 Year,67,"226,606"
2285100,HILLTOP BEAUTY SCHOOL,DALY CITY,CA,Proprietary 2 Year,182,"682,841"
4158700,HOLLYWOOD BEAUTY COLLEGE,STOCKTON,CA,Proprietary 2 Year,241,"863,752"
118300,HOLY NAMES UNIVERSITY,OAKLAND,CA,Private 4 Year,418,"1,607,012"
4149700,HOMESTEAD SCHOOLS,TORRANCE,CA,Private 2 Year,226,"844,212"
125200,HOPE INTERNATIONAL UNIVERSITY,FULLERTON,CA,Private 4 Year,505,"1,888,714"
4140500,HORIZON COLLEGE SAN DIEGO,SAN DIEGO,CA,Private 4 Year,33,"71,786"
114900,HUMBOLDT STATE UNIVERSITY,ARCATA,CA,Public 4 Year,"3,877","16,804,037"
121200,HUMPHREYS COLLEGE,STOCKTON,CA,Private 4 Year,897,"3,187,337"
2545900,HYPNOSIS MOTIVATION INSTITUTE,TARZANA,CA,Private 2 Year,70,"237,175"
121400,IMPERIAL VALLEY COLLEGE,IMPERIAL,CA,Public 2 Year,"5,162","18,286,057"
