OPEID,NAME,CITY,STATE,Insttype,Recips,Awards
4164100,SALON PROFESSIONAL ACADEMY (THE),GREAT FALLS,MT,Proprietary 2 Year,94,"318,325"
2610900,STONE CHILD COLLEGE,BOX ELDER,MT,Public 2 Year,275,"1,019,875"
252700,UNIVERSITY OF GREAT FALLS,GREAT FALLS,MT,Private 4 Year,467,"1,726,790"
253600,UNIVERSITY OF MONTANA (THE),MISSOULA,MT,Public 4 Year,"5,939","22,330,645"
253700,UNIVERSITY OF MONTANA WESTERN (THE),DILLON,MT,Public 4 Year,718,"2,758,712"
546300,ALAMANCE COMMUNITY COLLEGE,GRAHAM,NC,Public 2 Year,"3,123","10,453,611"
3513400,APEX SCHOOL OF THEOLOGY,DURHAM,NC,Private 4 Year,488,"2,129,720"
290600,APPALACHIAN STATE UNIVERSITY,BOONE,NC,Public 4 Year,"4,193","15,828,840"
403300,ASHEVILLE BUNCOMBE TECH CMTY CLG,ASHEVILLE,NC,Public 2 Year,"4,038","13,608,619"
4140700,AVEDA INSTITUTE CHAPEL HILL,CHAPEL HILL,NC,Proprietary 2 Year,169,"575,413"
290800,BARTON COLLEGE,WILSON,NC,Private 4 Year,616,"2,477,849"
855800,BEAUFORT COUNTY COMMUNITY COLLEGE,WASHINGTON,NC,Public 2 Year,"1,359","4,869,009"
291000,BELMONT ABBEY COLLEGE,BELMONT,NC,Private 4 Year,913,"3,723,580"
291100,BENNETT COLLEGE,GREENSBORO,NC,Private 4 Year,535,"2,402,525"
798700,BLADEN COMMUNITY COLLEGE,DUBLIN,NC,Public 2 Year,"1,526","5,629,997"
968400,BLUE RIDGE COMMUNITY COLLEGE,FLAT ROCK,NC,Public 2 Year,"1,275","4,125,830"
4172800,BODY THERAPY INSTITUTE,SILER CITY,NC,Proprietary 2 Year,29,"59,829"
291200,BREVARD COLLEGE,BREVARD,NC,Private 4 Year,258,"1,013,069"
781400,BROOKSTONE COLLEGE OF BUSINESS,CHARLOTTE,NC,Proprietary 2 Year,374,"1,033,680"
2170700,BRUNSWICK COMMUNITY COLLEGE,BOLIVA,NC,Public 2 Year,833,"2,779,017"
647700,CABARRUS COLLEGE OF HEALTH SCIENCES,CONCORD,NC,Private 4 Year,185,"559,778"
483500,CALDWELL COMMUNITY CLG & TECH INST,HUDSON,NC,Public 2 Year,"2,867","10,586,992"
291300,CAMPBELL UNIVERSITY,BUIES CREEK,NC,Private 4 Year,"1,772","6,920,716"
532000,CAPE FEAR COMMUNITY COLLEGE,WILMINGTON,NC,Public 2 Year,"5,337","18,154,014"
3570300,CAROLINA CHRISTIAN COLLEGE,WINSTON-SALEM,NC,Private 4 Year,55,"237,889"
4154200,CAROLINA COLLEGE OF BIBLICAL STUDIES,FAYETTEVILLE,NC,Private 4 Year,72,"238,003"
4178100,CAROLINA COLLEGE OF HAIR DESIGN,ASHEVILLE,NC,Proprietary 2 Year,46,"168,336"
4101300,CAROLINA SCHOOL OF BROADCASTING,CHARLOTTE,NC,Proprietary 2 Year,45,"111,981"
3104200,CAROLINAS COLLEGE OF HEALTH SCIENCE,CHARLOTTE,NC,Public 2 Year,78,"171,103"
808100,CARTERET COMMUNITY COLLEGE,MOREHEAD CITY,NC,Public 2 Year,"1,148","3,833,688"
291400,CATAWBA COLLEGE,SALISBURY,NC,Private 4 Year,618,"2,460,164"
531800,CATAWBA VALLEY COMMUNITY COLLEGE,HICKORY,NC,Public 2 Year,"2,818","9,617,004"
4129400,CENTER FOR MASSAGE & NATURAL HEALTH,WEAVERVILLE,NC,Proprietary 2 Year,25,"61,908"
544900,CENTRAL CAROLINA COMMUNITY COLLEGE,SANFORD,NC,Public 2 Year,"2,431","8,010,291"
291500,CENTRAL PIEDMONT COMMUNITY COLLEGE,CHARLOTTE,NC,Public 2 Year,"11,414","35,377,793"
2558900,CHEVEUX SCHOOL OF HAIR DESIGN,JACKSONVILLE,NC,Proprietary 2 Year,14,"52,126"
291600,CHOWAN UNIVERSITY,MURFREESBORO,NC,Private 4 Year,894,"3,915,482"
808200,CLEVELAND COMMUNITY COLLEGE,SHELBY,NC,Public 2 Year,"2,406","8,365,756"
531600,COASTAL CAROLINA COMMUNITY COLLEGE,JACKSONVILLE,NC,Public 2 Year,"2,938","9,782,770"
291700,COLLEGE OF THE ALBEMARLE,ELIZABETH CITY,NC,Public 2 Year,"1,380","4,710,659"
2205000,COLLEGE OF WILMINGTON,WILMINGTON,NC,Proprietary 2 Year,108,"331,107"
679900,CRAVEN COMMUNITY COLLEGE,NEW BERN,NC,Public 2 Year,"2,056","6,981,357"
291800,DAVIDSON COLLEGE,DAVIDSON,NC,Private 4 Year,219,"847,920"
291900,DAVIDSON COUNTY COMMUNITY COLLEGE,LEXINGTON,NC,Public 2 Year,"3,115","10,220,448"
292000,DUKE UNIVERSITY,DURHAM,NC,Private 4 Year,958,"3,915,309"
544800,DURHAM TECHNICAL CMNTY COLLEGE,DURHAM,NC,Public 2 Year,"2,943","8,891,010"
292300,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,Public 4 Year,"7,400","29,540,283"
885500,EDGECOMBE COMMUNITY COLLEGE,TARBORO,NC,Public 2 Year,"2,823","10,070,532"
292600,ELIZABETH CITY STATE UNIVERSITY,ELIZABETH CITY,NC,Public 4 Year,"2,171","9,638,718"
292700,ELON UNIVERSITY,ELON,NC,Private 4 Year,531,"2,038,229"
902500,EMPIRE BEAUTY SCHOOL,MATTHEWS,NC,Proprietary 2 Year,499,"1,838,222"
2210400,FAYETTEVILLE BEAUTY COLLEGE,FAYETTEVILLE,NC,Proprietary 2 Year,73,"282,341"
292800,FAYETTEVILLE STATE UNIVERSITY,FAYETTEVILLE,NC,Public 4 Year,"3,805","16,427,912"
764000,FAYETTEVILLE TECHNICAL CMTY COLLEGE,FAYETTEVILLE,NC,Public 2 Year,"7,396","26,347,921"
4120300,"FILA ACADEMY, THE",HIGH POINT,NC,Proprietary 2 Year,114,"365,446"
531700,FORSYTH TECHNICAL COMMUNITY COLLEGE,WINSTON-SALEM,NC,Public 2 Year,"6,519","22,384,762"
292900,GARDNER-WEBB UNIVERSITY,BOILING SPRINGS,NC,Private 4 Year,"1,468","5,770,572"
297300,GASTON COLLEGE,DALLAS,NC,Public 2 Year,"3,513","12,248,177"
4173700,GRACE COLLEGE OF DIVINITY,FAYETTEVILLE,NC,Private 4 Year,26,"77,394"
293000,GREENSBORO COLLEGE,GREENSBORO,NC,Private 4 Year,479,"2,021,922"
293100,GUILFORD COLLEGE,GREENSBORO,NC,Private 4 Year,"1,409","5,561,727"
483800,GUILFORD TECHNICAL COMMUNITY CLG,JAMESTOWN,NC,Public 2 Year,"12,236","43,615,873"
2238700,HAIRSTYLING INSTITUTE OF CHARLOTTE,CHARLOTTE,NC,Proprietary 2 Year,15,"35,484"
798600,HALIFAX COMMUNITY COLLEGE,WELDON,NC,Public 2 Year,"1,377","5,016,211"
808300,HAYWOOD COMMUNITY COLLEGE,CLYDE,NC,Public 2 Year,"1,568","5,348,871"
3089300,HERITAGE BIBLE COLLEGE,DUNN,NC,Private 4 Year,63,"225,275"
293300,HIGH POINT UNIVERSITY,HIGH POINT,NC,Private 4 Year,603,"2,341,970"
293400,ISOTHERMAL COMMUNITY COLLEGE,SPINDALE,NC,Public 2 Year,"1,701","5,866,365"
768700,JAMES SPRUNT COMMUNITY COLLEGE,KENANSVILLE,NC,Public 2 Year,"1,123","4,449,762"
293600,JOHNSON C SMITH UNIVERSITY,CHARLOTTE,NC,Private 4 Year,"1,292","5,790,614"
933600,JOHNSTON COMMUNITY COLLEGE,SMITHFIELD,NC,Public 2 Year,"2,611","9,051,822"
293700,KING'S COLLEGE-CHARLOTTE,CHARLOTTE,NC,Proprietary 2 Year,516,"1,715,117"
3748500,LA SHE'S BEAUTY ACADEMY,DURHAM,NC,Proprietary 2 Year,127,"475,100"
293500,LAUREL UNIVERSITY,HIGH POINT,NC,Private 4 Year,129,"484,863"
293900,LEES MCRAE COLLEGE,BANNER ELK,NC,Private 4 Year,448,"1,819,688"
294000,LENOIR COMMUNITY COLLEGE,KINSTON,NC,Public 2 Year,"1,945","6,599,690"
294100,LENOIR-RHYNE UNIVERSITY,HICKORY,NC,Private 4 Year,736,"3,062,171"
1192600,LEON'S BEAUTY SCHOOL,GREENSBORO,NC,Proprietary 2 Year,135,"575,901"
3109000,LIVING ARTS COLLEGE,RALEIGH,NC,Proprietary 4 Year,645,"2,263,768"
294200,LIVINGSTONE COLLEGE,SALISBURY,NC,Private 4 Year,"1,035","4,788,141"
294300,LOUISBURG COLLEGE,LOUISBURG,NC,Private 2 Year,563,"2,381,598"
294400,MARS HILL COLLEGE,MARS HILL,NC,Private 4 Year,779,"3,118,433"
798800,MARTIN COMMUNITY COLLEGE,WILLIAMSTON,NC,Public 2 Year,547,"2,098,364"
1119700,MAYLAND COMMUNITY COLLEGE,SPRUCE PINE,NC,Public 2 Year,699,"2,187,214"
808500,MCDOWELL TECHNICAL COMMUNITY CLG,MARION,NC,Public 2 Year,891,"3,030,536"
3361300,MEDICAL ARTS MASSAGE SCHOOL,RALEIGH,NC,Proprietary 2 Year,233,"724,907"
647800,MERCY HOSP SCH OF NURSING,CHARLOTTE,NC,Public 2 Year,29,"91,171"
294500,MEREDITH COLLEGE,RALEIGH,NC,Private 4 Year,605,"2,520,084"
294600,METHODIST UNIVERSITY,FAYETTEVILLE,NC,Private 4 Year,"1,011","3,936,942"
2280900,MID-ATLANTIC CHRISTIAN UNIVERSITY,ELIZABETH CITY,NC,Private 4 Year,116,"461,584"
294700,MITCHELL COMMUNITY COLLEGE,STATESVILLE,NC,Public 2 Year,"2,255","7,606,800"
2056500,MITCHELL'S HAIR STYLING ACADEMY,WILSON,NC,Proprietary 2 Year,144,"521,995"
2227900,MITCHELL'S HAIR STYLING ACADEMY,GREENVILLE,NC,Proprietary 2 Year,10,"41,879"
2227800,MITCHELL'S HAIR STYLING ACADEMY,GOLDSBORO,NC,Proprietary 2 Year,2,"3,615"
808700,MONTGOMERY COMMUNITY COLLEGE,TROY,NC,Public 2 Year,515,"1,846,170"
294800,MONTREAT COLLEGE,MONTREAT,NC,Private 4 Year,356,"1,294,794"
294900,MOUNT OLIVE COLLEGE,MOUNT OLIVE,NC,Private 4 Year,"2,507","8,722,526"
855700,NASH COMMUNITY COLLEGE,ROCKY MOUNT,NC,Public 2 Year,"2,072","7,079,015"
3827300,NEW LIFE THEOLOGICAL SEMINARY,CHARLOTTE,NC,Private 4 Year,113,"421,197"
290500,NORTH CAROLINA A&T STATE UNIV,GREENSBORO,NC,Public 4 Year,"5,856","25,390,424"
295000,NORTH CAROLINA CENTRAL UNIVERSITY,DURHAM,NC,Public 4 Year,"4,351","19,115,198"
297200,NORTH CAROLINA STATE UNIV-RALEIGH,RALEIGH,NC,Public 4 Year,"5,932","23,289,977"
295100,NORTH CAROLINA WESLEYAN COLLEGE,ROCKY MOUNT,NC,Private 4 Year,975,"4,015,017"
703100,PAMLICO COMMUNITY COLLEGE,GRANTSBORO,NC,Public 2 Year,242,"815,599"
4149300,PARK WEST BARBER SCHOOL,DURHAM,NC,Proprietary 2 Year,346,"1,277,181"
1179900,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,FAYETTEVILLE,NC,Proprietary 2 Year,389,"1,455,767"
3777300,PAUL MITCHELL THE SCHOOL GASTONIA,GASTONIA,NC,Proprietary 2 Year,356,"1,450,135"
4204700,PAUL MITCHELL THE SCHOOL RALEIGH,RALEIGH,NC,Proprietary 2 Year,45,"170,369"
295300,PEACE COLLEGE,RALEIGH,NC,Private 4 Year,391,"1,541,062"
295500,PFEIFFER UNIVERSITY,MISENHEIMER,NC,Private 4 Year,508,"1,952,405"
295600,PIEDMONT BAPTIST COLLEGE AND GRADUATE SC,WINSTON SALEM,NC,Private 4 Year,177,"652,431"
964600,PIEDMONT COMMUNITY COLLEGE,ROXBORO,NC,Public 2 Year,"1,388","4,687,621"
2560600,PINNACLE INSTITUTE OF COSMETOLOGY,MOORESVILLE,NC,Proprietary 2 Year,56,"192,216"
406200,PITT COMMUNITY COLLEGE,WINTERVILLE,NC,Public 2 Year,"5,010","18,969,512"
295700,QUEENS UNIVERSITY OF CHARLOTTE,CHARLOTTE,NC,Private 4 Year,712,"2,437,960"
544700,RANDOLPH COMMUNITY COLLEGE,ASHEBORO,NC,Public 2 Year,"1,793","6,202,386"
3064400,REGENCY BEAUTY INSTITUTE,WINSTON-SALEM,NC,Proprietary 2 Year,150,"534,855"
4115700,REGINA'S COLLEGE OF BEAUTY,MONROE,NC,Proprietary 2 Year,250,"940,194"
546400,RICHMOND COMMUNITY COLLEGE,HAMLET,NC,Public 2 Year,"2,114","7,624,302"
861300,ROANOKE-CHOWAN COMMUNITY COLLEGE,AHOSKIE,NC,Public 2 Year,717,"2,584,019"
861200,ROBESON COMMUNITY COLLEGE,LUMBERTON,NC,Public 2 Year,"2,606","8,778,938"
295800,ROCKINGHAM COMMUNITY COLLEGE,WENTWORTH,NC,Public 2 Year,"1,485","4,682,295"
575400,ROWAN-CABARRUS COMMUNITY COLLEGE,SALISBURY,NC,Public 2 Year,"4,948","17,122,285"
296000,SALEM COLLEGE,WINSTON-SALEM,NC,Private 4 Year,637,"2,514,652"
789200,SAMPSON COMMUNITY COLLEGE,CLINTON,NC,Public 2 Year,"1,003","3,683,954"
296100,SANDHILLS COMMUNITY COLLEGE,PINEHURST,NC,Public 2 Year,"2,506","8,279,513"
296200,SHAW UNIVERSITY,RALEIGH,NC,Private 4 Year,"1,949","8,581,643"
4173000,SHEPHERDS THEOLOGICAL SEMINARY,CARY,NC,Private 4 Year,2,"7,320"
1026400,SOUTH COLLEGE,ASHEVILLE,NC,Proprietary 4 Year,282,"1,002,156"
798500,SOUTH PIEDMONT COMMUNITY COLLEGE,POLKTON,NC,Public 2 Year,"1,489","4,355,737"
1303918,SOUTH UNIVERSITY - THE ART INSTITUTE OF,CHARLOTTE,NC,Proprietary 4 Year,"2,142","7,479,146"
296400,SOUTHEASTERN COMMUNITY COLLEGE,WHITEVILLE,NC,Public 2 Year,"1,451","4,864,790"
3555300,SOUTHEASTERN INSTITUTE,CHARLOTTE,NC,Proprietary 2 Year,264,"780,877"
3555400,SOUTHEASTERN SCHOOL OF NEUROMUSCULAR  MA,CHARLESTON,NC,Proprietary 2 Year,229,"667,292"
846600,SOUTHWESTERN COMMUNITY COLLEGE,SYLVA,NC,Public 2 Year,"1,380","4,988,125"
296800,ST AUGUSTINES COLLEGE,RALEIGH,NC,Private 4 Year,"1,246","5,619,988"
1119400,STANLY COMMUNITY COLLEGE,ALBEMARLE,NC,Public 2 Year,"1,991","6,697,533"
297000,SURRY COMMUNITY COLLEGE,DOBSON,NC,Public 2 Year,"1,728","6,115,818"
4098300,TECHSKILLS - CHARLOTTE,CHARLOTTE,NC,Proprietary 2 Year,16,"35,606"
943000,TRI-COUNTY COMMUNITY COLLEGE,MURPHY,NC,Public 2 Year,994,"3,568,716"
398100,UNC SCHOOL OF THE ARTS,WINSTON-SALEM,NC,Public 4 Year,232,"978,839"
295400,UNIV OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,Public 4 Year,"3,223","12,997,828"
297600,UNIVERSITY OF N C - GREENSBORO,GREENSBORO,NC,Public 4 Year,"6,853","27,471,683"
297400,UNIVERSITY OF N C-CHAPEL HILL,CHAPEL HILL,NC,Public 4 Year,"3,869","15,814,559"
298400,UNIVERSITY OF N C-WILMINGTON,WILMINGTON,NC,Public 4 Year,"3,648","13,920,499"
290700,UNIVERSITY OF NC AT ASHEVILLE,ASHEVILLE,NC,Public 4 Year,"1,285","4,937,758"
297500,UNIVERSITY OF NC AT CHARLOTTE,CHARLOTTE,NC,Public 4 Year,"8,898","34,620,444"
990300,VANCE-GRANVILLE CMTY COLLEGE,HENDERSON,NC,Public 2 Year,"2,682","8,668,745"
297800,WAKE FOREST UNIV - UNDERGRADUATE,WINSTON-SALEM,NC,Private 4 Year,584,"2,336,528"
484400,WAKE TECHNICAL COMMUNITY COLLEGE,RALEIGH,NC,Public 2 Year,"8,726","28,237,540"
297900,WARREN WILSON COLLEGE,ASHEVILLE,NC,Private 4 Year,275,"1,069,609"
298000,WAYNE COMMUNITY COLLEGE,GOLDSBORO,NC,Public 2 Year,"2,127","7,047,690"
298100,WESTERN CAROLINA UNIVERSITY,CULLOWHEE,NC,Public 4 Year,"3,068","11,856,014"
298200,WESTERN PIEDMONT COMMUNITY COLLEGE,MORGANTON,NC,Public 2 Year,"2,246","8,053,698"
298300,WILKES COMMUNITY COLLEGE,WILKESBORO,NC,Public 2 Year,"1,788","6,519,406"
484500,WILSON COMMUNITY COLLEGE,WILSON,NC,Public 2 Year,"1,317","4,671,057"
298500,WINGATE UNIVERSITY,WINGATE,NC,Private 4 Year,662,"2,756,801"
3009500,WINSTON-SALEM BARBER SCHOOL,WINSTON-SALEM,NC,Proprietary 2 Year,69,"260,636"
298600,WINSTON-SALEM STATE UNIVERSITY,WINSTON-SALEM,NC,Public 4 Year,"3,603","15,540,451"
298800,BISMARCK STATE COLLEGE,BISMARCK,ND,Public 4 Year,"1,302","4,615,387"
299500,DAKOTA COLLEGE AT BOTTINEAU,BOTTINEAU,ND,Public 2 Year,306,"1,138,629"
298900,DICKINSON STATE UNIVERSITY,DICKINSON,ND,Public 4 Year,628,"2,077,693"
2553700,FORT BERTHOLD COMMUNITY COLLEGE,NEW TOWN,ND,Public 2 Year,64,"237,912"
4139400,HAIR ACADEMY (THE),BISMARCK,ND,Proprietary 2 Year,35,"119,273"
2298200,HEADQUARTERS ACADEMY OF HAIR DESIGN,MINOT,ND,Proprietary 2 Year,43,"163,018"
299000,JAMESTOWN COLLEGE,JAMESTOWN,ND,Private 4 Year,265,"972,422"
1040600,JOSEF'S SCHOOL OF HAIR DESIGN,GRAND FORKS,ND,Proprietary 2 Year,83,"303,551"
775600,JOSEF'S SCHOOL OF HAIR DESIGN INC,FARGO,ND,Proprietary 2 Year,73,"320,301"
1229500,JZ TREND ACADEMY PAUL MITCHELL PARTNER S,BISMARCK,ND,Proprietary 2 Year,46,"164,480"
299100,LAKE REGION STATE COLLEGE,DEVILS LAKE,ND,Public 2 Year,394,"1,409,727"
2236500,LITTLE HOOP COMMUNITY COLLEGE,FORT TOTTEN,ND,Public 2 Year,239,"803,209"
299300,MAYVILLE STATE UNIVERSITY,MAYVILLE,ND,Public 4 Year,334,"1,200,014"
935400,MEDCENTER ONE COLLEGE OF NURSING,BISMARCK,ND,Private 4 Year,39,"149,271"
299400,MINOT STATE UNIVERSITY,MINOT,ND,Public 4 Year,937,"3,450,067"
3087200,MOLER BARBER CLG OF HAIRSTYLING,FARGO,ND,Proprietary 2 Year,7,"24,573"
299600,NORTH DAKOTA STATE CLG OF SCIENCE,WAHPETON,ND,Public 2 Year,"1,081","4,023,448"
299700,NORTH DAKOTA STATE UNIVERSITY,FARGO,ND,Public 4 Year,"2,896","10,498,324"
4031300,SALON PROFESSIONAL ACADEMY (THE),FARGO,ND,Proprietary 2 Year,68,"251,402"
2188200,SITTING BULL COLLEGE,FORT YATES,ND,Public 4 Year,283,"1,024,685"
1205900,TRINITY BIBLE COLLEGE,ELLENDALE,ND,Private 4 Year,170,"636,040"
2301100,TURTLE MTN CMNTY COLG-FIN AID OFC,BELCOURT,ND,Private 4 Year,539,"2,105,929"
2242900,UNITED TRIBES TECHNICAL COLLEGE,BISMARCK,ND,Private 4 Year,616,"2,394,107"
299200,UNIVERSITY OF MARY,BISMARCK,ND,Private 4 Year,656,"2,448,175"
300500,UNIVERSITY OF NORTH DAKOTA,GRAND FORKS,ND,Public 4 Year,"2,650","9,757,982"
300800,VALLEY CITY STATE UNIVERSITY,VALLEY CITY,ND,Public 4 Year,333,"1,236,633"
300700,WILLISTON STATE COLLEGE,WILLISTON,ND,Public 2 Year,263,"927,129"
849200,ALEGENT HEALTH SCHOOLS,OMAHA,NE,Private 2 Year,6,"29,500"
952300,BAHNER COLLEGE OF HAIRSTYLING,FREMONT,NE,Proprietary 2 Year,44,"169,875"
974300,BELLEVUE UNIVERSITY,BELLEVUE,NE,Private 4 Year,"2,793","8,781,530"
639900,BRYANLGH COLLEGE OF HEALTH SCIENCES,LINCOLN,NE,Private 4 Year,197,"632,533"
961700,CAPITOL BEAUTY SCHOOL,OMAHA,NE,Proprietary 2 Year,112,"361,735"
472000,CENTRAL COMMUNITY COLLEGE,GRAND ISLAND,NE,Public 2 Year,890,"2,962,823"
764100,CENTRAL COMMUNITY COLLEGE,GRAND ISLAND,NE,Public 2 Year,568,"1,900,989"
2099500,CENTRAL COMMUNITY COLLEGE- GI,GRAND ISLAND,NE,Public 2 Year,"1,213","3,573,172"
253900,CHADRON STATE COLLEGE,CHADRON,NE,Public 4 Year,941,"3,589,991"
986200,CLARKSON COLLEGE,OMAHA,NE,Private 4 Year,302,"1,063,442"
2079700,COLLEGE OF HAIR DESIGN,LINCOLN,NE,Proprietary 2 Year,254,"1,008,212"
254000,COLLEGE OF ST MARY,OMAHA,NE,Private 4 Year,410,"1,666,271"
254100,CONCORDIA UNIVERSITY,SEWARD,NE,Private 4 Year,379,"1,303,542"
254200,CREIGHTON UNIVERSITY,OMAHA,NE,Private 4 Year,810,"3,109,177"
254400,DOANE COLLEGE,CRETE,NE,Private 4 Year,802,"3,032,793"
254700,GRACE UNIVERSITY,OMAHA,NE,Private 4 Year,208,"780,138"
254800,HASTINGS COLLEGE,HASTINGS,NE,Private 4 Year,388,"1,435,759"
1151900,JOSEPH'S COLLEGE OF BEAUTY/ALL CAMPUSES,LINCOLN,NE,Proprietary 2 Year,373,"1,488,338"
3323300,LITTLE PRIEST TRIBAL COLLEGE,WINNEBAGO,NE,Private 2 Year,139,"441,526"
1258600,METROPOLITAN COMMUNITY COLLEGE,OMAHA,NE,Public 2 Year,"9,139","27,111,909"
255300,MIDLAND UNIVERSITY,FREMONT,NE,Private 4 Year,479,"1,860,341"
255700,MID-PLAINS COMM COLLEGE - NORTH PLATTE,NORTH PLATTE,NE,Public 2 Year,960,"3,305,851"
3279300,MYOTHERAPY INSTITUTE,LINCOLN,NE,Proprietary 2 Year,23,"88,744"
640400,NEBR METHODIST CLG OF NURS ALLD HLTH,OMAHA,NE,Private 4 Year,260,"947,431"
1297600,NEBRASKA CHRISTIAN COLLEGE,PAPILLION,NE,Private 4 Year,78,"288,781"
2550800,NEBRASKA INDIAN COMMUNITY COLLEGE,MACY,NE,Public 2 Year,109,"345,973"
255500,NEBRASKA WESLEYAN UNIVERSITY,LINCOLN,NE,Private 4 Year,503,"1,817,521"
1166700,NORTHEAST COMMUNITY COLLEGE,NORFOLK,NE,Public 2 Year,"1,608","5,716,218"
255900,PERU STATE COLLEGE,PERU,NE,Public 4 Year,736,"2,769,305"
2508300,SOUTHEAST COMM. COLLEGE-ALL CAMPUSES,LINCOLN,NE,Public 2 Year,"6,383","16,811,156"
3164300,THE CREATIVE CENTER,OMAHA,NE,Proprietary 4 Year,55,"219,064"
256300,UNION COLLEGE,LINCOLN,NE,Private 4 Year,308,"1,177,524"
3821400,UNIVERSAL COLLEGE OF HEALING ARTS,OMAHA,NE,Proprietary 2 Year,20,"90,775"
256596,UNIVERSITY OF NEBRASKA - CURTIS,CURTIS,NE,Public 4 Year,131,"508,698"
255100,UNIVERSITY OF NEBRASKA AT KEARNEY,KEARNEY,NE,Public 4 Year,"2,072","7,815,112"
256500,UNIVERSITY OF NEBRASKA-LINCOLN,LINCOLN,NE,Public 4 Year,"4,653","17,486,780"
689500,UNIVERSITY OF NEBRASKA-MED CTR,OMAHA,NE,Public 4 Year,256,"974,211"
255400,UNIVERSITY OF NEBRASKA-OMAHA,OMAHA,NE,Public 4 Year,"4,291","15,864,196"
750100,VATTEROTT COLLEGE,OMAHA,NE,Proprietary 2 Year,884,"3,081,714"
256600,WAYNE STATE COLLEGE,WAYNE,NE,Public 4 Year,"1,255","4,654,781"
256000,WESTERN NEBRASKA COMMUNITY COLLEGE,SCOTTSBLUFF,NE,Public 2 Year,"1,062","3,494,114"
2610500,XENON INTERNATIONAL ACADEMY II,OMAHA,NE,Proprietary 2 Year,216,"766,635"
256700,YORK COLLEGE,YORK,NE,Private 4 Year,263,"1,068,623"
473300,CHESTER COLLEGE OF NEW ENGLAND,CHESTER,NH,Private 4 Year,63,"260,676"
257200,COLBY-SAWYER COLLEGE,NEW LONDON,NH,Private 4 Year,421,"1,714,601"
849300,CONTINENTAL ACADEMIE OF HAIR DESIGN,MANCHESTER,NH,Proprietary 2 Year,4,"10,682"
1318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,HUDSON,NH,Proprietary 2 Year,48,"177,596"
473100,DANIEL WEBSTER COLLEGE,NASHUA,NH,Proprietary 4 Year,220,"849,241"
257300,DARTMOUTH COLLEGE,HANOVER,NH,Private 4 Year,632,"2,365,756"
864500,EMPIRE BEAUTY SCHOOL,LACONIA,NH,Proprietary 2 Year,197,"648,932"
2179600,EMPIRE BEAUTY SCHOOL,SOMERSWORTH,NH,Proprietary 2 Year,183,"618,570"
257500,FRANKLIN PIERCE UNIVERSITY,RINDGE,NH,Private 4 Year,549,"1,939,010"
3101300,GRANITE STATE COLLEGE,CONCORD,NH,Public 4 Year,"1,019","3,025,030"
258300,GREAT BAY COMMUNITY COLLEGE,PORTSMOUTH,NH,Public 2 Year,786,"2,225,577"
472900,HESSER COLLEGE,MANCHESTER,NH,Proprietary 4 Year,"2,607","8,507,054"
2245400,KEENE BEAUTY ACADEMY,KEENE,NH,Proprietary 2 Year,37,"130,217"
259000,KEENE STATE COLLEGE,KEENE,NH,Public 4 Year,"1,224","4,551,605"
4162200,LAIRD INSTITUTE OF SPA THERAPY,MANCHESTER,NH,Proprietary 2 Year,41,"157,272"
755500,LAKES REGION COMMUNITY COLLEGE,LACONIA,NH,Public 2 Year,586,"1,836,129"
702500,LEBANON COLLEGE,LEBANON,NH,Private 2 Year,34,"105,777"
2223300,MAGDALEN COLLEGE,WARNER,NH,Private 4 Year,27,"113,712"
258200,MANCHESTER COMMUNITY COLLEGE,MANCHESTER,NH,Public 2 Year,"1,130","3,207,832"
2174800,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHET,BEDFORD,NH,Proprietary 2 Year,84,"305,612"
923600,NASHUA COMMUNITY COLLEGE,NASHUA,NH,Public 2 Year,838,"2,421,494"
257900,NEW ENGLAND COLLEGE,HENNIKER,NH,Private 4 Year,389,"1,563,398"
2247000,NEW ENGLAND SCHOOL OF HAIR DESIGN,WEST LEBANON,NH,Proprietary 2 Year,44,"139,672"
3182300,NEW HAMPSHIRE INSTITUTE OF ART,MANCHESTER,NH,Private 4 Year,200,"720,657"
3729300,NH INSTITUTE FOR THERAPEUTIC ARTS,HUDSON,NH,Proprietary 2 Year,16,"51,989"
258100,NHTI  - CONCORD'S COMMUNITY COLLEGE,CONCORD,NH,Public 2 Year,"1,727","5,571,894"
259100,PLYMOUTH STATE UNIVERSITY,PLYMOUTH,NH,Public 4 Year,"1,188","4,441,446"
2211600,PORTSMOUTH BTY SCH OF HAIR DESIGN,PORTSMOUTH,NH,Proprietary 2 Year,14,"45,070"
756000,RIVER VALLEY COMMUNITY COLLEGE,CLAREMONT,NH,Public 2 Year,544,"1,581,416"
258600,RIVIER COLLEGE,NASHUA,NH,Private 4 Year,458,"1,643,274"
258700,SAINT ANSELM COLLEGE,MANCHESTER,NH,Private 4 Year,356,"1,274,519"
258000,SOUTHERN NEW HAMPSHIRE UNIVERSITY,MANCHESTER,NH,Private 4 Year,"3,822","9,272,103"
2140400,ST JOSEPH SCH OF PRAC NRSG,NASHUA,NH,Private 2 Year,61,"242,636"
3043100,THOMAS MORE COLLEGE OF LIBERAL ARTS,MERRIMACK,NH,Private 4 Year,33,"139,750"
