OPEID,Name,State,Type & Control,Recips,Awards
21806,BRIDGES ACADEMY OF BEAUTY,CA,Proprietary 2 Year,13,"48,638"
1123,BROOKS INSTITUTE,CA,Proprietary 4 Year,424,"2,161,060"
25434,BROWNSON TECHNICAL SCHOOL,CA,Proprietary 2 Year,186,"641,942"
33993,BRYAN COLLEGE,CA,Proprietary 2 Year,615,"2,634,044"
7164,BRYAN COLLEGE,CA,Proprietary 2 Year,675,"3,024,645"
8073,BUTTE COLLEGE,CA,Public 2 Year,"6,566","21,983,739"
1124,CABRILLO COLLEGE,CA,Public 2 Year,"3,718","11,776,888"
41528,CALIFORNIA ACADEMY (THE) - A PAUL MITCHELL PARTNER SCHOOL,CA,Proprietary 2 Year,197,"756,760"
1125,CALIFORNIA BAPTIST UNIVERSITY,CA,Private 4 Year,"1,321","5,414,679"
20657,CALIFORNIA BEAUTY COLLEGE,CA,Proprietary 2 Year,34,"153,741"
39745,CALIFORNIA CAREER COLLEGE,CA,Proprietary 2 Year,65,"231,243"
25202,CALIFORNIA CAREER SCHOOL,CA,Proprietary 2 Year,10,"23,712"
8844,CALIFORNIA CHRISTIAN COLLEGE,CA,Private 4 Year,20,"76,449"
1127,CALIFORNIA COLLEGE OF THE ARTS,CA,Private 4 Year,536,"2,125,427"
36984,CALIFORNIA COLLEGE OF VOCATIONAL CAREERS,CA,Proprietary 2 Year,88,"387,613"
21108,CALIFORNIA COLLEGE SAN DIEGO,CA,Proprietary 4 Year,"1,208","6,014,467"
22202,CALIFORNIA CULINARY ACADEMY,CA,Proprietary 2 Year,469,"1,950,141"
11865,CALIFORNIA HAIR DESIGN ACADEMY,CA,Proprietary 2 Year,160,"651,358"
36813,CALIFORNIA HEALING ARTS COLLEGE,CA,Proprietary 2 Year,117,"403,395"
12154,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,Private 4 Year,40,"187,145"
1131,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,Private 4 Year,104,"411,446"
1132,CALIFORNIA INSTITUTE OF THE ARTS,CA,Private 4 Year,285,"1,259,405"
1133,CALIFORNIA LUTHERAN UNIVERSITY,CA,Private 4 Year,587,"2,203,702"
1134,CALIFORNIA MARITIME ACADEMY,CA,Public 4 Year,256,"1,100,732"
39353,CALIFORNIA NURSES EDUCATIONAL INSTITUTE,CA,Proprietary 2 Year,68,"316,573"
1143,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,Public 4 Year,"3,308","13,114,664"
1144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,Public 4 Year,"7,964","31,972,194"
1150,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,Public 4 Year,"10,454","42,436,847"
39803,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,CA,Public 4 Year,"1,112","4,379,635"
7993,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD",CA,Public 4 Year,"4,092","16,183,841"
1146,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,Public 4 Year,"5,360","22,363,703"
1141,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,Public 4 Year,"5,672","23,147,688"
1138,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,Public 4 Year,"4,440","18,930,153"
1147,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,Public 4 Year,"8,843","37,549,394"
1137,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,Public 4 Year,"9,952","41,439,389"
1139,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,Public 4 Year,"11,043","43,868,752"
1140,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,Public 4 Year,"9,411","37,446,091"
32603,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",CA,Public 4 Year,"1,837","7,403,624"
1153,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,Public 4 Year,"12,635","52,431,622"
1142,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,Public 4 Year,"7,997","32,097,203"
30113,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,Public 4 Year,"2,825","10,711,676"
1157,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,Public 4 Year,"3,688","14,242,102"
38743,CAMBRIDGE JUNIOR COLLEGE,CA,Proprietary 2 Year,170,"702,301"
6973,CANADA COLLEGE,CA,Public 2 Year,982,"3,061,656"
41387,CAO INSTITUTE OF AESTHETICS (THE),CA,Proprietary 2 Year,107,"363,188"
21250,CAREER ACADEMY OF BEAUTY,CA,Proprietary 2 Year,150,"500,195"
37974,CAREER CARE INSTITUTE,CA,Proprietary 2 Year,759,"2,166,068"
41192,CAREER COLLEGE CONSULTANTS,CA,Proprietary 2 Year,121,"459,464"
40563,CAREER COLLEGE OF CALIFORNIA,CA,Proprietary 2 Year,20,"63,412"
41345,CAREER COLLEGE OF SAN DIEGO,CA,Proprietary 2 Year,240,"863,514"
34274,CAREER COLLEGES OF AMERICA,CA,Proprietary 2 Year,"2,195","8,686,925"
41442,CAREER DEVELOPMENT INSTITUTE,CA,Proprietary 2 Year,12,"45,882"
32423,CAREER NETWORKS INSTITUTE,CA,Proprietary 2 Year,570,"2,047,085"
6731,CASA LOMA COLLEGE,CA,Private 2 Year,638,"2,668,556"
23328,CENTER FOR EMPLOYMENT TRAINING,CA,Private 2 Year,"3,085","10,784,522"
30977,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,CA,Proprietary 2 Year,173,"736,448"
26023,CENTRAL COAST COLLEGE,CA,Proprietary 2 Year,296,"854,706"
41500,CENTRAL NURSING COLLEGE,CA,Proprietary 2 Year,89,"419,704"
1161,CERRITOS COMMUNITY COLLEGE,CA,Public 2 Year,"8,935","29,470,394"
10111,CERRO COSO COMMUNITY COLLEGE,CA,Public 2 Year,"1,101","3,515,300"
1162,CHABOT COLLEGE,CA,Public 2 Year,"3,956","12,043,014"
1163,CHAFFEY COMMUNITY COLLEGE,CA,Public 2 Year,"6,795","20,274,209"
41264,CHAMPION INSTITUTE OF COSMETOLOGY,CA,Proprietary 2 Year,30,"129,678"
1164,CHAPMAN UNIVERSITY,CA,Private 4 Year,"2,412","8,792,829"
10365,CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE,CA,Private 4 Year,95,"437,795"
32783,CHARTER COLLEGE,CA,Proprietary 2 Year,"1,687","5,705,867"
38525,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,CA,Proprietary 2 Year,611,"2,169,850"
1166,CITRUS COMMUNITY COLLEGE,CA,Public 2 Year,"4,023","11,898,003"
4502,CITY COLLEGE OF SAN FRANCISCO,CA,Public 2 Year,"8,463","28,203,787"
1169,CLAREMONT GRADUATE UNIVERSITY,CA,Private 4 Year,0,0
1170,CLAREMONT MCKENNA COLLEGE,CA,Private 4 Year,166,"695,724"
21474,CLEVELAND CHIROPRACTIC COLLEGE,CA,Private 4 Year,35,"128,105"
23095,CLOVIS ADULT EDUCATION,CA,Public 2 Year,196,"521,415"
41153,COACHELLA VALLEY BEAUTY COLLEGE,CA,Proprietary 2 Year,86,"354,731"
41265,COAST CAREER INSTITUTE,CA,Proprietary 2 Year,662,"2,019,999"
40923,COASTLINE BEAUTY COLLEGE,CA,Proprietary 2 Year,207,"808,418"
20635,COASTLINE COMMUNITY COLLEGE,CA,Public 2 Year,"1,201","3,648,984"
35773,COBA ACADEMY,CA,Proprietary 2 Year,57,"204,554"
1177,COGSWELL POLYTECHNICAL COLLEGE,CA,Private 4 Year,51,"183,672"
7296,COLEMAN UNIVERSITY,CA,Private 4 Year,352,"1,517,229"
22200,COLLEEN O'HARA'S BEAUTY ACADEMY,CA,Proprietary 2 Year,270,"1,080,302"
6720,COLLEGE OF ALAMEDA,CA,Public 2 Year,"1,282","4,131,603"
1178,COLLEGE OF MARIN,CA,Public 2 Year,"1,620","5,085,117"
1181,COLLEGE OF SAN MATEO,CA,Public 2 Year,"1,434","4,691,492"
8903,COLLEGE OF THE CANYONS,CA,Public 2 Year,"2,646","8,129,629"
1182,COLLEGE OF THE DESERT,CA,Public 2 Year,"3,150","9,656,582"
1185,COLLEGE OF THE REDWOODS,CA,Public 2 Year,"3,236","10,287,421"
1186,COLLEGE OF THE SEQUOIAS,CA,Public 2 Year,"5,934","18,084,972"
1187,COLLEGE OF THE SISKIYOUS,CA,Public 2 Year,"1,364","4,415,068"
7707,COLUMBIA COLLEGE,CA,Public 2 Year,853,"2,660,949"
21102,COLUMBIA COLLEGE-HOLLYWOOD,CA,Private 4 Year,168,"620,958"
32503,COMMUNITY BASED EDUCATION AND DEVELOPMENT,CA,Private 2 Year,364,"1,560,140"
38744,COMMUNITY CHRISTIAN COLLEGE,CA,Private 2 Year,93,"250,270"
36953,COMMUNITY ENHANCEMENT SERVICES,CA,Private 2 Year,157,"521,670"
37593,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,CA,Proprietary 2 Year,164,"554,476"
7607,CONCORDE CAREER COLLEGE,CA,Proprietary 2 Year,814,"2,878,512"
7930,CONCORDE CAREER COLLEGE,CA,Proprietary 2 Year,881,"3,024,240"
8071,CONCORDE CAREER COLLEGE,CA,Proprietary 2 Year,902,"3,041,529"
8537,CONCORDE CAREER COLLEGE,CA,Proprietary 2 Year,"1,120","3,923,513"
20705,CONCORDIA UNIVERSITY,CA,Private 4 Year,380,"1,381,325"
1190,CONTRA COSTA COLLEGE,CA,Public 2 Year,"2,424","8,393,043"
35424,COPPER MOUNTAIN COLLEGE,CA,Public 2 Year,"1,092","3,379,505"
7536,COSUMNES RIVER COLLEGE,CA,Public 2 Year,"4,041","13,382,570"
9272,CRAFTON HILLS COLLEGE,CA,Public 2 Year,"1,359","3,957,965"
25964,CRIMSON TECHNICAL COLLEGE,CA,Proprietary 2 Year,422,"1,949,219"
24948,CR'U INSTITUTE OF COSMETOLOGY & BARBERING,CA,Proprietary 2 Year,41,"182,310"
40033,CSI CAREER COLLEGE,CA,Proprietary 2 Year,225,"853,318"
1192,CUESTA COLLEGE,CA,Public 2 Year,"1,758","5,657,504"
21113,CUYAMACA COLLEGE,CA,Public 2 Year,"2,239","7,556,924"
1193,CYPRESS COLLEGE,CA,Public 2 Year,"4,426","14,994,984"
4480,DE ANZA COMMUNITY COLLEGE,CA,Public 2 Year,"3,719","13,101,580"
30256,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,Private 4 Year,4,"13,250"
22980,DESIGN INSTITUTE OF SAN DIEGO,CA,Proprietary 4 Year,143,"595,311"
36463,DESIGN'S SCHOOL OF COSMETOLOGY,CA,Proprietary 2 Year,135,"677,311"
1191,DIABLO VALLEY COLLEGE,CA,Public 2 Year,"2,350","7,648,208"
25536,DIVERSIFIED LANGUAGE INSTITUTE,CA,Proprietary 2 Year,"1,062","3,880,339"
1196,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,Private 4 Year,472,"1,766,373"
31095,DONGGUK UNIVERSITY LOS ANGELES,CA,Private 4 Year,17,"49,483"
5638,DOWNEY ADULT SCHOOL,CA,Public 2 Year,13,"57,357"
22260,EAST LOS ANGELES COLLEGE,CA,Public 2 Year,"8,394","29,339,890"
31166,EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER,CA,Public 2 Year,505,"1,383,047"
1197,EL CAMINO COLLEGE,CA,Public 2 Year,"7,791","24,120,535"
20912,ELEGANCE INTERNATIONAL,CA,Proprietary 2 Year,86,"253,702"
32823,ELITE BEAUTY COLLEGE,CA,Proprietary 2 Year,374,"1,459,691"
9032,EMPIRE COLLEGE,CA,Proprietary 2 Year,406,"1,790,088"
34134,ENGLISH CENTER (THE),CA,Private 2 Year,208,"783,641"
34033,EPIC BIBLE COLLEGE,CA,Private 4 Year,230,"755,122"
21678,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,CA,Proprietary 2 Year,65,"239,246"
41670,ESTHETIQUES COSMETOLOGY INSTITUTE,CA,Proprietary 2 Year,34,"93,851"
11024,EVEREST COLLEGE,CA,Proprietary 2 Year,"2,958","9,684,298"
11107,EVEREST COLLEGE,CA,Proprietary 2 Year,"1,253","4,246,889"
11109,EVEREST COLLEGE,CA,Proprietary 2 Year,"2,063","6,988,451"
11121,EVEREST COLLEGE,CA,Proprietary 2 Year,636,"1,954,421"
11123,EVEREST COLLEGE,CA,Proprietary 2 Year,"2,531","8,405,046"
12061,EVEREST COLLEGE,CA,Proprietary 2 Year,650,"2,122,913"
30723,EVEREST COLLEGE,CA,Proprietary 2 Year,"3,980","13,490,017"
31954,EVEREST COLLEGE,CA,Proprietary 2 Year,335,"1,181,514"
4494,EVEREST COLLEGE,CA,Proprietary 2 Year,"1,502","5,296,771"
7606,EVEREST COLLEGE,CA,Proprietary 2 Year,803,"2,757,006"
8090,EVEREST COLLEGE,CA,Proprietary 2 Year,"1,521","5,051,594"
12452,EVERGREEN VALLEY COLLEGE,CA,Public 2 Year,"2,971","10,874,260"
39733,EX'PRESSION COLLEGE FOR DIGITAL ARTS,CA,Proprietary 4 Year,512,"2,567,107"
22343,FASHION CAREERS COLLEGE,CA,Proprietary 2 Year,81,"291,319"
11112,FASHION INSTITUTE OF DESIGN & MERCHANDISING -,CA,Proprietary 2 Year,"1,923","7,610,317"
8597,FEATHER RIVER COLLEGE,CA,Public 2 Year,620,"2,178,373"
7253,FEDERICO BEAUTY INSTITUTE,CA,Proprietary 2 Year,208,"806,605"
31313,FIVE BRANCHES UNIVERSITY,CA,Private 4 Year,10,"34,075"
38713,FOLSOM LAKE COLLEGE,CA,Public 2 Year,"1,847","5,834,974"
1199,FOOTHILL COLLEGE,CA,Public 2 Year,"1,330","4,303,506"
31623,FOUR-D COLLEGE,CA,Proprietary 2 Year,978,"3,574,693"
41544,FRANKLIN CAREER COLLEGE,CA,Proprietary 2 Year,25,"45,846"
22309,FREDRICK AND CHARLES BEAUTY COLLEGE,CA,Proprietary 2 Year,66,"224,783"
30399,FREMONT COLLEGE,CA,Proprietary 2 Year,292,"1,202,466"
1307,FRESNO CITY COLLEGE,CA,Public 2 Year,"11,518","38,449,082"
1253,FRESNO PACIFIC UNIVERSITY,CA,Private 4 Year,"1,150","3,938,848"
1201,FULLERTON COLLEGE,CA,Public 2 Year,"5,230","17,988,482"
12027,GALEN COLLEGE OF CALIFORNIA,CA,Proprietary 2 Year,158,"546,433"
1202,GAVILAN COLLEGE,CA,Public 2 Year,"1,575","4,992,220"
22319,GEMOLOGICAL INSTITUTE OF AMERICA,CA,Private 2 Year,29,"98,899"
23385,GLENDALE CAREER COLLEGE,CA,Proprietary 2 Year,180,"663,345"
1203,GLENDALE COMMUNITY COLLEGE,CA,Public 2 Year,"6,168","21,161,344"
40764,GNOMON SCHOOL OF VISUAL EFFECTS,CA,Proprietary 2 Year,17,"69,546"
1205,GOLDEN GATE UNIVERSITY,CA,Private 4 Year,90,"235,133"
1206,GOLDEN WEST COLLEGE,CA,Public 2 Year,"2,826","9,469,957"
1208,GROSSMONT COLLEGE,CA,Public 2 Year,"4,070","12,946,534"
41698,GURNICK ACADEMY OF MEDICAL ARTS,CA,Proprietary 2 Year,19,"33,451"
5655,HACIENDA LA PUENTE ADULT EDUCATION,CA,Public 2 Year,338,"1,019,493"
12985,HAIR CALIFORNIA BEAUTY ACADEMY,CA,Proprietary 2 Year,30,"122,302"
22110,HAIRMASTERS UNIVERSITY OF BEAUTY,CA,Proprietary 2 Year,80,"322,350"
1209,HARTNELL COMMUNITY COLLEGE,CA,Public 2 Year,"2,370","7,581,477"
1171,HARVEY MUDD COLLEGE,CA,Private 4 Year,102,"417,127"
21875,HEALD COLLEGE,CA,Proprietary 2 Year,"1,616","5,731,944"
25931,HEALD COLLEGE,CA,Proprietary 2 Year,"1,402","5,287,878"
25932,HEALD COLLEGE,CA,Proprietary 2 Year,"1,704","6,395,879"
25933,HEALD COLLEGE,CA,Proprietary 2 Year,"2,231","8,227,490"
30340,HEALD COLLEGE,CA,Proprietary 2 Year,"1,669","6,298,541"
7234,HEALD COLLEGE,CA,Proprietary 2 Year,"4,222","13,983,572"
7477,HEALD COLLEGE,CA,Proprietary 2 Year,"1,399","4,996,182"
8093,HEALD COLLEGE,CA,Proprietary 2 Year,"2,236","8,158,575"
8532,HEALD COLLEGE,CA,Proprietary 2 Year,"2,007","7,328,373"
41417,HEALING HANDS SCHOOL OF HOLISTIC HEALTH,CA,Proprietary 2 Year,33,"115,506"
41278,HEALTHY HAIR ACADEMY,CA,Proprietary 2 Year,191,"735,278"
22851,HILLTOP BEAUTY SCHOOL,CA,Proprietary 2 Year,188,"671,184"
41587,HOLLYWOOD BEAUTY COLLEGE,CA,Proprietary 2 Year,97,"346,127"
1183,HOLY NAMES UNIVERSITY,CA,Private 4 Year,308,"1,171,863"
41497,HOMESTEAD SCHOOLS,CA,Private 4 Year,99,"400,557"
1252,HOPE INTERNATIONAL UNIVERSITY,CA,Private 4 Year,291,"1,033,351"
41405,HORIZON COLLEGE SAN DIEGO,CA,Private 4 Year,9,"12,352"
1149,HUMBOLDT STATE UNIVERSITY,CA,Public 4 Year,"3,238","13,659,216"
1212,HUMPHREYS COLLEGE,CA,Private 4 Year,745,"2,877,777"
25459,HYPNOSIS MOTIVATION INSTITUTE,CA,Private 2 Year,76,"236,605"
1214,IMPERIAL VALLEY COLLEGE,CA,Public 2 Year,"4,754","15,880,084"
41327,INFOTECH CAREER COLLEGE,CA,Proprietary 2 Year,244,"693,497"
21283,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,Proprietary 2 Year,"1,274","4,527,911"
41323,INSTITUTE OF MEDICAL EDUCATION,CA,Proprietary 2 Year,290,"992,984"
30675,INSTITUTE OF TECHNOLOGY,CA,Proprietary 2 Year,"4,201","14,568,548"
25594,INTERCOAST COLLEGES,CA,Proprietary 2 Year,"2,126","8,464,661"
25203,INTERIOR DESIGNERS INSTITUTE,CA,Proprietary 4 Year,43,"88,485"
33953,INTERNATIONAL CAREER DEVELOPMENT CENTER,CA,Proprietary 2 Year,"3,377","13,095,682"
41297,INTERNATIONAL POLYTECHNIC INSTITUTE,CA,Private 4 Year,10,"50,950"
41347,INTERNATIONAL PROFESSIONAL SCHOOL OF BODYWORK,CA,Proprietary 2 Year,84,"247,745"
39644,INTERNATIONAL SCHOOL OF BEAUTY,CA,Proprietary 2 Year,108,"479,820"
22554,INTERNATIONAL SCHOOL OF COSMETOLOGY,CA,Proprietary 2 Year,77,"374,153"
25395,IRVINE VALLEY COLLEGE,CA,Public 2 Year,"1,272","4,391,206"
21209,ITT TECHNICAL INSTITUTE,CA,Proprietary 2 Year,"1,796","6,596,300"
22915,ITT TECHNICAL INSTITUTE,CA,Proprietary 2 Year,"1,694","6,624,971"
22916,ITT TECHNICAL INSTITUTE,CA,Proprietary 2 Year,"2,079","7,422,504"
30704,ITT TECHNICAL INSTITUTE,CA,Proprietary 2 Year,"1,933","7,493,035"
30874,ITT TECHNICAL INSTITUTE,CA,Proprietary 2 Year,"2,339","9,447,643"
23218,ITT TECHNICAL INSTITUTE -,CA,Proprietary 2 Year,"1,607","6,415,955"
23219,ITT TECHNICAL INSTITUTE -,CA,Proprietary 2 Year,"1,541","5,566,906"
34854,JAMES ALBERT SCHOOL OF COSMETOLOGY,CA,Proprietary 2 Year,213,"786,679"
12026,JE BOUTIQUE COLLEGE OF BEAUTY,CA,Proprietary 2 Year,95,"416,525"
4484,JOHN F. KENNEDY UNIVERSITY,CA,Private 4 Year,116,"312,042"
31253,JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE,CA,Proprietary 2 Year,120,"566,847"
20917,KAPLAN COLLEGE,CA,Proprietary 2 Year,"1,386","5,002,526"
23063,KAPLAN COLLEGE,CA,Proprietary 2 Year,"2,251","8,048,737"
23519,KAPLAN COLLEGE,CA,Proprietary 2 Year,"2,116","7,003,898"
25391,KAPLAN COLLEGE,CA,Proprietary 2 Year,"2,324","8,531,270"
25490,KAPLAN COLLEGE,CA,Proprietary 2 Year,"2,131","7,963,240"
25654,KAPLAN COLLEGE,CA,Proprietary 2 Year,792,"2,503,704"
30445,KAPLAN COLLEGE,CA,Proprietary 2 Year,415,"1,384,696"
33083,KENSINGTON COLLEGE,CA,Proprietary 2 Year,37,"126,946"
35163,KING'S COLLEGE AND SEMINARY (THE),CA,Private 4 Year,101,"266,691"
41639,L.A. BARBER COLLEGE,CA,Proprietary 2 Year,28,"99,467"
23124,LA COLLEGE INTERNATIONAL,CA,Proprietary 4 Year,"1,072","3,712,747"
1215,LA SIERRA UNIVERSITY,CA,Private 4 Year,614,"2,444,152"
38534,LADERA CAREER PATHS TRAINING CENTERS,CA,Proprietary 2 Year,23,"82,081"
23305,LAGUNA COLLEGE OF ART AND DESIGN,CA,Private 4 Year,138,"555,463"
12907,LAKE TAHOE COMMUNITY COLLEGE,CA,Public 2 Year,546,"1,618,664"
13010,LANCASTER BEAUTY SCHOOL,CA,Proprietary 2 Year,137,"574,559"
1266,LANEY COLLEGE,CA,Public 2 Year,"2,949","10,813,974"
30357,LAS POSITAS COLLEGE,CA,Public 2 Year,"1,612","5,009,787"
1217,LASSEN COLLEGE,CA,Public 2 Year,551,"1,867,901"
41414,LAURUS COLLEGE,CA,Proprietary 2 Year,187,"430,753"
32103,LE CORDON BLEU COLLEGE OF CULINARY ARTS,CA,Proprietary 2 Year,"2,117","9,174,927"
36213,LIBERTY TRAINING INSTITUTE,CA,Proprietary 2 Year,4,"7,132"
22706,LIFE PACIFIC COLLEGE,CA,Private 4 Year,186,"674,500"
6975,LINCOLN UNIVERSITY,CA,Private 4 Year,29,"126,100"
1218,LOMA LINDA UNIVERSITY,CA,Private 4 Year,316,"1,313,713"
1219,LONG BEACH CITY COLLEGE,CA,Public 2 Year,"11,597","40,149,745"
1223,LOS ANGELES CITY COLLEGE,CA,Public 2 Year,"5,697","20,935,349"
6165,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH,CA,Public 2 Year,112,"246,419"
40373,LOS ANGELES FILM SCHOOL (THE),CA,Proprietary 2 Year,632,"2,256,022"
1224,LOS ANGELES HARBOR COLLEGE,CA,Public 2 Year,"3,142","9,916,248"
12550,LOS ANGELES MISSION COLLEGE,CA,Public 2 Year,"2,598","8,456,317"
38684,LOS ANGELES MUSIC ACADEMY,CA,Proprietary 2 Year,21,"65,241"
25703,LOS ANGELES ORT TECHNICAL INSTITUTE,CA,Private 2 Year,"1,257","4,890,565"
1226,LOS ANGELES PIERCE COLLEGE,CA,Public 2 Year,"5,233","17,013,118"
26128,LOS ANGELES RECORDING SCHOOL,CA,Proprietary 2 Year,264,"1,047,826"
7047,LOS ANGELES SOUTHWEST COLLEGE,CA,Public 2 Year,"3,427","10,172,482"
1227,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,Public 2 Year,"3,953","13,419,006"
1228,LOS ANGELES VALLEY COLLEGE,CA,Public 2 Year,"4,998","16,603,708"
10340,LOS MEDANOS COLLEGE,CA,Public 2 Year,"2,808","8,421,108"
11649,LOYOLA MARYMOUNT UNIVERSITY,CA,Private 4 Year,"1,026","4,203,575"
11866,LU ROSS ACADEMY,CA,Proprietary 2 Year,98,"418,213"
7142,LYLE'S COLLEGE OF BEAUTY,CA,Proprietary 2 Year,209,"880,269"
13240,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,Proprietary 2 Year,66,"261,679"
22086,MADERA BEAUTY COLLEGE,CA,Proprietary 2 Year,69,"232,352"
40924,MAKE-UP DESIGNORY,CA,Proprietary 2 Year,110,"351,775"
12316,MANCHESTER BEAUTY COLLEGE,CA,Proprietary 2 Year,133,"458,089"
34404,MARIAN HEALTH CAREERS CENTER,CA,Proprietary 2 Year,154,"607,568"
12650,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,518,"2,130,633"
12651,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,202,"655,842"
12911,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,136,"464,539"
20549,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,152,"580,938"
20864,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,771,"2,946,747"
21746,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,241,"1,131,907"
22213,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,492,"2,130,558"
22556,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,301,"1,236,257"
23387,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,420,"1,550,343"
30944,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,611,"2,415,499"
34673,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary 2 Year,602,"2,464,198"
7476,MARINELLO SCHOOLS OF BEAUTY,CA,Proprietary 2 Year,"3,079","12,412,523"
30749,MARTINEZ ADULT EDUCATION,CA,Public 2 Year,26,"66,403"
10474,MARYMOUNT COLLEGE,CA,Private 2 Year,195,"786,600"
1220,MASTER'S COLLEGE AND SEMINARY,CA,Private 4 Year,327,"1,247,436"
40493,MAXINE WATERS EMPLOYMENT PREPARATION CENTER,CA,Public 2 Year,46,"162,596"
41156,MAYFIELD COLLEGE,CA,Proprietary 2 Year,283,"941,857"
31133,MCED CAREER COLLEGE,CA,Proprietary 2 Year,181,"638,889"
11672,MENDOCINO COLLEGE,CA,Public 2 Year,"1,237","3,959,419"
1236,MENLO COLLEGE,CA,Private 4 Year,167,"684,158"
1237,MERCED COLLEGE,CA,Public 2 Year,"5,848","20,365,541"
1267,MERRITT COLLEGE,CA,Public 2 Year,"1,492","4,714,309"
24973,MILAN INSTITUTE,CA,Proprietary 2 Year,817,"2,989,446"
1238,MILLS COLLEGE,CA,Private 4 Year,423,"1,697,813"
1239,MIRACOSTA COLLEGE,CA,Public 2 Year,"1,329","3,951,957"
21191,MISSION COLLEGE,CA,Public 2 Year,"2,442","7,858,021"
7204,MODERN BEAUTY ACADEMY - OXNARD,CA,Proprietary 2 Year,77,"316,543"
30634,MODERN TECHNOLOGY SCHOOL,CA,Proprietary 2 Year,126,"494,719"
1240,MODESTO JUNIOR COLLEGE,CA,Public 2 Year,"6,355","21,803,526"
40014,MOJAVE BARBER COLLEGE,CA,Proprietary 2 Year,78,"298,889"
21858,MOLER BARBER COLLEGE,CA,Proprietary 2 Year,29,"123,689"
23458,MONTEBELLO BEAUTY COLLEGE,CA,Proprietary 2 Year,124,"478,031"
1242,MONTEREY PENINSULA COLLEGE,CA,Public 2 Year,"1,566","4,698,462"
7115,MOORPARK COLLEGE,CA,Public 2 Year,"1,490","4,779,776"
30624,MOUNT DIABLO ADULT EDUCATION,CA,Public 2 Year,52,"125,453"
1243,MOUNT SAINT MARY'S COLLEGE,CA,Private 4 Year,"1,059","4,004,473"
1245,MOUNT SAN ANTONIO COLLEGE,CA,Public 2 Year,"7,715","24,938,740"
1246,MT. SAN JACINTO COLLEGE,CA,Public 2 Year,"5,289","15,152,479"
31287,MT. SIERRA COLLEGE,CA,Proprietary 4 Year,350,"924,301"
25464,MTI BUSINESS COLLEGE,CA,Proprietary 2 Year,154,"585,729"
12912,MTI COLLEGE,CA,Proprietary 2 Year,958,"3,331,157"
39333,MUELLER COLLEGE OF HOLISTIC STUDIES,CA,Proprietary 2 Year,175,"450,250"
21618,MUSICIANS INSTITUTE,CA,Proprietary 4 Year,692,"2,102,970"
34583,MY LE'S BEAUTY COLLEGE,CA,Proprietary 2 Year,147,"541,067"
1247,NAPA VALLEY COLLEGE,CA,Public 2 Year,"1,401","4,592,778"
41460,NATIONAL CAREER COLLEGE,CA,Proprietary 2 Year,48,"182,316"
