OPEID,Name,State,Type & Control,Recips,Awards
10217,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,TN,Proprietary 4 Year,664,"2,157,033"
23598,ITT TECHNICAL INSTITUTE,TN,Proprietary 2 Year,"2,941","11,132,160"
30734,ITT TECHNICAL INSTITUTE,TN,Proprietary 2 Year,"3,431","11,815,405"
4937,JACKSON STATE COMMUNITY COLLEGE,TN,Public 2 Year,"2,860","10,250,389"
22750,JENNY LEA ACADEMY OF COSMETOLOGY,TN,Proprietary 2 Year,185,"710,932"
8859,JOHN A. GUPTON COLLEGE,TN,Private 2 Year,75,"252,050"
3495,JOHNSON BIBLE COLLEGE,TN,Private 4 Year,329,"1,283,127"
21531,JON NAVE UNIVERSITY OF COSMETOLOGY,TN,Proprietary 2 Year,202,"788,583"
23262,KAPLAN CAREER INSTITUTE,TN,Proprietary 2 Year,"1,108","3,716,727"
3496,KING COLLEGE,TN,Private 4 Year,566,"2,316,179"
3498,LAMBUTH UNIVERSITY,TN,Private 4 Year,292,"1,186,878"
3499,LANE COLLEGE,TN,Private 4 Year,"1,998","9,219,849"
3500,LEE UNIVERSITY,TN,Private 4 Year,"1,499","6,255,142"
3501,LEMOYNE-OWEN COLLEGE,TN,Private 4 Year,836,"3,503,827"
3502,LINCOLN MEMORIAL UNIVERSITY,TN,Private 4 Year,853,"3,268,152"
3486,LIPSCOMB UNIVERSITY,TN,Private 4 Year,601,"2,302,605"
41572,LOVE BEAUTY SCHOOL,TN,Proprietary 2 Year,46,"149,998"
3504,MARTIN METHODIST COLLEGE,TN,Private 4 Year,620,"2,531,734"
3505,MARYVILLE COLLEGE,TN,Private 4 Year,402,"1,623,337"
23263,MEDVANCE INSTITUTE,TN,Proprietary 2 Year,"2,450","8,183,417"
3507,MEMPHIS COLLEGE OF ART,TN,Private 4 Year,189,"795,332"
37013,MEMPHIS INSTITUTE OF BARBERING,TN,Proprietary 2 Year,126,"652,138"
3510,MIDDLE TENNESSEE STATE UNIVERSITY,TN,Public 4 Year,"8,548","33,804,160"
26142,MILLER - MOTTE TECHNICAL COLLEGE,TN,Proprietary 4 Year,"5,503","18,148,723"
3511,MILLIGAN COLLEGE,TN,Private 4 Year,310,"1,181,626"
22787,MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN,TN,Proprietary 2 Year,38,"128,747"
6836,MOTLOW STATE COMMUNITY COLLEGE,TN,Public 2 Year,"1,851","6,088,186"
7440,NASHVILLE AUTO-DIESEL COLLEGE,TN,Proprietary 2 Year,"1,943","8,216,560"
21253,NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,Proprietary 2 Year,252,"901,226"
8145,NASHVILLE STATE COMMUNITY COLLEGE,TN,Public 2 Year,"4,631","14,665,237"
4617,NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY,TN,Proprietary 2 Year,"2,707","10,961,414"
36473,NEW CONCEPTS SCHOOL OF COSMETOLOGY,TN,Proprietary 2 Year,51,"156,801"
24980,NEW WAVE HAIR ACADEMY,TN,Proprietary 2 Year,27,"63,726"
25976,NEW WAVE HAIR ACADEMY,TN,Proprietary 2 Year,46,"109,424"
30125,NEW WAVE HAIR ACADEMY,TN,Proprietary 2 Year,67,"155,768"
30791,NORTH CENTRAL INSTITUTE,TN,Proprietary 2 Year,55,"194,942"
5378,NORTHEAST STATE COMMUNITY COLLEGE,TN,Public 2 Year,"3,720","13,329,471"
25782,NOSSI COLLEGE OF ART,TN,Proprietary 4 Year,380,"2,035,051"
21064,O'MORE COLLEGE OF DESIGN,TN,Private 4 Year,60,"254,783"
12693,PELLISSIPPI STATE COMMUNITY COLLEGE,TN,Public 2 Year,"4,573","15,327,543"
10447,PLAZA BEAUTY SCHOOL,TN,Proprietary 2 Year,152,"511,852"
25398,QUEEN CITY COLLEGE,TN,Proprietary 2 Year,143,"488,102"
22755,REUBEN-ALLEN COLLEGE,TN,Proprietary 2 Year,46,"195,194"
3519,RHODES COLLEGE,TN,Private 4 Year,226,"951,577"
9914,ROANE STATE COMMUNITY COLLEGE,TN,Public 2 Year,"3,311","11,678,497"
38303,SAE INSTITUTE OF TECHNOLOGY,TN,Proprietary 2 Year,56,"202,853"
37744,SHEAR ACADEMY,TN,Proprietary 2 Year,20,"108,432"
4938,SOUTH COLLEGE,TN,Proprietary 4 Year,"1,021","4,317,240"
3518,SOUTHERN ADVENTIST UNIVERSITY,TN,Private 4 Year,843,"3,187,663"
23398,SOUTHERN INSTITUTE OF COSMETOLOGY - MAIN CAMPUS,TN,Proprietary 2 Year,128,"467,055"
10439,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,TN,Public 2 Year,"9,807","33,335,824"
31269,STYLES & PROFILES BEAUTY COLLEGE,TN,Proprietary 2 Year,31,"139,766"
25400,TENNESSEE ACADEMY OF COSMETOLOGY,TN,Proprietary 2 Year,102,"356,524"
30249,TENNESSEE ACADEMY OF COSMETOLOGY,TN,Proprietary 2 Year,103,"448,855"
40353,TENNESSEE CAREER INSTITUTE,TN,Proprietary 2 Year,180,"652,661"
9567,TENNESSEE SCHOOL OF BEAUTY,TN,Proprietary 2 Year,103,"370,905"
3522,TENNESSEE STATE UNIVERSITY,TN,Public 4 Year,"4,494","19,018,894"
3523,TENNESSEE TECHNOLOGICAL UNIVERSITY,TN,Public 4 Year,"3,297","13,036,150"
5280,TENNESSEE TECHNOLOGY CENTER - COVINGTON,TN,Public 2 Year,176,"434,530"
5281,TENNESSEE TECHNOLOGY CENTER - ELIZABETHTON,TN,Public 2 Year,407,"863,954"
5283,TENNESSEE TECHNOLOGY CENTER - NEWBERN,TN,Public 2 Year,253,"662,169"
12164,TENNESSEE TECHNOLOGY CENTER - RIPLEY,TN,Public 2 Year,198,"535,470"
5358,TENNESSEE TECHNOLOGY CENTER AT ATHENS,TN,Public 2 Year,186,"626,123"
4026,TENNESSEE TECHNOLOGY CENTER AT CROSSVILLE,TN,Public 2 Year,382,"1,005,322"
5357,TENNESSEE TECHNOLOGY CENTER AT CRUMP,TN,Public 2 Year,336,"941,057"
7782,TENNESSEE TECHNOLOGY CENTER AT DICKSON,TN,Public 2 Year,495,"1,310,287"
10326,TENNESSEE TECHNOLOGY CENTER AT HARRIMAN,TN,Public 2 Year,331,"922,191"
5282,TENNESSEE TECHNOLOGY CENTER AT HARTSVILLE,TN,Public 2 Year,271,"696,707"
5356,TENNESSEE TECHNOLOGY CENTER AT HOHENWALD,TN,Public 2 Year,400,"1,174,078"
10700,TENNESSEE TECHNOLOGY CENTER AT JACKSBORO,TN,Public 2 Year,254,"797,054"
5354,TENNESSEE TECHNOLOGY CENTER AT JACKSON,TN,Public 2 Year,584,"1,640,250"
4025,TENNESSEE TECHNOLOGY CENTER AT KNOXVILLE,TN,Public 2 Year,626,"1,721,994"
5353,TENNESSEE TECHNOLOGY CENTER AT LIVINGSTON,TN,Public 2 Year,342,"940,719"
5352,TENNESSEE TECHNOLOGY CENTER AT MCKENZIE - MCKENZIE,TN,Public 2 Year,304,"844,209"
5307,TENNESSEE TECHNOLOGY CENTER AT MCMINNVILLE,TN,Public 2 Year,287,"758,221"
5360,TENNESSEE TECHNOLOGY CENTER AT MEMPHIS,TN,Public 2 Year,772,"2,128,531"
5351,TENNESSEE TECHNOLOGY CENTER AT MORRISTOWN,TN,Public 2 Year,801,"1,936,391"
21035,TENNESSEE TECHNOLOGY CENTER AT MURFREESBORO,TN,Public 2 Year,250,"637,653"
5359,TENNESSEE TECHNOLOGY CENTER AT NASHVILLE,TN,Public 2 Year,600,"1,601,465"
9710,TENNESSEE TECHNOLOGY CENTER AT ONEIDA/HUNTSVILLE,TN,Public 2 Year,327,"932,708"
22379,TENNESSEE TECHNOLOGY CENTER AT PARIS,TN,Public 2 Year,456,"1,169,039"
9464,TENNESSEE TECHNOLOGY CENTER AT PULASKI,TN,Public 2 Year,302,"955,594"
5379,TENNESSEE TECHNOLOGY CENTER AT SHELBYVILLE,TN,Public 2 Year,542,"1,549,857"
20928,TENNESSEE TECHNOLOGY CENTER AT WHITEVILLE,TN,Public 2 Year,220,"643,761"
3524,TENNESSEE TEMPLE UNIVERSITY,TN,Private 4 Year,508,"1,930,218"
3525,TENNESSEE WESLEYAN COLLEGE,TN,Private 4 Year,477,"1,978,438"
3526,TREVECCA NAZARENE UNIVERSITY,TN,Private 4 Year,468,"1,783,757"
3527,TUSCULUM COLLEGE,TN,Private 4 Year,"1,169","4,352,321"
3528,UNION UNIVERSITY,TN,Private 4 Year,776,"2,689,225"
3509,UNIVERSITY OF MEMPHIS (THE),TN,Public 4 Year,"8,300","33,212,947"
3530,UNIVERSITY OF TENNESSEE,TN,Public 4 Year,"5,632","22,980,104"
3529,UNIVERSITY OF TENNESSEE - CHATTANOOGA,TN,Public 4 Year,"3,084","12,687,048"
3531,UNIVERSITY OF TENNESSEE - MARTIN,TN,Public 4 Year,"3,112","12,441,218"
3534,UNIVERSITY OF THE SOUTH (THE),TN,Private 4 Year,207,"847,888"
3535,VANDERBILT UNIVERSITY,TN,Private 4 Year,911,"3,747,075"
39823,VISIBLE SCHOOL - MUSIC AND WORSHIPS ARTS COLLEGE,TN,Private 4 Year,48,"192,664"
23359,VOLUNTEER BEAUTY ACADEMY,TN,Proprietary 2 Year,33,"100,559"
22939,VOLUNTEER BEAUTY ACADEMY NORTH,TN,Proprietary 2 Year,87,"304,531"
22940,VOLUNTEER BEAUTY ACADEMY OF DYERSBURG,TN,Proprietary 2 Year,90,"310,360"
9912,VOLUNTEER STATE COMMUNITY COLLEGE,TN,Public 2 Year,"3,814","12,800,187"
8863,WALTERS STATE COMMUNITY COLLEGE,TN,Public 2 Year,"3,547","12,195,128"
30888,WATKINS INSTITUTE COLLEGE OF ART & DESIGN,TN,Private 4 Year,136,"493,806"
4947,WEST TENNESSEE BUSINESS COLLEGE,TN,Proprietary 2 Year,507,"1,723,503"
11553,WILLIAM R  MOORE COLLEGE OF TECHNOLOGY,TN,Private 2 Year,52,"157,309"
35135,WILLIAMSON CHRISTIAN COLLEGE,TN,Private 4 Year,103,"287,832"
41466,360 DEGREES BEAUTY ACADEMY,TX,Proprietary 2 Year,24,"99,908"
3537,ABILENE CHRISTIAN UNIVERSITY,TX,Private 4 Year,949,"3,565,289"
41254,ACADEMY AT AUSTIN (THE),TX,Proprietary 2 Year,161,"638,494"
32763,ACADEMY OF HAIR DESIGN,TX,Proprietary 2 Year,171,"562,642"
32773,ACADEMY OF HAIR DESIGN,TX,Proprietary 2 Year,120,"404,849"
31281,ACADEMY OF HEALTH CARE PROFESSIONS (THE),TX,Proprietary 2 Year,"1,104","3,948,177"
34263,ACADEMY OF HEALTH CARE PROFESSIONS (THE),TX,Proprietary 2 Year,253,"867,512"
34123,ADVANCED BARBER COLLEGE & HAIR DESIGN,TX,Proprietary 2 Year,105,"374,503"
41558,ADVANCED BEAUTY COLLEGE,TX,Proprietary 2 Year,8,"21,909"
3539,ALVIN COMMUNITY COLLEGE,TX,Public 2 Year,995,"3,071,475"
3540,AMARILLO COLLEGE,TX,Public 2 Year,"4,805","14,950,047"
10057,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary 2 Year,511,"1,782,263"
10059,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary 2 Year,512,"1,796,521"
21368,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary 2 Year,237,"848,695"
22008,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary 2 Year,307,"1,199,494"
37563,ANAMARC COLLEGE,TX,Proprietary 2 Year,676,"2,428,280"
6661,ANGELINA COLLEGE,TX,Public 2 Year,"3,271","9,997,824"
3541,ANGELO STATE UNIVERSITY,TX,Public 4 Year,"2,364","9,191,898"
20814,ARLINGTON BAPTIST COLLEGE,TX,Private 4 Year,80,"273,491"
25212,ARLINGTON CAREER INSTITUTE,TX,Proprietary 2 Year,372,"1,261,913"
31593,ARLINGTON MEDICAL INSTITUTE,TX,Proprietary 2 Year,116,"386,385"
25396,ART INSTITUTE OF DALLAS (THE),TX,Proprietary 4 Year,"1,426","4,561,859"
21171,ART INSTITUTE OF HOUSTON,TX,Proprietary 4 Year,"2,120","7,786,477"
25966,ATI CAREER TRAINING CENTER,TX,Proprietary 2 Year,"3,266","12,736,049"
25965,ATI- CAREER TRAINING CENTER,TX,Proprietary 2 Year,"4,106","14,834,162"
12482,ATI TECHNICAL TRAINING CENTER,TX,Proprietary 2 Year,"3,587","13,767,595"
3543,AUSTIN COLLEGE,TX,Private 4 Year,333,"1,293,989"
12015,AUSTIN COMMUNITY COLLEGE,TX,Public 2 Year,"13,643","38,852,503"
23628,AUSTIN GRADUATE SCHOOL OF THEOLOGY,TX,Private 4 Year,18,"51,152"
41423,AVEDA INSTITUTE SAN ANTONIO,TX,Proprietary 2 Year,194,"700,730"
41607,AVENUE FIVE INSTITUTE,TX,Proprietary 2 Year,59,"202,066"
35733,AVIATION INSTITUTE OF MAINTENANCE,TX,Proprietary 2 Year,554,"2,149,743"
12268,BALDWIN BEAUTY SCHOOL #5,TX,Proprietary 2 Year,142,"554,024"
6606,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,TX,Proprietary 2 Year,309,"1,303,104"
23312,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,TX,Private 4 Year,15,"38,711"
37333,BAPTIST UNIVERSITY OF THE AMERICAS,TX,Private 4 Year,101,"345,917"
3545,BAYLOR UNIVERSITY,TX,Private 4 Year,"2,665","10,822,828"
3549,BLINN COLLEGE,TX,Public 2 Year,"4,064","13,579,292"
7287,BRAZOSPORT COLLEGE,TX,Public 4 Year,803,"2,299,786"
21002,BROOKHAVEN COLLEGE,TX,Public 2 Year,"2,345","7,624,022"
22948,CAPITOL CITY CAREERS,TX,Proprietary 2 Year,116,"376,059"
20741,CAPITOL CITY TRADE & TECHNICAL SCHOOL,TX,Proprietary 2 Year,619,"1,951,707"
41385,CARDIOTECH ULTRASOUND SCHOOL,TX,Proprietary 2 Year,1,"2,675"
25919,CAREER CENTERS OF TEXAS - EL PASO,TX,Proprietary 2 Year,"2,192","7,239,527"
25911,CAREER POINT  COLLEGE,TX,Proprietary 2 Year,"2,799","9,898,303"
34003,CAREER QUEST,TX,Proprietary 2 Year,619,"2,296,817"
40894,CCI TRAINING CENTER,TX,Proprietary 2 Year,168,"527,136"
3561,CEDAR VALLEY COLLEGE,TX,Public 2 Year,"2,361","7,807,284"
26047,CENTER FOR ADVANCED LEGAL STUDIES,TX,Proprietary 2 Year,153,"582,901"
22391,CENTRAL TEXAS BEAUTY COLLEGE #2,TX,Proprietary 2 Year,232,"921,127"
4003,CENTRAL TEXAS COLLEGE,TX,Public 2 Year,"5,952","17,602,006"
10624,CENTRAL TEXAS COMMERCIAL COLLEGE,TX,Proprietary 2 Year,87,"286,072"
41179,CHAMPION BEAUTY COLLEGE,TX,Proprietary 2 Year,33,"101,784"
12930,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,Proprietary 2 Year,61,"247,617"
3553,CISCO COLLEGE,TX,Public 2 Year,"2,174","7,044,949"
3554,CLARENDON COLLEGE,TX,Public 2 Year,659,"2,474,258"
3546,COASTAL BEND COLLEGE,TX,Public 2 Year,"2,176","7,328,674"
34224,COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,Private 4 Year,146,"337,663"
31894,COLLEGE OF SAINT THOMAS MORE,TX,Private 4 Year,8,"35,900"
7096,COLLEGE OF THE MAINLAND,TX,Public 2 Year,"1,244","3,707,121"
23614,COLLIN COUNTY COMMUNITY COLLEGE,TX,Public 2 Year,"4,970","14,828,366"
3556,COMMONWEALTH INSTITUTE OF FUNERAL SERVICE,TX,Private 2 Year,94,"252,977"
25720,COMPUTER CAREER CENTER,TX,Proprietary 2 Year,"1,675","6,060,998"
35423,CONCORDE CAREER INSTITUTE,TX,Proprietary 2 Year,"1,175","4,121,823"
3557,CONCORDIA UNIVERSITY TEXAS,TX,Private 4 Year,407,"1,462,391"
20586,CONLEE'S COLLEGE OF COSMETOLOGY,TX,Proprietary 2 Year,36,"129,002"
41611,CORPUS CHRISTI BEAUTY ACADEMY,TX,Proprietary 2 Year,11,"51,469"
35094,CORYELL COSMETOLOGY COLLEGE,TX,Proprietary 2 Year,36,"176,451"
12483,COSMETOLOGY CAREER CENTER-A PAUL MITCHELL PARTNER SCHOOL,TX,Proprietary 2 Year,323,"1,186,441"
21192,COURT REPORTING INSTITUTE OF DALLAS,TX,Proprietary 2 Year,732,"2,566,143"
6612,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,TX,Private 2 Year,140,"499,256"
37276,CULINARY ACADEMY OF AUSTIN,TX,Proprietary 2 Year,30,"70,489"
37233,CULINARY INSTITUTE ALAIN AND MARIE LENOTRE,TX,Proprietary 2 Year,183,"688,565"
3560,DALLAS BAPTIST UNIVERSITY,TX,Private 4 Year,"1,155","3,743,689"
36824,DALLAS BARBER & STYLIST COLLEGE,TX,Proprietary 2 Year,159,"722,448"
6941,DALLAS CHRISTIAN COLLEGE,TX,Private 4 Year,170,"619,287"
10761,DALLAS INSTITUTE OF FUNERAL SERVICE,TX,Private 2 Year,92,"219,895"
34165,DALLAS NURSING INSTITUTE,TX,Proprietary 2 Year,613,"2,004,983"
41298,DALLAS SOUND LAB,TX,Proprietary 2 Year,170,"411,445"
3563,DEL MAR COLLEGE,TX,Public 2 Year,"5,376","17,868,325"
41548,DUVALL'S SCHOOL OF COSMETOLOGY,TX,Proprietary 2 Year,39,"182,622"
3564,EAST TEXAS BAPTIST UNIVERSITY,TX,Private 4 Year,495,"1,873,773"
8510,EASTFIELD COLLEGE,TX,Public 2 Year,"3,730","12,627,647"
4453,EL CENTRO COLLEGE,TX,Public 2 Year,"3,252","10,703,415"
10387,EL PASO COUNTY COMMUNITY COLLEGE DISTRICT,TX,Public 2 Year,"15,380","60,479,110"
22613,EVEREST INSTITUTE,TX,Proprietary 2 Year,"4,647","15,676,344"
22671,EXPOSITO SCHOOL OF HAIR DESIGN,TX,Proprietary 2 Year,75,"229,926"
32374,FARIS COMPUTER SCHOOL,TX,Proprietary 2 Year,24,"99,163"
23067,FORT WORTH BEAUTY SCHOOL,TX,Proprietary 2 Year,212,"573,594"
3568,FRANK PHILLIPS COLLEGE,TX,Public 2 Year,582,"2,257,170"
22760,FRANKLIN BEAUTY SCHOOL,TX,Proprietary 2 Year,139,"558,023"
4972,GALVESTON COLLEGE,TX,Public 2 Year,"1,017","2,989,237"
3570,GRAYSON COUNTY COLLEGE,TX,Public 2 Year,"2,555","8,249,083"
10509,HALLMARK COLLEGE OF TECHNOLOGY,TX,Proprietary 4 Year,863,"4,102,379"
39703,HANDS ON THERAPY,TX,Proprietary 2 Year,94,"235,931"
3571,HARDIN-SIMMONS UNIVERSITY,TX,Private 4 Year,658,"2,404,858"
36764,HEALTHY HAIR ACADEMY,TX,Proprietary 2 Year,320,"1,220,349"
3573,HILL COLLEGE,TX,Public 2 Year,"1,659","5,325,138"
3576,HOUSTON BAPTIST UNIVERSITY,TX,Private 4 Year,"1,009","4,029,172"
10633,HOUSTON COMMUNITY COLLEGE,TX,Public 2 Year,"22,997","72,585,171"
25275,HOUSTON TRAINING SCHOOLS,TX,Proprietary 2 Year,911,"2,978,468"
38857,HOUSTON'S TRAINING AND EDUCATION CENTER (H-TEC),TX,Proprietary 2 Year,136,"452,404"
3574,HOWARD COUNTY JUNIOR COLLEGE,TX,Public 2 Year,"1,678","5,182,486"
3575,HOWARD PAYNE UNIVERSITY,TX,Private 4 Year,467,"1,714,967"
3577,HUSTON - TILLOTSON UNIVERSITY,TX,Private 4 Year,678,"2,904,444"
30754,ICC TECHNICAL INSTITUTE,TX,Private 2 Year,80,"290,441"
23313,INTERACTIVE LEARNING SYSTEMS,TX,Proprietary 2 Year,"1,371","4,814,565"
12488,INTERNATIONAL BEAUTY COLLEGE #3,TX,Proprietary 2 Year,66,"258,145"
9082,INTERNATIONAL BUSINESS COLLEGE,TX,Proprietary 2 Year,680,"2,285,733"
30714,ITT TECHNICAL INSTITUTE,TX,Proprietary 2 Year,725,"2,610,882"
23286,ITT TECHNICAL INSTITUTE -,TX,Proprietary 2 Year,"1,083","4,337,782"
25801,IVERSON BUSINESS SCHOOL AND COURT REPORTING,TX,Proprietary 2 Year,522,"1,548,753"
3579,JACKSONVILLE COLLEGE-MAIN CAMPUS,TX,Private 2 Year,221,"735,975"
3637,JARVIS CHRISTIAN COLLEGE,TX,Private 4 Year,556,"2,300,713"
36803,JAY'S TECHNICAL INSTITUTE,TX,Proprietary 2 Year,152,"675,900"
31158,KAPLAN COLLEGE,TX,Proprietary 2 Year,"3,694","11,828,852"
32723,KAPLAN COLLEGE,TX,Proprietary 2 Year,"1,431","4,398,284"
9466,KAPLAN COLLEGE,TX,Proprietary 2 Year,"5,524","18,022,686"
23182,KD STUDIO,TX,Proprietary 2 Year,137,"748,905"
3580,KILGORE COLLEGE,TX,Public 2 Year,"3,281","11,505,180"
35564,KUSSAD INSTITUTE OF COURT REPORTING,TX,Proprietary 2 Year,10,"40,200"
36273,LAMAR INSTITUTE OF TECHNOLOGY,TX,Public 2 Year,"1,309","4,173,277"
23582,LAMAR STATE COLLEGE - ORANGE,TX,Public 2 Year,"1,414","5,032,418"
23485,LAMAR STATE COLLEGE - PORT ARTHUR,TX,Public 2 Year,846,"3,019,506"
3581,LAMAR UNIVERSITY,TX,Public 4 Year,"3,917","16,341,807"
12297,LAREDO BEAUTY COLLEGE,TX,Proprietary 2 Year,229,"709,748"
3582,LAREDO COMMUNITY COLLEGE,TX,Public 2 Year,"5,833","19,561,152"
3583,LEE COLLEGE,TX,Public 2 Year,"2,285","8,147,552"
3584,LETOURNEAU UNIVERSITY,TX,Private 4 Year,"1,454","5,463,759"
8353,LINCOLN COLLEGE OF TECHNOLOGY,TX,Proprietary 2 Year,"2,038","8,033,962"
3585,LON MORRIS COLLEGE,TX,Private 2 Year,573,"2,359,694"
11145,LONE STAR COLLEGE-NORTH HARRIS,TX,Public 2 Year,"15,235","46,941,837"
3586,LUBBOCK CHRISTIAN UNIVERSITY,TX,Private 4 Year,662,"2,556,797"
35203,LUBBOCK HAIR ACADEMY,TX,Proprietary 2 Year,53,"235,746"
40454,MAI-TRIX BEAUTY COLLEGE,TX,Proprietary 2 Year,72,"296,873"
41255,MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN,TX,Proprietary 2 Year,30,"126,143"
3590,MCLENNAN COMMUNITY COLLEGE,TX,Public 2 Year,"5,305","20,121,155"
3591,MCMURRY UNIVERSITY,TX,Private 4 Year,736,"2,856,466"
34244,MEDVANCE INSTITUTE,TX,Proprietary 2 Year,"1,427","4,537,423"
12764,METROPLEX BEAUTY SCHOOL,TX,Proprietary 2 Year,106,"353,853"
31110,MID-CITIES BARBER COLLEGE,TX,Proprietary 2 Year,118,"439,329"
9797,MIDLAND COLLEGE,TX,Public 4 Year,"1,650","5,171,999"
3592,MIDWESTERN STATE UNIVERSITY,TX,Public 4 Year,"2,065","7,991,926"
34223,MILAN INSTITUTE,TX,Proprietary 2 Year,"1,047","3,976,002"
22482,MILAN INSTITUTE OF COSMETOLOGY,TX,Proprietary 2 Year,"1,618","6,288,182"
8498,MIMS CLASSIC BEAUTY COLLEGE,TX,Proprietary 2 Year,40,"152,888"
36103,MJ'S BEAUTY ACADEMY,TX,Proprietary 2 Year,75,"255,064"
8503,MOUNTAIN VIEW COLLEGE,TX,Public 2 Year,"2,710","9,273,260"
31443,NATIONAL BEAUTY COLLEGE,TX,Proprietary 2 Year,43,"151,423"
3593,NAVARRO COLLEGE,TX,Public 2 Year,"4,969","18,053,983"
13003,NEILSON BEAUTY COLLEGE,TX,Proprietary 2 Year,46,"160,068"
3558,NORTH CENTRAL TEXAS COLLEGE,TX,Public 2 Year,"2,724","8,112,318"
20774,NORTH LAKE COLLEGE,TX,Public 2 Year,"2,184","7,222,860"
23154,NORTHEAST TEXAS COMMUNITY COLLEGE,TX,Public 2 Year,"1,694","5,698,047"
40453,NORTHWEST BEAUTY SCHOOL,TX,Proprietary 2 Year,66,"228,266"
33033,NORTHWEST EDUCATIONAL CENTER,TX,Proprietary 2 Year,458,"1,475,584"
33723,NORTHWEST VISTA COLLEGE,TX,Public 2 Year,"6,081","19,570,827"
26002,"OCEAN CORPORATION, (THE)",TX,Proprietary 2 Year,290,"1,209,962"
3596,ODESSA COLLEGE,TX,Public 2 Year,"1,981","6,092,120"
13016,OGLE SCHOOL HAIR SKIN NAILS,TX,Proprietary 2 Year,298,"1,096,141"
22305,OGLE SCHOOL HAIR SKIN NAILS,TX,Proprietary 2 Year,795,"2,796,766"
22306,OGLE SCHOOL HAIR SKIN NAILS,TX,Proprietary 2 Year,185,"645,619"
3598,OUR LADY OF THE LAKE UNIVERSITY,TX,Private 4 Year,966,"3,807,249"
23413,PALO ALTO COLLEGE,TX,Public 2 Year,"5,234","17,670,195"
3600,PANOLA COLLEGE,TX,Public 2 Year,"1,053","3,197,392"
3601,PARIS JUNIOR COLLEGE,TX,Public 2 Year,"3,002","10,547,236"
23053,PARKER COLLEGE OF CHIROPRACTIC,TX,Private 4 Year,70,"141,045"
23577,PAUL MITCHELL THE SCHOOL,TX,Proprietary 2 Year,175,"728,743"
3602,PAUL QUINN COLLEGE,TX,Private 4 Year,150,"609,060"
41365,PCCENTER,TX,Proprietary 2 Year,63,"199,691"
30198,PCI HEALTH TRAINING CENTER,TX,Proprietary 2 Year,"1,077","3,625,266"
21761,PIPO ACADEMY OF HAIR DESIGN,TX,Proprietary 2 Year,54,"230,116"
3630,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,TX,Public 4 Year,"4,516","20,015,682"
40823,PROFESSIONAL CAREER TRAINING INSTITUTE,TX,Proprietary 2 Year,88,"229,296"
39444,PROFESSIONAL CAREERS INSTITUTE,TX,Proprietary 2 Year,224,"614,584"
3603,RANGER COLLEGE,TX,Public 2 Year,380,"1,295,429"
30265,REMINGTON COLLEGE - HOUSTON CAMPUS,TX,Proprietary 2 Year,"2,370","9,480,883"
3604,RICE UNIVERSITY,TX,Private 4 Year,503,"2,068,150"
8504,RICHLAND COLLEGE,TX,Public 2 Year,"3,748","12,646,346"
30288,ROYAL BEAUTY CAREERS,TX,Proprietary 2 Year,192,"487,683"
31087,ROYAL BEAUTY CAREERS,TX,Proprietary 2 Year,433,"1,400,146"
3621,SAINT EDWARDS UNIVERSITY,TX,Private 4 Year,"1,399","5,344,307"
3608,SAINT PHILIP'S COLLEGE,TX,Public 2 Year,"6,852","23,611,699"
41658,SALON PROFESSIONAL ACADEMY (THE),TX,Proprietary 2 Year,25,"88,662"
3606,SAM HOUSTON STATE UNIVERSITY,TX,Public 4 Year,"4,829","20,476,758"
9163,SAN ANTONIO COLLEGE,TX,Public 2 Year,"13,270","42,816,471"
3609,SAN JACINTO COMMUNITY COLLEGE DISTRICT,TX,Public 2 Year,"8,016","25,790,091"
26150,SANFORD-BROWN COLLEGE,TX,Proprietary 2 Year,"2,457","9,402,329"
30323,SCHOOL OF AUTOMOTIVE MACHINISTS-,TX,Proprietary 2 Year,49,"220,505"
3610,SCHREINER UNIVERSITY,TX,Private 4 Year,466,"1,793,030"
25307,SEBRING CAREER SCHOOLS,TX,Proprietary 2 Year,132,"617,620"
25218,SEGUIN BEAUTY SCHOOL-SEGUIN,TX,Proprietary 2 Year,118,"415,473"
3611,SOUTH PLAINS COLLEGE,TX,Public 2 Year,"4,181","13,940,740"
39223,SOUTH TEXAS BARBER COLLEGE,TX,Proprietary 2 Year,34,"155,157"
31034,SOUTH TEXAS COLLEGE,TX,Public 4 Year,"15,353","52,465,172"
41468,SOUTH TEXAS TRAINING CENTER,TX,Proprietary 2 Year,73,"264,771"
