PELLID,OPEID,GAPSID,Name,State,Type & Control,Recipients,Awards,,,,,,,
10439,1043900,3343,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,TN,Public 2 year,"7,818","19,838,165",,,,,,,
31269,3126900,4813,STYLES & PROFILES BEAUTY COLLEGE,TN,Proprietary,26,"92,775",,,,,,,
17045,2540000,0848,TENNESSEE ACADEMY OF COSMETOLOGY,TN,Proprietary,92,"263,316",,,,,,,
30249,3024900,4579,TENNESSEE ACADEMY OF COSMETOLOGY,TN,Proprietary,111,"321,661",,,,,,,
40353,4035300,5774,TENNESSEE CAREER INSTITUTE,TN,Proprietary,157,"383,360",,,,,,,
9567,956700,3205,TENNESSEE SCHOOL OF BEAUTY,TN,Proprietary,90,"292,278",,,,,,,
3522,352200,0381,TENNESSEE STATE UNIVERSITY,TN,Public 4 year,"3,696","11,984,861",,,,,,,
3523,352300,0382,TENNESSEE TECHNOLOGICAL UNIVERSITY,TN,Public 4 year,"2,637","8,488,079",,,,,,,
5280,528000,2625,TENNESSEE TECHNOLOGY CENTER - COVINGTON,TN,Public 2 year,144,"323,469",,,,,,,
5281,528100,2626,TENNESSEE TECHNOLOGY CENTER - ELIZABETHTON,TN,Public 2 year,414,"901,219",,,,,,,
5283,528300,2628,TENNESSEE TECHNOLOGY CENTER - NEW BERN,TN,Public 2 year,172,"361,854",,,,,,,
12164,1216400,3512,TENNESSEE TECHNOLOGY CENTER - RIPLEY,TN,Public 2 year,162,"317,056",,,,,,,
5358,535800,2659,TENNESSEE TECHNOLOGY CENTER AT ATHENS,TN,Public 2 year,148,"386,947",,,,,,,
4026,402600,2492,TENNESSEE TECHNOLOGY CENTER AT CROSSVILLE,TN,Public 2 year,292,"683,100",,,,,,,
5357,535700,2658,TENNESSEE TECHNOLOGY CENTER AT CRUMP,TN,Public 2 year,235,"512,942",,,,,,,
13955,778200,3005,TENNESSEE TECHNOLOGY CENTER AT DICKSON,TN,Public 2 year,384,"857,297",,,,,,,
13894,1032600,3320,TENNESSEE TECHNOLOGY CENTER AT HARRIMAN,TN,Public 2 year,271,"625,153",,,,,,,
13893,528200,2627,TENNESSEE TECHNOLOGY CENTER AT HARTSVILLE,TN,Public 2 year,173,"393,479",,,,,,,
14126,535600,2657,TENNESSEE TECHNOLOGY CENTER AT HOHENWALD,TN,Public 2 year,317,"700,187",,,,,,,
10700,1070000,3371,TENNESSEE TECHNOLOGY CENTER AT JACKSBORO,TN,Public 2 year,189,"405,845",,,,,,,
13895,535400,2656,TENNESSEE TECHNOLOGY CENTER AT JACKSON,TN,Public 2 year,486,"1,027,097",,,,,,,
4025,402500,2491,TENNESSEE TECHNOLOGY CENTER AT KNOXVILLE,TN,Public 2 year,518,"1,108,103",,,,,,,
5353,535300,2655,TENNESSEE TECHNOLOGY CENTER AT LIVINGSTON,TN,Public 2 year,291,"700,204",,,,,,,
5352,535200,2654,TENNESSEE TECHNOLOGY CENTER AT MCKENZIE - MCKENZIE,TN,Public 2 year,239,"549,973",,,,,,,
5307,530700,2636,TENNESSEE TECHNOLOGY CENTER AT MCMINNVILLE,TN,Public 2 year,174,"396,305",,,,,,,
5360,536000,2661,TENNESSEE TECHNOLOGY CENTER AT MEMPHIS,TN,Public 2 year,793,"1,962,634",,,,,,,
13891,535100,2653,TENNESSEE TECHNOLOGY CENTER AT MORRISTOWN,TN,Public 2 year,346,"821,609",,,,,,,
14543,2103500,3735,TENNESSEE TECHNOLOGY CENTER AT MURFREESBORO,TN,Public 2 year,160,"356,531",,,,,,,
13968,535900,2660,TENNESSEE TECHNOLOGY CENTER AT NASHVILLE,TN,Public 2 year,468,"1,033,444",,,,,,,
9710,971000,3225,TENNESSEE TECHNOLOGY CENTER AT ONEIDA/HUNTSVILLE,TN,Public 2 year,229,"561,584",,,,,,,
13943,2237900,4006,TENNESSEE TECHNOLOGY CENTER AT PARIS,TN,Public 2 year,404,"894,672",,,,,,,
9464,946400,3195,TENNESSEE TECHNOLOGY CENTER AT PULASKI,TN,Public 2 year,193,"440,430",,,,,,,
5379,537900,2667,TENNESSEE TECHNOLOGY CENTER AT SHELBYVILLE,TN,Public 2 year,379,"801,732",,,,,,,
14304,2092800,3720,TENNESSEE TECHNOLOGY CENTER AT WHITEVILLE,TN,Public 2 year,174,"466,599",,,,,,,
3524,352400,2244,TENNESSEE TEMPLE UNIVERSITY,TN,Private 4 Year,322,"940,604",,,,,,,
3525,352500,2245,TENNESSEE WESLEYAN COLLEGE,TN,Private 4 Year,362,"1,199,579",,,,,,,
3526,352600,2246,TREVECCA NAZARENE UNIVERSITY,TN,Private 4 Year,356,"1,123,911",,,,,,,
3527,352700,2247,TUSCULUM COLLEGE,TN,Private 4 Year,999,"2,954,414",,,,,,,
3528,352800,2248,UNION UNIVERSITY,TN,Private 4 Year,596,"1,789,369",,,,,,,
3509,350900,0380,UNIVERSITY OF MEMPHIS (THE),TN,Public 4 year,"6,882","21,694,654",,,,,,,
3530,353000,2250,UNIVERSITY OF TENNESSEE,TN,Public 4 year,"4,684","14,949,783",,,,,,,
3529,352900,2249,UNIVERSITY OF TENNESSEE - CHATTANOOGA,TN,Public 4 year,"2,393","7,665,202",,,,,,,
3531,353100,2251,UNIVERSITY OF TENNESSEE - MARTIN,TN,Public 4 year,"2,529","8,301,448",,,,,,,
3534,353400,2252,UNIVERSITY OF THE SOUTH (THE),TN,Private 4 Year,179,"581,753",,,,,,,
3535,353500,2253,VANDERBILT UNIVERSITY,TN,Private 4 Year,719,"2,466,883",,,,,,,
39823,3982300,5866,VISIBLE SCHOOL - MUSIC AND WORSHIPS ARTS COLLEGE,TN,Private 4 Year,44,"141,360",,,,,,,
16557,2335900,4209,VOLUNTEER BEAUTY ACADEMY,TN,Proprietary,22,"63,529",,,,,,,
16185,2293900,4127,VOLUNTEER BEAUTY ACADEMY NORTH,TN,Proprietary,78,"207,916",,,,,,,
16183,2294000,4128,VOLUNTEER BEAUTY ACADEMY OF DYERSBURG,TN,Proprietary,104,"255,878",,,,,,,
9912,991200,3262,VOLUNTEER STATE COMMUNITY COLLEGE,TN,Public 2 year,"2,476","6,436,763",,,,,,,
8863,886300,3119,WALTERS STATE COMMUNITY COLLEGE,TN,Public 2 year,"2,645","7,180,448",,,,,,,
31276,3088800,4687,WATKINS INSTITUTE COLLEGE OF ART & DESIGN,TN,Private 4 Year,106,"294,348",,,,,,,
4947,494700,0484,WEST TENNESSEE BUSINESS COLLEGE,TN,Proprietary,441,"1,190,931",,,,,,,
13531,1155300,3449,WILLIAM R  MOORE COLLEGE OF TECHNOLOGY,TN,Private 2 Year,32,"69,882",,,,,,,
35135,3513500,5332,WILLIAMSON CHRISTIAN COLLEGE,TN,Private 4 Year,21,"46,478",,,,,,,
41466,4146600,6368,360 DEGREES BEAUTY ACADEMY,TX,Proprietary,9,"28,389",,,,,,,
3537,353700,2255,ABILENE CHRISTIAN UNIVERSITY,TX,Private 4 Year,900,"2,847,426",,,,,,,
41254,4125400,5957,ACADEMY AT AUSTIN (THE),TX,Proprietary,100,"288,455",,,,,,,
35633,3563300,5450,ACADEMY OF COSMETOLOGY,TX,Proprietary,1,"2,366",,,,,,,
32763,3276300,4901,ACADEMY OF HAIR DESIGN,TX,Proprietary,168,"490,207",,,,,,,
32773,3277300,4902,ACADEMY OF HAIR DESIGN,TX,Proprietary,81,"204,645",,,,,,,
34263,3426300,5166,ACADEMY OF HEALTH CARE PROFESSIONS (THE),TX,Proprietary,296,"813,003",,,,,,,
31281,3128100,4820,ACADEMY OF HEALTH CARE PROFESSIONS (THE),TX,Proprietary,"1,111","3,045,286",,,,,,,
34123,3412300,4967,ADVANCED BARBER COLLEGE & HAIR DESIGN,TX,Proprietary,82,"281,062",,,,,,,
30238,3023800,4577,AIMS ACADEMY,TX,Proprietary,11,"37,153",,,,,,,
3539,353900,2256,ALVIN COMMUNITY COLLEGE,TX,Public 2 year,759,"1,990,343",,,,,,,
3540,354000,2257,AMARILLO COLLEGE,TX,Public 2 year,"3,792","9,176,913",,,,,,,
10057,1005700,3289,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary,445,"1,171,112",,,,,,,
10059,1005900,3290,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary,331,"818,957",,,,,,,
14154,2136800,3799,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary,188,"454,262",,,,,,,
15960,2200800,3936,AMERICAN COMMERCIAL COLLEGE,TX,Proprietary,233,"604,356",,,,,,,
39263,3926300,5725,AMESED,TX,Proprietary,10,"33,481",,,,,,,
37563,3756300,5501,ANAMARC EDUCATIONAL INSTITUTE,TX,Proprietary,712,"1,897,270",,,,,,,
6661,666100,2839,ANGELINA COLLEGE,TX,Public 2 year,"2,205","5,555,850",,,,,,,
3541,354100,2258,ANGELO STATE UNIVERSITY,TX,Public 4 year,"2,093","6,446,468",,,,,,,
14305,2081400,3708,ARLINGTON BAPTIST COLLEGE,TX,Private 4 Year,63,"181,982",,,,,,,
16944,2521200,4332,ARLINGTON CAREER INSTITUTE,TX,Proprietary,322,"841,176",,,,,,,
31593,3159300,0998,ARLINGTON MEDICAL INSTITUTE,TX,Proprietary,75,"195,555",,,,,,,
17360,2539600,4369,ART INSTITUTE OF DALLAS (THE),TX,Proprietary,"1,038","2,701,270",,,,,,,
14771,2117100,3765,ART INSTITUTE OF HOUSTON,TX,Proprietary,"1,416","3,885,074",,,,,,,
25966,2596600,4475,ATI CAREER TRAINING CENTER,TX,Proprietary,"2,660","6,952,222",,,,,,,
25965,2596500,0885,ATI- CAREER TRAINING CENTER,TX,Proprietary,"2,086","5,073,601",,,,,,,
12482,1248200,3549,ATI TECHNICAL TRAINING CENTER,TX,Proprietary,"2,269","5,996,908",,,,,,,
3543,354300,2259,AUSTIN COLLEGE,TX,Private 4 Year,257,"878,361",,,,,,,
12015,1201500,3500,AUSTIN COMMUNITY COLLEGE,TX,Public 2 year,"9,343","21,753,730",,,,,,,
17322,2362800,4272,AUSTIN GRADUATE SCHOOL OF THEOLOGY,TX,Private 4 Year,12,"30,250",,,,,,,
41423,4142300,6338,AVEDA INSTITUTE SAN ANTONIO,TX,Proprietary,62,"170,571",,,,,,,
35733,3573300,5061,AVIATION INSTITUTE OF MAINTENANCE,TX,Proprietary,423,"1,144,623",,,,,,,
12268,1226800,3521,BALDWIN BEAUTY SCHOOL #5,TX,Proprietary,80,"253,672",,,,,,,
14956,660600,2834,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,TX,Proprietary,175,"569,462",,,,,,,
16525,2331200,4201,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,TX,Private 4 Year,6,"16,570",,,,,,,
37333,3733300,5487,BAPTIST UNIVERSITY OF THE AMERICAS,TX,Private 4 Year,101,"300,021",,,,,,,
3545,354500,2260,BAYLOR UNIVERSITY,TX,Private 4 Year,"2,212","7,380,319",,,,,,,
3549,354900,2262,BLINN COLLEGE,TX,Public 2 year,"3,159","8,748,801",,,,,,,
7287,728700,2911,BRAZOSPORT COLLEGE,TX,Public 4 year,539,"1,302,229",,,,,,,
16202,2294800,4129,CAPITOL CITY CAREERS,TX,Proprietary,157,"321,082",,,,,,,
14166,2074100,3694,CAPITOL CITY TRADE & TECHNICAL SCHOOL,TX,Proprietary,769,"1,602,578",,,,,,,
17277,2572100,4441,CAREER ACADEMY,TX,Proprietary,13,"13,062",,,,,,,
25919,2591900,5099,"CAREER CENTERS OF TEXAS - EL PASO, INC.",TX,Proprietary,"2,062","5,607,961",,,,,,,
25911,2591100,4468,CAREER POINT  COLLEGE,TX,Proprietary,"2,387","6,630,114",,,,,,,
34003,3400300,4961,CAREER QUEST,TX,Proprietary,463,"1,456,115",,,,,,,
40894,4089400,5852,CCI TRAINING CENTER,TX,Proprietary,87,"220,573",,,,,,,
14035,356100,2269,CEDAR VALLEY COLLEGE,TX,Public 2 year,"13,766","36,686,169",,,,,,,
26047,2604700,4494,CENTER FOR ADVANCED LEGAL STUDIES,TX,Proprietary,116,"330,535",,,,,,,
13984,2239100,4010,CENTRAL TEXAS BEAUTY COLLEGE #2,TX,Proprietary,195,"588,007",,,,,,,
4003,400300,2486,CENTRAL TEXAS COLLEGE,TX,Public 2 year,"4,077","9,858,929",,,,,,,
10624,1062400,0611,CENTRAL TEXAS COMMERCIAL COLLEGE,TX,Proprietary,45,"109,576",,,,,,,
41179,4117900,5890,CHAMPION BEAUTY COLLEGE,TX,Proprietary,30,"77,306",,,,,,,
12930,1293000,3600,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,Proprietary,54,"175,091",,,,,,,
3553,355300,2263,CISCO JUNIOR COLLEGE,TX,Public 2 year,"1,619","4,443,750",,,,,,,
3554,355400,2264,CLARENDON COLLEGE,TX,Public 2 year,439,"1,308,674",,,,,,,
3546,354600,2261,COASTAL BEND COLLEGE,TX,Public 2 year,"1,638","4,686,867",,,,,,,
34224,3422400,4977,COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,Private 4 Year,182,"353,224",,,,,,,
31894,3189400,5300,COLLEGE OF SAINT THOMAS MORE,TX,Private 4 Year,11,"39,277",,,,,,,
7096,709600,2888,COLLEGE OF THE MAINLAND,TX,Public 2 year,766,"1,771,834",,,,,,,
16792,2361400,4266,COLLIN COUNTY COMMUNITY COLLEGE,TX,Public 2 year,"2,932","7,477,928",,,,,,,
3556,355600,2265,COMMONWEALTH INSTITUTE OF FUNERAL SERVICE,TX,Private 2 Year,64,"142,763",,,,,,,
17276,2572000,1021,COMPUTER CAREER CENTER,TX,Proprietary,"1,091","3,111,746",,,,,,,
35423,3542300,5048,CONCORDE CAREER INSTITUTE,TX,Proprietary,"1,194","3,123,149",,,,,,,
3557,355700,2266,CONCORDIA UNIVERSITY TEXAS,TX,Private 4 Year,327,"904,538",,,,,,,
13700,2058600,3654,CONLEE'S COLLEGE OF COSMETOLOGY,TX,Proprietary,32,"89,026",,,,,,,
35094,3509400,5031,CORYELL COSMETOLOGY COLLEGE,TX,Proprietary,36,"111,790",,,,,,,
12483,1248300,0656,COSMETOLOGY CAREER CENTER,TX,Proprietary,264,"725,972",,,,,,,
14840,2119200,0696,COURT REPORTING INSTITUTE OF DALLAS,TX,Proprietary,735,"1,955,832",,,,,,,
14107,661200,2835,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,TX,Private 2 Year,126,"348,766",,,,,,,
37276,3727600,5584,CULINARY ACADEMY OF AUSTIN,TX,Proprietary,21,"48,636",,,,,,,
37233,3723300,5517,CULINARY INSTITUTE ALAIN AND MARIE LENOTRE,TX,Proprietary,89,"273,649",,,,,,,
3560,356000,2268,DALLAS BAPTIST UNIVERSITY,TX,Private 4 Year,950,"2,503,734",,,,,,,
36824,3682400,5358,DALLAS BARBER & STYLIST COLLEGE,TX,Proprietary,130,"383,385",,,,,,,
6941,694100,2874,DALLAS CHRISTIAN COLLEGE,TX,Private 4 Year,126,"374,616",,,,,,,
10761,1076100,3379,DALLAS INSTITUTE OF FUNERAL SERVICE,TX,Private 2 Year,58,"101,961",,,,,,,
34165,3416500,4972,DALLAS NURSING INSTITUTE,TX,Proprietary,528,"1,620,764",,,,,,,
41298,4129800,6259,DALLAS SOUND LAB,TX,Proprietary,74,"139,671",,,,,,,
3563,356300,0383,DEL MAR COLLEGE,TX,Public 2 year,"4,241","11,252,874",,,,,,,
3564,356400,2270,EAST TEXAS BAPTIST UNIVERSITY,TX,Private 4 Year,489,"1,538,067",,,,,,,
10387,1038700,3332,EL PASO COUNTY COMMUNITY COLLEGE DISTRICT,TX,Public 2 year,"12,465","38,406,910",,,,,,,
15983,2261300,4055,EVEREST INSTITUTE,TX,Proprietary,"4,607","11,357,061",,,,,,,
16008,2267100,0756,EXPOSITO SCHOOL OF HAIR DESIGN,TX,Proprietary,67,"171,253",,,,,,,
32374,3237400,4883,FARIS COMPUTER SCHOOL,TX,Proprietary,22,"48,413",,,,,,,
14547,2306700,4157,FORT WORTH BEAUTY SCHOOL,TX,Proprietary,188,"427,352",,,,,,,
3568,356800,2271,FRANK PHILLIPS COLLEGE,TX,Public 2 year,479,"1,356,788",,,,,,,
13682,2276000,5268,FRANKLIN BEAUTY SCHOOL,TX,Proprietary,109,"291,750",,,,,,,
4972,497200,2585,GALVESTON COLLEGE,TX,Public 2 year,867,"2,174,103",,,,,,,
3570,357000,2272,GRAYSON COUNTY COLLEGE,TX,Public 2 year,"1,692","4,461,058",,,,,,,
10509,1050900,0609,HALLMARK COLLEGE OF AERONAUTICS,TX,Proprietary,645,"1,960,260",,,,,,,
39703,3970300,6366,HANDS ON THERAPY,TX,Proprietary,60,"135,565",,,,,,,
3571,357100,2273,HARDIN-SIMMONS UNIVERSITY,TX,Private 4 Year,561,"1,714,924",,,,,,,
36764,3676400,5338,HEALTHY HAIR ACADEMY,TX,Proprietary,273,"984,712",,,,,,,
3573,357300,2275,HILL COLLEGE,TX,Public 2 year,"1,140","2,975,694",,,,,,,
3576,357600,0385,HOUSTON BAPTIST UNIVERSITY,TX,Private 4 Year,876,"2,681,134",,,,,,,
10422,1063300,3363,HOUSTON COMMUNITY COLLEGE,TX,Public 2 year,"15,153","38,017,979",,,,,,,
16945,2527500,4344,HOUSTON TRAINING SCHOOLS,TX,Proprietary,884,"2,384,208",,,,,,,
38857,3885700,5653,HOUSTON'S TRAINING AND EDUCATION CENTER (H-TEC),TX,Proprietary,123,"337,806",,,,,,,
3574,357400,2276,HOWARD COUNTY JUNIOR COLLEGE,TX,Public 2 year,"1,218","3,092,354",,,,,,,
3575,357500,2277,HOWARD PAYNE UNIVERSITY,TX,Private 4 Year,450,"1,388,107",,,,,,,
3577,357700,2278,HUSTON - TILLOTSON UNIVERSITY,TX,Private 4 Year,519,"1,784,058",,,,,,,
30754,3075400,4659,ICC TECHNICAL INSTITUTE,TX,Private 2 Year,60,"192,142",,,,,,,
16506,2331300,4202,INTERACTIVE LEARNING SYSTEMS,TX,Proprietary,758,"2,145,328",,,,,,,
12932,1293200,3602,INTERNATIONAL BEAUTY COLLEGE,TX,Proprietary,54,"144,874",,,,,,,
16987,1248800,3550,INTERNATIONAL BEAUTY COLLEGE #3,TX,Proprietary,67,"212,358",,,,,,,
9082,908200,3146,INTERNATIONAL BUSINESS COLLEGE,TX,Proprietary,701,"2,125,027",,,,,,,
17363,2580100,5179,IVERSON BUSINESS SCHOOL AND COURT REPORTING,TX,Proprietary,579,"1,441,257",,,,,,,
3579,357900,2280,JACKSONVILLE COLLEGE-MAIN CAMPUS,TX,Private 2 Year,156,"442,704",,,,,,,
3637,363700,2323,JARVIS CHRISTIAN COLLEGE,TX,Private 4 Year,532,"1,747,079",,,,,,,
36803,3680300,5334,JAY'S TECHNICAL INSTITUTE,TX,Proprietary,163,"562,542",,,,,,,
30352,3035200,4610,JONES BEAUTY COLLEGE,TX,Proprietary,90,"268,408",,,,,,,
9466,946600,5091,KAPLAN CAREER INSTITUTE,TX,Proprietary,"4,664","12,599,494",,,,,,,
16404,2318200,0786,KD STUDIO,TX,Proprietary,117,"387,327",,,,,,,
3580,358000,2281,KILGORE COLLEGE,TX,Public 2 year,"2,399","6,752,026",,,,,,,
35564,3556400,5055,KUSSAD INSTITUTE OF COURT REPORTING,TX,Proprietary,11,"30,964",,,,,,,
36273,3627300,5265,LAMAR INSTITUTE OF TECHNOLOGY,TX,Public 2 year,"1,023","2,760,025",,,,,,,
16748,2358200,4258,LAMAR STATE COLLEGE - ORANGE,TX,Public 2 year,"1,095","3,069,325",,,,,,,
16666,2348500,4241,LAMAR STATE COLLEGE - PORT ARTHUR,TX,Public 2 year,702,"1,938,338",,,,,,,
3581,358100,2282,LAMAR UNIVERSITY,TX,Public 4 year,"3,311","10,653,558",,,,,,,
12297,1229700,3525,LAREDO BEAUTY COLLEGE,TX,Proprietary,228,"617,863",,,,,,,
3582,358200,2283,LAREDO COMMUNITY COLLEGE,TX,Public 2 year,"4,500","13,132,770",,,,,,,
3583,358300,2284,LEE COLLEGE,TX,Public 2 year,"1,788","5,037,663",,,,,,,
3584,358400,2285,LETOURNEAU UNIVERSITY,TX,Private 4 Year,"1,167","3,054,686",,,,,,,
8353,835300,1029,LINCOLN COLLEGE OF TECHNOLOGY,TX,Proprietary,"1,868","5,362,751",,,,,,,
3585,358500,2286,LON MORRIS COLLEGE,TX,Private 2 Year,162,"502,037",,,,,,,
11145,1114500,3422,LONE STAR COLLEGE-NORTH HARRIS,TX,Public 2 year,"9,270","23,107,472",,,,,,,
3586,358600,2287,LUBBOCK CHRISTIAN UNIVERSITY,TX,Private 4 Year,609,"1,852,993",,,,,,,
35203,3520300,5036,LUBBOCK HAIR ACADEMY,TX,Proprietary,44,"135,460",,,,,,,
40454,4045400,5812,MAI-TRIX BEAUTY COLLEGE,TX,Proprietary,66,"165,583",,,,,,,
41255,4125500,5933,MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN,TX,Proprietary,25,"85,970",,,,,,,
3590,359000,2289,MCLENNAN COMMUNITY COLLEGE,TX,Public 2 year,"3,935","11,610,509",,,,,,,
3591,359100,2290,MCMURRY UNIVERSITY,TX,Private 4 Year,653,"2,125,105",,,,,,,
34244,3424400,5269,MEDVANCE INSTITUTE,TX,Proprietary,"1,017","2,270,151",,,,,,,
12627,1276400,3574,METROPLEX BEAUTY SCHOOL,TX,Proprietary,106,"268,536",,,,,,,
31110,3111000,4767,MID-CITIES BARBER COLLEGE,TX,Proprietary,107,"355,395",,,,,,,
9797,979700,3245,MIDLAND COLLEGE,TX,Public 4 year,"1,265","3,270,389",,,,,,,
3592,359200,2291,MIDWESTERN STATE UNIVERSITY,TX,Public 4 year,"1,684","5,193,336",,,,,,,
34223,3422300,4976,MILAN INSTITUTE,TX,Proprietary,754,"2,307,943",,,,,,,
13674,2248200,4029,MILAN INSTITUTE OF COSMETOLOGY,TX,Proprietary,"1,236","3,735,987",,,,,,,
15119,849800,3086,MIMS CLASSIC BEAUTY COLLEGE,TX,Proprietary,40,"112,686",,,,,,,
36103,3610300,5074,MJ'S BEAUTY ACADEMY,TX,Proprietary,55,"147,869",,,,,,,
31443,3144300,4836,NATIONAL BEAUTY COLLEGE,TX,Proprietary,47,"134,678",,,,,,,
3593,359300,2292,NAVARRO COLLEGE,TX,Public 2 year,"3,591","10,720,638",,,,,,,
13003,1300300,3610,NEILSON BEAUTY COLLEGE,TX,Proprietary,30,"76,360",,,,,,,
3558,355800,2267,NORTH CENTRAL TEXAS COLLEGE,TX,Public 2 year,"2,008","4,897,950",,,,,,,
16396,2315400,4174,NORTHEAST TEXAS COMMUNITY COLLEGE,TX,Public 2 year,"1,147","3,254,505",,,,,,,
40453,4045300,5789,NORTHWEST BEAUTY SCHOOL,TX,Proprietary,53,"131,885",,,,,,,
33033,3303300,4914,NORTHWEST EDUCATIONAL CENTER,TX,Proprietary,453,"1,251,492",,,,,,,
26002,2600200,4484,"OCEAN CORPORATION, (THE)",TX,Proprietary,206,"804,452",,,,,,,
3596,359600,2294,ODESSA COLLEGE,TX,Public 2 year,"1,475","3,517,133",,,,,,,
13016,1301600,3614,OGLE SCHOOL HAIR SKIN NAILS,TX,Proprietary,265,"712,280",,,,,,,
15596,2230500,3988,OGLE SCHOOL HAIR SKIN NAILS,TX,Proprietary,505,"1,375,655",,,,,,,
15602,2230600,3989,OGLE SCHOOL HAIR SKIN NAILS,TX,Proprietary,148,"365,189",,,,,,,
3598,359800,2295,OUR LADY OF THE LAKE UNIVERSITY,TX,Private 4 Year,931,"2,998,523",,,,,,,
3600,360000,2297,PANOLA COLLEGE,TX,Public 2 year,739,"1,954,510",,,,,,,
3601,360100,2298,PARIS JUNIOR COLLEGE,TX,Public 2 year,"2,091","5,947,127",,,,,,,
16293,2305300,4153,PARKER COLLEGE OF CHIROPRACTIC,TX,Private 4 Year,32,"66,966",,,,,,,
16749,2357700,4257,PAUL MITCHELL THE SCHOOL,TX,Proprietary,107,"319,786",,,,,,,
3602,360200,2299,PAUL QUINN COLLEGE,TX,Private 4 Year,353,"1,175,179",,,,,,,
41365,4136500,6266,PCCENTER,TX,Proprietary,28,"63,336",,,,,,,
30198,3019800,4567,PCI HEALTH TRAINING CENTER,TX,Proprietary,962,"2,750,606",,,,,,,
15350,2176100,3884,PIPO ACADEMY OF HAIR DESIGN,TX,Proprietary,64,"201,787",,,,,,,
3630,363000,2319,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,TX,Public 4 year,"3,952","13,642,255",,,,,,,
39444,3944400,5829,PROFESSIONAL CAREERS INSTITUTE,TX,Proprietary,130,"285,196",,,,,,,
3603,360300,2300,RANGER COLLEGE,TX,Public 2 year,351,"957,712",,,,,,,
30265,3026500,0936,REMINGTON COLLEGE - HOUSTON CAMPUS,TX,Proprietary,"2,105","5,795,722",,,,,,,
3604,360400,0386,RICE UNIVERSITY,TX,Private 4 Year,353,"1,227,097",,,,,,,
30288,3028800,4591,ROYAL BEAUTY CAREERS,TX,Proprietary,205,"488,288",,,,,,,
31087,3108700,4758,ROYAL BEAUTY CAREERS,TX,Proprietary,422,"915,190",,,,,,,
3621,362100,2313,SAINT EDWARDS UNIVERSITY,TX,Private 4 Year,"1,192","3,653,996",,,,,,,
3606,360600,2301,SAM HOUSTON STATE UNIVERSITY,TX,Public 4 year,"4,000","12,968,415",,,,,,,
16468,2326000,4190,SAN ANTONIO BEAUTY COLLEGE #3,TX,Proprietary,81,"215,259",,,,,,,
30118,3011800,4556,SAN ANTONIO BEAUTY COLLEGE #4,TX,Proprietary,90,"255,305",,,,,,,
9163,916300,5081,SAN ANTONIO COLLEGE,TX,Public 2 year,"24,541","66,116,932",,,,,,,
3609,360900,2303,SAN JACINTO COMMUNITY COLLEGE DISTRICT,TX,Public 2 year,"5,796","15,139,562",,,,,,,
26150,2615000,4512,SANFORD-BROWN INSTITUTE,TX,Proprietary,"1,625","4,369,416",,,,,,,
30323,3032300,4604,SCHOOL OF AUTOMOTIVE MACHINISTS-,TX,Proprietary,33,"112,210",,,,,,,
3610,361000,2304,SCHREINER UNIVERSITY,TX,Private 4 Year,389,"1,192,717",,,,,,,
17002,2530700,4351,SEBRING CAREER SCHOOLS,TX,Proprietary,111,"374,912",,,,,,,
16910,2521800,4334,SEGUIN BEAUTY SCHOOL-SEGUIN,TX,Proprietary,83,"238,370",,,,,,,
3611,361100,2305,SOUTH PLAINS COLLEGE,TX,Public 2 year,"3,409","9,073,924",,,,,,,
39223,3922300,5709,SOUTH TEXAS BARBER COLLEGE,TX,Proprietary,35,"118,102",,,,,,,
31034,3103400,4734,SOUTH TEXAS COLLEGE,TX,Public 4 year,"11,529","32,491,271",,,,,,,
17144,2548800,4387,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE,TX,Proprietary,"1,888","5,532,069",,,,,,,
15669,2549400,4388,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE,TX,Proprietary,"1,545","4,442,561",,,,,,,
40363,4036300,5835,SOUTHEAST TEXAS CAREER INSTITUTE,TX,Proprietary,66,"187,991",,,,,,,
32723,3272300,5178,SOUTHEASTERN CAREER INSTITUTE,TX,Proprietary,"1,009","2,599,118",,,,,,,
30353,3035300,1023,SOUTHERN CAREERS INSTITUTE,TX,Proprietary,"2,173","6,416,795",,,,,,,
3613,361300,2307,SOUTHERN METHODIST UNIVERSITY,TX,Private 4 Year,771,"2,523,167",,,,,,,
41317,4131700,5993,SOUTHWEST CAREER INSTITUTE,TX,Proprietary,529,"1,493,390",,,,,,,
14453,2093600,3721,SOUTHWEST INSTITUTE OF TECHNOLOGY,TX,Proprietary,34,"77,674",,,,,,,
15668,2218300,3970,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS,TX,Proprietary,728,"2,037,763",,,,,,,
