PELLID,OPEID,GAPSID,Name,State,Type & Control,Recipients,Awards,,,,,,,
14619,2266400,4068,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,MO,Private 4 Year,256,"793,312",,,,,,,
30702,3070200,4647,CENTRAL COLLEGE OF COSMETOLOGY,MO,Proprietary,110,"333,316",,,,,,,
2453,245300,1728,CENTRAL METHODIST UNIVERSITY,MO,Private 4 Year,688,"2,019,609",,,,,,,
6385,638500,0492,CHAMBERLAIN COLLEGE OF NURSING,MO,Proprietary,"1,039","2,699,647",,,,,,,
11974,2165900,3860,CHILLICOTHE BEAUTY ACADEMY,MO,Proprietary,14,"56,597",,,,,,,
2500,250000,1751,COLLEGE OF THE OZARKS,MO,Private 4 Year,729,"2,082,151",,,,,,,
16188,2289200,4116,COLUMBIA AREA CAREER CENTER,MO,Public 2 year,43,"113,425",,,,,,,
2456,245600,1730,COLUMBIA COLLEGE,MO,Private 4 Year,"6,572","16,234,872",,,,,,,
2467,246700,1737,CONCEPTION SEMINARY COLLEGE,MO,Private 4 Year,27,"93,105",,,,,,,
16820,2361600,4268,CONCORDE CAREER COLLEGE,MO,Proprietary,"1,090","2,942,683",,,,,,,
30772,3077200,4663,COSMETOLOGY CONCEPTS INSTITUTE,MO,Proprietary,33,"96,428",,,,,,,
2458,245800,1731,COTTEY COLLEGE,MO,Private 2 Year,124,"406,458",,,,,,,
2459,245900,1732,CROWDER COLLEGE,MO,Public 2 year,"1,780","4,708,479",,,,,,,
2460,246000,0254,CULVER-STOCKTON COLLEGE,MO,Private 4 Year,288,"936,384",,,,,,,
40483,4048300,5872,DIVAS UNLIMITED ACADEMY,MO,Proprietary,20,"50,115",,,,,,,
2461,246100,1733,DRURY UNIVERSITY,MO,Private 4 Year,"2,145","6,319,417",,,,,,,
8862,886200,3118,EAST CENTRAL COLLEGE,MO,Public 2 year,"1,394","3,561,340",,,,,,,
39163,3916300,5707,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING,MO,Proprietary,62,"191,806",,,,,,,
17209,2564700,4427,ELAINE STEVEN BEAUTY COLLEGE,MO,Proprietary,205,"503,713",,,,,,,
16341,860600,3098,ELDON CAREER CENTER,MO,Public 2 year,28,"70,482",,,,,,,
2463,246300,1734,EVANGEL UNIVERSITY,MO,Private 4 Year,622,"1,866,320",,,,,,,
14368,2250600,4032,EVEREST COLLEGE,MO,Proprietary,"1,851","4,784,435",,,,,,,
2464,246400,1735,FONTBONNE UNIVERSITY,MO,Private 4 Year,797,"2,206,980",,,,,,,
13529,2056100,3651,FOUR RIVERS CAREER CENTER,MO,Public 2 year,20,"62,560",,,,,,,
13568,2124500,3783,FRANKLIN TECHNOLOGY CENTER,MO,Public 2 year,141,"532,916",,,,,,,
6389,638900,2803,GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE,MO,Private 4 Year,80,"184,721",,,,,,,
17279,2568500,4432,GRABBER SCHOOL OF HAIR DESIGN,MO,Proprietary,66,"194,069",,,,,,,
5531,553100,2734,GRAND RIVER TECHNICAL SCHOOL,MO,Public 2 year,38,"133,303",,,,,,,
39243,3924300,5720,HAIR ACADEMY 110 (THE),MO,Proprietary,24,"69,371",,,,,,,
14028,2151000,3828,HANNIBAL CAREER AND TECHNICAL CENTER,MO,Public 2 year,43,"126,967",,,,,,,
9089,908900,3147,HANNIBAL-LAGRANGE COLLEGE,MO,Private 4 Year,388,"1,245,315",,,,,,,
2466,246600,1736,HARRIS - STOWE STATE UNIVERSITY,MO,Public 4 year,"1,502","4,448,646",,,,,,,
41306,4130600,6249,HEALING ARTS CENTER,MO,Proprietary,17,"30,234",,,,,,,
14209,1027900,3316,HICKEY COLLEGE,MO,Proprietary,264,"852,104",,,,,,,
15801,826900,3063,HILLYARD TECHNICAL CENTER,MO,Public 2 Year,58,"217,426",,,,,,,
9607,960700,0585,HOUSE OF HEAVILIN BEAUTY COLLEGE,MO,Proprietary,71,"211,391",,,,,,,
14819,2277500,0762,HOUSE OF HEAVILIN BEAUTY COLLEGE OF BLUE SPRINGS,MO,Proprietary,105,"287,301",,,,,,,
31109,3110900,0992,HOUSE OF HEAVILIN OF BLUE SPRINGS INC,MO,Proprietary,67,"177,227",,,,,,,
9590,959000,0582,INDEPENDENCE COLLEGE OF COSMETOLOGY,MO,Proprietary,67,"216,453",,,,,,,
2468,246800,1738,JEFFERSON COLLEGE,MO,Public 2 year,"1,837","4,897,593",,,,,,,
2473,247300,1740,KANSAS CITY ART INSTITUTE,MO,Private 4 Year,218,"759,483",,,,,,,
13934,2073600,3690,KENNETT CAREER & TECHNOLOGY CENTER,MO,Public 2 year,16,"58,515",,,,,,,
14698,528800,2629,KIRKSVILLE AREA TECHNICAL CENTER,MO,Public 2 year,34,"113,874",,,,,,,
15986,2263400,4060,LAKE CAREER & TECHNICAL CENTER,MO,Public 2 year,4,"16,374",,,,,,,
30424,3042400,5526,LEBANON TECHNOLOGY AND CAREER CENTER,MO,Public 2 year,44,"104,786",,,,,,,
13877,2068200,3677,LESTER E. COX MEDICAL CENTER,MO,Private 4 Year,247,"628,698",,,,,,,
14971,2142200,3809,LEX LA RAY TECHNICAL CENTER,MO,Public 2 year,23,"65,343",,,,,,,
2479,247900,1741,LINCOLN UNIVERSITY,MO,Public 4 year,"1,395","4,430,817",,,,,,,
2480,248000,1742,LINDENWOOD UNIVERSITY,MO,Private 4 Year,"1,887","5,348,279",,,,,,,
4711,471100,2540,LINN STATE TECHNICAL COLLEGE,MO,Public 2 year,325,"999,586",,,,,,,
4703,470300,2539,LOGAN COLLEGE OF CHIROPRACTIC,MO,Private 4 Year,34,"67,226",,,,,,,
6666,666600,2840,LUTHERAN SCHOOL OF NURSING,MO,Proprietary,93,"205,236",,,,,,,
2482,248200,0255,MARYVILLE UNIVERSITY OF SAINT LOUIS,MO,Private 4 Year,656,"1,799,481",,,,,,,
16911,2520800,4331,MERRELL UNIVERSITY OF BEAUTY ARTS & SCIENCES,MO,Proprietary,110,"347,125",,,,,,,
30926,3092600,4695,MESSENGER COLLEGE,MO,Private 4 Year,61,"186,376",,,,,,,
14710,2180200,0717,METRO BUSINESS COLLEGE,MO,Proprietary,709,"1,904,677",,,,,,,
2484,248400,1743,METROPOLITAN COMMUNITY COLLEGE,MO,Public 2 year,"6,866","15,878,755",,,,,,,
14528,2121100,3777,MIDWEST INSTITUTE - KIRKWOOD,MO,Proprietary,210,"638,184",,,,,,,
35283,3528300,5792,MIDWEST UNIVERSITY,MO,Private 4 Year,4,"18,624",,,,,,,
2485,248500,5841,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,MO,Private 4 Year,56,"178,782",,,,,,,
2486,248600,1744,MINERAL AREA COLLEGE,MO,Public 2 year,"1,603","4,479,502",,,,,,,
7540,754000,2960,MISSOURI BAPTIST UNIVERSITY,MO,Private 4 Year,467,"1,460,491",,,,,,,
9795,979500,3244,MISSOURI COLLEGE,MO,Proprietary,872,"2,757,542",,,,,,,
35193,3519300,5035,MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,Proprietary,107,"318,205",,,,,,,
2488,248800,0256,MISSOURI SOUTHERN STATE UNIVERSITY,MO,Public 4 year,"2,109","6,455,223",,,,,,,
2503,250300,0258,MISSOURI STATE UNIVERSITY,MO,Public 4 year,"4,030","12,560,399",,,,,,,
31060,3106000,4750,MISSOURI STATE UNIVERSITY - WEST PLAINS,MO,Public 2 year,"1,061","2,959,908",,,,,,,
16272,2304000,4150,MISSOURI TECHNICAL SCHOOL,MO,Proprietary,42,"93,060",,,,,,,
2517,251700,0260,MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,MO,Public 4 year,"1,084","3,504,556",,,,,,,
2489,248900,1745,MISSOURI VALLEY COLLEGE,MO,Private 4 Year,690,"2,333,011",,,,,,,
2490,249000,1746,MISSOURI WESTERN STATE UNIVERSITY,MO,Public 4 year,"1,999","5,900,389",,,,,,,
2491,249100,1747,MOBERLY AREA COMMUNITY COLLEGE,MO,Public 2 year,"1,782","4,541,658",,,,,,,
39704,3970400,5813,MTTI-WELLSPRING CENTER FOR NATURAL HEALTH & WELLNESS,MO,Proprietary,92,"244,925",,,,,,,
9520,952000,0577,NATIONAL ACADEMY OF BEAUTY ARTS,MO,Proprietary,258,"693,378",,,,,,,
16224,2295700,4131,NATIONAL ACADEMY OF BEAUTY ARTS,MO,Proprietary,161,"389,968",,,,,,,
26080,2608000,4498,NEOSHO BEAUTY COLLEGE,MO,Proprietary,41,"136,392",,,,,,,
14134,2203400,3944,NEVADA REGIONAL TECHNICAL CENTER,MO,Public 2 year,33,"100,695",,,,,,,
31010,3101000,4724,NEW DIMENSION SCHOOL OF HAIR DESIGN,MO,Proprietary,42,"107,044",,,,,,,
13664,2066900,3674,NICHOLS CAREER CENTER,MO,Public 2 year,41,"151,870",,,,,,,
2514,251400,1757,NORTH CENTRAL MISSOURI COLLEGE,MO,Public 2 year,700,"2,304,610",,,,,,,
30686,3068600,4643,NORTH TECHNICAL SCHOOL,MO,Public 2 year,146,"410,687",,,,,,,
15451,2188100,3907,NORTHLAND CAREER CENTER,MO,Public 2 year,22,"56,373",,,,,,,
2496,249600,0257,NORTHWEST MISSOURI STATE UNIVERSITY,MO,Public 4 year,"1,615","4,983,249",,,,,,,
15569,2202700,3943,OZARK CHRISTIAN COLLEGE,MO,Private 4 Year,235,"680,304",,,,,,,
30830,3083000,4676,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,Public 2 year,"5,269","12,982,548",,,,,,,
17057,2543800,0850,PARIS II EDUCATIONAL CENTER,MO,Proprietary,86,"222,009",,,,,,,
2498,249800,1749,PARK UNIVERSITY,MO,Private 4 Year,"2,780","6,874,735",,,,,,,
8552,855200,3092,PATRICIA STEVENS COLLEGE,MO,Proprietary,140,"459,818",,,,,,,
17133,2555300,0856,PATSY AND ROB'S ACADEMY OF BEAUTY,MO,Proprietary,131,"382,585",,,,,,,
41270,4127000,6337,PEMISCOT COUNTY SPECIAL SCHOOL DISTRICT,MO,Public 2 year,15,"60,765",,,,,,,
13785,1173500,3470,PIKE LINCOLN TECHNICAL CENTER,MO,Public 2 year,25,"83,265",,,,,,,
10405,1040500,0602,PINNACLE CAREER INSTITUTE,MO,Proprietary,"1,156","2,834,261",,,,,,,
13683,543000,2676,POPLAR BLUFF TECHNICAL CAREER CENTER,MO,Public 2 year,51,"167,535",,,,,,,
38783,3878300,5624,PROFESSIONAL MASSAGE TRAINING CENTER,MO,Proprietary,63,"165,727",,,,,,,
12500,1250000,3552,RANKEN TECHNICAL COLLEGE,MO,Private 4 Year,538,"1,481,310",,,,,,,
2499,249900,1750,ROCKHURST UNIVERSITY,MO,Private 4 Year,309,"950,417",,,,,,,
5429,542900,0489,ROLLA TECHNICAL INSTITUTE/CENTER,MO,Public 2 year,107,"367,288",,,,,,,
17027,2530600,4350,SAINT CHARLES COMMUNITY COLLEGE,MO,Public 2 year,"1,374","3,328,498",,,,,,,
12580,1258000,3558,SAINT LOUIS CHRISTIAN COLLEGE,MO,Private 4 Year,149,"475,153",,,,,,,
2504,250400,1754,SAINT LOUIS COLLEGE OF PHARMACY,MO,Private 4 Year,112,"373,981",,,,,,,
2469,247100,1739,SAINT LOUIS COMMUNITY COLLEGE,MO,Public 2 year,"10,513","24,675,847",,,,,,,
30976,3097600,4709,SAINT LOUIS HAIR ACADEMY,MO,Proprietary,33,"86,179",,,,,,,
9782,978200,5339,SAINT LUKES COLLEGE,MO,Private 4 Year,30,"96,057",,,,,,,
15642,2214500,3964,SALEM COLLEGE OF HAIRSTYLING,MO,Proprietary,61,"184,872",,,,,,,
15639,543800,2678,SALINE COUNTY CAREER CENTER,MO,Public 2 year,26,"83,863",,,,,,,
15597,2205200,3947,SANFORD-BROWN COLLEGE,MO,Proprietary,"3,077","7,774,740",,,,,,,
13243,542600,2675,SIKESTON CAREER AND TECHNOLOGY CENTER,MO,Public 2 year,32,"101,472",,,,,,,
5424,542400,2674,SOUTH CENTRAL CAREER CENTER,MO,Public 2 year,89,"290,188",,,,,,,
30709,3070900,4649,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,Private 2 Year,70,"176,882",,,,,,,
2501,250100,1752,SOUTHEAST MISSOURI STATE UNIVERSITY,MO,Public 4 year,"2,632","8,007,318",,,,,,,
2502,250200,1753,SOUTHWEST BAPTIST UNIVERSITY,MO,Private 4 Year,"1,090","3,030,880",,,,,,,
4413,441300,2502,ST JOHNS REGIONAL HEALTH CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,MO,Private 2 Year,7,"23,317",,,,,,,
2506,250600,1755,ST LOUIS UNIVERSITY,MO,Private 4 Year,"1,402","4,175,741",,,,,,,
16848,2340500,4224,ST. LOUIS COLLEGE OF HEALTH CAREERS,MO,Proprietary,786,"2,136,581",,,,,,,
7628,808000,3038,STATE FAIR COMMUNITY COLLEGE,MO,Public 2 year,"1,927","5,213,671",,,,,,,
2512,251200,1756,STEPHENS COLLEGE,MO,Private 4 Year,256,"788,295",,,,,,,
41457,4145700,6370,SYSTEM (THE) - A PAUL MITCHELL PARTNER SCHOOL,MO,Proprietary,28,"67,216",,,,,,,
35793,3579300,5065,TEXAS COUNTY TECHNICAL INSTITUTE,MO,Private 2 Year,255,"789,801",,,,,,,
4713,471300,2541,THREE RIVERS COMMUNITY COLLEGE,MO,Public 2 year,"2,074","5,699,915",,,,,,,
41333,4133300,5978,TREND SETTERS SCHOOL OF COSMETOLOGY,MO,Proprietary,46,"121,323",,,,,,,
2495,249500,1748,TRUMAN STATE UNIVERSITY,MO,Public 4 year,857,"2,661,840",,,,,,,
2454,245400,0253,UNIVERSITY OF CENTRAL MISSOURI,MO,Public 4 year,"2,595","7,926,757",,,,,,,
36634,3663400,5158,UNIVERSITY OF COSMETOLOGY,MO,Proprietary,30,"93,548",,,,,,,
2516,251600,0259,UNIVERSITY OF MISSOURI - COLUMBIA,MO,Public 4 year,"3,639","11,394,680",,,,,,,
2518,251800,5258,UNIVERSITY OF MISSOURI - KANSAS CITY,MO,Public 4 year,"2,429","7,480,432",,,,,,,
2519,251900,0261,UNIVERSITY OF MISSOURI - SAINT LOUIS,MO,Public 4 year,"3,200","9,283,449",,,,,,,
15506,2599700,0887,VATTEROTT COLLEGE,MO,Proprietary,"5,906","18,439,959",,,,,,,
14434,1102600,3408,WARRENSBURG AREA CAREER CENTER,MO,Public 2 year,31,"110,524",,,,,,,
2520,252000,1758,WASHINGTON UNIVERSITY IN ST. LOUIS,MO,Private 4 Year,449,"1,376,098",,,,,,,
14833,528900,2630,WAYNESVILLE TECHNICAL ACADEMY,MO,Public 2 year,39,"146,847",,,,,,,
2521,252100,1759,WEBSTER UNIVERSITY,MO,Private 4 Year,"1,080","3,152,913",,,,,,,
2522,252200,5355,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE,MO,Private 2 Year,204,"597,683",,,,,,,
2523,252300,1760,WESTMINSTER COLLEGE,MO,Private 4 Year,205,"632,475",,,,,,,
2524,252400,0262,WILLIAM JEWELL COLLEGE,MO,Private 4 Year,197,"574,342",,,,,,,
2525,252500,1761,WILLIAM WOODS UNIVERSITY,MO,Private 4 Year,301,"868,756",,,,,,,
15746,3033000,4607,NORTHERN MARIANAS COLLEGE,MP,Public 4 year,569,"1,667,822",,,,,,,
14397,2244300,4020,ACADEMY OF HAIR DESIGN #1,MS,Proprietary,210,"557,650",,,,,,,
15779,2235900,4000,ACADEMY OF HAIR DESIGN #4,MS,Proprietary,72,"182,655",,,,,,,
22516,2251600,4036,ACADEMY OF HAIR DESIGN #6 (THE),MS,Proprietary,106,"274,495",,,,,,,
2396,239600,1695,ALCORN STATE UNIVERSITY,MS,Public 4 year,"2,177","8,043,625",,,,,,,
2397,239700,1696,BELHAVEN COLLEGE,MS,Private 4 Year,"1,183","3,556,118",,,,,,,
35253,3525300,5039,BLUE CLIFF COLLEGE,MS,Proprietary,262,"539,139",,,,,,,
2398,239800,1697,BLUE MOUNTAIN COLLEGE,MS,Private 4 Year,260,"829,314",,,,,,,
13902,2074900,3697,CHRIS BEAUTY COLLEGE,MS,Proprietary,99,"309,526",,,,,,,
2401,240100,1698,COAHOMA COMMUNITY COLLEGE,MS,Public 2 year,"2,548","8,455,457",,,,,,,
2402,240200,1699,COPIAH-LINCOLN COMMUNITY COLLEGE,MS,Public 2 year,"2,314","7,232,052",,,,,,,
41313,4131300,5969,CORINTH ACADEMY OF COSMETOLOGY,MS,Proprietary,58,"159,803",,,,,,,
16838,2502100,4294,CREATION COLLEGE OF COSMETOLOGY,MS,Proprietary,79,"203,140",,,,,,,
38483,3848300,5608,DAY SPA CAREER COLLEGE,MS,Proprietary,37,"113,296",,,,,,,
14335,2249900,4031,DELTA BEAUTY COLLEGE,MS,Proprietary,45,"143,414",,,,,,,
2403,240300,1700,DELTA STATE UNIVERSITY,MS,Public 4 year,"1,408","4,621,799",,,,,,,
2404,240400,1701,EAST CENTRAL COMMUNITY COLLEGE,MS,Public 2 year,"1,589","4,825,609",,,,,,,
2405,240500,1702,EAST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 year,"3,544","10,726,943",,,,,,,
30040,3004000,4540,FINAL TOUCH BEAUTY SCHOOL,MS,Proprietary,91,"285,182",,,,,,,
15898,2251700,4037,FOSTER'S COSMETOLOGY COLLEGE,MS,Proprietary,30,"94,411",,,,,,,
17126,2554600,4404,GIBSONS BARBER & BEAUTY COLLEGE,MS,Proprietary,35,"98,626",,,,,,,
39633,3963300,5820,HEALING TOUCH SCHOOL OF MASSAGE THERAPY,MS,Proprietary,16,"34,634",,,,,,,
2407,240700,1703,HINDS COMMUNITY COLLEGE,MS,Public 2 year,"7,531","23,208,826",,,,,,,
2408,240800,1704,HOLMES COMMUNITY COLLEGE,MS,Public 2 year,"3,905","11,222,517",,,,,,,
16727,2490200,4275,"ICS, THE WRIGHT BEAUTY COLLEGE",MS,Proprietary,9,"21,290",,,,,,,
2409,240900,1705,ITAWAMBA COMMUNITY COLLEGE,MS,Public 2 year,"5,249","16,351,126",,,,,,,
25860,2586000,4460,J & J HAIR DESIGN COLLEGE,MS,Proprietary,136,"476,617",,,,,,,
34643,3464300,5013,J&J HAIR DESIGN COLLEGE,MS,Proprietary,41,"135,787",,,,,,,
2410,241000,1706,JACKSON STATE UNIVERSITY,MS,Public 4 year,"5,112","18,652,877",,,,,,,
2411,241100,1707,JONES COUNTY JUNIOR COLLEGE,MS,Public 2 year,"2,464","7,651,260",,,,,,,
16788,2361200,4264,MAGNOLIA BIBLE COLLEGE,MS,Private 4 Year,11,"22,152",,,,,,,
16424,2320800,4179,MAGNOLIA COLLEGE OF COSMETOLOGY,MS,Proprietary,169,"505,779",,,,,,,
2413,241300,1708,MERIDIAN COMMUNITY COLLEGE,MS,Public 2 year,"1,987","5,890,488",,,,,,,
2414,241400,1709,MILLSAPS COLLEGE,MS,Private 4 Year,199,"697,982",,,,,,,
2415,241500,1710,MISSISSIPPI COLLEGE,MS,Private 4 Year,"1,150","3,596,808",,,,,,,
14574,2302800,4147,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,MS,Proprietary,51,"145,643",,,,,,,
2416,241600,1711,MISSISSIPPI DELTA COMMUNITY COLLEGE,MS,Public 2 year,"2,469","8,037,672",,,,,,,
2417,241700,1712,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,MS,Public 2 year,"3,687","10,882,857",,,,,,,
41402,4140200,6377,"MISSISSIPPI INSTITUTE OF AESTHETICS, NAILS, & COSMETOLOGY",MS,Proprietary,6,"11,481",,,,,,,
2423,242300,1714,MISSISSIPPI STATE UNIVERSITY,MS,Public 4 year,"4,368","14,828,244",,,,,,,
2422,242200,1713,MISSISSIPPI UNIVERSITY FOR WOMEN,MS,Public 4 year,"1,172","3,897,034",,,,,,,
2424,242400,0252,MISSISSIPPI VALLEY STATE UNIVERSITY,MS,Public 4 year,"2,323","8,409,575",,,,,,,
2426,242600,1715,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 year,"1,776","5,519,642",,,,,,,
2427,242700,1716,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 year,"4,959","13,521,296",,,,,,,
2430,243000,1717,PEARL RIVER COMMUNITY COLLEGE,MS,Public 2 year,"3,038","9,436,201",,,,,,,
2433,243300,1718,RUST COLLEGE,MS,Private 4 Year,771,"2,715,160",,,,,,,
15024,243500,1719,SOUTHEASTERN BAPTIST COLLEGE,MS,Private 4 Year,46,"122,426",,,,,,,
2436,243600,1720,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,Public 2 year,"1,420","4,327,503",,,,,,,
2439,243900,1721,TOUGALOO COLLEGE,MS,Private 4 Year,740,"2,563,543",,,,,,,
32633,3263300,4895,TRAXLER'S SCHOOL OF HAIR,MS,Proprietary,49,"158,474",,,,,,,
2440,244000,1722,UNIVERSITY OF MISSISSIPPI,MS,Public 4 year,"3,298","11,004,515",,,,,,,
2441,244100,1723,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,Public 4 year,"5,412","17,724,559",,,,,,,
11461,1146100,0619,WESLEY COLLEGE,MS,Private 4 Year,88,"297,525",,,,,,,
2447,244700,1724,WILLIAM CAREY UNIVERSITY,MS,Private 4 Year,"1,191","3,567,246",,,,,,,
26213,2621300,4526,ACADEMY OF COSMETOLOGY,MT,Proprietary,19,"62,748",,,,,,,
37634,3763400,5456,"ACADEMY OF NAIL, SKIN & HAIR",MT,Proprietary,65,"202,317",,,,,,,
14902,2510600,4312,BLACKFEET COMMUNITY COLLEGE,MT,Private 2 Year,520,"1,689,756",,,,,,,
7900,790000,3015,BUTTE ACADEMY OF BEAUTY CULTURE,MT,Proprietary,33,"101,918",,,,,,,
2526,252600,1762,CARROLL COLLEGE,MT,Private 4 Year,278,"845,008",,,,,,,
14878,2545200,4381,CHIEF DULL KNIFE COLLEGE,MT,Public 2 year,170,"463,380",,,,,,,
8947,894700,3133,DAHL'S COLLEGE OF BEAUTY,MT,Proprietary,24,"80,703",,,,,,,
2529,252900,1765,DAWSON COMMUNITY COLLEGE,MT,Public 2 year,138,"410,836",,,,,,,
6777,677700,2851,FLATHEAD VALLEY COMMUNITY COLLEGE,MT,Public 2 year,675,"1,828,381",,,,,,,
16967,2517500,4325,FORT BELKNAP COLLEGE,MT,Public 2 year,126,"419,882",,,,,,,
16616,2343000,4233,FORT PECK COMMUNITY COLLEGE,MT,Public 2 year,240,"775,176",,,,,,,
37783,3778300,5494,HEALTH WORKS INSTITUTE,MT,Proprietary,12,"34,428",,,,,,,
16135,2286600,4111,LITTLE BIG HORN COLLEGE,MT,Public 2 year,251,"671,768",,,,,,,
2528,252800,1764,MILES COMMUNITY COLLEGE,MT,Public 2 year,220,"641,004",,,,,,,
32053,3205300,4869,MODERN BEAUTY SCHOOL,MT,Proprietary,20,"55,020",,,,,,,
2530,253000,1766,MONTANA STATE UNIVERSITY - BILLINGS,MT,Public 4 year,"1,507","4,306,112",,,,,,,
2532,253200,0263,MONTANA STATE UNIVERSITY - BOZEMAN,MT,Public 4 year,"2,671","8,077,789",,,,,,,
2533,253300,1768,MONTANA STATE UNIVERSITY - NORTHERN,MT,Public 4 year,624,"1,898,229",,,,,,,
9314,931400,3180,MONTANA STATE UNIVERSITY GREAT FALLS COLLEGE OF TECHNOLOGY,MT,Public 2 year,904,"2,408,164",,,,,,,
2531,253100,1767,MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,Public 4 year,794,"2,453,338",,,,,,,
2534,253400,1769,ROCKY MOUNTAIN COLLEGE,MT,Private 4 Year,252,"756,568",,,,,,,
15023,2143400,3811,SALISH KOOTENAI COLLEGE,MT,Public 4 year,655,"2,206,399",,,,,,,
26109,2610900,4504,STONE CHILD COLLEGE,MT,Public 2 year,264,"748,130",,,,,,,
2527,252700,1763,UNIVERSITY OF GREAT FALLS,MT,Private 4 Year,310,"944,190",,,,,,,
2536,253600,1770,UNIVERSITY OF MONTANA (THE),MT,Public 4 year,"3,976","12,432,472",,,,,,,
7570,757000,2966,UNIVERSITY OF MONTANA HELENA COLLEGE OF TECHNOLOGY,MT,Public 2 year,491,"1,362,190",,,,,,,
2537,253700,1771,UNIVERSITY OF MONTANA WESTERN (THE),MT,Public 4 year,515,"1,611,144",,,,,,,
5463,546300,2685,ALAMANCE COMMUNITY COLLEGE,NC,Public 2 year,"1,855","5,265,750",,,,,,,
35134,3513400,5322,APEX SCHOOL OF THEOLOGY,NC,Private 4 Year,75,"270,143",,,,,,,
2906,290600,1915,APPALACHIAN STATE UNIVERSITY,NC,Public 4 year,"2,789","8,579,626",,,,,,,
14578,2110500,0691,ART INSTITUTE OF CHARLOTTE (THE),NC,Proprietary,"1,764","4,812,512",,,,,,,
41203,4120300,5930,ASHEBORO BEAUTY SCHOOL OF RANDOLPH,NC,Proprietary,27,"96,648",,,,,,,
4033,403300,2494,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,Public 2 year,"1,574","4,051,552",,,,,,,
41407,4140700,6324,AVEDA INSTITUTE CHAPEL HILL,NC,Proprietary,59,"149,935",,,,,,,
2908,290800,1916,BARTON COLLEGE,NC,Private 4 Year,458,"1,305,866",,,,,,,
8558,855800,3094,BEAUFORT COUNTY COMMUNITY COLLEGE,NC,Public 2 year,925,"2,583,606",,,,,,,
2910,291000,0319,BELMONT ABBEY COLLEGE,NC,Private 4 Year,621,"1,935,011",,,,,,,
2911,291100,0320,BENNETT COLLEGE,NC,Private 4 Year,439,"1,602,938",,,,,,,
7987,798700,3031,BLADEN COMMUNITY COLLEGE,NC,Public 2 year,"1,220","3,598,811",,,,,,,
9684,968400,3221,BLUE RIDGE COMMUNITY COLLEGE,NC,Public 2 year,651,"1,655,162",,,,,,,
2912,291200,1918,BREVARD COLLEGE,NC,Private 4 Year,201,"661,694",,,,,,,
7814,781400,0536,BROOKSTONE COLLEGE OF BUSINESS,NC,Proprietary,517,"1,213,577",,,,,,,
15285,2170700,3871,BRUNSWICK COMMUNITY COLLEGE,NC,Public 2 year,607,"1,603,526",,,,,,,
15358,647700,2816,CABARRUS COLLEGE OF HEALTH SCIENCES,NC,Private 4 Year,99,"223,089",,,,,,,
4835,483500,2552,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,NC,Public 2 year,"1,542","4,247,835",,,,,,,
2913,291300,1919,CAMPBELL UNIVERSITY,NC,Private 4 Year,"1,098","2,883,614",,,,,,,
5320,532000,2646,CAPE FEAR COMMUNITY COLLEGE,NC,Public 2 year,"2,595","7,177,764",,,,,,,
37773,3777300,5566,CAROLINA ACADEMY OF COSMETIC ART & SCIENCE,NC,Proprietary,190,"535,618",,,,,,,
16130,2286300,0764,CAROLINA BEAUTY COLLEGE,NC,Proprietary,541,"1,209,622",,,,,,,
35703,3570300,5577,CAROLINA CHRISTIAN COLLEGE,NC,Private 4 Year,17,"54,285",,,,,,,
41013,4101300,5925,CAROLINA SCHOOL OF BROADCASTING,NC,Proprietary,27,"47,107",,,,,,,
8081,808100,3039,CARTERET COMMUNITY COLLEGE,NC,Public 2 year,748,"1,935,098",,,,,,,
2914,291400,1920,CATAWBA COLLEGE,NC,Private 4 Year,441,"1,412,100",,,,,,,
5318,531800,2644,CATAWBA VALLEY COMMUNITY COLLEGE,NC,Public 2 year,"1,711","4,440,747",,,,,,,
5449,544900,2681,CENTRAL CAROLINA COMMUNITY COLLEGE,NC,Public 2 year,"1,583","4,326,160",,,,,,,
2915,291500,1921,CENTRAL PIEDMONT COMMUNITY COLLEGE - CENTRAL,NC,Public 2 year,"6,810","16,956,895",,,,,,,
