OPEID,NAME,CITY,STATE,Type & Control,Recipients,Awards
316500,OKLAHOMA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,Private 4 Year,587,"2,432,748"
1039100,OKLAHOMA CITY COMMUNITY COLLEGE,OKLAHOMA CITY,OK,Public 2 Year,"6,458","20,988,792"
316600,OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OK,Private 4 Year,533,"2,219,225"
3396300,OKLAHOMA HEALTH ACADEMY,TULSA,OK,Proprietary 2 Year,195,"807,733"
3396400,OKLAHOMA HEALTH ACADEMY,MOORE,OK,Proprietary 2 Year,186,"760,885"
317400,OKLAHOMA PANHANDLE STATE UNIVERSITY,GOODWELL,OK,Public 4 Year,632,"2,532,283"
3030700,OKLAHOMA SCHOOL OF PHOTOGRAPHY,MOORE,OK,Proprietary 2 Year,54,"282,034"
964700,"OKLAHOMA STATE UNIV, OKLA CITY",OKLAHOMA CITY,OK,Public 4 Year,"3,562","11,081,645"
317000,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,Public 4 Year,"5,932","23,820,799"
317200,OKLAHOMA STATE UNIVERSITY-OKMULGEE,OKMULGEE,OK,Public 4 Year,"1,723","8,653,365"
315100,OKLAHOMA WESLEYAN UNIVERSITY,BARTLESVILLE,OK,Private 4 Year,526,"1,580,219"
398500,ORAL ROBERTS UNIVERSITY,TULSA,OK,Private 4 Year,"1,187","5,045,133"
1120600,PIONEER TECHNOLOGY CENTER,PONCA CITY,OK,Public 2 Year,115,"420,319"
2306800,PLATT COLLEGE,TULSA,OK,Proprietary 4 Year,"2,020","8,557,858"
3124800,PLATT COLLEGE,LAWTON,OK,Proprietary 2 Year,288,"1,090,100"
3109800,PONCA CITY BEAUTY COLLEGE,PONCA CITY,OK,Proprietary 2 Year,61,"238,505"
2597400,PONTOTOC TECHNOLOGY CENTER SCHOOL,ADA,OK,Public 2 Year,108,"513,622"
3329400,PRYOR BEAUTY COLLEGE,PRYOR,OK,Proprietary 2 Year,83,"353,356"
531200,RED RIVER TECHNOLOGY CENTER,DUNCAN,OK,Public 2 Year,112,"374,864"
315600,REDLANDS COMMUNITY COLLEGE,EL RENO,OK,Public 2 Year,"1,137","3,923,036"
316800,ROGERS STATE UNIVERSITY,CLAREMORE,OK,Public 4 Year,"2,377","8,659,977"
918500,ROSE STATE COLLEGE,MIDWEST CITY,OK,Public 2 Year,"4,165","13,787,605"
2184400,SAND SPRINGS BEAUTY COLLEGE,SAND SPRINGS,OK,Proprietary 2 Year,131,"508,849"
317800,SEMINOLE STATE COLLEGE,SEMINOLE,OK,Public 2 Year,"1,324","4,697,729"
3453400,SHAWNEE BEAUTY COLLEGE,SHAWNEE,OK,Proprietary 2 Year,37,"142,939"
317900,SOUTHEASTERN OKLAHOMA STATE UNIV,DURANT,OK,Public 4 Year,"1,987","7,940,150"
314900,SOUTHERN NAZARENE UNIVERSITY,BETHANY,OK,Private 4 Year,885,"3,253,962"
1034200,SOUTHERN OKLAHOMA TECHNOLOGY CENTER,ARDMORE,OK,Public 2 Year,80,"236,765"
3103800,SOUTHERN SCHOOL OF BEAUTY,DURANT,OK,Proprietary 2 Year,48,"210,126"
3008700,SOUTHWEST TECHNOLOGY CENTER,ALTUS,OK,Public 2 Year,66,"273,197"
318000,SOUTHWESTERN CHRISTIAN UNIVERSITY,BETHANY,OK,Private 4 Year,296,"1,094,913"
318100,SOUTHWESTERN OKLAHOMA STATE UNIV,WEATHERFORD,OK,Public 4 Year,"2,182","8,661,129"
767800,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,TULSA,OK,Proprietary 4 Year,938,"4,177,134"
318300,ST GREGORY'S UNIVERSITY,SHAWNEE,OK,Private 4 Year,363,"1,355,609"
3024700,STILLWATER BEAUTY ACADEMY,STILLWATER,OK,Proprietary 2 Year,40,"199,206"
3078500,TECH INST OF COSMETOLOGY ARTS & SCI,TULSA,OK,Proprietary 2 Year,32,"177,251"
861900,TRI COUNTY TECHNOLOGY CENTER,BARTLESVILLE,OK,Public 2 Year,118,"572,173"
976300,TULSA COMMUNITY COLLEGE,TULSA,OK,Public 2 Year,"8,913","29,527,323"
531100,TULSA COUNTY AREA VOC TECH SCHOOL,TULSA,OK,Public 2 Year,535,"1,971,964"
961800,TULSA WELDING SCHOOL,TULSA,OK,Proprietary 2 Year,"1,915","7,302,618"
315200,UNIV OF CENTRAL OKLAHOMA,EDMOND,OK,Public 4 Year,"5,646","22,365,922"
316700,UNIV OF SCIENCE & ARTS OF OKLAHOMA,CHICKASHA,OK,Public 4 Year,527,"2,439,841"
318400,UNIVERSITY OF OKLAHOMA,NORMAN,OK,Public 4 Year,"5,458","21,344,148"
318500,UNIVERSITY OF TULSA,TULSA,OK,Private 4 Year,573,"2,542,873"
791100,VIRGILS BEAUTY COLLEGE,MUSKOGEE,OK,Proprietary 2 Year,34,"128,149"
2600500,WES WATKINS TECHNOLOGY CENTER,WETUMKA,OK,Public 2 Year,137,"604,553"
1076200,WESTERN OK AREA VOC TECH SCH DIST12,BURNS FLAT,OK,Public 2 Year,118,"478,432"
314600,WESTERN OKLAHOMA STATE COLLEGE,ALTUS,OK,Public 2 Year,"1,003","3,384,404"
2531200,WOODWARD BEAUTY COLLEGE,WOODWARD,OK,Proprietary 2 Year,23,"116,009"
2556500,YUKON BEAUTY COLLEGE,YUKON,OK,Proprietary 2 Year,27,"112,529"
3783400,ABDILL CAREER COLLEGE,MEDFORD,OR,Proprietary 2 Year,135,"406,314"
1050700,ACADEMY OF HAIR DESIGN,SALEM,OR,Proprietary 2 Year,68,"310,718"
781900,ART INSTITUTE OF PORTLAND (THE),PORTLAND,OR,Proprietary 4 Year,"1,182","4,569,874"
4171400,AVEDA INSTITUTE PORTLAND,PORTLAND,OR,Proprietary 2 Year,159,"726,010"
2154400,BEAU MONDE CLG OF HAIR DESIGN,PORTLAND,OR,Proprietary 2 Year,149,"676,443"
3668300,BIRTHINGWAY COLLEGE OF MIDWIFERY,PORTLAND,OR,Private 4 Year,37,"128,430"
318600,BLUE MOUNTAIN COMMUNITY COLLEGE,PENDLETON,OR,Public 2 Year,"1,476","5,586,569"
3042500,CARRINGTON COLLEGE,PORTLAND,OR,Proprietary 2 Year,"1,521","6,025,103"
318800,CENTRAL OREGON COMMUNITY COLLEGE,BEND,OR,Public 2 Year,"4,620","16,165,234"
321800,CHEMEKETA COMMUNITY COLLEGE,SALEM,OR,Public 2 Year,"7,234","25,283,287"
487800,CLACKAMAS COMMUNITY COLLEGE,OREGON CITY,OR,Public 2 Year,"3,239","11,504,350"
318900,CLATSOP COMMUNITY COLLEGE,ASTORIA,OR,Public 2 Year,712,"2,293,244"
2106100,COLLEGE OF COSMETOLOGY,KLAMATH FALLS,OR,Proprietary 2 Year,76,"362,308"
2337900,COLLEGE OF HAIR DESIGN CAREERS,SALEM,OR,Proprietary 2 Year,70,"341,499"
2104900,COLLEGE OF LEGAL ARTS,PORTLAND,OR,Proprietary 2 Year,227,"772,459"
888700,CONCORDE CAREER INSTITUTE,PORTLAND,OR,Proprietary 2 Year,847,"3,082,535"
319100,CONCORDIA UNIVERSITY,PORTLAND,OR,Private 4 Year,574,"2,249,643"
133900,CORBAN UNIVERSITY,SALEM,OR,Private 4 Year,412,"1,643,570"
319300,EASTERN OREGON UNIVERSITY,LA GRANDE,OR,Public 4 Year,"2,048","8,086,049"
3074500,EAST-WEST COLLEGE OF THE HEALING ARTS,PORTLAND,OR,Proprietary 2 Year,226,"524,022"
907900,EVEREST COLLEGE,PORTLAND,OR,Proprietary 2 Year,"3,765","13,950,804"
319400,GEORGE FOX UNIVERSITY,NEWBERG,OR,Private 4 Year,785,"3,075,502"
732969,ITT TECHNICAL INSTITUTE,PORTLAND,OR,Proprietary 4 Year,"1,537","7,475,942"
3428300,KLAMATH COMMUNITY COLLEGE,KLAMATH FALLS,OR,Public 2 Year,"1,384","4,972,546"
319600,LANE COMMUNITY COLLEGE,EUGENE,OR,Public 2 Year,"9,650","34,392,066"
3022600,LE CORDON BLEU COLLEGE OF CULINARY ARTS,PORTLAND,OR,Proprietary 2 Year,"2,409","11,684,650"
319700,LEWIS & CLARK COLLEGE,PORTLAND,OR,Private 4 Year,374,"1,521,596"
319800,LINFIELD COLLEGE,MCMINNVILLE,OR,Private 4 Year,762,"2,711,341"
693800,LINN BENTON COMMUNITY COLLEGE,ALBANY,OR,Public 2 Year,"3,500","12,272,176"
319900,MARYLHURST UNIVERSITY,MARYLHURST,OR,Private 4 Year,426,"1,488,998"
320300,MOUNT ANGEL SEMINARY,ST BENEDICT,OR,Private 4 Year,26,"129,450"
320400,MOUNT HOOD COMMUNITY COLLEGE,GRESHAM,OR,Public 2 Year,"5,140","17,463,629"
320600,MULTNOMAH BIBLE COLLEGE/SEMINARY,PORTLAND,OR,Private 4 Year,350,"1,342,235"
2159700,NEW HOPE CHRISTIAN COLLEGE,EUGENE,OR,Private 4 Year,80,"364,526"
320800,NORTHWEST CHRISTIAN UNIVERSITY,EUGENE,OR,Private 4 Year,279,"1,174,749"
2101000,NORTHWEST COLLEGE OF HAIR DESIGN,CLACKAMAS,OR,Proprietary 2 Year,539,"2,568,263"
2578800,NORTHWEST NANNIES INSTITUTE,LAKE OSWEGO,OR,Proprietary 2 Year,23,"93,450"
3007300,OREGON COLLEGE OF ART & CRAFT,PORTLAND,OR,Private 4 Year,82,"334,272"
488200,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OR,Public 4 Year,293,"1,176,222"
321100,OREGON INSTITUTE OF TECHNOLOGY,KLAMATH FALLS,OR,Public 4 Year,"1,262","5,524,889"
321000,OREGON STATE UNIVERSITY,CORVALLIS,OR,Public 4 Year,"7,023","29,413,172"
320700,PACIFIC NORTHWEST COLLEGE OF ART,PORTLAND,OR,Private 4 Year,335,"1,387,597"
321200,PACIFIC UNIVERSITY,FOREST GROVE,OR,Private 4 Year,567,"2,189,186"
1234800,PHAGANS BEAUTY COLLEGE,CORVALLIS,OR,Proprietary 2 Year,79,"335,022"
1234700,PHAGANS CENTRAL OREGON BEAUTY CLG,BEND,OR,Proprietary 2 Year,155,"718,930"
3185300,PHAGANS GRANTS PASS COLLEGE OF BTY,GRANTS PASS,OR,Proprietary 2 Year,67,"308,462"
1012200,PHAGANS' MEDFORD BEAUTY SCHOOL,MEDFORD,OR,Proprietary 2 Year,89,"367,931"
3074400,PHAGANS NEWPORT ACAD CSMTLGY CAREER,NEWPORT,OR,Proprietary 2 Year,37,"147,308"
1235100,PHAGANS SCHOOL OF BEAUTY,SALEM,OR,Proprietary 2 Year,92,"402,575"
1235000,PHAGANS SCHOOL OF HAIR DESIGN,MILWAUKIE,OR,Proprietary 2 Year,133,"594,071"
2201900,PHAGANS' SCHOOL OF HAIR DESIGN,PORTLAND,OR,Proprietary 2 Year,179,"834,080"
1300800,PHAGANS TIGARD BEAUTY SCHOOL,TIGARD,OR,Proprietary 2 Year,41,"196,037"
2330100,PIONEER PACIFIC COLLEGE,WILSONVILLE,OR,Proprietary 4 Year,"1,858","7,739,174"
4146500,PORTLAND ACTORS CONSERVATORY,PORTLAND,OR,Private 2 Year,9,"41,050"
321300,PORTLAND COMMUNITY COLLEGE,PORTLAND,OR,Public 2 Year,"16,942","54,333,436"
321600,PORTLAND STATE UNIVERSITY,PORTLAND,OR,Public 4 Year,"9,672","41,466,621"
321700,REED COLLEGE,PORTLAND,OR,Private 4 Year,288,"1,174,201"
1018200,ROGUE COMMUNITY COLLEGE,GRANTS PASS,OR,Public 2 Year,"4,294","15,279,731"
2344100,ROSEBURG BEAUTY COLLEGE,ROSEBURG,OR,Proprietary 2 Year,41,"168,198"
4167400,SAGE SCHOOL OF MASSAGE & HEALING ARTS,BEND,OR,Proprietary 2 Year,20,"61,369"
321900,SOUTHERN OREGON UNIVERSITY,ASHLAND,OR,Public 4 Year,"2,168","9,281,377"
322000,SOUTHWESTERN OREGON COMMUNITY CLG,COOS BAY,OR,Public 2 Year,"1,099","3,765,171"
958100,SPRINGFIELD COLLEGE OF BEAUTY,SPRINGFIELD,OR,Proprietary 2 Year,104,"507,075"
322100,TREASURE VALLEY COMMUNITY COLLEGE,ONTARIO,OR,Public 2 Year,"2,423","8,485,570"
322200,UMPQUA COMMUNITY COLLEGE,ROSEBURG,OR,Public 2 Year,"3,110","12,274,230"
322300,UNIVERSITY OF OREGON,EUGENE,OR,Public 4 Year,"5,231","23,101,179"
322400,UNIVERSITY OF PORTLAND,PORTLAND,OR,Private 4 Year,825,"3,507,493"
1230900,UNIVERSITY OF WESTERN STATES,PORTLAND,OR,Private 4 Year,28,"67,658"
3642300,VALLEY MEDICAL COLLEGE,SALEM,OR,Proprietary 2 Year,361,"1,322,203"
322500,WARNER PACIFIC COLLEGE,PORTLAND,OR,Private 4 Year,978,"4,249,268"
320900,WESTERN OREGON UNIVERSITY,MONMOUTH,OR,Public 4 Year,"2,277","9,480,032"
322700,WILLAMETTE UNIVERSITY,SALEM,OR,Private 4 Year,503,"1,898,086"
708700,ABINGTON MEM HOSP SCHL OF NURSING,WILLOW GROVE,PA,Private 2 Year,83,"348,541"
2289700,ACADEMY OF CREATIVE HAIR DESIGN,WILKES BARRE,PA,Proprietary 2 Year,165,"545,867"
2178900,ACADEMY OF HAIR DESIGN,HAZELTON,PA,Proprietary 2 Year,60,"214,759"
2234200,ACADEMY OF MEDICAL ARTS & BUSINESS,HARRISBURG,PA,Proprietary 2 Year,419,"1,791,906"
322900,ALBRIGHT COLLEGE,READING,PA,Private 4 Year,864,"3,167,876"
323000,ALLEGHENY COLLEGE,MEADVILLE,PA,Private 4 Year,579,"2,254,093"
2495500,ALL-STATE CAREER SCHOOL,LESTER,PA,Proprietary 2 Year,"1,121","3,445,695"
3072400,ALL-STATE CAREER SCHOOL,WEST MIFFLIN,PA,Proprietary 2 Year,257,"735,018"
2290400,"ALTOONA BEAUTY SCHOOL, INC",ALTOONA,PA,Proprietary 2 Year,57,"212,894"
323300,ALVERNIA UNIVERSITY,READING,PA,Private 4 Year,874,"3,631,459"
844100,ANTHEM INSTITUTE,SPRINGFIELD,PA,Proprietary 4 Year,"1,094","4,088,901"
743000,ANTONELLI INST OF ART & PHOTOGRAPHY,ERDENHEIM,PA,Proprietary 2 Year,77,"293,466"
3067000,ANTONELLI MEDICAL & PROF INST,POTTSTOWN,PA,Proprietary 2 Year,55,"188,733"
323500,ARCADIA UNIVERSITY,GLENSIDE,PA,Private 4 Year,785,"3,072,195"
972300,ARIA HEALTH SCHOOL OF NURSING,PHILADELPHIA,PA,Private 2 Year,102,"381,886"
835000,ART INSTITUTE OF PHILADELPHIA,PHILADELPHIA,PA,Proprietary 4 Year,"2,528","8,823,230"
747000,"ART INSTITUTE OF PITTSBURGH, THE",PITTSBURGH,PA,Proprietary 4 Year,"19,303","43,471,614"
2557800,ART INSTITUTE OF YORK (THE) - PENNSYLVAN,YORK,PA,Proprietary 4 Year,464,"1,750,923"
1162100,AUTOMOTIVE TRAINING CENTER,EXTON,PA,Proprietary 2 Year,633,"2,649,038"
3110700,AVIATION INSTITUTE OF MAINTENANCE,PHILADELPHIA,PA,Proprietary 2 Year,335,"1,537,356"
267000,BAPTIST BIBLE COLG OF PENNSYLVANIA,CLARKS SUMMIT,PA,Private 4 Year,303,"1,173,572"
4164900,BARONE BEAUTY ACADEMY,WILLIAMSPORT,PA,Proprietary 2 Year,29,"135,546"
1191900,BEAVER FALLS BEAUTY ACADEMY,BEAVER FALLS,PA,Proprietary 2 Year,59,"240,464"
4151700,BELLA CAPELLI ACADEMY,MONROEVILLE,PA,Proprietary 2 Year,49,"211,304"
2253900,BERKS TECHNICAL INSTITUTE,READING,PA,Proprietary 2 Year,"1,219","4,936,781"
3101500,BIDWELL TRAINING CENTER,PITTSBURGH,PA,Private 2 Year,15,"66,125"
331500,BLOOMSBURG UNIVERSITY OF PA,BLOOMSBURG,PA,Public 4 Year,"2,969","12,565,171"
972100,BRADFORD SCHOOL,PITTSBURGH,PA,Proprietary 2 Year,464,"2,307,575"
322800,BRYN ATHYN COLLEGE OF THE NEW CHURCH,BRYN ATHYN,PA,Private 4 Year,55,"189,014"
323700,BRYN MAWR COLLEGE,BRYN MAWR,PA,Private 4 Year,280,"1,154,415"
323800,BUCKNELL UNIVERSITY,LEWISBURG,PA,Private 4 Year,408,"1,608,023"
323900,BUCKS COUNTY COMMUNITY COLLEGE,NEWTOWN,PA,Public 2 Year,"2,513","7,954,022"
2270500,BUCKS COUNTY SCHOOL OF BEAUTY CULT,FEASTERVILLE,PA,Proprietary 2 Year,50,"186,243"
2544300,BUTLER BEAUTY SCHOOL,BUTLER,PA,Proprietary 2 Year,137,"551,748"
324000,BUTLER COUNTY COMMUNITY COLLEGE,BUTLER,PA,Public 2 Year,"2,035","6,833,039"
324100,CABRINI COLLEGE,RADNOR,PA,Private 4 Year,380,"1,526,856"
331600,CALIFORNIA UNIV OF PENNSYLVANIA,CALIFORNIA,PA,Public 4 Year,"3,115","12,100,397"
488900,CAMBRIA-ROWE BUSINESS COLLEGE,JOHNSTOWN,PA,Proprietary 2 Year,336,"1,433,340"
4127500,CAREER DEVELOPMENT & EMPLOYMENT,WILKES BARRE,PA,Proprietary 2 Year,43,"153,540"
3098600,CAREER TECH CTR OF LACKAWANNA CNTY,SCRANTON,PA,Public 2 Year,74,"257,791"
2609500,CAREER TRAINING ACADEMY,NEW KENSINGTON,PA,Proprietary 2 Year,251,"1,025,193"
330300,CARLOW UNIVERSITY,PITTSBURGH,PA,Private 4 Year,788,"2,901,544"
324200,CARNEGIE MELLON UNIVERSITY,PITTSBURGH,PA,Private 4 Year,848,"3,484,662"
324300,CEDAR CREST COLLEGE,ALLENTOWN,PA,Private 4 Year,696,"2,549,159"
533500,CENTRAL PENN INST OF SCI & TECH PNP,PLEASANT GAP,PA,Public 2 Year,123,"580,020"
489000,CENTRAL PENNSYLVANIA COLLEGE,SUMMERDALE,PA,Proprietary 4 Year,"1,072","3,317,678"
2151500,CENTRAL SUSQUEHANNA LPN CENTER,LEWISBURG,PA,Public 2 Year,95,"344,145"
324400,CHATHAM UNIVERSITY,PITTSBURGH,PA,Private 4 Year,321,"1,279,233"
324500,CHESTNUT HILL COLLEGE,PHILADELPHIA,PA,Private 4 Year,775,"3,381,022"
331700,CHEYNEY UNIVERSITY OF PENNSYLVANIA,CHEYNEY,PA,Public 4 Year,"1,149","5,181,058"
2289800,CHI INSTITUTE - FRANKLIN MILLS,PHILADELPHIA,PA,Proprietary 2 Year,"2,478","8,465,323"
778100,CHI INSTITUTE/RETS CAMPUS,BROOMALL,PA,Proprietary 2 Year,837,"2,929,974"
653400,CITIZENS SCHOOL OF NURSING,NEW KENSINGTON,PA,Private 2 Year,103,"383,587"
2550000,CLARION CO AREA VOC-TECH PRAC NRSG,SHIPPENVILLE,PA,Public 2 Year,35,"214,320"
331800,CLARION UNIVERSITY OF PENNSYLVANIA,CLARION,PA,Public 4 Year,"2,534","9,440,548"
2169600,CLEARFIELD CTY CAREER AND TECH CNTR,CLEARFIELD,PA,Public 2 Year,77,"304,243"
323100,COMM CLG OF ALLEGHENY-ALLEGHENY CMP,PITTSBURGH,PA,Public 2 Year,"10,134","33,749,076"
2536600,COMMONWEALTH TECH INSTIT @ HIRAM G,JOHNSTOWN,PA,Public 2 Year,178,"879,821"
680700,COMMUNITY COLLEGE OF BEAVER COUNTY,MONACA,PA,Public 2 Year,"1,437","5,038,607"
324900,COMMUNITY COLLEGE OF PHILADELPHIA,PHILADELPHIA,PA,Public 2 Year,"14,365","47,001,024"
653700,CONEMAUGH VLY MEM HOSP SCH NRSNG,JOHNSTOWN,PA,Private 2 Year,66,"274,378"
2289600,CONSOLIDATED SCHOOL OF BUSINESS,YORK,PA,Proprietary 2 Year,174,"742,895"
3029900,CONSOLIDATED SCHOOL OF BUSINESS,LANCASTER,PA,Proprietary 2 Year,161,"714,856"
1005500,CRAWFORD CNTY AREA VO-TECH PRAC NUR,MEADVILLE,PA,Public 2 Year,18,"122,946"
752900,CTR ART TCH BRDYWN CMPS PRC NRS PRG,COATESVILLE,PA,Public 2 Year,117,"465,727"
325100,CURTIS INSTITUTE OF MUSIC,PHILADELPHIA,PA,Private 4 Year,18,"78,676"
3072600,DCI CAREER INSTITUTE,MONACA,PA,Proprietary 2 Year,190,"763,765"
918600,DEAN INSTITUTE OF TECHNOLOGY,PITTSBURGH,PA,Proprietary 2 Year,144,"518,466"
711000,DELAWARE COUNTY COMMUNITY COLLEGE,MEDIA,PA,Public 2 Year,"4,786","15,742,731"
3128400,DELAWARE COUNTY TECHNICAL SCHOOL,BROOMALL,PA,Public 2 Year,90,"455,580"
325200,DELAWARE VALLEY COLLEGE,DOYLESTOWN,PA,Private 4 Year,561,"2,063,724"
2492500,DELAWARE VLY ACAD MED DNTL ASSTS,PHILADELPHIA,PA,Proprietary 2 Year,83,"300,923"
398600,DESALES UNIVERSITY,CENTER VALLEY,PA,Private 4 Year,590,"2,210,578"
325300,DICKINSON COLLEGE,CARLISLE,PA,Private 4 Year,296,"1,200,790"
2068300,DOUGLAS SCHOOL OF BUSINESS,MONESSEN,PA,Proprietary 2 Year,280,"1,386,791"
3031600,DPT BUSINESS SCHOOL,PHILADELPHIA,PA,Proprietary 2 Year,882,"3,422,329"
325600,DREXEL UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,"3,164","11,407,245"
489300,DU BOIS BUSINESS COLLEGE,DU BOIS,PA,Proprietary 2 Year,333,"1,273,045"
325800,DUQUESNE UNIVERSITY,PITTSBURGH,PA,Private 4 Year,"1,353","5,135,824"
332000,EAST STROUDSBURG UNIVERSITY,EAST STROUDSBURG,PA,Public 4 Year,"1,931","7,813,545"
2492600,EASTERN CTR ARTS AND TECH PR NSG,WILLOW GROVE,PA,Public 2 Year,77,"336,845"
325900,EASTERN UNIVERSITY,ST DAVIDS,PA,Private 4 Year,"1,098","4,295,623"
332100,EDINBORO UNIVERSITY OF PENNSYLVANIA,EDINBORO,PA,Public 4 Year,"3,312","13,203,391"
4024300,EDUCATION AND TECHNOLOGY INSTITUTE,GREENSBURG,PA,Private 2 Year,8,"17,238"
326200,ELIZABETHTOWN COLLEGE,ELIZABETHTOWN,PA,Private 4 Year,557,"1,963,040"
966400,EMPIRE BEAUTY SCHOOL,WHITEHALL,PA,Proprietary 2 Year,395,"1,433,902"
966500,EMPIRE BEAUTY SCHOOL,HARRISBURG,PA,Proprietary 2 Year,206,"732,855"
966600,EMPIRE BEAUTY SCHOOL,READING,PA,Proprietary 2 Year,339,"1,254,759"
1054100,EMPIRE BEAUTY SCHOOL,MONROEVILLE,PA,Proprietary 2 Year,321,"1,265,681"
1054200,EMPIRE BEAUTY SCHOOL,WILKES-BARRE,PA,Proprietary 2 Year,366,"1,439,761"
1054300,EMPIRE BEAUTY SCHOOL,WILLIAMSPORT,PA,Proprietary 2 Year,269,"982,172"
1097000,EMPIRE BEAUTY SCHOOL,LEBANON,PA,Proprietary 2 Year,59,"261,914"
1102000,EMPIRE BEAUTY SCHOOL,LANCASTER,PA,Proprietary 2 Year,385,"1,443,845"
1102100,EMPIRE BEAUTY SCHOOL,YORK,PA,Proprietary 2 Year,429,"1,607,130"
1163800,EMPIRE BEAUTY SCHOOL,SHAMOKIN DAM,PA,Proprietary 2 Year,87,"334,668"
1260500,EMPIRE BEAUTY SCHOOL,HANOVER,PA,Proprietary 2 Year,292,"1,243,621"
1260600,EMPIRE BEAUTY SCHOOL,POTTSVILLE,PA,Proprietary 2 Year,517,"2,238,328"
1260700,EMPIRE BEAUTY SCHOOL,STATE COLLEGE,PA,Proprietary 2 Year,41,"194,012"
2149000,EMPIRE BEAUTY SCHOOL,WEST CHESTER,PA,Proprietary 2 Year,302,"1,253,725"
2288800,EMPIRE BEAUTY SCHOOL,WARMINSTER,PA,Proprietary 2 Year,233,"1,047,363"
489400,ERIE BUSINESS CENTER,ERIE,PA,Proprietary 2 Year,350,"1,476,189"
489401,ERIE BUSINESS CENTER - NEW CASTLE CAMPUS,NEW CASTLE,PA,Proprietary 2 Year,90,"389,251"
2203900,ERIE INSTITUTE OF TECHNOLOGY,ERIE,PA,Proprietary 2 Year,292,"1,051,795"
709100,EVEREST INSTITUTE,PITTSBURGH,PA,Proprietary 2 Year,988,"3,458,456"
533000,FAYETTE CNTY AREA VOC TECH PRC NRSG,UNIONTOWN,PA,Public 2 Year,59,"254,846"
3101400,FORBES ROAD CAREER & TECHNOLOGY CTR,MONROEVILLE,PA,Public 2 Year,3,"12,750"
3011500,FORTIS INSTITUTE,FORTY FORT,PA,Proprietary 2 Year,413,"1,646,447"
3011600,FORTIS INSTITUTE,SCRANTON,PA,Proprietary 2 Year,418,"1,544,573"
326500,FRANKLIN & MARSHALL COLLEGE,LANCASTER,PA,Private 4 Year,266,"1,046,885"
791600,FRANKLIN CNTY CAREER & TECH CTR-PNP,CHAMBERSBURG,PA,Public 2 Year,31,"143,527"
326600,GANNON UNIVERSITY,ERIE,PA,Private 4 Year,"1,080","4,367,080"
326700,GENEVA COLLEGE,BEAVER FALLS,PA,Private 4 Year,890,"3,265,290"
326800,GETTYSBURG COLLEGE,GETTYSBURG,PA,Private 4 Year,345,"1,298,369"
1301500,GORDON PHILLIPS SCH BEAUTY CULTURE,PHILADELPHIA,PA,Proprietary 2 Year,911,"3,440,814"
978300,GORDON PHILLIPS SCH OF BEAUTY CULT,PHILADELPHIA,PA,Proprietary 2 Year,676,"2,620,453"
405800,GRATZ COLLEGE,MELROSE PARK,PA,Private 4 Year,5,"17,951"
2112200,GREAT LAKES INSTITUTE OF TECHNOLOGY,ERIE,PA,Proprietary 2 Year,603,"2,464,853"
1086000,GREATER ALTOONA CAREER/TECH CENTER,ALTOONA,PA,Public 2 Year,130,"675,628"
1000600,GREATER JOHNSTOWN AREA VOC TECH SCH,JOHNSTOWN,PA,Public 2 Year,220,"979,743"
1096300,GREENE COUNTY VOC-TECH SCHOOL,WAYNESBURG,PA,Public 2 Year,24,"149,275"
327000,GWYNEDD-MERCY COLLEGE,GWYNEDD VALLEY,PA,Private 4 Year,824,"2,983,132"
2276600,HANOVER PUBLIC SCH DIST PRAC NURSG,HANOVER,PA,Public 2 Year,17,"70,542"
327200,HARCUM COLLEGE,BRYN MAWR,PA,Private 2 Year,814,"3,184,125"
327300,HARRISBURG AREA COMMUNITY COLLEGE,HARRISBURG,PA,Public 2 Year,"10,680","32,287,950"
3948300,HARRISBURG UNIVERSITY OF SCIENCE AND TEC,HARRISBURG,PA,Private 4 Year,119,"532,876"
327400,HAVERFORD COLLEGE,HAVERFORD,PA,Private 4 Year,196,"818,656"
2554500,HAZLETON AREA CAREER CENTER PRACTICAL NU,HAZLETON,PA,Public 2 Year,40,"102,023"
327500,HOLY FAMILY UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,749,"2,883,598"
3535300,HUNTINGDON COUNTY CAREER AND TECHNO,MILL CREEK,PA,Public 2 Year,18,"68,894"
746900,"HUSSIAN SCHOOL OF ART, INC.",PHILADELPHIA,PA,Proprietary 2 Year,76,"333,945"
327600,IMMACULATA UNIVERSITY,IMMACULATA,PA,Private 4 Year,655,"1,965,267"
2350200,INDIANA COUNTY TECH CTR SCH PR NSG,INDIANA,PA,Public 2 Year,58,"258,061"
327700,INDIANA UNIVERSITY OF PENNSYLVANIA,INDIANA,PA,Public 4 Year,"5,408","22,213,429"
4155100,INSTITUTE OF MEDICAL CAREERS,PITTSBURGH,PA,Proprietary 2 Year,4,"11,120"
4138300,INTERNATIONAL BEAUTY ACADEMY,PHILADELPHIA,PA,Proprietary 2 Year,52,"159,473"
820000,JAMESON MEMORIAL HOSP SCH NURSING,NEW CASTLE,PA,Private 2 Year,46,"190,500"
