OPEID,NAME,CITY,STATE,Type & Control,Recipients,Awards
2098800,UNIVERSITY OF PHOENIX,PHOENIX,AZ,Proprietary 4 Year,"279,994","1,208,452,160"
2171500,WESTERN INTERNATIONAL UNIVERSITY,PHOENIX,AZ,Proprietary 4 Year,"1,306","4,446,901"
107900,YAVAPAI COLLEGE,PRESCOTT,AZ,Public 2 Year,"2,977","9,565,459"
4189800,ACADEMY FOR SALON PROFESSIONALS,CANOGA PARK,CA,Proprietary 2 Year,14,"55,424"
4185700,ACADEMY FOR SALON PROFESSIONALS (THE),SANTA CLARA,CA,Proprietary 2 Year,26,"84,974"
753100,ACADEMY OF ART UNIVERSITY,SAN FRANCISCO,CA,Proprietary 4 Year,"6,243","19,086,550"
4109300,ACADEMY OF BARBERING ARTS (THE),NORTHRIDGE,CA,Proprietary 2 Year,226,"907,072"
4132400,ACADEMY OF ESTHETICS AND COSMETOLOGY,SYLMAR,CA,Proprietary 2 Year,48,"211,010"
2342400,ACADEMY OF RADIO BROADCASTING,HUNTINGTON BEACH,CA,Proprietary 2 Year,131,"499,264"
3327400,ACUPUNCTURE AND INTEGRATIVE MEDICINE COL,BERKELEY,CA,Private 4 Year,6,"33,300"
2520400,ADRIAN'S BEAUTY COLLEGE OF TURLOCK,TURLOCK,CA,Proprietary 2 Year,178,"722,767"
3736300,ADVANCE BEAUTY COLLEGE,GARDEN GROVE,CA,Proprietary 2 Year,484,"1,894,558"
3786300,ADVANCED COLLEGE,SOUTH GATE,CA,Proprietary 2 Year,400,"1,761,666"
3532400,ADVANCED TRAINING ASSOCIATES,EL CAJON,CA,Proprietary 2 Year,60,"236,906"
2258600,ALAMEDA BEAUTY COLLEGE,ALAMEDA,CA,Proprietary 2 Year,183,"847,702"
2282300,ALHAMBRA BEAUTY COLLEGE,ALHAMBRA,CA,Proprietary 2 Year,255,"1,065,920"
111100,ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,Public 2 Year,"2,529","8,494,243"
1111700,ALLIANT INTERNATIONAL UNIVERSITY,SAN DIEGO,CA,Private 4 Year,79,"347,047"
3969600,AMERICAN AUTO INSTITUTE,CERRITOS,CA,Proprietary 2 Year,"1,074","3,554,190"
1307400,AMERICAN BEAUTY COLLEGE,WEST COVINA,CA,Proprietary 2 Year,46,"183,849"
2241800,AMERICAN CAREER COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,"4,626","18,966,980"
3971300,AMERICAN CAREER COLLEGE,ONTARIO,CA,Proprietary 2 Year,"1,927","8,045,392"
3144400,AMERICAN CLG OF HEALTH PROFESSIONS,RIVERSIDE,CA,Proprietary 2 Year,590,"2,488,489"
2099200,AMERICAN CONSERVATORY THEATER,SAN FRANCISCO,CA,Private 4 Year,1,"5,550"
3962300,AMERICAN INSTITUTE OF MASSAGE THERAPY,SANTA ANA,CA,Proprietary 2 Year,11,"40,559"
274100,AMERICAN JEWISH UNIVERSITY,BEL AIR,CA,Private 4 Year,40,"169,351"
4159700,AMERICAN MEDICAL SCIENCES CENTER,GLENDALE,CA,Proprietary 2 Year,70,"378,831"
123200,AMERICAN RIVER COLLEGE,SACRAMENTO,CA,Public 2 Year,"11,975","39,933,750"
3225300,AMERICAN UNIVERSITY OF HEALTH SCIENCES,SIGNAL HILL,CA,Proprietary 4 Year,85,"412,327"
4160400,ANGELES COLLEGE OF NURSING,LOS ANGELES,CA,Proprietary 2 Year,106,"486,838"
4164400,ANGELES INSTITUTE,LAKEWOOD,CA,Proprietary 2 Year,111,"551,951"
111300,ANTELOPE VALLEY COLLEGE,LANCASTER,CA,Public 2 Year,"8,006","25,444,426"
3427500,ANTELOPE VALLEY MEDICAL COLLEGE,LANCASTER,CA,Proprietary 4 Year,"1,022","4,416,279"
111600,ART CENTER COLLEGE OF DESIGN,PASADENA,CA,Private 4 Year,818,"4,093,549"
723600,ART INST OF CALIFORNIA-LOS ANGELES,LOS ANGELES,CA,Proprietary 4 Year,"5,569","21,489,689"
2327600,ART INSTITUTE OF CALIFORNIA - SAN DIEGO,SAN DIEGO,CA,Proprietary 4 Year,"3,554","14,589,983"
3125400,ART INSTITUTE OF CALIFORNIA-HOLLYWOOD (T,NORTH HOLLYWOOD,CA,Proprietary 4 Year,"2,103","8,584,985"
2595600,ASIAN AMERICAN INTERNATIONAL BTY CG,WESTMINSTER CITY,CA,Proprietary 2 Year,129,"704,603"
902200,ASSOCIATED TECHNICAL COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,"1,006","4,116,449"
2553500,ASSOCIATED TECHNICAL COLLEGE,SAN DIEGO,CA,Proprietary 2 Year,273,"996,837"
3740400,ATI COLLEGE,NORWALK,CA,Proprietary 2 Year,245,"1,392,886"
3598300,AVALON BEAUTY COLLEGE,SANTA BARBARA,CA,Proprietary 2 Year,100,"432,190"
2519800,AVANCE BEAUTY COLLEGE,SAN DIEGO,CA,Proprietary 2 Year,92,"384,732"
111700,AZUSA PACIFIC UNIVERSITY,AZUSA,CA,Private 4 Year,"1,963","7,757,120"
111800,BAKERSFIELD COLLEGE,BAKERSFIELD,CA,Public 2 Year,"9,965","31,363,740"
3067400,BALDWIN PARK ADULT SCHOOL,BALDWIN PARK,CA,Public 2 Year,382,"1,243,834"
111900,BARSTOW COMMUNITY COLLEGE,BARSTOW,CA,Public 2 Year,"2,997","9,067,668"
705000,BAY VISTA COLLEGE OF BEAUTY,NATIONAL CITY,CA,Proprietary 2 Year,225,"989,986"
3999300,BEAUMONT ADULT SCHOOL,BEAUMONT,CA,Public 2 Year,93,"510,772"
2343400,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AN",POWAY,CA,Proprietary 2 Year,365,"1,583,724"
2242700,BERKELEY CITY COLLEGE,BERKELEY,CA,Public 2 Year,"1,168","4,126,365"
112100,BETHANY UNIVERSITY /  ASSEMBLIES OF GOD,SCOTTS VALLEY,CA,Private 4 Year,196,"739,287"
3266300,BETHESDA UNIVERSITY OF CALIFORNIA,ANAHEIM,CA,Private 4 Year,41,"173,711"
4148200,BEYOND 21ST CENTURY BEAUTY ACADEMY,SANTA FE SPRINGS,CA,Proprietary 2 Year,60,"281,299"
4133000,BIOHEALTH COLLEGE,SAN JOSE,CA,Proprietary 2 Year,180,"714,395"
112200,BIOLA UNIVERSITY,LA MIRADA,CA,Private 4 Year,"1,442","5,548,745"
4137200,BORNER'S BARBER COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,20,"93,028"
4161800,BRANDMAN UNIVERSITY,IRVINE,CA,Private 4 Year,"1,917","7,700,307"
2180600,BRIDGES  ACADEMY OF BEAUTY,BARSTOW,CA,Proprietary 2 Year,13,"42,078"
112300,BROOKS INSTITUTE,SANTA BARBARA,CA,Proprietary 4 Year,439,"2,303,257"
2543400,BROWNSON TECHNICAL SCHOOL,ANAHEIM,CA,Proprietary 2 Year,190,"697,138"
716400,BRYAN COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,980,"4,901,226"
807300,BUTTE COMMUNITY COLLEGE,OROVILLE,CA,Public 2 Year,"7,450","26,501,936"
3698400,CA COLLEGE OF VOCATIONAL CAREER,BAKERSFIELD,CA,Proprietary 2 Year,130,"697,119"
112400,CABRILLO COLLEGE,APTOS,CA,Public 2 Year,"3,806","12,484,579"
114300,CAL POLY STATE UNIVERSITY,SAN LUIS OBISPO,CA,Public 4 Year,"3,594","14,318,768"
114400,CALIF STATE POLYTECHNIC UNIV POMONA,POMONA,CA,Public 4 Year,"8,717","35,502,366"
114600,CALIF STATE UNIV - CHICO,CHICO,CA,Public 4 Year,"5,828","24,987,024"
114700,CALIF STATE UNIV - FRESNO,FRESNO,CA,Public 4 Year,"10,350","44,655,501"
799300,CALIF STATE UNIV BAKERSFIELD,BAKERSFIELD,CA,Public 4 Year,"4,500","18,964,315"
114200,CALIF STATE UNIV SAN BERNARDINO,SAN BERNARDINO,CA,Public 4 Year,"8,935","38,848,012"
114100,"CALIF STATE UNIV, DOMINGUEZ HILLS",CARSON,CA,Public 4 Year,"6,845","29,084,449"
3011300,"CALIF STATE UNIV, SAN MARCOS",SAN MARCOS,CA,Public 4 Year,"3,733","14,244,207"
113700,CALIF STATE UNIV-FULLERTON,FULLERTON,CA,Public 4 Year,"12,286","50,454,140"
113900,CALIF STATE UNIV-LONG BEACH,LONG BEACH,CA,Public 4 Year,"13,368","56,076,385"
114000,CALIF STATE UNIV-LOS ANGELES,LOS ANGELES,CA,Public 4 Year,"10,963","45,834,766"
115300,CALIF STATE UNIV-NORTHRIDGE,NORTHRIDGE,CA,Public 4 Year,"14,775","62,967,896"
115000,CALIF STATE UNIV-SACRAMENTO,SACRAMENTO,CA,Public 4 Year,"12,419","51,093,422"
115700,CALIF STATE UNIV-STANISLAUS,TURLOCK,CA,Public 4 Year,"4,463","17,971,235"
4152800,CALIFORNIA ACADEMY (THE) - A PAUL MITCHE,SACRAMENTO,CA,Proprietary 2 Year,293,"1,230,309"
112500,CALIFORNIA BAPTIST UNIVERSITY,RIVERSIDE,CA,Private 4 Year,"1,914","7,923,941"
2065700,CALIFORNIA BEAUTY COLLEGE,MODESTO,CA,Proprietary 2 Year,85,"385,688"
3974500,CALIFORNIA CAREER COLLEGE,CANOGA PARK,CA,Proprietary 2 Year,75,"312,732"
2520200,CALIFORNIA CAREER SCHOOLS,ANAHEIM,CA,Proprietary 2 Year,10,"28,853"
884400,CALIFORNIA CHRISTIAN COLLEGE,FRESNO,CA,Private 4 Year,16,"58,349"
112700,CALIFORNIA COLLEGE OF THE ARTS,SAN FRANCISCO,CA,Private 4 Year,577,"2,325,644"
2110800,CALIFORNIA COLLEGE SAN DIEGO,SAN DIEGO,CA,Proprietary 4 Year,"1,468","8,366,825"
2220200,CALIFORNIA CULINARY ACADEMY,SAN FRANCISCO,CA,Proprietary 2 Year,533,"2,401,473"
1186500,CALIFORNIA HAIR DESIGN ACADEMY,SAN DIEGO,CA,Proprietary 2 Year,231,"1,089,250"
3681300,CALIFORNIA HEALING ARTS COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,98,"373,060"
1215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,SAN FRANCISCO,CA,Private 4 Year,54,"270,407"
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,Private 4 Year,108,"395,534"
113200,CALIFORNIA INSTITUTE OF THE ARTS,VALENCIA,CA,Private 4 Year,329,"1,451,685"
113300,CALIFORNIA LUTHERAN UNIVERSITY,THOUSAND OAKS,CA,Private 4 Year,754,"2,903,676"
113400,CALIFORNIA MARITIME ACADEMY,VALLEJO,CA,Public 4 Year,304,"1,333,262"
3935300,CALIFORNIA NURSES EDUCATIONAL INSTITUTE,CATHEDRAL CITY,CA,Proprietary 2 Year,114,"496,574"
3260300,CALIFORNIA STATE U-MONTEREY BAY,SEASIDE,CA,Public 4 Year,"2,269","9,367,834"
3980300,CALIFORNIA STATE UNIVERSITY CHANNEL ISLA,CAMARILLO,CA,Public 4 Year,"1,470","5,794,716"
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",HAYWARD,CA,Public 4 Year,"4,651","20,594,191"
3874300,CAMBRIDGE JUNIOR COLLEGE,YUBA CITY,CA,Proprietary 2 Year,330,"1,477,128"
697300,CANADA COLLEGE,REDWOOD CITY,CA,Public 2 Year,"1,178","3,864,971"
4138700,CAO INSTITUTE OF AESTHETICS (THE),ALHAMBRA,CA,Proprietary 2 Year,136,"565,221"
3019900,CAPSTONE COLLEGE,VAN NUYS,CA,Proprietary 2 Year,80,"243,699"
2125000,CAREER ACADEMY OF BEAUTY,WEST GARDEN GROVE,CA,Proprietary 2 Year,160,"634,111"
3797400,CAREER CARE INSTITUTE,LANCASTER,CA,Proprietary 2 Year,794,"2,795,123"
4119200,CAREER COLLEGE CONSULTANTS,LOS ANGELES,CA,Proprietary 2 Year,140,"610,100"
4056300,CAREER COLLEGE OF CALIFORNIA,SANTA ANA,CA,Proprietary 2 Year,149,"617,341"
4134500,CAREER COLLEGE OF SAN DIEGO,SAN DIEGO,CA,Proprietary 2 Year,182,"673,068"
3427400,CAREER COLLEGES OF AMERICA,SOUTH GATE,CA,Proprietary 2 Year,"1,983","8,565,823"
4144200,CAREER DEVELOPMENT INSTITUTE,LOS ANGELES,CA,Proprietary 2 Year,15,"71,727"
3242300,CAREER NETWORK INSTITUTE,ORANGE,CA,Proprietary 2 Year,608,"2,458,360"
974800,CARRINGTON COLLEGE CALIFORNIA,SACRAMENTO,CA,Proprietary 2 Year,"6,659","26,961,796"
673100,CASA LOMA COLLEGE,VAN NUYS,CA,Private 2 Year,748,"3,800,487"
2332800,CENTER FOR EMPLOYMENT TRAINING,SAN JOSE,CA,Private 2 Year,"3,379","12,617,310"
3097700,CENTRAL CALIF SCH CONTINUING EDUC,SAN LUIS OBISPO,CA,Proprietary 2 Year,170,"747,110"
2602300,CENTRAL COAST COLLEGE,SALINAS,CA,Proprietary 2 Year,281,"895,913"
4150000,CENTRAL NURSING COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,125,"589,414"
116100,CERRITOS COLLEGE,NORWALK,CA,Public 2 Year,"10,956","35,406,958"
1011100,CERRO-COSO COMMUNITY COLLEGE,RIDGECREST,CA,Public 2 Year,"1,117","3,594,168"
116200,CHABOT COLLEGE,HAYWARD,CA,Public 2 Year,"4,474","14,292,580"
116300,CHAFFEY COLLEGE,RANCHO CUCAMONGA,CA,Public 2 Year,"8,442","27,372,548"
4126400,CHAMPION INSTITUTE OF COSMETOLOGY,PALM SPRINGS,CA,Proprietary 2 Year,36,"149,151"
116400,CHAPMAN UNIVERSITY,ORANGE,CA,Private 4 Year,"1,094","4,572,818"
1036500,CHARLES R DREW UNIV OF MED & SCI,LOS ANGELES,CA,Private 4 Year,82,"381,704"
4180000,CINTA AVEDA INSTITUTE,SAN FRANCISCO,CA,Proprietary 2 Year,103,"407,239"
3852500,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,FULLERTON,CA,Proprietary 2 Year,743,"3,143,899"
116600,CITRUS COLLEGE,GLENDORA,CA,Public 2 Year,"5,044","16,096,389"
450200,CITY COLLEGE OF SAN FRANCISCO,SAN FRANCISCO,CA,Public 2 Year,"9,953","35,673,012"
117000,CLAREMONT MCKENNA COLLEGE,CLAREMONT,CA,Private 4 Year,177,"728,426"
3278300,CLARITA CAREER COLLEGE,CANYON COUNTRY,CA,Proprietary 2 Year,"2,296","7,879,327"
2147400,CLEVELAND CHIROPRACTIC COLLEGE,LOS ANGELES,CA,Private 4 Year,45,"203,816"
2309500,CLOVIS ADULT EDUC,CLOVIS,CA,Public 2 Year,217,"681,142"
4115300,COACHELLA VALLEY BEAUTY COLLEGE,LA QUINTA,CA,Proprietary 2 Year,107,"517,967"
4126500,COAST CAREER INSTITUTE,LOS ANGELES,CA,Proprietary 2 Year,894,"3,538,412"
4092300,COASTLINE BEAUTY COLLEGE,FOUNTAIN VALLEY,CA,Proprietary 2 Year,218,"930,642"
2063500,COASTLINE COMMUNITY COLLEGE,FOUNTAIN VALLEY,CA,Public 2 Year,"1,979","6,511,233"
3577300,COBA ACADEMY,ORANGE,CA,Proprietary 2 Year,69,"306,043"
117700,COGSWELL POLYTECHNICAL COLLEGE,SUNNYVALE,CA,Proprietary 4 Year,100,"400,924"
729600,COLEMAN COLLEGE,SAN DIEGO,CA,Private 4 Year,510,"2,679,578"
2220000,COLLEEN O'HARA BEAUTY ACADEMY,SANTA ANA,CA,Proprietary 2 Year,271,"1,061,379"
672000,COLLEGE OF ALAMEDA,ALAMEDA,CA,Public 2 Year,"1,494","5,215,972"
117800,COLLEGE OF MARIN,KENTFIELD,CA,Public 2 Year,"1,997","6,657,407"
118100,COLLEGE OF SAN MATEO,SAN MATEO,CA,Public 2 Year,"1,672","5,826,634"
890300,COLLEGE OF THE CANYONS,SANTA CLARITA,CA,Public 2 Year,"3,486","11,415,884"
118200,COLLEGE OF THE DESERT,PALM DESERT,CA,Public 2 Year,"3,909","12,723,742"
118500,COLLEGE OF THE REDWOODS,EUREKA,CA,Public 2 Year,"3,330","11,133,447"
118600,COLLEGE OF THE SEQUOIAS,VISALIA,CA,Public 2 Year,"6,436","20,447,296"
118700,COLLEGE OF THE SISKIYOUS,WEED,CA,Public 2 Year,"1,311","4,675,398"
770700,COLUMBIA COLLEGE,SONORA,CA,Public 2 Year,883,"2,983,020"
2110200,COLUMBIA COLLEGE,TARZANA,CA,Private 4 Year,165,"699,796"
3874400,COMMMUNITY CHRISTIAN COLLEGE,REDLANDS,CA,Private 2 Year,112,"405,277"
3250300,COMMUNITY BASED EDUCATION AND DEVEL,LOS ANGELES,CA,Private 2 Year,248,"1,092,601"
3695300,COMMUNITY ENHANCEMENT SERVICES,BURBANK,CA,Private 2 Year,160,"662,182"
119701,COMPTON COMMUNITY COLLEGE,COMPTON,CA,Public 2 Year,"2,716","9,038,443"
3759300,COMPUTER TUTOR BUSINESS & TECH INST,MODESTO,CA,Proprietary 2 Year,132,"512,143"
760700,CONCORDE CAREER INSTITUTE,NORTH HOLLYWOOD,CA,Proprietary 2 Year,835,"3,438,575"
793000,CONCORDE CAREER INSTITUTE,SAN DIEGO,CA,Proprietary 2 Year,866,"3,290,875"
807100,CONCORDE CAREER INSTITUTE,GARDEN GROVE,CA,Proprietary 2 Year,908,"3,460,427"
853700,CONCORDE CAREER INSTITUTE,SAN BERNARDINO,CA,Proprietary 2 Year,"1,136","4,786,879"
2070500,CONCORDIA UNIVERSITY,IRVINE,CA,Private 4 Year,485,"1,860,250"
119000,CONTRA COSTA COLLEGE,SAN PABLO,CA,Public 2 Year,"2,821","10,394,576"
3542400,COPPER MOUNTAIN COLLEGE,JOSHUA TREE,CA,Public 2 Year,"1,246","4,013,155"
4163400,COSMO BEAUTY ACADEMY,WEST SACRAMENTO,CA,Proprietary 2 Year,73,"306,591"
753600,COSUMNES RIVER COLLEGE,SACRAMENTO,CA,Public 2 Year,"4,546","15,545,491"
927200,CRAFTON HILLS COLLEGE,YUCAIPA,CA,Public 2 Year,"1,564","5,041,977"
4003300,CSI CAREER COLLEGE,VACAVILLE,CA,Proprietary 2 Year,282,"1,102,481"
119200,CUESTA COLLEGE,SAN LUIS OBISPO,CA,Public 2 Year,"2,026","6,879,004"
2111300,CUYAMACA COLLEGE,EL CAJON,CA,Public 2 Year,"3,126","10,679,701"
119300,CYPRESS COLLEGE,CYPRESS,CA,Public 2 Year,"4,838","16,567,687"
448000,DE ANZA COLLEGE,CUPERTINO,CA,Public 2 Year,"3,909","14,276,438"
3025600,DELL'ARTE SCH OF PHYSICAL THEATRE,BLUE LAKE,CA,Private 4 Year,4,"22,200"
2298000,DESIGN INSTITUTE OF SAN DIEGO,SAN DIEGO,CA,Proprietary 4 Year,130,"587,551"
3646300,DESIGN'S SCHOOL OF COSMETOLOGY,PASO ROBLES,CA,Proprietary 2 Year,137,"584,937"
119100,DIABLO VALLEY COLLEGE,PLEASANT HILL,CA,Public 2 Year,"2,684","9,050,270"
4156100,DIOR SCHOOL OF COSMETOLOGY,MODESTO,CA,Proprietary 2 Year,59,"211,648"
2553600,DIVERSIFIED LANGUAGE INSTITUTE,LOS ANGELES,CA,Proprietary 2 Year,"1,059","4,001,246"
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,SAN RAFAEL,CA,Private 4 Year,577,"2,220,283"
3109500,DONGGUK  UNIVERSITY LOS ANGELES,LOS ANGELES,CA,Private 4 Year,10,"29,558"
563800,DOWNEY ADULT SCHOOL,DOWNEY,CA,Public 2 Year,190,"655,686"
2226000,EAST LOS ANGELES COLLEGE,MONTEREY PARK,CA,Public 2 Year,"10,696","40,178,073"
3116600,EAST SAN GABRIEL VLY REG OCCUP PROG,WEST COVINA,CA,Public 2 Year,718,"2,048,125"
119700,EL CAMINO COLLEGE,TORRANCE,CA,Public 2 Year,"6,089","20,219,950"
2091200,ELEGANCE INTERNATIONAL,HOLLYWOOD,CA,Proprietary 2 Year,106,"320,613"
4175400,ELITE COSMETOLOGY SCHOOL,YUCCA VALLEY,CA,Proprietary 2 Year,58,"241,855"
3094400,ELITE PROGRESSIVE SCHOOL OF COSM,SACRAMENTO,CA,Proprietary 2 Year,699,"2,969,733"
903200,EMPIRE COLLEGE,SANTA ROSA,CA,Proprietary 2 Year,490,"2,144,969"
3413400,ENGLISH CENTER  (THE),OAKLAND,CA,Private 2 Year,223,"907,911"
2167800,ESTES INSTITUTE OF COSMETOLOGY,VISALIA,CA,Proprietary 2 Year,97,"511,424"
4167000,ESTHETIQUES COSMETOLOGY INSTITUTE,TEMECULA,CA,Proprietary 2 Year,224,"1,145,388"
1110700,EVEREST  COLLEGE,ANAHEIM,CA,Proprietary 2 Year,886,"3,141,651"
449400,EVEREST COLLEGE,SAN BERNARDINO,CA,Proprietary 2 Year,"1,022","3,819,551"
760600,EVEREST COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,431,"1,567,029"
809000,EVEREST COLLEGE,ALHAMBRA,CA,Proprietary 2 Year,"1,589","5,237,973"
1102400,EVEREST COLLEGE,SAN FRANCISCO,CA,Proprietary 2 Year,"1,936","6,648,838"
1110900,EVEREST COLLEGE,RESEDA,CA,Proprietary 2 Year,"1,790","6,472,159"
1112100,EVEREST COLLEGE,HAYWARD,CA,Proprietary 2 Year,394,"1,349,041"
1112300,EVEREST COLLEGE,GARDENA,CA,Proprietary 2 Year,"1,860","6,601,701"
1206100,EVEREST COLLEGE,SAN JOSE,CA,Proprietary 2 Year,497,"1,653,789"
3072300,EVEREST COLLEGE,ONTARIO,CA,Proprietary 2 Year,"2,908","10,328,131"
3195400,EVEREST COLLEGE,TORRANCE,CA,Proprietary 2 Year,319,"1,165,953"
1245200,EVERGREEN VALLEY COLLEGE,SAN JOSE,CA,Public 2 Year,"3,563","13,025,060"
3973300,EX'PRESSION COLLEGE FOR DIGTAL ARTS,EMERYVILLE,CA,Proprietary 4 Year,541,"2,938,191"
2234300,FASHION CAREERS OF CALIFORNIA,SAN DIEGO,CA,Proprietary 2 Year,75,"274,232"
859700,FEATHER RIVER COLLEGE,QUINCY,CA,Public 2 Year,668,"2,529,270"
725300,FEDERICO BEAUTY INSTITUTE,SACRAMENTO,CA,Proprietary 2 Year,242,"883,598"
1111200,FIDM-FASHION INSTITUTE OF DESIGN,LOS ANGELES,CA,Proprietary 4 Year,"2,253","8,890,551"
3131300,FIVE BRANCHES UNIVERSITY,SANTA CRUZ,CA,Private 4 Year,7,"23,537"
3871300,FOLSOM LAKE COLLEGE,FOLSOM,CA,Public 2 Year,"1,903","6,164,435"
119900,FOOTHILL COLLEGE,LOS ALTOS HILLS,CA,Public 2 Year,"1,615","5,568,178"
3162300,FOUR-D SUCCESS ACADEMY,COLTON,CA,Proprietary 2 Year,983,"4,463,707"
4154400,FRANKLIN CAREER COLLEGE,ONTARIO,CA,Proprietary 2 Year,188,"661,404"
2230900,FREDRICK & CHARLES BEAUTY COLLEGE,EUREKA,CA,Proprietary 2 Year,86,"497,061"
3039900,FREMONT COLLEGE,CERRITOS,CA,Proprietary 4 Year,439,"2,215,123"
130700,FRESNO CITY COLLEGE,FRESNO,CA,Public 2 Year,"10,945","37,487,277"
125300,FRESNO PACIFIC UNIVERSITY,FRESNO,CA,Private 4 Year,"1,635","6,021,383"
120100,FULLERTON COLLEGE,FULLERTON,CA,Public 2 Year,"5,337","19,207,301"
4159600,GALAXY MEDICAL COLLEGE,NORTH HOLLYWOOD,CA,Proprietary 2 Year,7,"16,510"
1202700,GALEN COLLEGE OF CALIFORNIA,FRESNO,CA,Proprietary 2 Year,119,"433,252"
120200,GAVILAN COLLEGE,GILROY,CA,Public 2 Year,"1,893","6,333,995"
2231900,GEMOLOGICAL INSTITUTE OF AMERICA,CARLSBAD,CA,Private 2 Year,34,"133,762"
2338500,GLENDALE CAREER COLLEGE,GLENDALE,CA,Proprietary 2 Year,491,"2,001,425"
120300,GLENDALE COMMUNITY COLLEGE,GLENDALE,CA,Public 2 Year,"7,353","24,907,290"
4076400,GNOMON SCHOOL OF VISUAL EFFECTS,HOLLYWOOD,CA,Proprietary 2 Year,22,"70,411"
120500,GOLDEN GATE UNIVERSITY,SAN FRANCISCO,CA,Private 4 Year,123,"363,763"
4150100,GOLDEN STATE COLLEGE OF COURT REPORTING,DUBLIN,CA,Proprietary 2 Year,21,"96,248"
120600,GOLDEN WEST COLLEGE,HUNTINGTON BEACH,CA,Public 2 Year,"3,233","12,075,830"
120800,GROSSMONT COLLEGE,EL CAJON,CA,Public 2 Year,"4,864","16,583,930"
4169800,GURNICK ACADEMY OF MEDICAL ARTS,SAN MATEO,CA,Proprietary 2 Year,370,"1,741,396"
565500,HACIENDA LA PUENTE ADULT EDUC CTR,LA PUENTE,CA,Public 2 Year,311,"957,913"
1298500,HAIR CALIFORNIA BEAUTY ACADEMY,ORANGE,CA,Proprietary 2 Year,38,"164,437"
4178900,HANDS-ON MEDICAL MASSAGE SCHOOL,REDLANDS,CA,Proprietary 2 Year,12,"30,650"
120900,HARTNELL COMMUNITY COLLEGE,SALINAS,CA,Public 2 Year,"2,952","10,696,848"
117100,HARVEY MUDD COLLEGE,CLAREMONT,CA,Private 4 Year,108,"430,367"
723400,HEALD COLLEGE,SAN FRANCISCO,CA,Proprietary 2 Year,"3,324","12,365,295"
809300,HEALD COLLEGE,FRESNO,CA,Proprietary 2 Year,"2,993","12,066,511"
853200,HEALD COLLEGE,HAYWARD,CA,Proprietary 2 Year,"2,972","11,369,285"
2593100,HEALD COLLEGE,ROSEVILLE,CA,Proprietary 2 Year,"1,838","7,302,745"
2593200,HEALD COLLEGE,MILPITAS,CA,Proprietary 2 Year,"2,031","7,693,120"
2593300,HEALD COLLEGE,STOCKTON,CA,Proprietary 2 Year,"2,697","10,202,972"
3034000,HEALD COLLEGE,SALINAS,CA,Proprietary 2 Year,"2,007","7,833,298"
2187500,"HEALD COLLEGE, SCH OF BUS & TECH",CONCORD,CA,Proprietary 2 Year,"2,109","7,813,072"
747700,"HEALD COLLEGE,SCHOOLS OF BUS & TECH",RANCHO CORDOVA,CA,Proprietary 2 Year,"1,905","7,079,558"
4141700,HEALING HANDS SCHOOL OF HOLISTIC HEALTH,ESCONDIDO,CA,Proprietary 2 Year,57,"167,095"
4127800,HEALTHY HAIR ACADEMY,INGLEWOOD,CA,Proprietary 2 Year,140,"596,667"
2285100,HILLTOP BEAUTY SCHOOL,DALY CITY,CA,Proprietary 2 Year,226,"911,337"
4158700,HOLLYWOOD BEAUTY COLLEGE,STOCKTON,CA,Proprietary 2 Year,357,"1,663,905"
118300,HOLY NAMES UNIVERSITY,OAKLAND,CA,Private 4 Year,385,"1,502,074"
4149700,HOMESTEAD SCHOOLS,TORRANCE,CA,Private 2 Year,199,"928,668"
125200,HOPE INTERNATIONAL UNIVERSITY,FULLERTON,CA,Private 4 Year,404,"1,310,881"
4140500,HORIZON COLLEGE SAN DIEGO,SAN DIEGO,CA,Private 4 Year,19,"41,513"
114900,HUMBOLDT STATE UNIVERSITY,ARCATA,CA,Public 4 Year,"3,605","15,607,127"
121200,HUMPHREYS COLLEGE,STOCKTON,CA,Private 4 Year,940,"3,699,647"
2545900,HYPNOSIS MOTIVATION INSTITUTE,TARZANA,CA,Private 2 Year,72,"236,705"
121400,IMPERIAL VALLEY COLLEGE,IMPERIAL,CA,Public 2 Year,"5,398","19,450,676"
4132700,INFOTECH CAREER COLLEGE,BELLFLOWER,CA,Proprietary 2 Year,411,"1,278,722"
2128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,SANTA CLARA,CA,Proprietary 2 Year,"1,312","5,070,719"
4132300,INSTITUTE OF MEDICAL EDUCATION,SAN JOSE,CA,Proprietary 2 Year,415,"1,643,117"
