PELLID,OPEID,Name,City,State,Type & Control,Recips,Awards
2078,207800,LOYOLA COLLEGE,BALTIMORE,MD,Private 4 Year,307,"880,679"
38224,3822400,MAPLE SPRINGS BAPTIST BIBLE COLLEGE & SE,CAPITOL HEIGHTS,MD,Private 4 Year,11,"20,875"
16766,2495100,MARYLAND BEAUTY ACADEMY,REISTERSTOWN,MD,Proprietary,48,"99,410"
16510,2331000,MARYLAND BEAUTY ACADEMY OF ESSEX,BALTIMORE,MD,Proprietary,92,"203,061"
2080,208000,MARYLAND INST COLLEGE OF ART,BALTIMORE,MD,Private 4 Year,307,"874,316"
2109,210900,MCDANIEL COLLEGE,WESTMINSTER,MD,Private 4 Year,294,"804,933"
10319,1031900,MEDIX SCHOOL,TOWSON,MD,Proprietary,"2,221","5,502,627"
16627,2343800,MONTGOMERY BEAUTY SCHOOL,SILVER SPRING,MD,Proprietary,193,"431,417"
6911,691100,MONTGOMERY COLLEGE,ROCKVILLE,MD,Public 2 Year,"5,291","12,823,143"
2083,208300,MORGAN STATE UNIVERSITY,BALTIMORE,MD,Public 4 Year,"2,775","8,357,176"
2086,208600,MOUNT SAINT MARY'S UNIVERSITY,EMMITSBURG,MD,Private 4 Year,219,"660,646"
2087,208700,NER ISRAEL RABBINICAL COLLEGE,BALTIMORE,MD,Private 4 Year,46,"172,510"
33273,3327300,NEW CREATIONS ACADEMY OF HAIR DSN,SUITLAND,MD,Proprietary,24,"58,866"
17074,2545400,NORTH AMERICAN TRADE SCHOOLS,BALTIMORE,MD,Proprietary,532,"1,343,733"
2089,208900,PRINCE GEORGES COMMUNITY COLLEGE,LARGO,MD,Public 2 Year,"2,650","5,705,420"
16833,2495000,ROBERT PAUL ACAD COSMTGY ARTS & SCI,TIMONIUM,MD,Proprietary,29,"61,496"
2091,209100,SALISBURY UNIVERSITY,SALISBURY,MD,Public 4 Year,"1,090","2,932,471"
14994,2127900,SOJOURNER DOUGLASS COLLEGE,BALTIMORE,MD,Private 4 Year,"1,150","3,263,896"
2092,209200,ST JOHN'S COLLEGE,ANNAPOLIS,MD,Private 4 Year,98,"272,745"
2095,209500,ST. MARY'S COLLEGE OF MARYLAND,ST. MARYS CITY,MD,Public 4 Year,221,"637,132"
7491,749100,TESST COLLEGE OF TECHNOLOGY,BALTIMORE,MD,Proprietary,"1,234","2,855,492"
10410,1041000,TESST COLLEGE OF TECHNOLOGY,TOWSON,MD,Proprietary,480,"1,248,263"
12983,2083600,TESST COLLEGE OF TECHNOLOGY,BELTSVILLE,MD,Proprietary,517,"1,297,411"
2099,209900,TOWSON UNIVERSITY,TOWSON,MD,Public 4 Year,"2,571","7,163,787"
11644,1164400,UNIV OF MARYLAND UNIVERSITY COLLEGE,ADELPHI,MD,Public 4 Year,"4,181","7,256,418"
2105,210500,UNIV OF MARYLAND-BALTIMORE COUNTY,BALTIMORE,MD,Public 4 Year,"1,932","5,378,610"
2106,210600,UNIVERSITY MARYLAND EASTERN SHORE,PRINCESS ANNE,MD,Public 4 Year,"1,676","5,133,116"
2102,210200,UNIVERSITY OF BALTIMORE,BALTIMORE,MD,Public 4 Year,730,"1,789,838"
2107,210700,VILLA JULIE COLLEGE,STEVENSON,MD,Private 4 Year,598,"1,706,122"
1462,146200,WASHINGTON BIBLE COLLEGE,LANHAM,MD,Private 4 Year,62,"168,291"
2108,210800,WASHINGTON COLLEGE,CHESTERTOWN,MD,Private 4 Year,103,"293,065"
13842,2073900,WOR-WIC COMMUNITY COLLEGE,SALISBURY,MD,Public 2 Year,"1,590","2,998,241"
9292,929200,ANDOVER COLLEGE,SOUTH PORTLAND,ME,Proprietary,"1,208","2,817,907"
2035,203500,BANGOR THEOLOGICAL SEMINARY,BANGOR,ME,Private 4 Year,5,"10,942"
2036,203600,BATES COLLEGE,LEWISTON,ME,Private 4 Year,139,"427,157"
5204,520400,BEAL COLLEGE,BANGOR,ME,Proprietary,395,"705,703"
36123,3612300,BIRTHWISE MIDWIFERY SCHOOL,BRIDGTON,ME,Proprietary,8,"18,273"
2038,203800,BOWDOIN COLLEGE,BRUNSWICK,ME,Private 4 Year,217,"683,226"
5276,527600,CENTRAL MAINE COMMUNITY COLLEGE,AUBURN,ME,Public 2 Year,825,"2,068,554"
6305,6305,CENTRAL MAINE MEDICAL CENTER, ,ME,Private 2 Year,40,"86,936"
2039,203900,COLBY COLLEGE,WATERVILLE,ME,Private 4 Year,141,"416,250"
11385,1138500,COLLEGE OF THE ATLANTIC,BAR HARBOR,ME,Private 4 Year,89,"230,144"
5277,527700,EASTERN MAINE COMMUNITY COLLEGE,BANGOR,ME,Public 2 Year,724,"1,789,697"
2043,204300,HUSSON COLLEGE,BANGOR,ME,Private 4 Year,853,"2,363,225"
9826,982600,KENNEBEC VALLEY  COMMUNITY  COLLEGE,FAIRFIELD,ME,Public 2 Year,772,"1,736,008"
16778,2361300,LANDING SCH BOATBUILDING & DESIGN,KENNEBUNKPORT,ME,Private 2 Year,10,"28,200"
11673,1167300,MAINE COLLEGE OF ART,PORTLAND,ME,Private 4 Year,95,"270,780"
2044,204400,MAINE MARITIME ACADEMY,CASTINE,ME,Public 4 Year,238,"664,757"
5776,577600,MERCY HOSP SCH OF RADIOLOGIC TECH,PORTLAND,ME,Private 2 Year,5,"17,370"
9038,903800,MR BERNARD'S SCH HAIR FASHION INC,LEWISTON,ME,Proprietary,84,"238,517"
16619,2347100,NEW ENGLAND SCHOOL OF COMMUNICATION,BANGOR,ME,Private 4 Year,176,"483,492"
5760,576000,NORTHERN MAINE COMMUNITY COLLEGE,PRESQUE ISLE,ME,Public 2 Year,482,"1,251,616"
9459,945900,PIERRE'S SCHOOL OF COSMETOLOGY,PORTLAND,ME,Proprietary,305,"736,575"
2051,205100,SAINT JOSEPH'S COLLEGE,STANDISH,ME,Private 4 Year,273,"697,124"
34293,3429300,SEACOAST CAREER SCHOOLS,SANFORD,ME,Proprietary,482,"1,103,221"
5525,552500,SOUTHERN MAINE COMMUNITY  COLLEGE,SOUTH PORTLAND,ME,Public 2 Year,"1,438","3,491,005"
14572,2104400,SPA TECH INSTITUTE,PORTLAND,ME,Proprietary,184,"361,574"
2052,205200,THOMAS COLLEGE,WATERVILLE,ME,Private 4 Year,278,"751,184"
6858,685800,UNITY COLLEGE,UNITY,ME,Private 4 Year,203,"578,457"
2053,205300,UNIVERSITY OF MAINE,ORONO,ME,Public 4 Year,"2,602","7,282,903"
6760,676000,UNIVERSITY OF MAINE-AUGUSTA,AUGUSTA,ME,Public 4 Year,"2,695","6,440,143"
2040,204000,UNIVERSITY OF MAINE-FARMINGTON,FARMINGTON,ME,Public 4 Year,790,"2,189,513"
2041,204100,UNIVERSITY OF MAINE-FORT KENT,FORT KENT,ME,Public 4 Year,261,"750,539"
2055,205500,UNIVERSITY OF MAINE-MACHIAS,MACHIAS,ME,Public 4 Year,300,"897,676"
2033,203300,UNIVERSITY OF MAINE-PRESQUE ISLE,PRESQUE ISLE,ME,Public 4 Year,501,"1,419,969"
2050,205000,UNIVERSITY OF NEW ENGLAND,BIDDEFORD,ME,Private 4 Year,464,"1,259,430"
9762,205400,UNIVERSITY OF SOUTHERN MAINE,PORTLAND,ME,Public 4 Year,"2,195","5,920,295"
9231,923100,WASHINGTON COUNTY COMMUNITY COLLEGE,CALAIS,ME,Public 2 Year,225,"643,816"
31229,3122900,YORK COUNTY COMMUNITY COLLEGE,WELLS,ME,Public 2 Year,310,"684,981"
30224,3022400,COLLEGE OF THE MARSHALL ISLANDS,MAJURO,MH,Public 2 Year,759,"1,978,127"
14208,2068700,ADRIAN BEAUTY ACADEMY,ADRIAN,MI,Proprietary,21,"58,101"
2234,223400,ADRIAN COLLEGE,ADRIAN,MI,Private 4 Year,404,"1,138,744"
2235,223500,ALBION COLLEGE,ALBION,MI,Private 4 Year,313,"853,643"
2236,223600,ALMA COLLEGE,ALMA,MI,Private 4 Year,365,"1,028,498"
2237,223700,ALPENA COMMUNITY COLLEGE,ALPENA,MI,Public 2 Year,"1,023","2,680,279"
2238,223800,ANDREWS UNIVERSITY,BERRIEN SPRINGS,MI,Private 4 Year,565,"1,719,420"
39765,3976500,ANN ARBOR INSTITUTE OF MASSAGE THERAPY,ANN ARBOR,MI,Proprietary,37,"62,366"
2239,223900,AQUINAS COLLEGE,GRAND RAPIDS,MI,Private 4 Year,498,"1,252,156"
4673,467300,BAKER COLLEGE - FLINT,FLINT,MI,Private 4 Year,"22,814","48,189,828"
2240,224000,BAY DE NOC COMMUNITY COLLEGE,ESCANABA,MI,Public 2 Year,"1,001","2,448,276"
30666,3066600,BAY MILLS COMMUNITY COLLEGE,BRIMLEY,MI,Public 2 Year,239,"607,727"
16114,2285700,BAYSHIRE BEAUTY ACADEMY,BAY CITY,MI,Proprietary,65,"123,945"
37043,3704300,BLUE WATER COLLEGE OF COSMETOLOGY,MARYSVILLE,MI,Proprietary,37,"103,615"
2241,224100,CALVIN COLLEGE,GRAND RAPIDS,MI,Private 4 Year,673,"1,847,424"
39153,3915300,CAREER QUEST LEARNING CENTER,EAST LANSING,MI,Proprietary,269,"671,721"
7617,761700,CARNEGIE INSTITUTE,TROY,MI,Proprietary,239,"484,227"
2243,224300,CENTRAL MICHIGAN UNIVERSITY,MOUNT PLEASANT,MI,Public 4 Year,"4,838","13,424,819"
2261,226100,CHARLES STEWART MOTT COMMUNITY CLG,FLINT,MI,Public 2 Year,"5,590","13,272,483"
8178,817800,CHIC UNIVERSITY OF COSMETOLOGY,GRAND RAPIDS,MI,Proprietary,439,"1,134,658"
2246,224600,CLEARY UNIVERSITY,ANN ARBOR,MI,Private 4 Year,206,"394,628"
6771,677100,COLLEGE FOR CREATIVE STUDIES,DETROIT,MI,Private 4 Year,375,"1,075,769"
2247,224700,CONCORDIA UNIVERSITY,ANN ARBOR,MI,Private 4 Year,127,"331,435"
2266,226600,CORNERSTONE UNIVERSITY,GRAND RAPIDS,MI,Private 4 Year,673,"1,635,341"
40553,4055300,CREATIVE HAIR SCHOOL OF COSMETOLOGY,FLINT,MI,Proprietary,37,"101,163"
2249,224900,DAVENPORT UNIVERSITY,GRAND RAPIDS,MI,Private 4 Year,"6,940","15,378,025"
10827,1082700,DAVID PRESSLEY PROF SCH OF COSMTLGY,ROYAL OAK,MI,Proprietary,95,"251,426"
2251,225100,DELTA COLLEGE,UNIVERSITY CENTER,MI,Public 2 Year,"4,366","9,607,505"
30057,3005700,DETROIT BUSINESS INST. DOWNRIVER,RIVERVIEW,MI,Proprietary,303,"757,857"
4692,469200,DORSEY SCHOOL OF BUSINESS,SOUTHGATE,MI,Proprietary,990,"2,128,458"
15075,469202,DORSEY SCHOOL OF BUSINESS,MADISON HEIGHTS,MI,Proprietary,303,"575,111"
15076,469201,DORSEY SCHOOL OF BUSINESS,WAYNE,MI,Proprietary,307,"595,331"
25882,2588200,DOUGLAS J AVEDA INSTITUTE,EAST LANSING,MI,Proprietary,187,"469,525"
2259,225900,EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,Public 4 Year,"5,544","14,706,600"
14509,2100400,EVEREST INSTITUTE,GRAND RAPIDS,MI,Proprietary,"2,951","6,816,242"
9828,982800,EVEREST INSTITUTE,SOUTHFIELD,MI,Proprietary,"6,035","14,507,770"
2260,226000,FERRIS STATE UNIVERSITY,BIG RAPIDS,MI,Public 4 Year,"3,753","10,213,320"
2322,232200,FINLANDIA UNIVERSITY,HANCOCK,MI,Private 4 Year,319,"962,890"
11098,1109800,FLINT INSTITUTE OF BARBERING,FLINT,MI,Proprietary,51,"182,436"
16863,2495800,FOCUS:HOPE,DETROIT,MI,Private 2 Year,14,"33,961"
41211,4121100,GALLERY COLLEGE OF BEAUTY (THE),CLINTON TOWNSHIP,MI,Proprietary,35,"74,604"
2263,226300,GLEN OAKS COMMUNITY COLLEGE,CENTREVILLE,MI,Public 2 Year,503,"1,279,958"
2264,226400,GOGEBIC COMMUNITY COLLEGE,IRONWOOD,MI,Public 2 Year,498,"1,245,048"
2265,226500,GRACE BIBLE COLLEGE,GRAND RAPIDS,MI,Private 4 Year,67,"180,018"
2267,226700,GRAND RAPIDS COMMUNITY COLLEGE,GRAND RAPIDS,MI,Public 2 Year,"5,680","12,283,897"
2268,226800,GRAND VALLEY STATE UNIVERSITY,ALLENDALE,MI,Public 4 Year,"4,619","12,660,361"
2269,226900,GREAT LAKES CHRISTIAN COLLEGE,LANSING,MI,Private 4 Year,112,"314,368"
2270,227000,HENRY FORD COMMUNITY COLLEGE,DEARBORN,MI,Public 2 Year,"7,170","17,700,431"
25957,2595700,HILLSDALE BEAUTY COLLEGE,HILLSDALE,MI,Proprietary,21,"54,400"
2273,227300,HOPE COLLEGE,HOLLAND,MI,Private 4 Year,515,"1,310,160"
31097,3109700,HOUGHTON LAKE INST OF COSMETOLOGY,HOUGHTON LAKE,MI,Proprietary,13,"30,231"
38153,3815300,IN SESSION-ARTS OF COSMETOLOGY BEAU,SAGINAW,MI,Proprietary,99,"302,290"
41409,4140900,INTERNATIONAL COSMETOLOGY ACADEMY,GRAND RAPIDS,MI,Proprietary,2,"3,585"
35883,3588300,IRENE'S MYOMASSOLOGY INSTITUTE,SOUTHFIELD,MI,Proprietary,92,"167,298"
10627,1062700,ITT TECHNICAL INSTITUTE,GRAND RAPIDS,MI,Proprietary,"1,899","4,638,522"
2274,227400,JACKSON COMMUNITY COLLEGE,JACKSON,MI,Public 2 Year,"2,664","6,027,071"
10470,1047000,KALAMAZOO BEAUTY ACADEMY,PORTAGE,MI,Proprietary,42,"104,247"
2275,227500,KALAMAZOO COLLEGE,KALAMAZOO,MI,Private 4 Year,135,"358,372"
6949,694900,KALAMAZOO VALLEY COMMUNITY COLLEGE,KALAMAZOO,MI,Public 2 Year,"3,744","7,915,573"
2276,227600,KELLOGG COMMUNITY COLLEGE,BATTLE CREEK,MI,Public 2 Year,"2,190","4,895,967"
2262,226200,KETTERING UNIVERSITY,FLINT,MI,Private 4 Year,360,"963,046"
7171,717100,KIRTLAND COMMUNITY COLLEGE,ROSCOMMON,MI,Public 2 Year,"1,064","2,304,531"
2311,231100,KUYPER COLLEGE,GRAND RAPIDS,MI,Private 4 Year,112,"285,472"
2277,227700,LAKE MICHIGAN COLLEGE,BENTON HARBOR,MI,Public 2 Year,"1,257","2,470,060"
2293,229300,LAKE SUPERIOR STATE UNIVERSITY,SAULT STE. MARIE,MI,Public 4 Year,849,"2,339,503"
39683,3968300,LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE,PORT HURON,MI,Proprietary,20,"28,038"
2278,227800,LANSING COMMUNITY COLLEGE,LANSING,MI,Public 2 Year,"6,065","13,574,403"
2279,227900,LAWRENCE TECHNOLOGICAL UNIVERSITY,SOUTHFIELD,MI,Private 4 Year,468,"1,237,572"
30285,3028500,LAWTON SCHOOL,SOUTHFIELD,MI,Proprietary,215,"616,019"
13218,1321800,M J MURPHY BTY CLG MT PLEASANT,MOUNT PLEASANT,MI,Proprietary,75,"194,662"
8906,890600,MACOMB COMMUNITY COLLEGE,WARREN,MI,Public 2 Year,"4,901","9,711,006"
2282,228200,MADONNA UNIVERSITY,LIVONIA,MI,Private 4 Year,818,"2,118,132"
2284,228400,MARYGROVE COLLEGE,DETROIT,MI,Private 4 Year,604,"1,681,236"
16790,2361500,MICHIGAN BARBER COLLEGE,DETROIT,MI,Private 2 Year,197,"728,084"
26184,2618400,MICHIGAN CAREER & TECHNICAL INST,PLAINWELL,MI,Public 2 Year,177,"369,498"
14295,2125600,MICHIGAN COLLEGE OF BEAUTY,TROY,MI,Proprietary,257,"585,624"
16454,2324500,MICHIGAN COLLEGE OF BEAUTY,MONROE,MI,Proprietary,107,"242,589"
13603,2060300,MICHIGAN INSTITUTE OF AERONAUTICS,BELLEVILLE,MI,Proprietary,451,"1,317,366"
32843,3284300,MICHIGAN JEWISH INSTITUTE,OAK PARK,MI,Private 4 Year,355,"1,390,338"
2290,229000,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,Public 4 Year,"6,993","21,014,748"
2292,229200,MICHIGAN TECHNOLOGICAL UNIV,HOUGHTON,MI,Public 4 Year,"1,174","3,208,791"
31353,3135300,MICHIGAN THEOLOGICAL SEMINARY,PLYMOUTH,MI,Private 4 Year,5,"10,433"
6768,676800,MID MICHIGAN COMMUNITY COLLEGE,HARRISON,MI,Public 2 Year,"1,962","4,708,203"
2294,229400,MONROE COUNTY COMMUNITY CLG,MONROE,MI,Public 2 Year,"1,013","2,098,229"
2295,229500,MONTCALM COMMUNITY COLLEGE,SIDNEY,MI,Public 2 Year,"1,240","2,749,910"
15140,2158600,MR BELA'S SCHOOL OF COSMETOLOGY,WARREN,MI,Proprietary,99,"266,362"
2297,229700,MUSKEGON COMMUNITY COLLEGE,MUSKEGON,MI,Public 2 Year,"1,740","3,659,359"
2299,229900,NORTH CENTRAL MICHIGAN COLLEGE,PETOSKEY,MI,Public 2 Year,982,"2,165,296"
2301,230100,NORTHERN MICHIGAN UNIVERSITY,MARQUETTE,MI,Public 4 Year,"2,795","7,864,189"
2302,230200,NORTHWESTERN MICHIGAN COLLEGE,TRAVERSE CITY,MI,Public 2 Year,"1,722","3,703,488"
31240,3124000,NORTHWESTERN TECHNOLOGICAL INST,SOUTHFIELD,MI,Proprietary,513,"1,426,846"
4072,407200,NORTHWOOD UNIVERSITY,MIDLAND,MI,Private 4 Year,"1,560","3,889,228"
40063,4006300,NUVO COLLEGE OF COSMETOLOGY,NORTON SHORES,MI,Proprietary,40,"106,160"
2304,230304,OAKLAND COMMUNITY COL-AUBURN HILLS,AUBURN HILLS,MI,Public 2 Year,"1,543","3,374,415"
2305,230305,OAKLAND COMMUNITY COL-HIGHLAND LAKE,WATERFORD,MI,Public 2 Year,960,"1,998,392"
2306,230301,OAKLAND COMMUNITY COL-ORCHARD RIDGE,FARMINGTON HILLS,MI,Public 2 Year,985,"2,159,204"
10442,230302,OAKLAND COMMUNITY COL-ROYAL OAK/SF,ROYAL OAK,MI,Public 2 Year,"2,539","5,388,234"
2303,230300,OAKLAND COMMUNITY COL-SCHL ADMN,BLOOMFIELD HILLS,MI,Public 2 Year,7,"5,423"
2307,230700,OAKLAND UNIVERSITY,ROCHESTER,MI,Public 4 Year,"2,490","6,552,541"
2308,230800,OLIVET COLLEGE,OLIVET,MI,Private 4 Year,503,"1,544,725"
40143,4014300,P&A SCHOLARS BEAUTY SCHOOL,DETROIT,MI,Proprietary,171,"447,895"
39073,3907300,PAUL MITCHELL THE SCHOOL GREAT LAKES,PORT HURON,MI,Proprietary,72,"226,081"
8946,894600,PORT HURON COSMETOLOGY COLLEGE,WATERFORD,MI,Proprietary,72,"169,438"
40943,4094300,ROBERT B. MILLER COLLEGE (THE),BATTLE CREEK,MI,Private 4 Year,79,"157,199"
2288,228800,ROCHESTER COLLEGE,ROCHESTER HILLS,MI,Private 4 Year,343,"931,295"
14621,2099700,ROSS MEDICAL EDUCATION CENTER,FLINT,MI,Proprietary,876,"2,408,639"
15367,2533600,ROSS MEDICAL EDUCATION CENTER,LANSING,MI,Proprietary,401,"1,087,692"
15383,2180100,ROSS MEDICAL EDUCATION CENTER,WARREN,MI,Proprietary,333,"914,455"
16611,2339700,ROSS MEDICAL EDUCATION CENTER,BRIGHTON,MI,Proprietary,381,"1,056,674"
2313,231300,SACRED HEART MAJOR SEMINARY,DETROIT,MI,Private 4 Year,12,"29,835"
37723,3772300,SAGINAW CHIPPEWA TRIBAL COLLEGE,MOUNT PLEASANT,MI,Public 2 Year,21,"56,092"
2314,231400,SAGINAW VALLEY STATE UNIV,UNIVERSITY CENTER,MI,Public 4 Year,"2,505","6,805,064"
41384,4138400,SCHOOL OF DESIGNING ARTS,SPRINGFIELD,MI,Proprietary,5,"9,026"
2315,231500,SCHOOLCRAFT COLLEGE,LIVONIA,MI,Public 2 Year,"2,560","5,504,317"
30900,3090000,SHARP'S ACADEMY OF HAIRSTYLING INC.,FLUSHING,MI,Proprietary,45,"102,802"
2316,231600,SIENA HEIGHTS UNIVERSITY,ADRIAN,MI,Private 4 Year,591,"1,474,433"
2317,231700,SOUTHWESTERN MICHIGAN COLLEGE,DOWAGIAC,MI,Public 2 Year,"1,230","2,506,015"
16914,2237800,SPECS HOWARD SCHL OF BROADCAST ARTS,SOUTHFIELD,MI,Proprietary,310,"783,867"
2318,231800,SPRING ARBOR UNIVERSITY,SPRING ARBOR,MI,Private 4 Year,"1,074","2,648,385"
2310,231000,ST. CLAIR COUNTY COMMUNITY COLLEGE,PORT HURON,MI,Public 2 Year,"1,543","3,322,440"
15615,2209200,TAYLORTOWN SCHOOL OF BEAUTY,TAYLOR,MI,Proprietary,53,"142,062"
31103,3110300,THE SCHOOL OF CREATIVE HAIR DESIGN,COLDWATER,MI,Proprietary,56,"158,879"
30752,3075200,TWIN CITY BEAUTY COLLEGE,ST JOSEPH,MI,Proprietary,178,"447,430"
34903,3490300,U. P. ACADEMY OF HAIR DESIGN,ESCANABA,MI,Proprietary,22,"64,871"
2323,232300,UNIVERSITY OF DETROIT MERCY,DETROIT,MI,Private 4 Year,990,"2,720,750"
2325,232500,UNIVERSITY OF MICHIGAN - ANN ARBOR,ANN ARBOR,MI,Public 4 Year,"3,322","9,279,159"
2326,232600,UNIVERSITY OF MICHIGAN-DEARBORN,DEARBORN,MI,Public 4 Year,"2,027","5,500,089"
2327,232700,UNIVERSITY OF MICHIGAN-FLINT,FLINT,MI,Public 4 Year,"2,088","5,698,873"
9732,973200,VIRGINIA FARRELL BEAUTY SCHOOL,SAINT CLAIR SHORE,MI,Proprietary,66,"172,713"
9734,973400,VIRGINIA FARRELL BEAUTY SCHOOL,FERNDALE,MI,Proprietary,142,"312,477"
11646,1164600,VIRGINIA FARRELL BEAUTY SCHOOL,WESTLAND,MI,Proprietary,92,"186,559"
16816,2498300,VIRGINIA FARRELL BEAUTY SCHOOL,LIVONIA,MI,Proprietary,107,"240,899"
4071,407100,WALSH COLLEGE OF ACCT & BUS ADMN,TROY,MI,Private 4 Year,212,"374,563"
2328,232800,WASHTENAW COMMUNITY COLLEGE,ANN ARBOR,MI,Public 2 Year,"3,732","7,894,714"
9230,923000,WAYNE COUNTY COMMUNITY CLG-DISTRICT,DETROIT,MI,Public 2 Year,"13,837","34,831,525"
2329,232900,WAYNE STATE UNIVERSITY,DETROIT,MI,Public 4 Year,"7,788","21,484,348"
16693,2491000,WEST MI COLG OF BARBERING & BEAUTY,KALAMAZOO,MI,Proprietary,69,"180,341"
7950,795000,WEST SHORE COMMUNITY COLLEGE,SCOTTVILLE,MI,Public 2 Year,565,"1,214,505"
2330,233000,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Public 4 Year,"4,253","12,208,297"
12291,1229100,WRIGHT BEAUTY ACADEMY,BATTLE CREEK,MI,Proprietary,67,"178,535"
17076,2363800,YESHIVA GEDOLAH OF GREATER DETROIT,OAK PARK,MI,Private 4 Year,18,"70,480"
2347,234700,"""CONCORDIA UNIVERSITY, ST PAUL, MN""",SAINT PAUL,MN,Private 4 Year,456,"1,193,461"
9892,989200,"""DULUTH BUSINESS UNIV, INC.""",DULUTH,MN,Proprietary,301,"583,268"
17114,1173200,"""MAYO CLINIC, COLLEGE OF MEDICINE""",ROCHESTER,MN,Private 4 Year,15,"41,536"
2360,236000,"""MINNESOTA STATE UNIVERSITY, MANKATO""",MANKATO,MN,Public 4 Year,"3,028","8,035,656"
2388,238800,"""UNIVERSITY OF MINNESOTA, DULUTH""",DULUTH,MN,Public 4 Year,"1,807","4,836,427"
2389,238900,"""UNIVERSITY OF MINNESOTA, MORRIS""",MORRIS,MN,Public 4 Year,448,"1,247,842"
13505,2050300,ACADEMY COLLEGE,BLOOMINGTON,MN,Proprietary,103,"191,843"
5544,554400,ALEXANDRIA TECHNICAL COLLEGE,ALEXANDRIA,MN,Public 2 Year,670,"1,696,914"
16346,2514100,AMERICAN INDIAN OPPORTUNITIES CTR,MINNEAPOLIS,MN,Private 2 Year,69,"156,959"
7350,735000,ANOKA-HENNEPIN TECHNICAL COLLEGE,ANOKA,MN,Public 2 Year,606,"1,276,409"
2332,233200,ANOKA-RAMSEY CC-CAMBRIDGE/COONRAPID,COON RAPIDS,MN,Public 2 Year,"1,783","3,760,484"
10248,1024800,ART INSTITUTES INTL MINNESOTA,MINNEAPOLIS,MN,Proprietary,800,"1,913,750"
2334,233400,AUGSBURG COLLEGE,MINNEAPOLIS,MN,Private 4 Year,745,"1,917,295"
14847,2123200,AVEDA INSTITUTE,MINNEAPOLIS,MN,Proprietary,162,"346,986"
2336,233600,BEMIDJI STATE UNIVERSITY,BEMIDJI,MN,Public 4 Year,"1,317","3,365,829"
2337,233700,BETHANY LUTHERAN COLLEGE INC,MANKATO,MN,Private 4 Year,203,"530,945"
2338,905800,BETHEL UNIVERSITY,SAINT PAUL,MN,Private 4 Year,637,"1,570,987"
7351,735100,BROWN COLLEGE,MENDOTA HEIGHTS,MN,Proprietary,856,"2,298,177"
32673,3267300,CAPELLA UNIVERSITY,MINNEAPOLIS,MN,Proprietary,"1,524","2,406,276"
2340,234000,CARLETON COLLEGE,NORTHFIELD,MN,Private 4 Year,227,"658,280"
2339,233900,CENTRAL LAKES COLG-BRAINERD/STAPLES,BRAINERD,MN,Public 2 Year,"1,232","3,074,316"
10546,1054600,CENTURY COMMUNITY AND TECHNICAL CLG,WHITE BEAR LAKE,MN,Public 2 Year,"3,035","6,660,041"
2341,234100,COLLEGE OF ST BENEDICT,SAINT JOSEPH,MN,Private 4 Year,328,"903,295"
2342,234200,COLLEGE OF ST CATHERINE,ST PAUL,MN,Private 4 Year,"1,245","3,127,987"
2343,234300,COLLEGE OF ST SCHOLASTICA,DULUTH,MN,Private 4 Year,661,"1,839,392"
7462,746200,COLLEGE OF VISUAL ARTS,ST PAUL,MN,Private 4 Year,48,"121,925"
2346,234600,CONCORDIA COLLEGE-MOORHEAD,MOORHEAD,MN,Private 4 Year,545,"1,465,811"
14777,2159800,COSMETOLOGY CAREERS UNLTD - HIBBING,HIBBING,MN,Proprietary,29,"70,202"
9600,960000,COSMETOLOGY CAREERS UNLTD-DULUTH,DULUTH,MN,Proprietary,44,"107,524"
2366,236600,CROSSROADS COLLEGE,ROCHESTER,MN,Private 4 Year,73,"189,790"
2383,238300,CROWN COLLEGE,ST BONIFACIUS,MN,Private 4 Year,444,"1,082,532"
10402,1040200,DAKOTA COUNTY TECHNICAL COLLEGE,ROSEMOUNT,MN,Public 2 Year,706,"1,628,633"
4641,464100,DUNWOODY COLLEGE OF TECHNOLOGY,MINNEAPOLIS,MN,Private 4 Year,666,"1,593,637"
17116,2551200,EAST METRO OIC,SAINT PAUL,MN,Private 2 Year,99,"207,709"
31291,3129100,FOND DU LAC TRIBAL & COMMUNITY CLG,CLOQUET,MN,Public 2 Year,646,"1,687,280"
4642,464200,GLOBE UNIVERSITY,OAKDALE,MN,Proprietary,504,"999,355"
2353,235300,GUSTAVUS ADOLPHUS COLLEGE,ST PETER,MN,Private 4 Year,421,"1,156,141"
2354,235400,HAMLINE UNIVERSITY,ST PAUL,MN,Private 4 Year,554,"1,511,893"
40443,4044300,HAZELDEN GRADUATE SCHOOL OF ADDICTION ST,CENTER CITY,MN,Private 4 Year,2,"4,120"
10491,1049100,HENNEPIN TECHNICAL COLLEGE,BROOKLYN PARK,MN,Public 2 Year,"1,782","3,772,730"
11017,1101700,HERZING COLLEGE,MINNEAPOLIS,MN,Proprietary,168,"452,882"
2355,235500,HIBBING COMMUNITY COLLEGE,HIBBING,MN,Public 2 Year,798,"1,991,319"
17055,2543600,INGENUE,MOORHEAD,MN,Proprietary,8,"18,660"
6935,974000,INVER HILLS COMMUNITY COLLEGE,INVER GROVE HEIGH,MN,Public 2 Year,"1,196","2,480,918"
