PELLID,Institution,State,Recipients,Awards,
30308,American Broadcasting School                                          ,OK,142,"305,175",
30758,American Christian College And Seminary                               ,OK,201,"382,948",
13530,Autry Technology Center District No.15                                ,OK,93,"140,441",
3147,Bacone College                                                        ,OK,627,"1,297,213",
17339,Beauty Technical College                                              ,OK,54,"109,807",
15930,Broken Arrow Beauty College                                           ,OK,63,"100,657",
9963,Caddo-Kiowa Area Vocational-Technical School District No. 2           ,OK,514,"835,793",
3150,Cameron University                                                    ,OK,"1,835","3,513,567",
9965,Canadian Valley Area Vocational-Technical School District #6          ,OK,154,"268,179",
3176,Carl Albert State College                                             ,OK,"1,054","2,198,167",
17364,Cc'S Cosmetology College                                              ,OK,204,"390,230",
9964,Central Oklahoma Area Vocational & Technical School District (The)    ,OK,112,"213,252",
15792,Central State Beauty Academy                                          ,OK,184,"305,271",
30511,Chisholm Trail Area Vocational Technical Center                       ,OK,35,"47,559",
17274,City College                                                          ,OK,349,"679,673",
25811,Claremore Beauty College                                              ,OK,13,"27,469",
33674,Community Care College                                                ,OK,116,"207,399",
3153,Connors State College                                                 ,OK,947,"1,891,409",
17300,Demarge College                                                       ,OK,447,"924,871",
3154,East Central University                                               ,OK,"1,741","3,869,893",
15861,Eastern Oklahoma County Area Vocational-Technical School District #23 ,OK,32,"62,658",
3155,Eastern Oklahoma State College                                        ,OK,868,"1,817,009",
13879,Enid Beauty College                                                   ,OK,53,"104,327",
9708,Eve'S College Of Hairstyling                                          ,OK,81,"136,054",
15702,Francis Tuttle Technology Center School District No. 21               ,OK,243,"386,342",
9968,Gordon Cooper Area Vocational Technical School                        ,OK,205,"367,387",
10717,Great Plains Area Vocational/Technical School                         ,OK,172,"371,699",
31262,Green Country Technology Center                                       ,OK,29,"58,780",
31151,Heritage College                                                      ,OK,32,"60,033",
16118,"High Plains Technology Center, School District No. 24                 ",OK,83,"129,328",
10266,Hillsdale Free Will Baptist College                                   ,OK,134,"266,949",
15534,Hollywood Cosmetology Center                                          ,OK,21,"35,836",
10053,"Indian Capital Technology Center, School  District Number 4           ",OK,258,"466,086",
9204,Kiamichi Technology Center                                            ,OK,600,"1,071,413",
3157,Langston University                                                   ,OK,"1,585","3,793,863",
12474,"Meridian Technology Center, School District Number 16                 ",OK,152,"228,010",
16140,Metro Area Vocational Technical District #22                          ,OK,94,"195,952",
16222,"Metro Avts District No. 22 (Foster Estes) , South Bryant Campus       ",OK,93,"156,270",
30813,Metropolitan College                                                  ,OK,145,"276,985",
30673,Metropolitan College Of Legal Studies                                 ,OK,141,"239,958",
11537,Mid-America Area Vocational And Technical School                      ,OK,51,"81,750",
6942,Mid-America Bible College                                             ,OK,323,"545,811",
31984,Mid-Del Area Vocational And Technical School                          ,OK,36,"50,891",
12272,"Moore Norman Area Vocational Technical School, District No. 17        ",OK,149,"300,049",
3158,Murray State College                                                  ,OK,"1,033","1,952,201",
7678,National Education Center - Spartan School Of Aeronautics             ,OK,"1,260","2,162,622",
12473,Northeast Area Vocational Technical Schools                           ,OK,181,"346,572",
3160,Northeastern Oklahoma A & M College                                   ,OK,842,"1,756,636",
3161,Northeastern State University                                         ,OK,"3,647","7,593,308",
3162,Northern Oklahoma College                                             ,OK,"1,137","2,243,563",
26000,"Northwest Technology Center, School District 10                       ",OK,47,"79,219",
3163,Northwestern Oklahoma State University -                              ,OK,715,"1,494,821",
3164,Oklahoma Baptist University                                           ,OK,388,"769,946",
3165,Oklahoma Christian University Of Science And Arts                     ,OK,709,"1,452,273",
10391,Oklahoma City Community College                                       ,OK,"2,141","3,740,154",
3166,Oklahoma City University                                              ,OK,407,"809,696",
33963,Oklahoma Health Academy                                               ,OK,84,"155,820",
33964,Oklahoma Health Academy                                               ,OK,96,"161,566",
3174,Oklahoma Panhandle State University                                   ,OK,493,"1,013,188",
30307,Oklahoma School Of Photography                                        ,OK,35,"73,472",
3170,Oklahoma State University                                             ,OK,"4,404","9,363,793",
9647,"Oklahoma State University, Technical Branch                           ",OK,"2,274","2,348,087",
3172,Oklahoma State University-Okmulgee                                    ,OK,977,"1,685,095",
3151,Oklahoma Wesleyan University                                          ,OK,288,"515,886",
3985,Oral Roberts University                                               ,OK,"1,206","2,624,575",
11206,Pioneer Area Vocational School                                        ,OK,95,"162,343",
16312,Platt College                                                         ,OK,"1,245","2,153,315",
31098,Ponca City Beauty College                                             ,OK,22,"47,375",
25974,Pontotoc Technology Center School  District #14                       ,OK,73,"137,959",
30103,Poteau Beauty College                                                 ,OK,35,"50,939",
33294,Pryor Beauty College                                                  ,OK,46,"101,240",
5312,Red River Area Vocational-Technical School District No. 19            ,OK,98,"186,231",
3156,Redlands Community College                                            ,OK,581,"1,197,257",
3168,Rogers University                                                     ,OK,"1,001","1,768,987",
9185,Rose State College                                                    ,OK,"1,755","2,941,392",
3183,Saint Gregory'S University                                            ,OK,222,"449,221",
15428,"Sand Springs Beauty College, Inc.                                     ",OK,121,"201,410",
30894,School Of Hair Design                                                 ,OK,61,"122,691",
31248,School Of Technical Training                                          ,OK,239,"471,327",
3178,Seminole State College                                                ,OK,912,"1,708,158",
16819,Shampoo Academy Of Hair                                               ,OK,21,"34,204",
34534,Shawnee Beauty College                                                ,OK,61,"119,184",
3179,Southeastern Oklahoma State University                                ,OK,"1,625","3,229,883",
3149,Southern Nazarene University                                          ,OK,630,"1,187,286",
10342,Southern Oklahoma  Technology Center                                  ,OK,94,"128,354",
31038,Southern School Of Beauty                                             ,OK,50,"88,508",
30087,Southwest Technology Center District # 27                             ,OK,69,"130,423",
3180,Southwestern College Of Christian Ministries                          ,OK,87,"179,652",
3181,Southwestern Oklahoma State University                                ,OK,"2,023","4,329,759",
14853,State Barber And Hair Design College                                  ,OK,39,"44,981",
30247,Stillwater Beauty Academy                                             ,OK,50,"83,375",
30785,Technical Institute Of Cosmetology Arts & Sciences                    ,OK,69,"151,480",
8619,Tri County Technology Center                                          ,OK,123,"230,193",
9763,Tulsa Community College                                               ,OK,"3,123","5,310,828",
12572,Tulsa County Area Vocational Technical School - Lemley Campus         ,OK,152,"304,231",
15733,Tulsa Welding School                                                  ,OK,564,"1,072,002",
3152,University Of Central Oklahoma                                        ,OK,"3,040","5,970,940",
3184,University Of Oklahoma                                                ,OK,"4,347","9,467,187",
3167,University Of Science & Arts Of Oklahoma                              ,OK,653,"1,503,980",
3185,University Of Tulsa                                                   ,OK,649,"1,358,676",
7911,Virgil'S Beauty College                                               ,OK,46,"84,240",
26005,Wes Watkins Technology Center School District #25                     ,OK,98,"197,319",
10762,Western Oklahoma Area Voc Tech School                                 ,OK,146,"284,545",
3146,Western Oklahoma State College                                        ,OK,691,"1,214,915",
16979,Woodward Beauty College                                               ,OK,22,"38,653",
17166,Yukon Beauty College                                                  ,OK,24,"43,418",
9532,A'Art College Of Beauty                                               ,OR,38,"71,875",
10507,Academy Of Hair Design                                                ,OR,46,"93,777",
30425,Apollo College - Portland                                             ,OR,490,"887,809",
7819,Art Institute Of Portland (The)                                       ,OR,265,"479,396",
16348,Astoria Beauty College                                                ,OR,20,"42,783",
15090,Beau Monde College Of Hair Design                                     ,OR,108,"199,401",
3186,Blue Mountain Community College                                       ,OR,631,"1,131,215",
3188,Central Oregon Community College                                      ,OR,"1,075","1,845,477",
3218,Chemeketa Community College                                           ,OR,"2,381","4,190,130",
4878,Clackamas Community College                                           ,OR,951,"1,641,876",
3189,Clatsop Community College                                             ,OR,363,"663,923",
14006,College Of Cosmetology                                                ,OR,60,"123,428",
16618,College Of Hair Design Careers                                        ,OR,34,"76,619",
14581,College Of Legal Arts                                                 ,OR,93,"131,180",
8887,Concorde Career Institute                                             ,OR,480,"806,737",
3191,Concordia University                                                  ,OR,238,"465,387",
3193,Eastern Oregon University                                             ,OR,"1,156","2,370,018",
13905,Edward Wadsworth Institute For Hair Design                            ,OR,50,"115,738",
15167,Eugene Bible College                                                  ,OR,98,"199,760",
3194,George Fox University                                                 ,OR,409,"774,071",
34283,Klamath Community College                                             ,OR,329,"583,926",
3196,Lane Community College                                                ,OR,"3,842","7,020,978",
3197,Lewis & Clark College                                                 ,OR,260,"535,861",
3198,Linfield College                                                      ,OR,535,"1,057,159",
6938,Linn-Benton Community College                                         ,OR,"1,727","3,249,082",
17143,Magee Brothers Beaverton School Of Beauty                             ,OR,23,"44,659",
3199,Marylhurst University                                                 ,OR,169,"346,022",
3203,Mount Angel Seminary                                                  ,OR,11,"30,100",
3204,Mount Hood Community College                                          ,OR,"1,454","2,618,690",
3206,Multnomah Bible College/Seminary                                      ,OR,235,"479,436",
3208,Northwest Christian College                                           ,OR,204,"428,129",
14351,Northwest College Of Hair Design                                      ,OR,92,"154,355",
17338,Northwest Nannies Institute                                           ,OR,34,"68,832",
30073,Oregon College Of Art & Craft                                         ,OR,22,"43,726",
15855,Oregon College Of Beauty & Barbering                                  ,OR,10,"27,900",
4883,Oregon Health & Science University                                    ,OR,154,"344,356",
3211,Oregon Institute Of Technology                                        ,OR,993,"2,287,740",
3210,Oregon State University                                               ,OR,"3,662","7,785,199",
3207,Pacific Northwest College Of Art                                      ,OR,130,"276,213",
3212,Pacific University                                                    ,OR,310,"686,236",
12348,Phagans' Beauty College                                               ,OR,43,"83,266",
12347,Phagans' Central Oregon Beauty College                                ,OR,95,"174,147",
12349,Phagans' Gateway College Of Beauty                                    ,OR,13,"6,317",
31853,Phagans' Grants Pass College Of Beauty                                ,OR,83,"170,070",
10122,Phagans' Medford Beauty School                                        ,OR,78,"150,601",
30744,Phagans' Newport Academy Of Cosmetology Careers                       ,OR,48,"91,572",
12351,Phagans' School Of Beauty                                             ,OR,84,"183,229",
12350,Phagans' School Of Hair Design                                        ,OR,62,"136,532",
13130,Phagans' Tigard Beauty School                                         ,OR,27,"53,194",
16520,Pioneer Pacific College                                               ,OR,337,"561,658",
3213,Portland Community College                                            ,OR,"4,297","7,369,557",
3216,Portland State University                                             ,OR,"3,524","7,529,014",
3217,Reed College                                                          ,OR,225,"474,759",
10071,Rogue Community College                                               ,OR,"1,991","3,366,076",
16669,Roseburg Beauty College                                               ,OR,17,"36,169",
3219,Southern Oregon University                                            ,OR,"1,700","3,693,130",
3220,Southwestern Oregon Community College                                 ,OR,744,"1,300,647",
9581,Springfield College Of Beauty                                         ,OR,52,"93,258",
3221,Treasure Valley Community College                                     ,OR,481,"920,935",
3222,Umpqua Community College                                              ,OR,797,"1,558,625",
3223,University Of Oregon                                                  ,OR,"3,153","6,792,076",
3224,University Of Portland                                                ,OR,341,"708,993",
3225,Warner Pacific College                                                ,OR,216,"381,132",
1339,Western Baptist College                                               ,OR,224,"409,787",
9079,Western Business College                                              ,OR,"1,088","1,619,034",
30226,Western Culinary Institute                                            ,OR,486,"834,304",
3209,Western Oregon University                                             ,OR,"1,307","2,696,564",
3227,Willamette University                                                 ,OR,328,"678,642",
7087,Abington Memorial Hospital Dixon School Of Nursing                    ,PA,11,"24,559",
16160,Academy Of Creative Hair Design                                       ,PA,22,"37,474",
15379,Academy Of Hair Design                                                ,PA,20,"46,566",
15770,Academy Of Medical Arts And Business                                  ,PA,282,"504,683",
3229,Albright College                                                      ,PA,409,"850,746",
3230,Allegheny College                                                     ,PA,365,"766,935",
8889,Allentown Business School                                             ,PA,964,"1,678,055",
3986,Allentown College Of St Francis De Sales                              ,PA,346,"666,331",
14997,Allentown School Of Cosmetology                                       ,PA,31,"41,059",
30115,Allied Medical And Technical Careers                                  ,PA,213,"383,649",
30116,Allied Medical And Technical Careers                                  ,PA,209,"389,020",
30724,All-State Career School                                               ,PA,135,"121,802",
17218,All-State Career School - All-State Career School                     ,PA,639,"711,421",
33605,Alternative Conjunction Clinic & School Of Massage Therapy            ,PA,21,"27,884",
15272,Altoona Area Vocational Technical School                              ,PA,80,"161,109",
16163,Altoona Beauty School                                                 ,PA,42,"72,564",
3233,Alvernia College                                                      ,PA,395,"833,308",
15603,Ambler Beauty Academy                                                 ,PA,46,"71,700",
16452,American Center For Technical Arts And Sciences                       ,PA,392,"703,956",
7430,Antonelli Institute                                                   ,PA,46,"84,125",
30670,Antonelli Medical & Professional Institute                            ,PA,57,"95,630",
8350,Art Institute Of Philadelphia (The)                                   ,PA,"1,371","2,546,698",
7470,Art Institute Of Pittsburgh                                           ,PA,"2,077","3,966,599",
11621,Automotive Training Center                                            ,PA,81,"148,283",
2670,Baptist Bible College Of Pennsylvania                                 ,PA,271,"512,713",
3235,Beaver College                                                        ,PA,436,"896,088",
11919,Beaver Falls Beauty Academy                                           ,PA,41,"71,166",
17149,Berks Technical Institute                                             ,PA,299,"469,614",
33543,Beta Training Services                                                ,PA,54,"91,200",
31015,Bidwell Training Center                                               ,PA,74,"97,971",
3315,Bloomsburg University Of Pennsylvania                                 ,PA,"1,707","3,521,489",
9721,Bradford School                                                       ,PA,307,"632,775",
17171,Bradley Academy For The Visual Arts                                   ,PA,159,"257,880",
4887,Brandywine School Of Nursing                                          ,PA,11,"23,642",
3237,Bryn Mawr College                                                     ,PA,183,"405,601",
3238,Bucknell University                                                   ,PA,428,"919,963",
3239,Bucks County Community College                                        ,PA,846,"1,470,558",
16563,"Bucks County School Of Beauty Culture, Inc.                           ",PA,21,"40,194",
5337,Bucks County Technical School                                         ,PA,19,"47,814",
14254,Business Institute Of Pennsylvania                                    ,PA,130,"272,846",
17146,Butler Beauty School                                                  ,PA,141,"231,626",
3240,Butler County Community College                                       ,PA,817,"1,484,031",
3241,Cabrini College                                                       ,PA,376,"748,205",
3316,California University Of Pennsylvania                                 ,PA,"1,793","3,711,498",
31804,Cambria County Area Community College - Downtown                      ,PA,432,"725,581",
4889,Cambria Rowe Business College                                         ,PA,262,"511,685",
15035,Career Technology Center Of Lackawanna County                         ,PA,50,"73,234",
26095,Career Training Academy                                               ,PA,153,"224,672",
3303,Carlow College                                                        ,PA,620,"1,202,474",
3242,Carnegie-Mellon University                                            ,PA,539,"1,231,260",
3243,Cedar Crest College                                                   ,PA,457,"852,270",
7529,Center For Arts & Technology                                          ,PA,60,"112,818",
31260,Center For Innovative Training And Education (Cite)                   ,PA,34,"72,825",
4890,Central Pennsylvania College                                          ,PA,229,"402,703",
15445,Central Pennyslvania Institute Of Science And Technology              ,PA,15,"42,502",
15168,Central Susquehanna Lpn Career Center                                 ,PA,40,"77,328",
3244,Chatham College                                                       ,PA,244,"489,193",
3245,Chestnut Hill College                                                 ,PA,295,"575,831",
3317,Cheyney University Of Pennsylvania                                    ,PA,670,"1,877,926",
16146,Chi Institute - Southampton                                           ,PA,443,"705,477",
7781,Chi Institute/Rets Campus                                             ,PA,556,"945,665",
8441,Chubb Institute Keystone School                                       ,PA,472,"524,849",
14217,Churchman Business School                                             ,PA,30,"59,068",
6534,Citizens School Of Nursing                                            ,PA,32,"69,440",
17091,Clarion County Career Center Practical Nursing                        ,PA,25,"61,814",
3318,Clarion University Of Pennsylvania                                    ,PA,"1,838","3,725,279",
16972,Clearfield Beauty Academy                                             ,PA,18,"30,692",
15422,Clearfield County Career And Technology Center                        ,PA,20,"28,065",
3247,College Misericordia                                                  ,PA,418,"804,454",
17034,Commonwealth Technical Institute                                      ,PA,144,"300,844",
3231,Community College Of Allegheny County                                 ,PA,"4,062","6,827,243",
6807,Community College Of Beaver County                                    ,PA,747,"1,328,528",
3249,Community College Of Philadelphia                                     ,PA,"9,059","16,393,869",
16319,Computer Learning Network                                             ,PA,179,"249,551",
30819,Computer Learning Network                                             ,PA,225,"387,219",
6537,Conemaugh Valley Memorial Hospital                                    ,PA,31,"65,611",
5344,Connelley Technical Institute & Adult Education Center                ,PA,187,"341,677",
16170,Consolidated School Of Business                                       ,PA,96,"173,502",
30299,Consolidated School Of Business                                       ,PA,162,"321,031",
15520,Crawford County Area Vocational Technical School Practical Nursing    ,PA,20,"50,718",
33073,Csc Institute                                                         ,PA,678,"1,535,791",
3251,Curtis Institute Of Music                                             ,PA,14,"33,750",
30726,Dci Career Institute                                                  ,PA,62,"138,138",
9186,Dean Institute Of Technology                                          ,PA,85,"144,603",
7110,Delaware County Community College                                     ,PA,"1,393","2,374,037",
31284,Delaware County Technical School                                      ,PA,72,"148,312",
16755,Delaware Valley Academy Of Medical & Dental Assistants                ,PA,195,"383,347",
3252,Delaware Valley College Of Science & Agriculture                      ,PA,339,"681,500",
3253,Dickinson College                                                     ,PA,282,"571,018",
13957,Douglas School Of Business                                            ,PA,94,"219,130",
30316,Dpt Business School                                                   ,PA,"1,991","4,050,480",
3256,Drexel University                                                     ,PA,"1,882","3,931,296",
4893,Dubois Business College                                               ,PA,330,"600,127",
7091,Duff'S Business Institute                                             ,PA,969,"1,510,985",
3258,Duquesne University Of The Holy Ghost                                 ,PA,"1,025","2,077,743",
3320,East Stroudsburg University                                           ,PA,"1,201","2,363,260",
16763,Eastern Center For Arts And Technology-Practical Nursing              ,PA,28,"47,197",
3259,Eastern University                                                    ,PA,411,"796,743",
3321,Edinboro University Of Pennsylvania                                   ,PA,"2,189","4,559,585",
4886,Electronic Institutes                                                 ,PA,31,"51,709",
3262,Elizabethtown College                                                 ,PA,297,"521,424",
5946,Elkins Park Hospital                                                  ,PA,13,"33,600",
10542,Empire Beauty School                                                  ,PA,"1,290","1,973,195",
6539,Episcopal Hospital School Of Nursing                                  ,PA,55,"112,512",
4894,Erie Business Center                                                  ,PA,476,"811,726",
14695,Erie Institute Of Technology                                          ,PA,29,"50,051",
15946,Fayette County Area Vocational Technology                             ,PA,65,"125,058",
31014,Forbes Road Career And Technology Center                              ,PA,20,"43,451",
9723,Frankford Hospital School Of Nursing                                  ,PA,134,"275,066",
3265,Franklin & Marshall College                                           ,PA,163,"337,225",
15456,Franklin County Career And Technology Center                          ,PA,20,"42,993",
3266,Gannon University                                                     ,PA,717,"1,470,453",
31288,Gecac Training Institute                                              ,PA,14,"30,125",
3267,Geneva College                                                        ,PA,670,"1,311,897",
3268,Gettysburg College                                                    ,PA,249,"470,200",
13810,Gordon Phillips Beauty School                                         ,PA,975,"1,647,464",
14820,Great Lakes Institute Of Technology                                   ,PA,233,"420,346",
16626,Greater Johnstown Area Vocational Technical School -                  ,PA,99,"184,757",
16825,Greene County Vocational Technical School                             ,PA,15,"29,436",
3270,Gwynedd-Mercy College                                                 ,PA,272,"541,745",
16084,Hanover Public School District Practical Nursing Program              ,PA,21,"31,975",
3272,Harcum College                                                        ,PA,176,"379,629",
3273,Harrisburg Area Community College                                     ,PA,"2,434","3,730,287",
30852,Harrison Career Institute                                             ,PA,943,"1,541,288",
3274,Haverford College                                                     ,PA,149,"359,125",
25545,Hazleton Area Vocational Technical School Practical Nursing Program   ,PA,19,"46,468",
3275,Holy Family College                                                   ,PA,460,"902,844",
35353,Huntingdon County Career And Technology Center                        ,PA,10,"23,200",
7469,Hussian School Of Art                                                 ,PA,29,"58,170",
7436,Icm School Of Business And Medical Careers                            ,PA,758,"1,349,993",
15355,Ict:  School Of Welding                                               ,PA,21,"34,709",
3276,Immaculata College                                                    ,PA,248,"384,139",
23502,Indiana County Technology Center                                      ,PA,24,"47,998",
3277,Indiana University Of Pennsylvania - Main Campus                      ,PA,"4,012","8,209,601",
22552,Information Computer Systems Inst                                     ,PA,24,"31,516",
10217,International Academy Of Design And Technology                        ,PA,"1,198","2,215,959",
8200,Jameson Memorial Hospital School Of Nursing                           ,PA,29,"67,074",
26161,Jean Madeline Education Center For Cosmetology                        ,PA,70,"137,358",
16566,Jefferson County Dubois Area Vocational Techl School Practical Nursing,PA,15,"42,749",
31033,Jna Institute Of Culinary Arts                                        ,PA,44,"78,998",
14734,Johnson Technical Institute                                           ,PA,137,"290,252",
3279,Juniata College                                                       ,PA,305,"619,194",
15206,Juniata Mifflin Counties Area Vocational Technical School             ,PA,29,"61,531",
3280,Keystone College                                                      ,PA,527,"1,042,695",
3282,Kings College                                                         ,PA,438,"885,489",
3322,Kutztown University                                                   ,PA,"1,324","2,640,992",
32364,L T International Beauty School                                       ,PA,12,"34,887",
3987,La Roche College                                                      ,PA,319,"603,550",
3287,La Salle University                                                   ,PA,856,"1,831,434",
3283,Lackawanna College                                                    ,PA,530,"995,182",
3284,Lafayette College                                                     ,PA,169,"350,575",
3285,Lancaster Bible College                                               ,PA,200,"355,677",
16342,Lancaster County Career And Technology Center                         ,PA,84,"149,347",
9863,Lancaster Institute For Health Education                              ,PA,38,"72,235",
15630,Lancaster School Of Cosmetology                                       ,PA,68,"101,732",
7779,Lansdale School Of Business                                           ,PA,141,"255,505",
16197,Lansdale School Of Cosmetology                                        ,PA,10,"18,096",
17118,Laurel Business Institute                                             ,PA,302,"662,135",
17212,Lawrence County Area Vocational Technical School                      ,PA,26,"67,667",
16494,Lebanon County Career And Technology Center                           ,PA,24,"55,908",
3288,Lebanon Valley College                                                ,PA,275,"538,055",
6810,Lehigh Carbon Community College                                       ,PA,738,"1,190,971",
3289,Lehigh University                                                     ,PA,562,"1,168,769",
16100,Lenape Area Vocational Technical School                               ,PA,87,"169,902",
14300,Levittown Beauty Academy                                              ,PA,80,"154,433",
7759,Lincoln Technical Institute                                           ,PA,411,"685,183",
7832,Lincoln Technical Institute                                           ,PA,560,"1,070,600",
3290,Lincoln University                                                    ,PA,801,"1,928,351",
3323,Lock Haven University Of Pennsylvania                                 ,PA,"1,213","2,475,214",
6811,Luzerne County Community College                                      ,PA,"1,327","2,353,160",
3293,Lycoming College                                                      ,PA,363,"704,851",
3294,Manor College                                                         ,PA,214,"404,764",
3324,Mansfield University                                                  ,PA,"1,069","2,037,125",
3296,Marywood University                                                   ,PA,496,"1,011,898",
32413,Mbf Center (The)                                                      ,PA,6,"8,601",
4898,Mccann School Of Business & Technology                                ,PA,470,"737,028",
3271,Mcp Hahnemann University                                              ,PA,138,"297,751",
8568,Median School Of Allied Health Careers                                ,PA,253,"400,376",
16831,Mercer County Ares Vocational Technical School                        ,PA,17,"43,958",
4899,Mercy Hospital School Of Nursing                                      ,PA,17,"40,229",
3297,Mercyhurst College                                                    ,PA,743,"1,430,774",
3298,Messiah College                                                       ,PA,517,"1,003,375",
7090,Methodist Hospital School Of Nursing                                  ,PA,41,"87,447",
31091,Metropolitan Career Center                                            ,PA,119,"256,487",
3325,Millersville University                                               ,PA,"1,236","2,355,587",
4452,Montgomery County Community College                                   ,PA,995,"1,721,166",
3300,Moore College Of Art                                                  ,PA,156,"354,962",
3301,Moravian College                                                      ,PA,270,"536,714",
3302,Mount Aloysius College                                                ,PA,594,"1,114,418",
3304,Muhlenberg College                                                    ,PA,173,"352,824",
3988,Neumann College                                                       ,PA,444,"876,206",
7780,New Castle School Of Trades                                           ,PA,482,"855,771",
4901,Newport Business Institute                                            ,PA,111,"238,850",
4914,Newport Business Institute                                            ,PA,111,"212,916",
34833,North Montco Technical Career Center                                  ,PA,1,0,
7191,Northampton Community College                                         ,PA,"1,234","2,005,196",
15052,Northeastern Hospital School Of Nursing                               ,PA,51,"84,630",
16702,Northern Tier Career Center                                           ,PA,30,"58,939",
15063,Oakbridge Academy Of Arts                                             ,PA,61,"111,223",
15427,Orleans Technical Institute                                           ,PA,417,"562,505",
16162,Pace Institute                                                        ,PA,151,"260,014",
3309,Peirce College                                                        ,PA,996,"1,829,980",
15631,Penn State Cosmetology Academy                                        ,PA,26,"53,050",
5939,Pennco Tech                                                           ,PA,376,"687,489",
14822,"Pennsylvania Academy Of Cosmetology, Arts & Sciences                  ",PA,95,"174,371",
14653,Pennsylvania Academy Of The Fine Arts                                 ,PA,63,"143,800",
3395,Pennsylvania College Of Technology                                    ,PA,"1,836","3,461,371",
4902,Pennsylvania Commercial College                                       ,PA,264,"379,776",
16508,Pennsylvania Gunsmith School                                          ,PA,9,"22,050",
30068,Pennsylvania Institute Of Culinary Arts                               ,PA,974,"1,558,446",
17353,Pennsylvania Institute Of Taxidermy                                   ,PA,2,"3,200",
10998,Pennsylvania Institute Of Technology                                  ,PA,133,"228,787",
16021,Pennsylvania School Of Art & Design                                   ,PA,52,"95,714",
3351,Philadelphia Biblical University                                      ,PA,318,"534,148",
3354,Philadelphia University                                               ,PA,581,"1,145,957",
8954,Pittsburgh Beauty Academy                                             ,PA,356,"520,430",
5310,Pittsburgh Institute Of Aeronautics                                   ,PA,144,"229,300",
10814,Pittsburgh Institute Of Mortuary Science                              ,PA,50,"102,838",
7437,Pittsburgh Technical Institute                                        ,PA,"1,230","2,431,108",
23013,Pja School                                                            ,PA,284,"630,313",
3357,Point Park College                                                    ,PA,871,"1,648,752",
11715,Pottsville Hospital & Warne Clinic                                    ,PA,25,"55,695",
9737,Presbyterian University Of Pa Medical Cer School Practical Nursing Prg,PA,19,"35,657",
15865,Pruontos Hair Design Institute & Beauty School Of Costmetology        ,PA,29,"48,355",
31107,Quaker City Institute Of Aviation                                     ,PA,149,"272,022",
16343,Randy Rick Beauty Academy                                             ,PA,42,"59,025",
10388,Reading Area Community College                                        ,PA,859,"1,384,131",
14104,Reading Hospital School Of Nursing                                    ,PA,34,"53,834",
31204,Regional Career & Technical Center                                    ,PA,13,"20,158",
15499,Restaurant School (The)                                               ,PA,145,"345,260",
3359,Robert Morris University                                              ,PA,984,"1,917,317",
12050,Rosedale Technical Institute                                          ,PA,82,"149,938",
3360,Rosemont College - Rosemont College                                   ,PA,151,"334,962",
13124,Roxborough Memorial Hospital                                          ,PA,35,"64,577",
3367,Saint Joseph'S University                                             ,PA,514,"1,017,321",
6574,Saint Luke'S Hospital School Of Nursing                               ,PA,38,"54,211",
3368,Saint Vincent College & Seminary                                      ,PA,272,"541,368",
15888,Schuylkill County Area Vocational Technical School                    ,PA,47,"76,584",
14984,Schuylkill Institute Of Business & Technology                         ,PA,153,"257,363",
3362,Seton Hill College                                                    ,PA,365,"775,191",
6576,Sewickley Valley Hospital                                             ,PA,26,"48,880",
6578,Sharon Regional Health System School Of Nursing                       ,PA,21,"42,350",
3326,Shippensburg University                                               ,PA,"1,241","2,282,392",
3327,Slippery Rock University                                              ,PA,"1,859","3,865,730",
12929,South Hills Beauty Academy                                            ,PA,36,"52,986",
13263,South Hills School Of Business & Technology                           ,PA,347,"632,125",
25878,South Philadelphia Beauty Academy                                     ,PA,72,"114,941",
16229,St Charles Borromeo Seminary                                          ,PA,18,"45,487",
3366,St Francis College                                                    ,PA,357,"708,004",
6568,St Francis Hospital School Of Nursing                                 ,PA,32,"62,366",
6551,St Margaret Memorial Hospital School Of Nursing                       ,PA,9,"21,105",
17013,Star Technical Institute                                              ,PA,594,"1,093,609",
26154,Star Technical Institute                                              ,PA,345,"526,859",
15604,Stroudsburg School Of Cosmetology                                     ,PA,22,"35,432",
3369,Susquehanna University                                                ,PA,303,"573,224",
3370,Swarthmore College                                                    ,PA,179,"421,650",
12523,Talmudical Yeshiva Of Philadelphia                                    ,PA,25,"67,080",
3371,Temple University                                                     ,PA,"6,394","14,363,611",
14990,Thaddeus Stevens College Of Technology                                ,PA,183,"347,123",
3329,The Pennsylvania State University                                     ,PA,"15,108","30,791,252",
3376,Thiel College                                                         ,PA,364,"790,502",
13549,Thomas Jefferson University                                           ,PA,120,"252,078",
4910,Thompson Institute                                                    ,PA,"1,497","2,702,047",
30108,Tri State Business Institute                                          ,PA,390,"650,673",
7839,Triangle Tech                                                         ,PA,650,"1,240,465",
3378,University Of Pennsylvania                                            ,PA,"1,127","2,469,181",
8815,University Of Pittsburgh                                              ,PA,"3,829","7,797,979",
3380,University Of Pittsburgh - Bradford                                   ,PA,425,"800,798",
3381,University Of Pittsburgh - Greensburg                                 ,PA,473,"884,383",
3382,University Of Pittsburgh At Johnstown                                 ,PA,884,"1,616,463",
3383,University Of Pittsburgh At Titusville                                ,PA,190,"383,018",
3353,University Of Sciences In Philadelphia                                ,PA,428,"963,718",
3384,University Of Scranton                                                ,PA,673,"1,394,081",
3350,University Of The Arts                                                ,PA,483,"1,089,765",
