OPEID,Institution,State,Recipients,Awards
3473400,MINNEAPOLIS SCHOOL OF MASSAGE AND BODYWORK,MN,4,"6,759"
2238100,MINNESOTA COSMETOLOGY EDUCATION CENTER,MN,23,"55,464"
3501300,MINNESOTA INSTITUTE OF TECHNOLOGIES,MN,5,"8,000"
464600,MINNESOTA SCHOOL OF BUSINESS,MN,"1,269","2,326,446"
239300,MINNESOTA STATE COLLEGE - SOUTHEAST TECHNICAL,MN,726,"1,503,760"
236700,MINNESOTA STATE UNIVERSITY MOORHEAD,MN,"2,296","5,317,010"
236000,"MINNESOTA STATE UNIVERSITY, MANKATO",MN,"2,922","6,840,435"
526300,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,MN,"1,007","2,341,794"
983100,MODEL COLLEGE OF HAIR DESIGN,MN,70,"132,343"
3001200,MUSICIANS TECHNICAL TRAINING CENTER,MN,136,"284,544"
735300,NEI COLLEGE OF TECHNOLOGY,MN,285,"537,559"
795400,NORMANDALE COMMUNITY COLLEGE,MN,"1,703","3,477,186"
236900,NORTH CENTRAL UNIVERSITY,MN,423,"956,277"
237000,NORTH HENNEPIN COMMUNITY COLLEGE,MN,"1,485","2,835,891"
238500,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,MN,628,"1,450,261"
554100,NORTHWEST TECHNICAL COLLEGE,MN,"2,773","6,521,210"
826700,NORTHWEST TECHNICAL INSTITUTE,MN,30,"60,725"
237100,NORTHWESTERN COLLEGE,MN,792,"1,741,025"
1232800,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,MN,12,"13,732"
999200,OAK HILLS CHRISTIAN COLLEGE,MN,91,"225,668"
2284500,PILLSBURY BAPTIST BIBLE COLLEGE,MN,107,"222,628"
553500,PINE TECHNICAL COLLEGE,MN,260,"511,546"
677500,RAINY RIVER COMMUNITY COLLEGE,MN,179,"455,675"
464800,RASMUSSEN COLLEGE - EAGAN,MN,200,"366,884"
2503300,RASMUSSEN COLLEGE - MANKATO,MN,259,"477,856"
1168600,RASMUSSEN COLLEGE - MINNETONKA,MN,195,"338,208"
869400,RASMUSSEN COLLEGE - SAINT CLOUD,MN,305,"542,206"
960200,REGENCY BEAUTY INSTITUTE,MN,61,"133,096"
1049000,REGENCY BEAUTY INSTITUTE,MN,213,"438,257"
525200,RIDGEWATER COLLEGE,MN,"1,597","3,527,907"
2543600,RITAS MOORHEAD BEAUTY SCHOOL,MN,14,"33,400"
233500,RIVERLAND COMMUNITY COLLEGE,MN,"1,044","2,093,065"
237300,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,MN,"1,427","3,000,832"
437400,SAINT CLOUD HOSPITAL X-RAY TECHNOLOGY,MN,1,850
238000,SAINT MARY'S UNIVERSITY OF MINNESOTA,MN,308,"695,786"
553300,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE,MN,"1,386","3,200,011"
972200,SCOT LEWIS BEAUTY SCHOOL,MN,109,"232,930"
987000,SCOT LEWIS SCHOOL OF COSMETOLOGY,MN,118,"205,691"
553700,SOUTH CENTRAL TECHNICAL COLLEGE,MN,845,"1,871,073"
237500,SOUTHWEST MINNESOTA STATE UNIVERSITY,MN,914,"2,104,606"
237700,ST CLOUD STATE UNIVERSITY,MN,"3,131","6,877,518"
553400,ST CLOUD TECHNICAL COLLEGE,MN,951,"2,215,846"
237900,ST JOHNS UNIVERSITY,MN,295,"646,363"
238200,ST OLAF COLLEGE,MN,414,"943,186"
2260500,SUMMIT ACADEMY OPPORTUNITIES INDUSTRIALIZATION CENTER,MN,107,"212,912"
238900,UNIVERSITY OF MINNESOTA,MN,574,"1,438,014"
406900,UNIVERSITY OF MINNESOTA - CROOKSTON,MN,435,"1,018,402"
238800,UNIVERSITY OF MINNESOTA - DULUTH,MN,"1,777","4,034,438"
396900,UNIVERSITY OF MINNESOTA - TWIN CITIES,MN,"5,822","13,348,641"
234500,UNIVERSITY OF ST THOMAS,MN,810,"1,937,678"
235000,VERMILION COMMUNITY COLLEGE,MN,996,"2,423,281"
2504200,WALDEN UNIVERSITY,MN,12,"9,280"
239400,WINONA STATE UNIVERSITY,MN,"1,508","3,402,882"
2311100,ABBOTT ACADEMY OF COSMETOLOGY,MO,45,"116,191"
2239200,ALLIED COLLEGE,MO,891,"1,799,507"
2309100,AMERICAN COLLEGE OF HAIR DESIGN,MO,44,"109,114"
3663400,ANDREWS ACADEMY OF COSMETOLOGY,MO,43,"98,738"
3616300,AVIATION INSTITUTE OF MAINTENANCE,MO,167,"421,630"
244900,AVILA UNIVERSITY,MO,356,"927,323"
1320800,BAPTIST BIBLE COLLEGE,MO,350,"879,399"
2090400,BOONSLICK TECHNICAL EDUCATION CENTER,MO,22,"50,397"
528700,BROOKFIELD AREA CAREER CENTER,MO,1,"1,225"
3066300,BRYAN COLLEGE,MO,146,"343,062"
245000,CALVARY BIBLE COLLEGE,MO,108,"236,057"
553200,CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER,MO,67,"140,440"
2342100,CAREER AND TECHNOLOGY CENTER AT FORT OSAGE,MO,3,"3,800"
2313000,CASS CAREER CENTER,MO,14,"48,650"
245200,CENTRAL BIBLE COLLEGE,MO,443,"1,097,035"
2266400,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,MO,114,"289,212"
3070200,CENTRAL COLLEGE OF COSMETOLOGY,MO,79,"142,487"
245300,CENTRAL METHODIST COLLEGE,MO,538,"1,324,512"
245400,CENTRAL MISSOURI STATE UNIVERSITY,MO,"2,744","6,659,877"
2165900,CHILLICOTHE BEAUTY ACADEMY,MO,19,"45,238"
2090700,CLEVELAND CHIROPRACTIC COLLEGE,MO,18,"31,064"
2497500,CLINTON TECHNICAL SCHOOL,MO,2,"3,550"
250000,COLLEGE OF THE OZARKS,MO,777,"1,783,759"
2289200,COLUMBIA AREA CAREER CENTER,MO,92,"212,630"
2292400,COLUMBIA BEAUTY ACADEMY,MO,36,"82,847"
245600,COLUMBIA COLLEGE,MO,"3,358","6,940,900"
246700,CONCEPTION SEMINARY COLLEGE,MO,24,"61,850"
2361600,CONCORDE CAREER INSTITUTE,MO,736,"1,557,679"
3077200,COSMETOLOGY CONCEPTS INSTITUTE,MO,24,"59,193"
245800,COTTEY COLLEGE,MO,69,"187,855"
245900,CROWDER COLLEGE,MO,"1,074","2,275,821"
246000,CULVER-STOCKTON COLLEGE,MO,333,"747,039"
3072800,DALLAS COUNTY CAREER CENTER,MO,2,"3,987"
543600,DAVIS H. HART MEXICO AREA VOCATIONAL TECHNICAL SCHOOL,MO,15,"48,975"
638500,DEACONESS COLLEGE OF NURSING,MO,147,"269,465"
246100,DRURY UNIVERSITY,MO,"1,857","4,006,427"
886200,EAST CENTRAL COLLEGE,MO,908,"1,790,182"
2564700,ELAINE STEVEN BEAUTY COLLEGE,MO,158,"336,137"
246300,EVANGEL UNIVERSITY,MO,646,"1,593,800"
3032000,EXCELSIOR SPRINGS AREA CAREER CENTER,MO,1,"1,875"
246400,FONTBONNE UNIVERSITY,MO,492,"1,022,881"
2056100,FOUR RIVERS CAREER CENTER,MO,20,"61,850"
2124500,FRANKLIN TECHNOLOGY CENTER,MO,156,"386,885"
2242800,GIBSON TECHNICAL CENTER,MO,37,"76,803"
2568500,GRABBER SCHOOL OF HAIR DESIGN,MO,49,"108,709"
553100,GRAND RIVER TECHNICAL SCHOOL,MO,51,"126,648"
2151000,HANNIBAL CAREER AND TECHNICAL CENTER,MO,61,"115,421"
908900,HANNIBAL-LAGRANGE COLLEGE,MO,297,"699,826"
246600,HARRIS-STOWE STATE COLLEGE,MO,875,"2,080,577"
3174300,HERNDON CAREER CENTER,MO,5,"9,675"
1027900,HICKEY COLLEGE,MO,229,"532,981"
826900,HILLYARD TECHNICAL CENTER,MO,66,"179,425"
960700,HOUSE OF HEAVILIN BEAUTY COLLEGE,MO,79,"207,798"
2277500,HOUSE OF HEAVILIN BEAUTY COLLEGE OF BLUE SPRINGS,MO,69,"152,581"
3110900,HOUSE OF HEAVILIN OF BLUE SPRINGS INC,MO,136,"279,410"
3094900,IHM HEALTH STUDIES CENTER,MO,13,"20,574"
959000,INDEPENDENCE COLLEGE OF COSMETOLOGY,MO,91,"215,987"
755700,ITT TECHNICAL INSTITUTE,MO,"1,040","2,204,111"
246800,JEFFERSON COLLEGE,MO,"1,109","2,433,320"
638900,JEWISH HOSPITAL COLLEGE OF NURSING & ALLIED HEALTH,MO,158,"300,251"
247300,KANSAS CITY ART INSTITUTE,MO,194,"529,594"
2073600,KENNETT AREA VOCATIONAL TECHNICAL SCHOOL,MO,12,"42,600"
528800,KIRKSVILLE AREA TECHNICAL CENTER,MO,42,"93,393"
2263400,LAKE CAREER & TECHNICAL CENTER,MO,9,"12,258"
2068200,LESTER E. COX MEDICAL CENTER,MO,273,"581,456"
2068202,LESTER E. COX MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY,MO,22,"45,775"
2142200,LEX LA RAY TECHNICAL CENTER,MO,15,"52,500"
247900,LINCOLN UNIVERSITY,MO,"1,191","2,935,520"
248000,LINDENWOOD UNIVERSITY - MAIN CAMPUS,MO,"1,120","2,505,057"
471100,LINN STATE TECHNICAL COLLEGE,MO,376,"916,332"
470300,LOGAN COLLEGE OF CHIROPRACTIC,MO,12,"72,012"
666600,LUTHERAN SCHOOL OF NURSING,MO,69,"98,119"
248200,MARYVILLE UNIVERSITY OF SAINT LOUIS,MO,582,"1,298,734"
2520800,MERRELL UNIVERSITY OF BEAUTY ARTS & SCIENCES,MO,62,"152,264"
3092600,MESSENGER COLLEGE,MO,84,"205,044"
2180200,METRO BUSINESS COLLEGE,MO,557,"1,342,254"
248400,METROPOLITAN COMMUNITY COLLEGES,MO,"5,143","10,045,546"
2121100,MIDWEST INSTITUTE - KIRKWOOD,MO,262,"528,407"
248600,MINERAL AREA COLLEGE,MO,"1,509","3,475,817"
754000,MISSOURI BAPTIST UNIVERSITY,MO,368,"892,992"
2295700,"MISSOURI BEAUTY ACADEMY, LLC",MO,29,"75,429"
979500,MISSOURI COLLEGE,MO,710,"1,849,704"
3519300,MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,67,"171,925"
2154900,MISSOURI SCHOOL OF BARBERING & HAIRSTYLING-ST. LOUIS,MO,37,"99,575"
248800,MISSOURI SOUTHERN STATE COLLEGE,MO,"2,297","5,596,825"
2304000,MISSOURI TECH,MO,93,"191,603"
248900,MISSOURI VALLEY COLLEGE,MO,695,"1,822,449"
249000,MISSOURI WESTERN STATE COLLEGE,MO,"2,024","4,690,273"
249100,MOBERLY AREA COMMUNITY COLLEGE,MO,"1,394","2,782,153"
3166300,MOBERLY AREA TECHNICAL CENTER,MO,2,"3,000"
952000,NATIONAL ACADEMY OF BEAUTY ARTS,MO,118,"250,056"
2608000,NEOSHO BEAUTY COLLEGE,MO,46,"120,516"
2203400,NEVADA REGIONAL TECHNICAL CENTER,MO,31,"68,731"
3101000,NEW DIMENSION SCHOOL OF HAIR DESIGN,MO,50,"90,231"
2066900,NICHOLS CAREER CENTER,MO,39,"101,222"
2187200,NORTH CENTRAL AREA VOCATIONAL TECHNICAL SCHOOL,MO,2,"4,000"
251400,NORTH CENTRAL MISSOURI COLLEGE,MO,666,"1,525,961"
3068600,NORTH TECHNICAL SCHOOL,MO,74,"188,275"
2188100,NORTHLAND CAREER CENTER,MO,27,"59,339"
249600,NORTHWEST MISSOURI STATE UNIVERSITY,MO,"1,515","3,570,019"
2188000,NORTHWEST TECHNICAL SCHOOL,MO,36,"86,363"
2202700,OZARK CHRISTIAN COLLEGE,MO,310,"755,314"
2550400,OZARK MOUNTAIN TECHNICAL CENTER,MO,5,"14,000"
3083000,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,"2,718","5,541,920"
2543800,PARIS II EDUCATIONAL CENTER,MO,109,"225,827"
249800,PARK UNIVERSITY,MO,"2,788","5,537,937"
855200,PATRICIA STEVENS COLLEGE,MO,168,"383,485"
2555300,PATSY & ROB'S ACADEMY OF BEAUTY,MO,173,"407,343"
1173500,PIKE LINCOLN TECHNICAL CENTER,MO,37,"81,000"
1040500,PINNACLE CAREER INSTITUTE,MO,268,"577,952"
543000,POPLAR BLUFF TECHNICAL CAREER CENTER,MO,36,"103,972"
1250000,RANKEN TECHNICAL COLLEGE,MO,386,"838,020"
639200,RESEARCH MEDICAL CENTER,MO,27,"76,825"
249900,ROCKHURST UNIVERSITY,MO,319,"793,728"
542900,ROLLA TECHNICAL INSTITUTE,MO,165,"469,192"
2530600,SAINT CHARLES COUNTY COMMUNITY COLLEGE,MO,"1,092","1,920,328"
1258000,SAINT LOUIS CHRISTIAN COLLEGE,MO,93,"199,403"
250400,SAINT LOUIS COLLEGE OF PHARMACY,MO,175,"442,470"
247100,SAINT LOUIS COMMUNITY COLLEGE,MO,"8,460","16,402,404"
3097600,SAINT LOUIS HAIR ACADEMY,MO,44,"89,230"
978200,SAINT LUKES COLLEGE,MO,39,"89,749"
2214500,SALEM COLLEGE OF HAIRSTYLING,MO,50,"120,232"
543800,SALINE COUNTY CAREER CENTER,MO,29,"69,712"
2205200,SANFORD-BROWN COLLEGE,MO,"2,463","5,773,843"
542600,SIKESTON CAREER AND TECHNOLOGY CENTER,MO,55,"156,614"
542400,SOUTH CENTRAL CAREER CENTER,MO,132,"335,427"
3070900,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,44,"93,294"
250100,SOUTHEAST MISSOURI STATE UNIVERSITY,MO,"2,156","5,082,941"
250200,SOUTHWEST BAPTIST UNIVERSITY,MO,"1,155","2,722,575"
250300,SOUTHWEST MISSOURI STATE UNIVERSITY,MO,"4,014","9,738,232"
3106000,SOUTHWEST MISSOURI UNIVERSITY - WEST PLAINS,MO,930,"2,124,350"
2250600,SPRINGFIELD COLLEGE,MO,"1,734","3,429,510"
441300,ST JOHNS REGIONAL HEALTH CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,MO,10,"26,575"
250600,ST LOUIS UNIVERSITY,MO,"1,304","3,096,052"
2340500,ST. LOUIS COLLEGE OF HEALTH CAREERS,MO,429,"1,099,949"
808000,STATE FAIR COMMUNITY COLLEGE,MO,"1,356","3,012,184"
251200,STEPHENS COLLEGE,MO,121,"335,913"
3579300,TEXAS COUNTY TECHNICAL INSTITUTE,MO,68,"179,982"
471300,THREE RIVERS COMMUNITY COLLEGE,MO,"1,489","3,334,448"
860600,TRI COUNTY TECHNICAL SCHOOL,MO,55,"133,464"
249500,TRUMAN STATE UNIVERSITY,MO,763,"1,792,785"
251600,UNIVERSITY OF MISSOURI - COLUMBIA,MO,"3,306","7,686,242"
251800,UNIVERSITY OF MISSOURI - KANSAS CITY,MO,"1,874","4,519,215"
251700,UNIVERSITY OF MISSOURI - ROLLA,MO,994,"2,443,489"
251900,UNIVERSITY OF MISSOURI - ST LOUIS,MO,"2,737","6,066,694"
2599700,VATTEROTT COLLEGE,MO,"4,353","10,772,606"
1102600,WARRENSBURG AREA VOCATIONAL TECHNICAL SCHOOL,MO,25,"64,966"
252000,WASHINGTON UNIVERSITY IN ST. LOUIS,MO,525,"1,202,258"
528900,WAYNESVILLE TECHNICAL ACADEMY,MO,37,"95,500"
252100,WEBSTER UNIVERSITY,MO,918,"2,110,343"
252200,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE,MO,164,"428,041"
252300,WESTMINSTER COLLEGE,MO,199,"490,471"
252400,WILLIAM JEWELL COLLEGE,MO,262,"606,460"
252500,WILLIAM WOODS UNIVERSITY,MO,280,"610,468"
3033000,NORTHERN MARIANAS COLLEGE,MP,705,"1,920,043"
3464300,ACADEMY OF HAIR DESIGN,MS,41,"101,579"
2244300,ACADEMY OF HAIR DESIGN #1,MS,226,"505,038"
2235900,ACADEMY OF HAIR DESIGN #4,MS,76,"180,419"
2251600,ACADEMY OF HAIR DESIGN #6 (THE),MS,135,"313,823"
3001500,ACADEMY OF HAIR DESIGN #7 (THE),MS,23,"62,703"
239600,ALCORN STATE UNIVERSITY,MS,"2,011","6,229,622"
239700,BELHAVEN COLLEGE,MS,940,"2,234,259"
3525300,BLUE CLIFF COLLEGE,MS,94,"146,961"
239800,BLUE MOUNTAIN COLLEGE,MS,215,"523,252"
2074900,CHRIS BEAUTY COLLEGE,MS,192,"377,279"
240100,COAHOMA COMMUNITY COLLEGE,MS,"1,816","5,514,192"
240200,COPIAH LINCOLN COMMUNITY COLLEGE,MS,"2,016","4,868,512"
2502100,CREATION COLLEGE OF COSMETOLOGY,MS,105,"253,996"
2249900,DELTA BEAUTY COLLEGE,MS,155,"365,841"
240300,DELTA STATE UNIVERSITY,MS,"1,408","3,858,399"
240400,EAST CENTRAL COMMUNITY COLLEGE,MS,"1,588","4,148,589"
240500,EAST MISSISSIPPI COMMUNITY COLLEGE,MS,"2,825","7,520,011"
3004000,FINAL TOUCH BEAUTY SCHOOL,MS,109,"287,198"
2251700,FOSTER'S COSMETOLOGY COLLEGE,MS,43,"92,475"
2554600,GIBSONS BARBER & BEAUTY COLLEGE,MS,80,"195,462"
240700,HINDS COMMUNITY COLLEGE,MS,"6,124","15,448,220"
240800,HOLMES COMMUNITY COLLEGE,MS,"2,576","6,642,414"
2490200,"ICS, THE WRIGHT BEAUTY COLLEGE",MS,40,"83,784"
240900,ITAWAMBA COMMUNITY COLLEGE,MS,"2,759","6,609,632"
2586000,J & J HAIR DESIGN COLLEGE,MS,110,"312,428"
241000,JACKSON STATE UNIVERSITY,MS,"4,610","14,144,637"
241100,JONES COUNTY JUNIOR COLLEGE,MS,"3,288","8,655,560"
2361200,MAGNOLIA BIBLE COLLEGE,MS,21,"56,819"
2320800,MAGNOLIA COLLEGE OF COSMETOLOGY,MS,105,"216,309"
241200,MARY HOLMES COLLEGE,MS,362,"1,002,974"
241300,MERIDIAN COMMUNITY COLLEGE,MS,"2,178","5,383,985"
241400,MILLSAPS COLLEGE,MS,288,"701,493"
241500,MISSISSIPPI COLLEGE,MS,768,"1,914,621"
2302800,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,MS,74,"181,136"
241600,MISSISSIPPI DELTA COMMUNITY COLLEGE,MS,"2,664","7,315,031"
241700,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,MS,703,"1,800,589"
241702,MISSISSIPPI GULF COAST COMMUNITY COLLEGE - JACKSON COUNTY CAMPUS,MS,"1,972","5,005,270"
241701,MISSISSIPPI GULF COAST COMMUNITY COLLEGE - JEFFERSON DAVIS CAMPUS,MS,"2,163","4,922,606"
242300,MISSISSIPPI STATE UNIVERSITY,MS,"3,996","10,842,925"
242200,MISSISSIPPI UNIVERSITY FOR WOMEN,MS,923,"2,461,566"
242400,MISSISSIPPI VALLEY STATE UNIVERSITY,MS,"2,795","9,124,945"
242600,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,"1,548","3,888,900"
242700,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,"4,309","9,288,474"
243000,PEARL RIVER COMMUNITY COLLEGE,MS,"2,465","6,428,862"
243300,RUST COLLEGE,MS,650,"1,885,409"
243500,SOUTHEASTERN BAPTIST COLLEGE,MS,72,"159,739"
243600,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,"1,380","3,500,554"
243900,TOUGALOO COLLEGE,MS,495,"1,878,149"
3263300,TRAXLER'S SCHOOL OF HAIR,MS,66,"187,409"
244000,UNIVERSITY OF MISSISSIPPI,MS,"2,704","7,498,723"
244001,UNIVERSITY OF MISSISSIPPI - MEDICAL CENTER,MS,82,"327,877"
244100,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,"5,505","14,730,800"
1146100,WESLEY COLLEGE,MS,48,"120,002"
244700,WILLIAM CAREY COLLEGE,MS,"1,057","2,591,575"
2621300,ACADEMY OF COSMETOLOGY,MT,23,"52,774"
3763400,"ACADEMY OF NAIL AND SKIN TECHNOLOGY, LLP",MT,2,"4,970"
2510600,BLACKFEET COMMUNITY COLLEGE,MT,543,"1,358,223"
790000,BUTTE ACADEMY OF BEAUTY CULTURE,MT,30,"75,865"
252600,CARROLL COLLEGE,MT,343,"876,142"
2545200,CHIEF DULL KNIFE COLLEGE,MT,133,"306,888"
946800,"COLLEGE OF COIFFURE ART, LTD.",MT,46,"121,347"
894700,DAHL'S COLLEGE OF BEAUTY,MT,18,"43,650"
252900,DAWSON COMMUNITY COLLEGE,MT,219,"606,170"
677700,FLATHEAD VALLEY COMMUNITY COLLEGE,MT,673,"1,560,549"
2517500,FORT BELKNAP COLLEGE,MT,153,"383,507"
2343000,FORT PECK COMMUNITY COLLEGE,MT,320,"802,296"
2286600,LITTLE BIG HORN COLLEGE,MT,176,"493,890"
252800,MILES COMMUNITY COLLEGE,MT,232,"613,337"
3205300,MODERN BEAUTY SCHOOL,MT,45,"126,575"
253000,MONTANA STATE UNIVERSITY - BILLINGS,MT,"1,931","4,758,093"
253200,MONTANA STATE UNIVERSITY - BOZEMAN,MT,"3,421","8,322,274"
253300,MONTANA STATE UNIVERSITY - NORTHERN,MT,933,"2,453,832"
931400,MONTANA STATE UNIVERSITY GREAT FALLS COLLEGE OF TECHNOLOGY,MT,803,"1,772,747"
253100,MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,905,"2,364,685"
253400,ROCKY MOUNTAIN COLLEGE,MT,363,"883,001"
2143400,SALISH KOOTENAI COLLEGE,MT,638,"1,727,523"
442800,ST. VINCENT HEALTHCARE,MT,5,"11,350"
2610900,STONE CHILD COLLEGE,MT,284,"712,044"
252700,UNIVERSITY OF GREAT FALLS,MT,480,"1,223,983"
253600,UNIVERSITY OF MONTANA (THE),MT,"4,193","10,686,851"
757000,UNIVERSITY OF MONTANA HELENA COLLEGE OF TECHNOLOGY,MT,434,"1,063,553"
253700,UNIVERSITY OF MONTANA WESTERN (THE),MT,608,"1,448,016"
546300,ALAMANCE COMMUNITY COLLEGE,NC,"1,147","2,542,124"
3237300,ANSON COLLEGE OF COSMETOLOGY,NC,9,"22,119"
3513400,APEX SCHOOL OF THEOLOGY,NC,6,"11,419"
290600,APPALACHIAN STATE UNIVERSITY,NC,"2,294","5,435,022"
2110500,ART INSTITUTE OF CHARLOTTE (THE),NC,383,"783,020"
403300,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,"1,262","2,486,854"
290900,BARBER-SCOTIA COLLEGE,NC,498,"1,506,554"
290800,BARTON COLLEGE,NC,365,"878,996"
855800,BEAUFORT COUNTY COMMUNITY COLLEGE,NC,829,"2,091,111"
291000,BELMONT ABBEY COLLEGE,NC,245,"603,707"
291100,BENNETT COLLEGE,NC,307,"921,787"
798700,BLADEN COMMUNITY COLLEGE,NC,994,"2,466,824"
968400,BLUE RIDGE COMMUNITY COLLEGE,NC,506,"897,869"
291200,BREVARD COLLEGE,NC,237,"595,813"
781400,BROOKSTONE COLLEGE OF BUSINESS,NC,443,"846,958"
2170700,BRUNSWICK COMMUNITY COLLEGE,NC,490,"1,168,914"
647700,CABARRUS COLLEGE OF HEALTH SCIENCES,NC,80,"189,758"
483500,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,NC,"1,209","2,777,178"
291300,CAMPBELL UNIVERSITY,NC,"1,194","2,783,936"
532000,CAPE FEAR COMMUNITY COLLEGE,NC,"2,420","5,278,527"
2286300,CAROLINA BEAUTY COLLEGE,NC,673,"1,318,147"
808100,CARTERET COMMUNITY COLLEGE,NC,835,"1,760,401"
291400,CATAWBA COLLEGE,NC,544,"1,368,943"
531800,CATAWBA VALLEY COMMUNITY COLLEGE,NC,"1,262","2,814,035"
544900,CENTRAL CAROLINA COMMUNITY COLLEGE,NC,"1,615","3,764,585"
291500,CENTRAL PIEDMONT COMMUNITY COLLEGE - CENTRAL,NC,"2,952","5,978,425"
3104200,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,NC,111,"210,961"
2558900,CHEVEUX SCHOOL OF HAIR DESIGN,NC,64,"147,478"
291600,CHOWAN COLLEGE,NC,371,"978,579"
808200,CLEVELAND COMMUNITY COLLEGE,NC,927,"2,228,554"
531600,COASTAL CAROLINA COMMUNITY COLLEGE,NC,"1,589","3,414,827"
291700,COLLEGE OF THE ALBEMARLE,NC,809,"1,905,854"
3064400,COSMETOLOGY INSTITUTE OF BEAUTY ARTS & SCIENCES (THE),NC,97,"250,767"
679900,CRAVEN COMMUNITY COLLEGE,NC,"1,099","2,557,969"
291800,DAVIDSON COLLEGE,NC,113,"283,675"
291900,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,"1,340","2,790,647"
292000,DUKE UNIVERSITY,NC,671,"1,765,209"
544800,DURHAM TECHNICAL COMMUNITY COLLEGE,NC,"1,568","3,312,332"
292300,EAST CAROLINA UNIVERSITY,NC,"4,362","11,547,497"
885500,EDGECOMBE COMMUNITY COLLEGE,NC,"1,558","3,537,120"
292600,ELIZABETH CITY STATE UNIVERSITY,NC,"1,306","3,973,005"
292700,ELON UNIVERSITY,NC,384,"929,908"
2210400,FAYETTEVILLE BEAUTY COLLEGE,NC,72,"167,153"
292800,FAYETTEVILLE STATE UNIVERSITY,NC,"2,578","7,289,113"
764000,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,"3,491","7,815,719"
531700,FORSYTH TECHNICAL COMMUNITY COLLEGE,NC,"1,899","4,389,593"
292900,GARDNER-WEBB UNIVERSITY,NC,"1,004","2,307,745"
297300,GASTON COLLEGE,NC,"1,856","3,773,944"
293000,GREENSBORO COLLEGE,NC,345,"901,413"
293100,GUILFORD COLLEGE,NC,581,"1,323,222"
483800,GUILFORD TECHNICAL COMMUNITY COLLEGE,NC,"2,431","5,650,615"
2238700,HAIRSTYLING INSTITUTE OF CHARLOTTE,NC,27,"86,196"
2560600,HAIRSTYLIST ACADEMY,NC,11,"17,607"
798600,HALIFAX COMMUNITY COLLEGE,NC,"1,382","2,951,108"
808300,HAYWOOD COMMUNITY COLLEGE,NC,720,"1,780,691"
3089300,HERITAGE BIBLE COLLEGE,NC,47,"143,861"
293300,HIGH POINT UNIVERSITY,NC,888,"2,155,169"
293400,ISOTHERMAL COMMUNITY COLLEGE,NC,853,"2,010,673"
768700,JAMES SPRUNT COMMUNITY COLLEGE,NC,722,"1,744,448"
293500,JOHN WESLEY COLLEGE,NC,60,"137,352"
293600,JOHNSON C. SMITH UNIVERSITY,NC,"1,113","3,214,661"
933600,JOHNSTON COMMUNITY COLLEGE,NC,892,"1,956,933"
293700,KING'S COLLEGE,NC,309,"816,757"
293900,LEES-MCRAE COLLEGE,NC,254,"660,700"
294000,LENOIR COMMUNITY COLLEGE,NC,"1,328","3,292,233"
294100,LENOIR-RHYNE COLLEGE,NC,366,"920,520"
1192600,LEON'S BEAUTY SCHOOL,NC,81,"204,961"
294200,LIVINGSTONE COLLEGE,NC,785,"2,394,297"
294300,LOUISBURG COLLEGE,NC,190,"531,779"
294400,MARS HILL COLLEGE,NC,488,"1,254,467"
798800,MARTIN COMMUNITY COLLEGE,NC,470,"1,276,398"
1119700,MAYLAND COMMUNITY COLLEGE,NC,397,"906,867"
808500,MCDOWELL TECHNICAL COMMUNITY COLLEGE,NC,617,"1,404,552"
3361300,MEDICAL ARTS MASSAGE SCHOOL,NC,25,"32,666"
647800,MERCY SCHOOL OF NURSING,NC,47,"72,771"
294500,MEREDITH COLLEGE,NC,487,"1,155,203"
294600,METHODIST COLLEGE,NC,668,"1,631,948"
294700,MITCHELL COMMUNITY COLLEGE,NC,793,"1,815,064"
2056500,MITCHELLS HAIR STYLING ACADEMY,NC,122,"281,308"
2227900,MITCHELL'S HAIR STYLING ACADEMY,NC,20,"54,429"
1179900,MITCHELL'S HAIRSTYLING ACADEMY,NC,65,"135,032"
