OPEID,Institution,State,Recipients,Awards
950900,CHARLES A. JONES SKILLS & BUSINESS EDUCATION CENTER,CA,919,"1,473,055"
1036500,CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,CA,129,"307,999"
3392300,CHASE COLLEGE,CA,237,"640,275"
1203100,CHRISTIAN HERITAGE COLLEGE,CA,212,"480,822"
116600,CITRUS COMMUNITY COLLEGE,CA,"2,622","5,166,598"
450200,CITY COLLEGE OF SAN FRANCISCO,CA,"4,439","10,169,299"
117000,CLAREMONT MCKENNA COLLEGE,CA,156,"416,271"
3278300,CLARITA CAREER COLLEGE,CA,182,"420,491"
2147400,CLEVELAND CHIROPRACTIC COLLEGE,CA,66,"146,289"
2309500,CLOVIS ADULT EDUCATION,CA,178,"415,144"
2063500,COASTLINE COMMUNITY COLLEGE,CA,523,"1,160,980"
117700,COGSWELL POLYTECHNICAL COLLEGE,CA,74,"180,741"
729600,COLEMAN COLLEGE - LA MESA,CA,377,"838,828"
2220000,COLLEEN O'HARA'S BEAUTY ACADEMY,CA,231,"644,660"
3577300,COLLEEN O'HARA'S BEAUTY ACADEMY,CA,28,"67,773"
672000,COLLEGE OF ALAMEDA,CA,943,"2,381,614"
117800,COLLEGE OF MARIN,CA,"1,004","2,255,508"
117801,COLLEGE OF MARIN - INDIAN VALLEY CAMPUS,CA,63,"117,008"
1169600,COLLEGE OF OCEANEERING,CA,279,"607,199"
118100,COLLEGE OF SAN MATEO,CA,671,"1,510,945"
890300,COLLEGE OF THE CANYONS,CA,928,"2,163,571"
118200,COLLEGE OF THE DESERT,CA,"1,791","3,871,275"
118500,COLLEGE OF THE REDWOODS,CA,"2,262","4,987,268"
118600,COLLEGE OF THE SEQUOIAS,CA,"3,868","8,225,242"
118700,COLLEGE OF THE SISKIYOUS,CA,833,"1,812,566"
770700,COLUMBIA COLLEGE,CA,544,"1,163,549"
2110200,COLUMBIA COLLEGE-HOLLYWOOD,CA,81,"193,080"
3250300,COMMUNITY BASED EDUCATION AND DEVELOPMENT,CA,449,"1,460,462"
118800,COMPTON COMMUNITY COLLEGE,CA,"1,861","4,278,522"
3113100,COMPUTER EDUCATION INSTITUTE -,CA,"2,594","6,600,704"
3415300,COMPUTER TRAINING INSTITUTE,CA,85,"219,129"
760700,CONCORDE CAREER INSTITUTE,CA,758,"1,687,999"
793000,CONCORDE CAREER INSTITUTE,CA,440,"859,924"
807100,CONCORDE CAREER INSTITUTE,CA,720,"1,584,272"
853700,CONCORDE CAREER INSTITUTE,CA,966,"2,144,192"
2070500,CONCORDIA UNIVERSITY,CA,317,"796,292"
119000,CONTRA COSTA COLLEGE,CA,"1,121","2,507,027"
3542400,COPPER MOUNTAIN COLLEGE,CA,734,"1,456,998"
753600,COSUMNES RIVER COLLEGE,CA,"2,600","5,612,501"
927200,CRAFTON HILLS COLLEGE,CA,955,"1,880,033"
119200,CUESTA COLLEGE,CA,"1,632","3,477,985"
2111300,CUYAMACA COLLEGE,CA,967,"2,158,925"
2174600,CYNTHIA'S BEAUTY ACADEMY,CA,458,"1,252,852"
119300,CYPRESS COLLEGE,CA,"2,826","6,530,086"
448000,DE ANZA COMMUNITY COLLEGE,CA,"2,075","4,702,442"
3025600,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,2,"6,350"
3200400,DESERT CAREER COLLEGE,CA,187,"454,741"
2298000,DESIGN INSTITUTE OF SAN DIEGO,CA,152,"373,592"
3646300,DESIGN'S SCHOOL OF COSMETOLOGY,CA,48,"121,280"
119100,DIABLO VALLEY COLLEGE,CA,"1,380","3,300,645"
2553600,DIVERSIFIED LANGUAGE INSTITUTE-LOS ANGELES,CA,538,"1,271,413"
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,344,"872,936"
915800,DON BOSCO TECHNICAL INSTITUTE,CA,25,"56,225"
3109500,DONGGUK ROYAL UNIVERSITY,CA,38,"73,560"
1022900,D-Q UNIVERSITY,CA,258,"517,366"
3479400,DVS COLLEGE,CA,82,"224,581"
2226000,EAST LOS ANGELES COLLEGE,CA,"3,817","9,237,870"
3544400,EDNET CAREER INSTITUTE,CA,55,"117,162"
119700,EL CAMINO COLLEGE DISTRICT,CA,"3,011","6,394,232"
2091200,ELEGANCE INTERNATIONAL,CA,59,"128,577"
1265000,ELEGANTE BEAUTY COLLEGES,CA,73,"174,238"
1265100,ELEGANTE BEAUTY COLLEGES,CA,60,"164,513"
2054900,ELEGANTE BEAUTY COLLEGES,CA,44,"105,560"
2221300,ELEGANTE BEAUTY COLLEGES,CA,108,"271,745"
3094400,ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY,CA,109,"297,476"
903200,EMPIRE COLLEGE,CA,381,"871,694"
3413400,ENGLISH CENTER FOR INTERNATIONAL WOMEN,CA,140,"314,019"
3087700,ESCUELAS  LEICESTER,CA,123,"287,925"
2167800,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,CA,56,"101,422"
1245200,EVERGREEN VALLEY COLLEGE,CA,"1,665","4,021,575"
2234300,FASHION CAREERS OF CALIFORNIA COLLEGE,CA,86,"195,071"
1111200,FASHION INSTITUTE OF DESIGN & MERCHANDISING -,CA,"1,485","3,649,627"
859700,FEATHER RIVER COMMUNITY COLLEGE,CA,256,"588,618"
725300,FEDERICO COLLEGE OF HAIRSTYLING,CA,189,"358,136"
3131300,FIVE BRANCHES INSTITUTE,CA,8,"22,475"
119900,FOOTHILL COLLEGE,CA,540,"1,151,535"
3271300,"FOUNDATION COLLEGE, SAN DIEGO",CA,5,"11,919"
3162300,FOUR-D SUCCESS ACADEMY,CA,223,"533,855"
2230900,FREDRICK AND CHARLES BEAUTY COLLEGE,CA,53,"126,790"
130700,FRESNO CITY COLLEGE,CA,"8,499","18,271,447"
125300,FRESNO PACIFIC UNIVERSITY,CA,457,"1,160,323"
120100,FULLERTON COLLEGE,CA,"2,948","6,750,629"
1202700,GALEN COLLEGE OF CALIFORNIA,CA,539,"1,184,375"
120200,GAVILAN COLLEGE,CA,738,"1,686,209"
2231900,GEMOLOGICAL INSTITUTE OF AMERICA,CA,41,"93,185"
2338500,GLENDALE CAREER COLLEGE,CA,"1,211","2,906,284"
120300,GLENDALE COMMUNITY COLLEGE,CA,"4,736","10,260,533"
120500,GOLDEN GATE UNIVERSITY,CA,126,"243,662"
120600,GOLDEN WEST COLLEGE,CA,"2,197","5,721,357"
120800,GROSSMONT COLLEGE,CA,"2,620","5,658,434"
565500,HACIENDA LA PUENTE ADULT EDUCATION,CA,423,"926,209"
2211000,HAIRMASTERS UNIVERSITY OF BEAUTY,CA,58,"171,464"
120900,HARTNELL COMMUNITY COLLEGE,CA,"1,809","3,619,767"
117100,HARVEY MUDD COLLEGE,CA,85,"225,150"
723400,HEALD COLLEGE,CA,"2,031","4,713,589"
747700,HEALD COLLEGE,CA,658,"1,505,528"
809300,HEALD COLLEGE,CA,930,"2,314,106"
853200,HEALD COLLEGE,CA,982,"2,332,953"
2187500,HEALD COLLEGE,CA,710,"1,660,362"
2262300,HEALD COLLEGE,CA,17,"27,162"
2593200,HEALD COLLEGE,CA,621,"1,370,604"
2593300,HEALD COLLEGE,CA,736,"1,818,649"
3034000,HEALD COLLEGE,CA,695,"1,618,986"
2593100,"HEALD COLLEGE, SCHOOLS OF BUSINESS AND TECHNOLOGY",CA,687,"1,558,838"
2589200,HEALTHSTAFF TRAINING INSTITUTE,CA,54,"133,367"
2285100,HILLTOP BEAUTY SCHOOL,CA,191,"490,588"
118300,HOLY NAMES COLLEGE,CA,216,"490,094"
125200,HOPE INTERNATIONAL UNIVERSITY,CA,363,"858,797"
114900,HUMBOLDT STATE UNIVERSITY,CA,"2,997","8,547,289"
121200,HUMPHREYS COLLEGE,CA,543,"1,280,335"
2496000,HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,CA,188,"485,727"
2545900,HYPNOSIS MOTIVATION INSTITUTE,CA,75,"160,126"
3467300,IMAGE SCHOOLS OF COSMETOLOGY,CA,75,"179,367"
121400,IMPERIAL VALLEY COLLEGE,CA,"2,803","6,207,740"
2128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,701,"1,503,555"
2312400,INSTITUTE OF COMPUTER COMPUTER TECHNOLOGY,CA,176,"428,966"
3602400,INSTITUTE OF NETWORK TECHNOLOGY,CA,25,"35,434"
3067500,INSTITUTE OF TECHNOLOGY,CA,"1,741","4,072,677"
2559400,INTERCOAST COLLEGES - SANTA ANA,CA,489,"1,334,072"
2520300,INTERIOR DESIGNERS INSTITUTE,CA,37,"46,893"
3395300,INTERNATIONAL CAREER DEVELOPMENT CENTER,CA,623,"1,502,844"
2255400,INTERNATIONAL SCHOOL OF COSMETOLOGY,CA,69,"149,878"
2539500,IRVINE VALLEY COLLEGE,CA,"1,009","2,327,836"
2120900,ITT TECHNICAL INSTITUTE,CA,530,"1,188,585"
2291600,ITT TECHNICAL INSTITUTE,CA,666,"1,482,949"
3070400,ITT TECHNICAL INSTITUTE,CA,713,"1,590,413"
3087400,ITT TECHNICAL INSTITUTE,CA,607,"1,528,621"
2291500,ITT TECHNICAL INSTITUTE -,CA,"1,164","2,822,821"
2321800,ITT TECHNICAL INSTITUTE -,CA,"1,041","2,434,580"
2321900,ITT TECHNICAL INSTITUTE -,CA,570,"1,270,380"
3268300,IVORY DENTAL TECHNOLOGY COLLEGE,CA,36,"95,658"
3485400,JAMES ALBERT SCHOOL OF COSMETOLOGY,CA,19,"44,202"
1202600,JE BOUTIQUE COLLEGE OF BEAUTY,CA,153,"288,790"
448400,JOHN F. KENNEDY UNIVERSITY,CA,59,"93,837"
3125300,JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE,CA,159,"413,352"
3308300,KENSINGTON COLLEGE,CA,20,"48,017"
3282300,KIM ANH ACADEMY OF BEAUTY,CA,109,"311,429"
3516300,KING'S COLLEGE AND SEMINARY (THE),CA,81,"188,066"
3664300,LA LAN 2000 COMPUTER TRAINING CENTER,CA,55,"92,051"
121500,LA SIERRA UNIVERSITY,CA,606,"1,667,462"
2330500,LAGUNA COLLEGE OF ART AND DESIGN,CA,106,"297,893"
2238200,LAKE FOREST BEAUTY COLLEGE,CA,12,"19,627"
1290700,LAKE TAHOE COMMUNITY COLLEGE,CA,267,"471,010"
1301000,LANCASTER BEAUTY SCHOOL,CA,215,"525,267"
126600,LANEY COLLEGE,CA,"2,115","5,202,236"
3035700,LAS POSITAS COLLEGE,CA,457,"931,320"
121700,LASSEN COLLEGE,CA,447,"1,075,850"
2270600,LIFE PACIFIC COLLEGE,CA,182,"415,421"
2494800,LOLA BEAUTY COLLEGE,CA,107,"331,230"
121800,LOMA LINDA UNIVERSITY,CA,343,"921,064"
121900,LONG BEACH CITY COLLEGE,CA,"9,094","19,116,417"
122300,LOS ANGELES CITY COLLEGE,CA,"4,251","11,103,575"
3259300,LOS ANGELES COLLEGE OF MICRO TECHNOLOGY,CA,46,"115,850"
616500,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH -,CA,109,"205,700"
122400,LOS ANGELES HARBOR COLLEGE,CA,"2,321","4,595,068"
1255000,LOS ANGELES MISSION COLLEGE,CA,"1,902","4,238,234"
2570300,LOS ANGELES ORT TECHNICAL INSTITUTE,CA,962,"2,501,168"
122600,LOS ANGELES PIERCE COLLEGE,CA,"2,621","5,869,457"
2612800,LOS ANGELES RECORDING WORKSHOP,CA,264,"642,002"
704700,LOS ANGELES SOUTHWEST COLLEGE,CA,"1,762","3,815,524"
122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,"3,210","7,661,618"
122800,LOS ANGELES VALLEY COLLEGE,CA,"3,211","7,493,756"
1034000,LOS MEDANOS COLLEGE,CA,790,"1,709,226"
1164900,LOYOLA MARYMOUNT UNIVERSITY,CA,"1,219","3,287,972"
714200,LYLES FRESNO COLLEGE OF BEAUTY,CA,242,"564,610"
1324000,LYTLES REDWOOD EMPIRE BEAUTY COLLEGE,CA,36,"75,539"
2208600,MADERA BEAUTY COLLEGE,CA,33,"78,621"
1231600,MANCHESTER BEAUTY COLLEGE,CA,124,"251,301"
3440400,MARIAN HEALTH CAREERS CENTER,CA,58,"140,996"
2091700,MARIC COLLEGE,CA,962,"2,278,213"
2549000,MARIC COLLEGE,CA,668,"1,514,647"
747600,MARINELLO SCHOOLS OF BEAUTY,CA,855,"2,432,361"
3074900,MARTINEZ ADULT EDUCATION,CA,24,"42,099"
1047400,MARYMOUNT COLLEGE,CA,152,"406,640"
122000,MASTER'S COLLEGE AND SEMINARY,CA,336,"821,950"
1167200,MENDOCINO COMMUNITY COLLEGE,CA,755,"1,550,470"
123600,MENLO COLLEGE,CA,176,"474,009"
123700,MERCED COLLEGE,CA,"2,728","6,276,415"
126700,MERRITT COLLEGE,CA,"1,011","2,952,124"
3113300,MICROCOMPUTER EDUCATION CENTER - SCHOOL OF BUSINESS & TECHNOLOGY,CA,143,"414,038"
123800,MILLS COLLEGE,CA,286,"747,228"
123900,MIRACOSTA COLLEGE,CA,814,"1,620,555"
2338700,MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE,CA,69,"130,824"
2119100,MISSION COLLEGE,CA,942,"2,166,528"
720400,MODERN BEAUTY ACADEMY - OXNARD,CA,112,"317,800"
2539100,MODERN TECHNOLOGY COLLEGE,CA,659,"1,653,999"
3063400,MODERN TECHNOLOGY SCHOOL,CA,139,"295,955"
124000,MODESTO JUNIOR COLLEGE,CA,"3,785","8,388,235"
2185800,MOLER BARBER COLLEGE,CA,20,"51,794"
2345800,MONTEBELLO BEAUTY COLLEGE,CA,228,"587,659"
124100,MONTEREY INSTITUTE OF INTERNATIONAL STUDIES,CA,5,"9,250"
3105700,MONTEREY PARK COLLEGE,CA,185,"490,688"
124200,MONTEREY PENINSULA COLLEGE,CA,737,"1,442,560"
711500,MOORPARK COLLEGE,CA,836,"1,833,321"
2205700,MORO BEAUTY COLLEGE,CA,87,"325,722"
3062400,MOUNT DIABLO ADULT EDUCATION,CA,73,"139,203"
124300,MOUNT SAINT MARY'S COLLEGE,CA,836,"2,358,567"
124500,MOUNT SAN ANTONIO COLLEGE,CA,"3,540","8,436,684"
124600,MT SAN JACINTO COLLEGE,CA,"2,520","5,164,753"
3128700,MT. SIERRA COLLEGE,CA,546,"1,244,985"
2546400,MTI BUSINESS COLLEGE,CA,217,"537,687"
1291200,MTI COLLEGE,CA,518,"1,066,824"
2161800,MUSICIANS INSTITUTE,CA,303,"594,127"
3458300,MY LE'S BEAUTY COLLEGE,CA,144,"347,395"
124700,NAPA VALLEY COLLEGE,CA,764,"1,594,314"
2518400,NATIONAL HISPANIC UNIVERSITY,CA,199,"431,787"
2542300,NATIONAL HOLISTIC INSTITUTE,CA,288,"660,816"
1287300,NATIONAL INSTITUTE OF TECHNOLOGY,CA,"3,015","5,641,680"
3109600,NATIONAL INSTITUTE OF TECHNOLOGY,CA,151,"248,841"
1146000,NATIONAL UNIVERSITY - LA JOLLA,CA,"1,436","3,092,078"
1083100,NEW COLLEGE OF CALIFORNIA,CA,159,"407,054"
713000,NEWBERRY SCHOOLS OF BEAUTY,CA,99,"204,533"
2584200,NEWBRIDGE COLLEGE,CA,380,"880,720"
3043900,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,38,"68,626"
718700,NORTH ADRIAN'S BEAUTY COLLEGE,CA,71,"207,276"
1170700,NORTH-WEST COLLEGE,CA,645,"1,776,893"
1287200,NORTH-WEST COLLEGE,CA,249,"695,028"
2591600,NORTH-WEST COLLEGE,CA,164,"427,160"
3399300,NORTHWESTERN TECHNICAL COLLEGE,CA,253,"492,861"
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,257,"647,457"
3590400,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,CA,27,"64,967"
124900,OCCIDENTAL COLLEGE,CA,489,"1,448,481"
448100,OHLONE COLLEGE,CA,740,"1,532,435"
125000,ORANGE COAST COLLEGE,CA,"3,022","7,241,958"
125100,OTIS COLLEGE OF ART AND DESIGN,CA,385,"1,160,068"
1284200,OXNARD COLLEGE,CA,"1,559","3,606,958"
3299300,PACIFIC COLLEGE,CA,192,"440,600"
3027700,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,16,"18,592"
125500,PACIFIC OAKS COLLEGE,CA,97,"138,115"
3163300,PACIFIC STATES UNIVERSITY,CA,1,"2,000"
125800,PACIFIC UNION COLLEGE,CA,475,"1,171,207"
125900,PALO VERDE COLLEGE,CA,308,"694,663"
126000,PALOMAR COLLEGE,CA,"1,423","2,917,066"
2537200,PALOMAR INSTITUTE OF COSMETOLOGY,CA,94,"165,282"
2255600,PARAMOUNT SCHOOL OF BEAUTY,CA,92,"283,768"
2059800,PARIS BEAUTY COLLEGE,CA,30,"72,019"
126100,PASADENA CITY COLLEGE,CA,"4,909","11,982,974"
449000,PATTEN UNIVERSITY,CA,238,"620,694"
3479300,PCI PROFESSIONAL CAREER INSTITUTE,CA,45,"70,882"
1014900,PEPPERDINE UNIVERSITY,CA,603,"1,543,727"
117200,PITZER COLLEGE,CA,221,"574,439"
2620300,PLATT COLLEGE,CA,132,"313,981"
3039900,PLATT COLLEGE,CA,209,"539,945"
3062700,PLATT COLLEGE,CA,622,"1,521,876"
2304300,"PLATT COLLEGE, SAN DIEGO",CA,279,"656,165"
126200,POINT LOMA NAZARENE UNIVERSITY,CA,463,"1,175,297"
3029600,POMONA ADULT SCHOOL,CA,183,"201,497"
117300,POMONA COLLEGE,CA,161,"402,381"
126800,PORTERVILLE COLLEGE,CA,"1,417","3,229,770"
2343400,POWAY ACADEMY OF HAIR DESIGN,CA,111,"212,361"
3393300,PRECISION TECHNICAL INSTITUTE,CA,36,"80,615"
3125800,PREMIERE CAREER COLLEGE,CA,164,"426,473"
3367300,PROFESSIONAL GOLFERS CAREER COLLEGE,CA,28,"57,080"
1298400,PROFESSIONAL INSTITUTE OF BEAUTY,CA,165,"468,255"
130800,REEDLEY COLLEGE,CA,"4,543","9,341,778"
3394300,REMINGTON COLLEGE - SAN DIEGO CAMPUS,CA,333,"738,576"
720300,RICHARDS BEAUTY COLLEGES,CA,24,"47,311"
3143300,RIGHT WAY ADULT LEARNING CENTERS (THE),CA,20,"29,628"
126900,RIO HONDO COMMUNITY COLLEGE,CA,"3,174","6,999,613"
127000,RIVERSIDE COMMUNITY COLLEGE,CA,"5,887","10,870,069"
1294200,ROSEMEAD BEAUTY SCHOOL,CA,279,"813,911"
3330300,ROSS BUSINESS INSTITUTE,CA,25,"80,285"
3054100,ROYALE COLLEGE OF BEAUTY,CA,87,"184,431"
123300,SACRAMENTO CITY COLLEGE,CA,"5,174","8,971,679"
891800,SADDLEBACK COLLEGE,CA,"1,120","2,232,140"
3069500,SAGE COLLEGE,CA,213,"432,780"
3359300,SAINT FRANCIS CAREER COLLEGE,CA,130,"357,839"
129900,SAINT JOHN'S SEMINARY,CA,42,"139,815"
130200,SAINT MARY'S COLLEGE OF CALIFORNIA,CA,829,"2,091,474"
1309500,SALON SUCCESS ACADEMY,CA,21,"49,922"
2619300,SAMRA UNIVERSITY OF ORIENTAL MEDICINE,CA,15,"29,719"
701200,SAMUEL MERRITT COLLEGE,CA,127,"335,021"
127200,SAN BERNARDINO VALLEY COLLEGE,CA,"5,078","10,911,608"
127300,SAN DIEGO CITY COLLEGE,CA,"4,413","9,385,548"
2241600,SAN DIEGO COMMUNITY COLLEGE CENTERS FOR EDUCATION AND TECHNOLOGY,CA,138,"209,084"
2208700,SAN DIEGO GOLF ACADEMY,CA,254,"595,129"
127500,SAN DIEGO MESA COLLEGE,CA,"3,061","6,924,668"
1182000,SAN DIEGO MIRAMAR COLLEGE,CA,913,"1,945,357"
115100,SAN DIEGO STATE UNIVERSITY,CA,"8,661","23,244,858"
722900,SAN FERNANDO BEAUTY ACADEMY,CA,420,"1,172,799"
394800,SAN FRANCISCO ART INSTITUTE,CA,203,"543,944"
127800,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,40,"115,000"
115400,SAN FRANCISCO STATE UNIVERSITY,CA,"7,118","19,231,381"
128000,SAN JOAQUIN DELTA COLLEGE,CA,"5,588","12,253,270"
2120700,SAN JOAQUIN VALLEY COLLEGE,CA,"2,972","8,335,339"
128100,SAN JOSE CHRISTIAN COLLEGE,CA,128,"308,112"
128200,SAN JOSE CITY COLLEGE,CA,"1,065","2,268,637"
115500,SAN JOSE STATE UNIVERSITY-,CA,"6,762","17,801,868"
128400,SANTA ANA COLLEGE,CA,"2,572","5,921,991"
998900,SANTA BARBARA BUSINESS COLLEGE,CA,95,"168,056"
2577900,SANTA BARBARA BUSINESS COLLEGE,CA,389,"787,149"
2578000,SANTA BARBARA BUSINESS COLLEGE,CA,274,"497,825"
128500,SANTA BARBARA CITY COLLEGE,CA,"1,673","3,442,855"
3128000,SANTA BARBARA COLLEGE OF ORIENTAL MEDICINE,CA,8,"16,798"
132600,SANTA CLARA UNIVERSITY,CA,602,"1,676,205"
128600,SANTA MONICA COLLEGE,CA,"3,306","7,421,141"
128700,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA,CA,"1,756","3,859,889"
117400,SCRIPPS COLLEGE,CA,108,"292,187"
719000,SEQUOIA INSTITUTE,CA,"1,040","2,553,806"
2359300,SHASTA BIBLE COLLEGE,CA,39,"101,189"
128900,SHASTA COLLEGE,CA,"2,659","5,567,474"
2542000,SIERRA ACADEMY OF AERONAUTICS-AIRLINE TRAINING CENTER,CA,321,"724,732"
129000,SIERRA COLLEGE,CA,"2,640","5,507,270"
2064300,SIERRA COLLEGE OF BEAUTY,CA,94,"204,247"
2188400,SIERRA VALLEY BUSINESS COLLEGE,CA,108,"254,521"
3069300,SILICON VALLEY COLLEGE-FREMONT,CA,"1,779","4,305,914"
1323300,SIMI VALLEY ADULT SCHOOL & CAREER INSTITUTE,CA,96,"227,205"
129100,SIMPSON COLLEGE,CA,614,"1,325,939"
771300,SKYLINE COLLEGE,CA,967,"2,167,410"
129200,SOLANO COMMUNITY COLLEGE,CA,"1,482","2,872,033"
115600,SONOMA STATE UNIVERSITY,CA,"1,704","4,211,086"
2608900,SOUND MASTER RECORDING ENGINEER SCHOOL AUDIO/VIDEO INSTITUTE,CA,35,"116,837"
2597300,SOUTH BAYLO UNIVERSITY,CA,64,"160,699"
2277400,SOUTH COAST COLLEGE,CA,170,"451,354"
3332300,SOUTHERN CALIFORNIA BIBLE COLLEGE AND SEMINARY,CA,39,"60,328"
3113600,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,657,"1,807,442"
129400,SOUTHWESTERN COLLEGE,CA,"3,842","8,953,590"
130500,STANFORD UNIVERSITY,CA,884,"2,463,170"
3108100,SUMMIT CAREER COLLEGE,CA,792,"2,440,364"
130900,TAFT COLLEGE,CA,352,"799,214"
2236400,"THANH LE COLLEGE, SCHOOL OF COSMETOLOGY",CA,125,"375,450"
2075800,THE SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE,CA,88,"279,575"
792600,TRAVEL & TRADE CAREER INSTITUTE,CA,443,"833,535"
2359200,TRAVEL UNIVERSITY INTERNATIONAL,CA,48,"110,266"
2497300,TRINITY COLLEGE - GOLDEN STATE BUSINESS COLLEGE,CA,937,"2,485,812"
3403300,TRINITY LIFE BIBLE COLLEGE,CA,83,"143,082"
1231700,TULARE BEAUTY COLLEGE,CA,52,"133,337"
3614300,UNITED BEAUTY COLLEGE,CA,86,"151,988"
2559300,UNITED EDUCATION INSTITUTE -,CA,"5,109","10,576,021"
1244600,UNIVERSAL COLLEGE OF BEAUTY,CA,171,"429,663"
131400,UNIVERSITY OF CALIFORNIA - IRVINE,CA,"6,098","17,288,547"
131200,"UNIVERSITY OF CALIFORNIA, BERKELEY",CA,"7,654","21,716,115"
131300,"UNIVERSITY OF CALIFORNIA, DAVIS",CA,"6,487","18,860,254"
131500,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CA,"9,317","26,900,059"
131600,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",CA,"6,293","18,272,118"
131700,"UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD)",CA,"5,716","16,727,646"
131900,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,6,"18,408"
132000,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",CA,"4,609","12,853,718"
132100,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",CA,"3,316","8,913,799"
274100,UNIVERSITY OF JUDAISM,CA,51,"153,925"
121600,UNIVERSITY OF LA VERNE -,CA,"1,323","3,244,758"
132200,UNIVERSITY OF REDLANDS,CA,762,"1,965,706"
1039500,UNIVERSITY OF SAN DIEGO,CA,863,"2,283,573"
132500,UNIVERSITY OF SAN FRANCISCO,CA,"1,133","3,057,783"
132800,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"3,746","10,007,529"
132900,UNIVERSITY OF THE PACIFIC,CA,"1,184","3,382,553"
2052300,UNIVERSITY OF WEST LOS ANGELES,CA,23,"32,734"
3441400,VALLEY CAREER COLLEGE,CA,324,"527,287"
129300,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,CA,502,"1,223,191"
3084700,VENTURA ADULT AND CONTINUING EDUCATION,CA,113,"213,816"
133400,VENTURA COLLEGE,CA,"1,436","3,439,529"
2128200,VICTOR VALLEY BEAUTY COLLEGE,CA,117,"296,716"
133500,VICTOR VALLEY COMMUNITY COLLEGE,CA,"3,725","8,084,145"
3150500,VIRGINIA SEWING MACHINES AND SCHOOL CENTER,CA,118,"301,979"
2242700,VISTA COMMUNITY COLLEGE,CA,989,"1,988,362"
3639300,WEST COAST ULTRASOUND INSTITUTE,CA,53,"104,732"
3698300,WEST COAST UNIVERSITY,CA,15,"34,415"
117600,WEST HILLS COMMUNITY COLLEGE,CA,"1,473","3,146,742"
859600,WEST LOS ANGELES COLLEGE,CA,"1,761","3,963,051"
133800,WEST VALLEY COLLEGE,CA,913,"1,951,016"
3062300,WESTECH COLLEGE,CA,105,"272,764"
974800,WESTERN CAREER COLLEGE,CA,"2,552","4,967,741"
3123000,WESTERN INSTITUTE OF SCIENCE AND HEALTH,CA,61,"115,053"
134100,WESTMONT COLLEGE,CA,195,"472,438"
2596400,WESTWOOD COLLEGE OF AVIATION TECHNOLOGY,CA,553,"1,446,461"
1162600,WESTWOOD COLLEGE OF TECHNOLOGY,CA,44,"85,323"
3072700,WESTWOOD COLLEGE OF TECHNOLOGY,CA,"1,298","3,268,854"
134200,WHITTIER COLLEGE,CA,397,"1,097,143"
134300,WOODBURY UNIVERSITY,CA,571,"1,576,463"
2262400,YESHIVA OHR ELCHONON CHABAD-WEST COAST TALMUDICAL SEMINARY,CA,43,"234,850"
134400,YUBA COLLEGE,CA,"3,608","7,878,843"
2165200,ACADEMY OF BEAUTY CULTURE,CO,64,"158,141"
134500,ADAMS STATE COLLEGE,CO,979,"2,682,040"
758200,AIMS COMMUNITY COLLEGE,CO,"1,109","2,407,138"
2059400,AMERICANA BEAUTY COLLEGE #2,CO,144,"263,124"
134600,ARAPAHOE COMMUNITY COLLEGE,CO,"1,206","2,379,629"
2078900,ART INSTITUTE OF COLORADO (THE),CO,"2,181","4,749,676"
2072200,ARTISTIC BEAUTY COLLEGES-ARVADA,CO,67,"150,211"
1070900,ARTISTIC BEAUTY COLLEGES-LAKEWOOD,CO,125,"247,542"
2160600,ARTISTIC BEAUTY COLLEGES-THORNTON,CO,119,"216,486"
2141100,ARTISTIC BEAUTY COLLEGES-WESTMINSTER,CO,84,"188,202"
1267000,BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY,CO,265,"579,669"
450300,BLAIR COLLEGE,CO,787,"1,325,459"
